	chr4:169553220-169553369	chr4:169553370-169553519	chr4:169553520-169553669	chr4:169553670-169553819	chr4:169553820-169553969	chr4:169553970-169554119	chr4:169554120-169554269	chr4:169554270-169554419	chr4:169554420-169554569	chr4:169554570-169554719	chr4:169554720-169554869	chr4:169554870-169555019	chr4:169555020-169555169	chr4:169555170-169555319	chr4:169555320-169555469	chr4:169555470-169555619	chr4:169555620-169555769	chr4:169555770-169555919	chr4:169555920-169556069	chr4:169556070-169556219	chr4:169556220-169556369	chr4:169556370-169556519	chr4:169556520-169556669	chr4:169556670-169556819	chr4:169556820-169556969	chr4:169556970-169557119	chr4:169557120-169557269	chr4:169557270-169557419	chr4:169557420-169557569	chr4:169557570-169557719	chr4:169557720-169557869	chr4:169557870-169558019	chr4:169558020-169558169	chr4:169558170-169558319	chr4:169558320-169558351	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.3bc522e1-a1c6-492a-9fb9-e63c8afd2709.fc.signal	0.225941	0.167223	0.0283564	0.0940022	0.0674097	0.1995	0	0	0	0.203148	0.0718656	0.158565	0.0713567	0.0257906	0.274646	0.0358188	0	0.303669	0.169652	0.544741	0.24788	0.190433	0.340121	0.290224	0.0552606	0.256788	0.0254315	0	0	0.173743	0.466669	0.437426	0.670146	0.215372	0.65486	0.305221
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.d9959e98-a5a9-490f-a9f0-358a1a711d27.fc.signal	0.484224	0.0790243	0	0	0.116687	1.04365	0.534625	0	0	0	0	0	0.304525	0.341056	0	0	0	0	0	0	0	0	0	0	0.004752	0.237794	0.21724	0.109809	0.584991	0.42136	0	0.319854	0.367497	0.644635	0.382572	0.292857
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.993ec17f-4277-433d-a284-3906706ac1fe.fc.signal	1.13416	0.372077	0	0.48415	0.300352	0	0	0	0	0.140871	0.135642	0.466047	0.0377674	0	0	0	0.605226	1.74844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.4569d4d8-c896-418a-b870-e7afcf72b7d3.fc.signal	0.478684	0.421582	0.220672	0.21494	0.210587	0.1998	0.350745	0.539427	0.436879	0.173686	0.168544	0.234796	0.14114	0	0.293915	0.310885	0.0879337	0.141709	0.174347	0.0566107	0.318214	0.0351885	0	0	0	0	0	0	0	0.277392	0.76414	0.189646	0.447165	0.276297	0.259787	0.695335
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.009dbb10-d8f5-4bd5-9bc6-e0cf283ece54.fc.signal	0	0	0	0	0	0.186593	0.793022	0.721158	0.228198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.402806
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000290.2.e8dc7448-dc97-4057-a492-978243fe4033.fc.signal	0.921061	1.26995	0.800849	0.247958	0.569942	0.360712	0.412316	0.373207	0.146368	0.35904	0.007367	0.142288	0.520754	0.401903	0.259503	0.258632	0.147728	0.261286	0.0192738	0.304297	0.0968791	0.252959	0.486127	0.364597	0.383795	0.125748	0.405384	0.225945	0.303662	0.768838	0.162199	0.394279	0.0830636	0	0.195686	0.410256
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001908.1.4025739e-d017-417d-bd1b-2254ef9d0cdc.fc.signal	0.0391917	0.512358	0.557273	0.182225	0.202863	0.1026	0.576374	0.771162	0.110578	0.0821085	0.342926	0.380782	0.0797522	0.0574426	0.0304473	0.111025	0.200815	0.189669	0.060582	0.0694474	0.111081	0	0	0.19173	0.0697731	0.128702	0.112994	0	0	0	0.15707	0.127549	0.21355	0.185626	0.255991	0.336207
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.9b1c722f-92a9-4c08-873d-1b0b5f7b7e5c.fc.signal	0	0	1.06581	1.3604	0.842157	0	0	0	0	0	0	0	0	0	0	0.205959	0.594406	0	0	0	0	0.983243	0.586713	0.827114	0.62756	0	0	0	0.111235	0.748308	0	0	2.41134	1.15452	0	0.194175
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.4e9958ba-8dfc-4908-9654-b8c3286ec999.fc.signal	0.658408	0.0697008	0.344061	0.384858	0	0.606419	1.50394	1.05288	0.545218	1.88617	0.0854127	0	0	0	0	0	0.161498	1.04222	0.383084	0.619591	0	0	0	0.225045	0.607344	0	0	0	0.250259	1.14944	0.512043	0.571368	0	0	0.770542	0.232609
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000810.3.f937c5a8-f739-4eba-91ed-5c0fce69c73d.fc.signal	0.615919	0.332201	0.574103	1.31327	1.31294	0.386017	0.178552	0.405859	0	0.0501172	0.299375	0.0437528	0.352422	1.01465	1.36643	0.234801	0.687332	1.02857	0.638663	0.32432	0.876173	0.884659	0.454872	0.36741	0.0041404	0.136933	0.358066	0.0490635	0.672228	0.123003	0	0.282819	0.503601	0.0788575	0	0.364641
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001913.1.0691c0e9-6039-4aa9-a294-80d73cee59d2.fc.signal	1.10141	0.400155	0	0	0.298852	0.11354	0.506481	0.364589	0.323496	0.78547	1.50926	0.192868	0	0.700048	0.40368	0.275441	0.880596	0	0	0	0	0	0	0	0.411003	0.0561137	0.170913	1.26076	0.338209	0.227094	1.07656	0.365627	0.28873	0	0.646081	0.342618
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.ef220820-5419-4b81-b030-ce292c6089b7.fc.signal	0.107125	0.24354	0.871965	0.602068	0.490031	0.343915	0.216261	0.259149	0.11882	0.14608	0.0645992	0.434422	0.345845	0.331245	0.378985	0.389402	0.144991	0.496854	0.407843	0.303229	0	0	0	0	0.138307	0.221611	0.0282421	0	0	0	0	0.0564912	0.309982	0.283406	0.432156	0.685366
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001008.4.aa01f6f8-93b0-4f0b-8191-bde89d903aa4.fc.signal	0.0377405	0.476539	0.820112	0.628143	1.31491	1.05784	0.740941	0.595579	0.388466	0.210561	0.445011	0.239614	0.335483	0.184896	0.215685	0.510241	0.407651	0.420681	0.403572	0.43766	0.571664	0.439847	0.527128	0.073616	0.426926	0.302805	0.399183	0.225975	0.250766	0.30453	0.402002	0.0745119	0.434815	0.371087	0.59364	0.286885
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.c4a67634-cf89-4945-bb82-26e2fddb3f3f.fc.signal	0.526565	0.170333	0.0295423	0.237728	0.151043	0.130349	0.546942	0.231919	0	0	0	0.0269435	0.150289	0.156173	0.0654163	0.0491289	0.150788	0.0240039	0.137976	0.282057	0.107584	0.0398747	0.0941243	0.15258	0.16376	0.141451	0.292854	0.441446	0.156451	0.632191	0.506528	0.305061	0.268849	0.0760755	0.240075	0.294922
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000239.3.318c4637-d1c5-4ab4-ab79-239ce2440f41.fc.signal	0	0	0	0	0.00795947	0.359389	0.722217	0.5084	0.216067	0.181937	0.295703	0.119392	0	0	0.00227413	0.194451	0.299116	0.206971	0.34121	0.161505	0	0	0	0	0	0	0	0	0.0235513	0.3988	0.597121	0.377968	0.11293	0	0	0.349558
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000943.7.b97e43e6-4dfc-4f07-88bb-76ebefe1ddac.fc.signal	0.447231	0.594483	0.180606	0.445901	0.524874	0.43732	0.482559	0.601245	0.356865	0.84262	0.714672	0.379591	0	0.251472	0.266188	0.406967	0.532025	0.915853	0.414381	0.339066	0.0586992	0.00564433	0.11932	0.323205	0.532544	0.384456	0.366445	0.120509	0.298684	0.793196	0.496955	0.175725	0.265929	0.089932	0.402131	0.224944
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.782837e5-53f4-4f13-8ca3-175155d9e819.fc.signal	0.979822	0.998789	0.597077	0.702051	0.565352	0.183919	0.357793	0.435429	0	0	0	0	0	0.2143	0.53163	0.663227	1.29938	0.464069	0	0	0	0	0	0	0	0.285225	0.502944	0.005062	0	0	0	0	0	0	0	0.517986
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001959.2.50a44db1-655c-4546-8036-e7b247f25f5a.fc.signal	0.249209	0	0	0	0.419545	1.03605	0.133499	0.134097	0.172311	0.124964	0.188138	0.0758461	0	0	0.15476	0.103831	0	0.303017	0.014833	0.279708	0.038142	0	0	0	0.0947495	0.217448	0.307817	0.237639	0.158458	0.277168	0.108193	0.0733312	0	0	0	0.239726
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001467.1.81f516cc-ec89-43f9-8fca-cec4ecf96cfc.fc.signal	0.153903	0	0	0	0	0.0979048	0.411672	0.477302	0.42138	0.204405	0	0	0	0.187944	0.177514	0	0.107339	0.340288	0.291791	0.20601	0	0	0	0.0064732	0.300064	0.228166	0.075794	0	0	0	0.36961	0.45829	0.313168	0.0724268	0	0.41875
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003803.1.8e45d3eb-43c4-4932-8fdd-020c9df5cc1a.fc.signal	0.401939	0.990387	1.4823	0.615962	0.312287	0	0.0367528	0.595024	0.874748	0.553029	0.191429	0.557682	0.549032	0	0.0426956	0.441457	0.308399	0.664062	0.222362	0.194127	0.184173	0.17326	0.40043	0.0892516	0	0.250235	0.219118	0.0337008	0.429393	0.592246	0.306075	0.397894	0.23744	0.165499	0.215276	0.316092
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000147.3.31a4c841-3d2e-437c-b7e3-cec67ef766c3.fc.signal	2.1757	0.950645	0.93999	0.21027	1.18917	2.0577	0.84178	0.361152	0.458128	0.158544	0.11694	0.430776	0	0.573327	0.422772	0.263256	0.25342	0.797768	1.24371	0.579443	0.682989	0.216336	0.714219	0.532585	0.37338	0	0	0	0	0.274447	0.733051	0.485855	1.39592	0.977457	1.57525	0.484848
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000315.2.cbd9af2b-c3c4-4f68-a646-ded8b3575bf4.fc.signal	0.859103	0.978208	0.114032	0	0.239198	1.12191	0.467331	0	0.708292	1.27408	1.10346	0.896096	0.408787	0.39655	0	0.0253679	0.49328	0.373221	0.28349	0.782359	0.928121	0.338626	0.423735	1.00067	1.72041	0.64083	0.270529	0.062209	0.441171	0.284123	0.439777	0.138769	0.408072	0.132669	0.496913	0.15562
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.c3b55191-0fbe-42ec-a1e0-0d7c8c410fde.fc.signal	0	0	0	0	0	0	0.219049	1.38559	0.59498	0.314328	1.65584	0.555688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.473146
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000734.3.517f2632-e6c4-42fa-8f96-3f8b0c26dc19.fc.signal	0.507268	0.469464	0.210789	0.312663	0.247516	0	0	0	0	0.819733	1.20875	0	0	0.42012	0.179718	0	0	0.0586262	0.793443	0.302137	1.03769	0.37828	0.509211	0.73244	0.0551999	0.395689	0.837471	1.22108	1.79959	0.59822	0.531314	0.242011	0.47573	0	0	0.395
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.206f09d2-76dd-4938-b45e-439de4017881.fc.signal	0	0	0	0	0.0262345	1.27222	1.28249	1.08429	0.562534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100682	0.633828	0.778677	0.262742	0	0	0	0.262136
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.d82f15eb-8d9c-43cf-9741-0ee88b2ded27.fc.signal	0.143247	0.314622	0.0615245	0.549395	0.821807	1.32411	0.546109	0.545352	0.436934	0.957129	0.225098	0	0.417246	0.242306	0.153091	0.781687	0.204171	0.245321	0	0.302766	0.0871999	0.203872	0	0.603415	0.852349	0.0845166	0.186682	0.163748	0.389658	0.516001	0.60442	0.414382	0.0896371	0	0	0.777193
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003730.1.57414e10-6fd1-425a-bd2a-eb610647bcb3.fc.signal	0	0	0.851936	0.533587	0	0.129887	1.21153	1.31516	1.23836	1.37004	0	0	0	0.295167	1.11762	0.725713	0.953511	1.83094	0.189945	0	0	0.607368	1.02381	1.6958	1.31819	0.852195	1.48462	0.994501	0	0	0	0.129887	1.80305	1.17486	0	0.312195
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.d5bec9f7-e2d1-494c-bb1b-19e47c2e4764.fc.signal	0.118169	0.188399	1.35183	0.505758	0.959922	0.744602	0.0439291	0	0	0	0.407172	0.849342	0.237071	0.323781	1.07799	0.272346	0.29255	0.513347	0.349926	0.453155	0.421576	0.335908	0	0	0.100315	0.619572	0.193929	0	0	0	1.28105	1.16281	0.452024	0	0	0.315615
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003822.3.92277bf1-d852-4798-9042-40cf7998125a.fc.signal	0.151526	0.292942	0.583224	0.32612	0.412021	0.589749	0.237906	0.00685407	0.163375	0.0889278	0.153241	0.416852	0.255771	0.318689	0.516322	0.72451	0.33545	0.173358	0.17441	0.179108	0.34778	0.165908	0.230589	0.46684	0.211261	0.11613	0.25235	0.207899	0.269346	0.0534221	0.168328	0.286831	0.0831567	0.129932	0.0141906	0.353191
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001549.1.a6c1b511-073a-4c3f-aaa3-66dd1c788117.fc.signal	0	0	0.158807	0.116953	0	0	0.0703885	0.628927	0.383228	0.0281855	0	0.065394	0.25588	0.432219	0.501843	0.1125	0	0	0.0258458	0.17856	0.0703481	0.37488	0.139848	0	0	0	0	0	0	0	0	0.0397868	0.117941	0	0	0.057377
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.ef4e5ad4-caa2-424f-9bf2-7145353fa420.fc.signal	0.172541	0.464611	0.447634	0.551724	0.551798	1.02338	1.41068	0.435463	0.213015	0.898388	0.814318	0.22284	0.263853	0.202727	0.179133	0.247881	0.241568	0.401254	0.270067	0.49709	0.657274	0.320658	0.162452	0.18184	0.637811	0.465007	0.333664	0.0561169	0.478439	0.651726	0.754233	0.376517	0.0959447	0.320319	0.31829	0.304651
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.4a84d1a8-94ea-4ca8-9f07-6c2b2d20f0f2.fc.signal	0.597382	0.369357	0.238139	0.399431	0.904402	0.492197	1.44275	1.50184	0.71282	0.710732	3.68303	1.18832	0	0.664839	1.42795	1.45439	1.12637	0.217676	1.22613	1.33708	0.360462	0.0387312	0.506818	0.0893503	0.0823077	1.0787	0.852584	0.310816	0	1.2088	1.85383	0.56331	0.0409003	0.483622	0.723118	0.196532
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004616.1.bed78e40-f7b3-4ebb-ad62-e7d9c6963ec8.fc.signal	1.17596	0.965071	1.27166	1.12651	0.697799	0.234918	0.483275	0.0923014	0.294662	0.384466	0.236994	0.270244	0.369428	0.656199	1.0871	0.997098	0.495153	1.06736	1.14636	1.00419	0.322275	0.515812	0.395791	0.198298	0.210734	0.559864	0.606904	0.600187	0.314627	0.27885	0.238224	0.240711	0.326753	0.301481	0.65843	0.288066
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.9ddbde16-a8c7-4357-85a1-25b734b0a68e.fc.signal	0.226099	0.54979	0.910755	1.10322	0.664866	0.269064	1.23183	1.3281	0.339412	0.330779	0.258234	0.0602867	0.0468114	0.552385	0.336727	0.314654	0.520275	0.906967	0.273025	0.145289	0.0675402	0.277907	0.356659	0.772224	0.501604	0.171164	0.226748	0.406043	0.0147033	0.227624	0.307177	0.0977004	0.191936	0.0155986	0.445374	0.757384
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.047c2416-3a22-4cd4-965c-493225f5ed12.fc.signal	0.113208	0.322443	0.618405	0.477389	0.300912	0.299481	0.635107	0.347439	0.845705	0.300254	0	0	0.0165221	0.20049	0.0891494	0.148177	0.0964124	0.192863	0.129445	0.14359	0.0850314	0	0.207484	0.511281	0.178226	0	0.0732488	0.435086	0.274924	0.450591	0.50684	0.330682	0.181265	0	0	0.286098
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.9865a077-d036-4354-ba4b-3498c98e7bc1.fc.signal	0	0	0	0.360448	0.669735	0.332329	0.820551	0.194276	0	0	0	0	0	0	0.0562555	0.189223	0.150867	0.310552	0.0856353	0	0	0	0	0	0	0	0.185309	0.210868	0.0984471	0.697844	0.696565	0.092052	0	0	0	0.597285
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003826.4.87afad01-d436-4b9f-ad87-b00cd4a79273.fc.signal	0.535565	0.748716	0.648825	1.02287	0.760412	0.307879	0.167395	0.556935	0.353311	0.461513	0.119622	0.499538	1.12556	0.391602	0.191208	0.203846	0.435193	0.366925	0.0333819	0	0	0.243117	0.702441	0	0.404948	0.175849	0.182192	0.13582	0.560977	0.252519	0.072736	0.493311	0.888856	0.386101	0.146442	0.400411
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000194.3.1917ab06-c482-4280-95d3-df299df1fb8d.fc.signal	3.45523	2.0533	1.1196	1.90314	2.21852	0.197595	0.912996	0.863345	2.46858	1.95626	0.0666597	0.397571	0.437259	0	0	0	0	0	0	0.358746	0.441382	0.157321	0.522543	0	0.0353229	1.63675	1.70574	0.06104	0.356311	1.31214	0.197526	0	0	0	0	0.507042
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001526.1.d6566dd7-3419-47c8-a71d-319e525a8fea.fc.signal	0.824066	0.619039	0.203582	0.428083	0.690448	0.30007	0.277395	0.668331	0.0881744	0	0	0	0	0	0.232692	0.348433	0	0	0	0	0	0	0	0	0.114455	0.400463	0.612045	0.312678	0.274854	0	0	0.104177	0.289097	0.0255418	0.36642	0.311594
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000864.3.dbe74410-ef9b-4890-bc90-855bf41773d5.fc.signal	1.00748	0.481207	0.987107	1.33848	1.02558	0.279976	0.4401	0.435254	0.297465	0.402988	0.233786	0.7226	1.10362	0.337821	0.413933	1.12646	0.251106	0.306157	0.424442	0.531056	1.28054	0.686391	0.340975	0.16281	0.379037	0.703468	0.380422	0.530642	0.0917373	0.26916	0.462504	0.221715	0.105358	0.156107	0	0.450413
