	chr1:181728675-181728824	chr1:181728825-181728854	chr1:181728855-181728924	chr1:181728925-181728974	chr1:181728975-181729084	chr1:181729085-181729124	chr1:181729125-181729214	chr1:181729215-181729274	chr1:181729275-181729424	chr1:181729425-181729574	chr1:181729575-181729724	chr1:181729725-181729874	chr1:181729875-181730024	chr1:181730025-181730174	chr1:181730175-181730324	chr1:181730325-181730404	chr1:181730405-181730474	chr1:181730475-181730624	chr1:181730625-181730774	chr1:181730775-181730924	chr1:181730925-181731074	chr1:181731075-181731164	chr1:181731165-181731224	chr1:181731225-181731374	chr1:181731375-181731524	chr1:181731525-181731674	chr1:181731675-181731724	chr1:181731725-181731824	chr1:181731825-181731974	chr1:181731975-181732124	chr1:181732125-181732274	chr1:181732275-181732424	chr1:181732425-181732574	chr1:181732575-181732724	chr1:181732725-181732874	chr1:181732875-181732984	chr1:181732985-181733024	chr1:181733025-181733174	chr1:181733175-181733324	chr1:181733325-181733474	chr1:181733475-181733584	chr1:181733585-181733624	chr1:181733625-181733731	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.ef220820-5419-4b81-b030-ce292c6089b7.fc.signal	0	0	0	0	0	0	0	0	0.146536	0.47994	0.339724	0.269218	0.343764	0.128278	0.30638	0.33585	0.221605	0.456645	0.537712	0.467436	0.61446	0.272808	0.158602	0.306283	0.392241	0.275617	0.0976864	0.0604428	0.105189	0.262928	0.0340504	0.149397	0.30367	0.131255	0.426235	0.339715	0.15567	0.241321	0.496602	0.438567	0.563711	0.648845	0.408455	0.600823
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.c3b55191-0fbe-42ec-a1e0-0d7c8c410fde.fc.signal	0.0727345	0	0	0	0.00215755	0.516197	0.74187	0.865447	0.447812	0.168006	0.46069	0.069333	0	0.201077	0.947444	1.10545	0.672883	0.424052	0.251763	0.452411	0.0662279	0.119336	0.188164	0.471284	0.346449	0.398684	0.622048	0.263398	0.239509	0.472219	0.416141	0.15514	0.372299	0.70936	0.658067	0.321846	0.351057	0.573992	0.375407	0.31862	0.416516	0.250019	0.163416	0.761905
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.d82f15eb-8d9c-43cf-9741-0ee88b2ded27.fc.signal	0.283339	0.709616	0.736148	0.435902	0	0	0.359339	1.39626	0.896213	0.784786	0.46399	0.652946	0.972972	0.740449	0.679201	1.05083	0.492359	0.845809	1.14942	0.237007	0.341954	0.841476	0.49335	0.176009	0.285446	0.500135	0.770199	0.474341	0.588502	0.588085	0.303219	1.46962	0.336232	1.17495	1.1707	1.71206	1.12296	0.673533	0.702275	0.884254	0.875902	1.00393	1.54574	0.327189
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.9ddbde16-a8c7-4357-85a1-25b734b0a68e.fc.signal	0.963273	0.663684	0.010803	0	0.231416	0.667866	1.00817	0.709877	0.762813	0.832646	0.925436	0.882179	0.760015	1.31624	0.947128	0.690255	0.674214	0.859487	0.470556	0.577883	0.808977	1.72289	2.57615	2.09824	1.34417	2.2196	2.87823	2.4044	0.804804	1.13245	1.73905	1.40973	0.70568	1.37948	1.30214	1.17527	1.28083	1.10754	1.96923	1.67043	1.26249	1.30814	0.912042	0.453636
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.9865a077-d036-4354-ba4b-3498c98e7bc1.fc.signal	0.211402	0.182181	0.0987564	0.0005804	0.0116105	0.042846	0.0862946	0.198248	0.438034	0.135275	0.0742302	0.163234	0.603544	0.686292	0.408121	0.196267	0.0210313	0.0478589	0.214316	0.346201	0.591059	0.500723	0.477515	0.333706	0.306559	0.630324	0.381788	0.193476	0.0664951	0.204968	0.165113	0.160291	0.285037	0.269148	0.256295	0.347316	0.218853	0.162522	0.243975	0.240879	0.182698	0.287098	0.335428	0.666667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.9179d535-0d76-4d04-b0d0-678ad03f04b2.fc.signal	0.357922	0.106844	0	0	0	0.067338	0.645187	0.74961	0.669833	0.353836	0.0519165	0.155144	0.739616	0.689773	0.374196	0.155732	0.0369567	0.231956	0.323674	0.541385	0.388911	0.342415	0.284573	0.217401	0.162323	0.172169	0.492502	0.640829	0.612818	0.379711	0.576879	1.11336	1.18559	1.34601	1.00035	0.592923	0.670075	1.18114	1.19662	0.760035	0.59842	0.627081	0.871253	0.0996785
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.3f273eb1-d109-4260-952a-5ac2e044448b.fc.signal	2.4217	1.96935	0.983847	0.34692	0.00315382	0.156113	0.813266	1.83179	0.864425	0.242524	0.363789	0.77002	0.93586	0.854984	1.63264	1.49158	1.09451	1.208	0.982915	0.975901	0.696084	1.5571	1.85103	1.25674	0.770139	0.9578	0.943021	0.613163	0.485743	1.00213	0.405482	1.09798	1.17549	0.949533	1.40515	1.45497	0.717641	0.646991	2.16141	1.63775	0.895114	0.885404	1.34785	0.51147
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.eb6b8116-681b-4ebd-8a3a-5c8e0b38a2a8.fc.signal	1.16012	0	0	0	0	0	0	0	0.0999545	0.703436	0.507848	0.441833	0.371005	0.267215	0.419706	0.755466	0.834403	1.12969	1.47168	0.465445	0.65854	0.390738	0.380609	0.773145	0.400956	0.593427	0.394576	0.137737	0.256142	1.16258	1.87652	2.4725	2.31029	1.16594	1.11303	1.13337	1.68648	1.59523	1.70141	2.18033	1.67992	1.91409	2.29683	0.505988
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.902ae139-ccdf-4a1c-a16a-ec321c33c554.fc.signal	0.030444	0	0	0	0	0	0	0	0	0.470374	0.368483	0	0.371417	0.785455	0	0	0	0	0.412246	0.730553	0.109598	0.91332	1.03185	1.59483	0.724543	0	0	0	0	0.316618	0.840254	0.267907	0.888965	0.547992	0.60888	0	0	0.20093	0.91332	0.0426216	0	0	0	0.884462
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.8266b146-518b-415f-b011-597d6aa5064e.fc.signal	0.294231	0.192506	0.00222929	0	0	0	0.0946078	0.242096	0.184614	0.130843	0.196915	0.592389	1.22096	0.817218	0.404554	0.346134	0.492401	0.434679	0.252391	0.765671	0.530562	0.579452	0.240369	0.627163	0.619117	0.308208	0.211512	0.601515	0.417189	0.29563	0.480262	0.535945	0.760734	0.888612	0.783738	0.713997	0.651701	0.345146	0.37988	0.287494	0.343095	0.355194	0.372069	0.456693
