	chr11:40931135-40931284	chr11:40931285-40931434	chr11:40931435-40931584	chr11:40931585-40931734	chr11:40931735-40931884	chr11:40931885-40932034	chr11:40932035-40932184	chr11:40932185-40932334	chr11:40932335-40932484	chr11:40932485-40932634	chr11:40932635-40932714	chr11:40932715-40932784	chr11:40932785-40932934	chr11:40932935-40932994	chr11:40932995-40933084	chr11:40933085-40933184	chr11:40933185-40933234	chr11:40933235-40933384	chr11:40933385-40933534	chr11:40933535-40933684	chr11:40933685-40933834	chr11:40933835-40933984	chr11:40933985-40934134	chr11:40934135-40934284	chr11:40934285-40934434	chr11:40934435-40934584	chr11:40934585-40934734	chr11:40934735-40934884	chr11:40934885-40935034	chr11:40935035-40935184	chr11:40935185-40935334	chr11:40935335-40935484	chr11:40935485-40935634	chr11:40935635-40935704	chr11:40935705-40935784	chr11:40935785-40935934	chr11:40935935-40936024	chr11:40936025-40936054	chr11:40936055-40936084	chr11:40936085-40936223	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.ef220820-5419-4b81-b030-ce292c6089b7.fc.signal	0.862377	0.641085	0.484233	0.558994	0.805491	0.43993	0.161471	0.393365	0.33714	0.429243	0.625218	0.665709	1.11511	0.871279	0.344395	0.215592	0.421407	0.435464	0.356981	0.344247	0.358579	0.791843	0.81402	0.786995	0.978134	0.457578	0.987008	0.646338	0.559187	0.449315	0.205599	0.384818	0.326275	0.157983	0.143982	0.472538	0.363551	0	0	0.379948	0.552472
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.d82f15eb-8d9c-43cf-9741-0ee88b2ded27.fc.signal	0.839154	0.30539	0.379618	1.2458	1.53734	0.572583	1.8925	1.2511	1.62484	0.611559	0.887304	1.04492	0.375164	0.762106	1.28829	0.717563	0.858035	0.789391	1.08964	0.818536	0.388559	0.427634	0.963149	0.358837	0.379042	0.683062	1.22389	1.49085	0.850332	0.889591	0.750157	0.263216	1.13076	0.631386	0.147526	0.392719	0.0903758	0	0.0877177	0.21571	0.427746
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.9ddbde16-a8c7-4357-85a1-25b734b0a68e.fc.signal	0.382936	0.868687	1.01822	0.715797	0.4419	0.732819	0.194944	0.156267	0.308869	0.132017	0.154447	0.407617	0.954142	0.830526	0.342143	0.358323	1.02158	1.10928	0.709045	0.443589	1.32062	0.54437	1.01315	0.88707	1.13287	1.10538	0.523121	0.841348	0.793617	1.15207	1.50042	1.08391	1.09339	1.22109	0.694451	0.247577	0.137238	0	0	0.525813	0.331754
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.9865a077-d036-4354-ba4b-3498c98e7bc1.fc.signal	0.231367	0	0	0	0	0	0	0.131672	0.775838	0.287564	0.19178	0.317758	0.869094	0.290788	0.747762	0.550266	0.19178	0.210924	0.727262	0.520189	0.356618	0.0255707	0.0357989	0.489563	0.949615	0.61863	0.467776	0.645428	0.748977	0.00639267	0.0255707	0.451165	0.357838	0.260209	0.131849	0.162374	0	0	0	0	0.654135
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.9179d535-0d76-4d04-b0d0-678ad03f04b2.fc.signal	0.251202	0.77691	0.137255	0	0	0.230486	0.898627	0.919345	0.28228	0	0	0	0	0	0	0.233076	0.403998	1.22234	0.81576	0.00258973	0	0	0	0	0	0	0	0	0.499813	0.665554	0	0	0	0	0	0	0	0	0	0	0.671233
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.3f273eb1-d109-4260-952a-5ac2e044448b.fc.signal	0.363708	0.171159	0.664827	0.698265	0.454605	1.07213	0.458449	0.404738	0.322414	0.259613	0.262106	0.426898	0.826953	0.447634	0.195969	0.979928	1.13078	0.955078	0.73002	0.0670712	0.756238	0.41178	0.693967	0.952759	0.946158	0.520479	0.823252	1.63496	1.83849	0.642903	0.363098	1.00827	0.445424	0.787909	1.52626	1.08225	0	0	0	0.591456	0.492063
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.eb6b8116-681b-4ebd-8a3a-5c8e0b38a2a8.fc.signal	0.85376	0	0.63559	1.82298	0.651133	0.0378136	0.560877	1.10034	0.542186	0.0766583	0.666922	0.711777	0.67441	0.823839	0.794653	0.465039	0.444327	0.309575	0.364914	1.07741	1.69997	1.09773	0.357761	0.787152	2.28053	1.98288	1.94436	1.27374	0.665279	0.68433	0.908149	0.574966	0.875585	0.410349	0.304101	0.507442	0.20658	0	0	0.132087	0.46875
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.8266b146-518b-415f-b011-597d6aa5064e.fc.signal	0.71769	0.489425	0.390103	0.566277	1.0347	0.734066	0.656644	0.563011	0.662571	0.71529	0.552217	0.983489	0.28394	0.062571	0.457308	0.541075	0.350329	0.795735	0.996019	1.11462	0.848114	0.759701	0.993874	1.26363	0.675096	1.29909	0.646424	0.504571	0.685662	0.271474	0.379286	0.468343	0.598569	0.393979	0.0394241	0.151424	0.0962633	0	0	0.0588817	0.561446
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.43d53f41-e4a2-4421-b86f-0d0bce6de71d.fc.signal	0.226119	0.800329	0.95634	0.834084	0.58895	0.560288	0.651939	0.820863	0.395642	0.303612	0.516574	0.465688	0.432904	0.705348	0.97625	1.09772	1.16058	1.24392	1.04295	0.669012	0.652521	0.719924	0.81609	1.33532	0.964418	1.31294	1.10766	0.564701	1.11872	1.22431	0.661346	0.593673	0.283256	0.232143	0.389034	0.212665	0	0	0.0864933	0.195937	0.472362
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.41844a41-a9d8-47e3-9699-651cca6131a4.fc.signal	0.149507	0.263859	0.528403	0.231729	0.130944	0	0.199608	0.405235	0.642695	1.03874	0.442843	0.313665	1.18787	1.71976	0.661845	0.35679	0.45871	0.409214	0.0041706	0.189189	0.517715	0.50102	0.598747	0.403894	0.392517	0.994912	1.88662	0.616018	0.519101	1.28846	0.236098	1.24745	1.54084	0.704506	1.04166	0.857056	0.351578	0.0247427	0	0.376948	0.462838
