	chr1:99299224-99299293	chr1:99299294-99299373	chr1:99299374-99299523	chr1:99299524-99299673	chr1:99299674-99299823	chr1:99299824-99299973	chr1:99299974-99300123	chr1:99300124-99300273	chr1:99300274-99300423	chr1:99300424-99300513	chr1:99300514-99300573	chr1:99300574-99300723	chr1:99300724-99300873	chr1:99300874-99301023	chr1:99301024-99301173	chr1:99301174-99301243	chr1:99301244-99301323	chr1:99301324-99301393	chr1:99301394-99301473	chr1:99301474-99301623	chr1:99301624-99301683	chr1:99301684-99301773	chr1:99301774-99301923	chr1:99301924-99302073	chr1:99302074-99302223	chr1:99302224-99302373	chr1:99302374-99302463	chr1:99302464-99302523	chr1:99302524-99302553	chr1:99302554-99302673	chr1:99302674-99302693	chr1:99302694-99302823	chr1:99302824-99302893	chr1:99302894-99302973	chr1:99302974-99303123	chr1:99303124-99303273	chr1:99303274-99303353	chr1:99303354-99303423	chr1:99303424-99303573	chr1:99303574-99303723	chr1:99303724-99303873	chr1:99303874-99303943	chr1:99303944-99304023	chr1:99304024-99304173	chr1:99304174-99304323	chr1:99304324-99304397	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.ef220820-5419-4b81-b030-ce292c6089b7.fc.signal	0.565735	0.389068	0.0789161	0.0535627	0.141211	0.0272683	0.14608	0.0214251	0.428666	0.915825	0.621072	0.301032	0.403311	0.36337	0.396488	0.2129	0.571787	0.61312	0.714208	0.519248	0.319024	0.435132	0.570929	0.738489	0.545569	0.0223989	0	0	0	0	0	0	0	0	0.107162	0.462303	0.359888	0.302205	0.48946	0.494109	0.488259	0.465523	0.350722	0.455933	0.08962	0	0.658238
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000943.7.b97e43e6-4dfc-4f07-88bb-76ebefe1ddac.fc.signal	1.28201	0.379608	0.493272	0.220552	0.622224	0.0583492	0.083356	0.0694633	0.041678	0.408367	0.256812	0.687997	0.947421	1.20374	0.219616	0.0364307	0.625943	0.367246	0.210999	0.793654	0.489609	0.406423	1.64173	0.387863	0.430252	1.57536	0.433571	0.228412	0	0	0	0	0.223632	0.856048	1.40063	1.40667	1.43839	0.312451	0.550067	0.532388	1.44849	2.51021	1.54182	1.00954	0.811614	1.60712	0.6
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.c3b55191-0fbe-42ec-a1e0-0d7c8c410fde.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58037
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.d82f15eb-8d9c-43cf-9741-0ee88b2ded27.fc.signal	0.134729	0.150529	0.542784	1.37323	0.724071	0.214755	0	0.609128	0.5335	0	0	0	0.530406	1.31156	0.927692	0.401695	0.339022	0.285917	0.15849	0	0.431152	0.71759	0.576012	0.58381	0.871377	0.923491	0.363101	0.18913	0	0	0	0	0	0	0.958199	1.74344	0.886801	0.543297	0.995351	0.886842	0.275765	0.358134	0.655608	0.395028	0.19709	0.259681	0.804213
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.9ddbde16-a8c7-4357-85a1-25b734b0a68e.fc.signal	0.451138	0.257129	0.57176	1.22473	0.624568	0.116956	0.135309	0.193537	0.147561	0.492627	0.690623	0.752319	0.437671	0.685464	0.596661	0.714276	0.948982	0.929245	0.585601	0.417527	0.514785	0.846004	0.549687	0.400936	0.284399	1.247	1.28718	0.38823	0.021837	0	0	0	0.170817	0.81372	1.23493	0.886389	1.25983	0.909108	0.482944	0.256575	1.01915	1.61822	1.06212	1.24722	1.35582	1.1588	0.670323
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.9865a077-d036-4354-ba4b-3498c98e7bc1.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0.255609	0.547032	0.276091	0.19178	0.038356	0	0	0	0	0	0	0	0	0.300346	0.159795	0	0	0	0	0	0	0	0.148307	0.430705	0.678242	0.457391	0.0345204	0	0.0345156	0.38338	0.34027	0.0498628	0.590517	0.310912	0.458801
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.9179d535-0d76-4d04-b0d0-678ad03f04b2.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34184	0.77691	0.77691	0.0466147	0	0	0	0	0	0	0	0.736317
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.3f273eb1-d109-4260-952a-5ac2e044448b.fc.signal	0.525223	0.446683	0.172452	0.184963	0.475389	0.37176	0.0455613	0.399788	0.252763	0.572997	0.571533	0.5193	0.653951	0.160933	0.390159	0.675199	0.2532	0.202269	0.251942	0.163438	0.013704	0.915046	1.40617	0.663969	0.316268	0.627944	0.774026	0.45937	0.246346	0	0	0	0.638239	0.830288	0.643037	1.56931	2.30243	1.83021	1.13357	1.04231	0.503713	0.576779	0.284372	0.272588	0.447932	0.927141	0.71846
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001050.8.8c536fb3-0ded-452e-bfa9-602b72d66c00.fc.signal	2.63841	1.06117	0.586402	0.0162903	0	0.351871	0.364903	0	0.126922	0.191635	0	0	0	0.503341	0.0644057	0.573714	1.37663	0.57029	0.609114	0.0580437	0	0.180449	0.147657	0	0.324684	1.32322	0.726532	0.534911	0.031724	0	0	0	0	0	0.194807	0.697646	0.796246	0	0.308448	0.739896	0.369464	0.629519	1.71496	1.1986	0.695037	0.491589	0.579208
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.05f731d1-35d3-4327-ad52-34ab22707910.fc.signal	0.415717	0.341972	0.902064	1.08313	0.986386	1.06058	1.2785	1.51694	0.74006	0.836421	1.18179	1.22852	0.856399	0.426414	2.10016	1.62016	1.17663	0.789011	0.799924	1.17748	0.44719	0.892202	1.39893	0.807609	1.25108	2.53679	1.91629	1.47912	0.748157	0.0452228	0	0	0.286369	1.88319	2.41197	0.893671	1.23377	0.665336	2.72563	2.09093	1.8152	2.78501	2.61694	1.85397	1.33113	1.21215	0.623762
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.eb6b8116-681b-4ebd-8a3a-5c8e0b38a2a8.fc.signal	0.766156	0.844551	0.199405	0.241687	1.3174	0.200081	0.117117	0.180013	0.112635	0.214985	0.285682	0.318082	0	0.918607	0.819776	0	0.0792056	0.421587	0.40223	0.685298	0.399527	0.279577	0.45314	0.270706	0.335104	0	0	0	0	0	0	0	0.615034	0.948347	0.346318	0.999196	2.46016	2.1396	1.42392	0.636755	0.36895	0.743121	0.512299	0.329861	0.40457	0.633935	0.733607
