	chr2:227991034-227991183	chr2:227991184-227991263	chr2:227991264-227991333	chr2:227991334-227991483	chr2:227991484-227991633	chr2:227991634-227991783	chr2:227991784-227991933	chr2:227991934-227992083	chr2:227992084-227992233	chr2:227992234-227992383	chr2:227992384-227992533	chr2:227992534-227992683	chr2:227992684-227992833	chr2:227992834-227992983	chr2:227992984-227993133	chr2:227993134-227993283	chr2:227993284-227993333	chr2:227993334-227993433	chr2:227993434-227993583	chr2:227993584-227993733	chr2:227993734-227993883	chr2:227993884-227994033	chr2:227994034-227994183	chr2:227994184-227994333	chr2:227994334-227994483	chr2:227994484-227994633	chr2:227994634-227994783	chr2:227994784-227994933	chr2:227994934-227995083	chr2:227995084-227995143	chr2:227995144-227995233	chr2:227995234-227995383	chr2:227995384-227995463	chr2:227995464-227995533	chr2:227995534-227995683	chr2:227995684-227995833	chr2:227995834-227995983	chr2:227995984-227996120	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000980.8.368c97f7-f82d-4e9f-a521-00182447a421.fc.signal	1.70396	0.78233	0.630022	0.676863	0.568538	0	0	0.891724	1.04489	0.416349	0.50698	0.103819	0.400783	0.794953	0.370783	0	0	0.113738	0.388873	1.03104	0.166423	0.153827	0.640589	0.727002	0.690857	0	0.211254	0.450863	0.725865	0.977533	0.382741	0	0.439811	0.73108	0.354945	0.425365	0.048031	0.583588	0.207273
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.ef220820-5419-4b81-b030-ce292c6089b7.fc.signal	1.02187	0.986035	0.893468	0.33813	0.897732	1.05136	1.08303	0.681336	0.741185	1.70281	1.0549	0.32794	0.758654	0.640452	0.810666	0.56934	0.62462	0.515596	0.549892	0.935436	0.951138	1.68647	0.91444	0.519367	0.622014	1.06398	0.969952	0.706931	0.160993	0.257807	0.305972	0.687878	0.91827	0.942276	0.956259	0.680746	0.657447	0.347091	0.483444
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.d82f15eb-8d9c-43cf-9741-0ee88b2ded27.fc.signal	1.35236	0.46308	0.241335	0.453204	1.10094	0.12174	0	0.438297	1.87951	1.56831	0.90936	0.839402	0.938524	0.236951	0.385723	1.05215	1.23613	1.82496	2.54516	2.63321	1.85389	1.69767	0.938681	0.686727	0.392064	1.60295	0.481379	0.0607209	0.181284	0.458974	1.08947	0.591462	0.982936	1.5049	2.30402	1.5823	0.991658	0.684876	0.444853
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004664.3.3e0c3e5b-0b04-413e-8945-15e328b75c75.fc.signal	0.832821	0.43226	0.728594	1.34081	0.800144	0.334976	0.829289	1.28574	1.19142	0.474734	0.575304	0.910888	1.19316	0.618557	0.731902	1.22196	1.08499	0.735931	0.868371	1.2887	1.41372	1.72376	1.56865	1.22165	1.98868	1.90338	0.827298	0.302758	0.176994	0.10921	0.600714	0.675395	0.279258	0.237846	0.153204	0	0.0834122	1.03581	0.0975845
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.9ddbde16-a8c7-4357-85a1-25b734b0a68e.fc.signal	1.49848	0.833195	0.482881	0.51381	0.211676	0.209275	0.371122	0.363446	0.41502	0.637364	0.557394	0.211435	0.171587	0.790866	0.894176	0.445305	0.709189	1.03947	1.49056	1.62739	0.664323	0.780487	0.663369	0.344866	0.444024	0.45936	0.545223	0.757153	0.630918	0.907229	0.820855	0.768007	0.929318	1.3708	1.79776	1.60202	1.36907	0.944972	0.481034
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.9865a077-d036-4354-ba4b-3498c98e7bc1.fc.signal	0.796373	0.445263	0.100013	0.135172	0.473647	0.026848	0.0626481	0.449911	0.295236	0.797548	1.06216	0.807813	0.883239	0.858949	1.36767	0.431989	0.797574	1.09662	1.53893	1.34336	0.581559	1.66032	2.53203	1.12091	1.25644	1.13756	0.230059	0.683823	1.37788	1.7576	1.01939	1.03557	0.567874	0.482712	0.568269	0.509479	0.670376	0.387724	0.206061
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.9179d535-0d76-4d04-b0d0-678ad03f04b2.fc.signal	0.650128	0.473453	0.0741394	0	0	0	0	0.0517942	1.57972	1.96818	0.815758	0.246025	0	0	0	0	0	0.0893458	0.727706	1.09803	0.445429	0	0.0284871	0.846836	1.92415	0.696633	0	0	0	0.0060885	0.593377	0.676967	0.532394	0.687322	0.438294	0.106653	0	0	0.420641
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000957.7.dd1317db-7d1b-41c7-a204-2df8f91c596d.fc.signal	0.518001	1.22941	0.752868	0.770168	1.15603	0	0.272227	1.67965	1.82465	0.374473	0.605317	0.314126	0.57349	0.44351	0.654247	0.261343	1.65295	1.89749	1.59482	2.06877	0.363186	0.15384	1.2763	1.35244	0.279453	0.46698	0.273177	0.567456	0.164315	0	0.504304	0.812371	0.406215	0.828955	1.17926	0.796677	0.486761	0.986773	0.165272
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.3f273eb1-d109-4260-952a-5ac2e044448b.fc.signal	2.10986	0.63304	0.844689	1.11982	0.832569	0.199075	0.633515	0.764876	0.110494	0.649706	0.729194	0.592305	0.606374	1.30926	0.841807	1.35126	1.33643	0.837069	0.489363	1.39454	0.408431	0.345515	0.95801	1.24147	1.01052	2.0216	0.75009	0.806718	1.39932	1.07372	1.26341	0.48153	1.31653	2.33804	1.33917	1.38501	0.648946	0.398501	0.503693
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.eb6b8116-681b-4ebd-8a3a-5c8e0b38a2a8.fc.signal	1.50041	0.95464	1.16131	2.07005	2.39142	0.928648	0.210338	0.717564	1.15827	0.562705	0	0.571729	0.50664	0.0670962	0.432118	1.00065	1.36758	1.69763	1.20453	0.415828	0.66508	1.1767	0.718394	1.30136	0.945362	0.372445	1.05841	0.714409	0.619698	1.60713	1.86629	1.15694	0.472688	0.483347	0.812565	0.602744	0.277065	0.302883	0.555775
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.8266b146-518b-415f-b011-597d6aa5064e.fc.signal	1.29618	1.05782	0.842834	1.13467	1.71514	0.861398	0.575303	1.72599	0.977461	0.76083	1.1618	0.754616	1.45879	0.529794	0.393263	0.323244	0.139879	0.438506	0.401884	0.792447	0.826615	1.24576	0.987932	0.411567	0.437032	0.471567	0.448605	0.448222	0.90741	1.53265	1.09504	0.750876	0.385745	0.243035	0.617531	0.359989	0.255903	1.36479	0.386486
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.43d53f41-e4a2-4421-b86f-0d0bce6de71d.fc.signal	0.927416	0.525878	0.294831	0.3748	0.934108	1.13368	0.978118	0.786968	0.729713	0.874108	0.84084	0.992872	1.5279	0.645952	0.569236	0.946272	1.16815	1.04197	0.470672	0.193818	0.593008	1.12906	1.01575	0.909219	0.89347	0.538485	0.79837	1.37069	0.658555	0.948128	0.930562	0.37855	0.252817	0.637529	0.728177	0.476168	0.248627	0.233781	0.537155
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.41844a41-a9d8-47e3-9699-651cca6131a4.fc.signal	3.21654	1.28688	0.667602	0.799916	0.369573	0.439073	0.24174	1.15721	1.84971	1.57584	1.30658	0.65592	0.636677	0.738064	0.527261	0.717155	0.885662	0.429893	0.338654	1.10494	0.777235	0.588812	1.1391	0.654741	0.763572	1.08578	0.897716	1.04177	0.496088	0.705319	0.941164	1.58244	2.67695	1.54384	1.73626	1.819	0.474225	0.572144	0.447479
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.db376d3b-ae63-4e49-80d2-dc3c632957a3.fc.signal	2.22701	1.83716	1.726	1.08495	1.41278	1.50388	1.53534	1.36493	1.03073	1.05396	1.176	1.13387	0.659806	0.995374	0.88306	0.525082	0.3947	0.742175	1.52721	0.391434	0.356851	1.12171	1.84134	1.3784	1.27041	1.44839	0.965061	0.526318	0.767049	0.308868	0.201104	0.869713	1.39405	1.33657	0.913145	0.969379	1.58848	1.42811	0.66515
