	chr12:85049677-85049826	chr12:85049827-85049976	chr12:85049977-85050026	chr12:85050027-85050126	chr12:85050127-85050276	chr12:85050277-85050386	chr12:85050387-85050426	chr12:85050427-85050516	chr12:85050517-85050576	chr12:85050577-85050726	chr12:85050727-85050876	chr12:85050877-85050926	chr12:85050927-85051026	chr12:85051027-85051176	chr12:85051177-85051326	chr12:85051327-85051476	chr12:85051477-85051626	chr12:85051627-85051776	chr12:85051777-85051926	chr12:85051927-85052076	chr12:85052077-85052226	chr12:85052227-85052376	chr12:85052377-85052456	chr12:85052457-85052526	chr12:85052527-85052616	chr12:85052617-85052676	chr12:85052677-85052826	chr12:85052827-85052976	chr12:85052977-85053126	chr12:85053127-85053276	chr12:85053277-85053426	chr12:85053427-85053576	chr12:85053577-85053726	chr12:85053727-85053876	chr12:85053877-85053926	chr12:85053927-85054026	chr12:85054027-85054176	chr12:85054177-85054256	chr12:85054257-85054326	chr12:85054327-85054476	chr12:85054477-85054626	chr12:85054627-85054751	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.c3b55191-0fbe-42ec-a1e0-0d7c8c410fde.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.791436	1.58287	0.151551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0813337	1.13965	1.04388	0.487429	0.158318	0	0	0	0	0	0	0.361809
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.d82f15eb-8d9c-43cf-9741-0ee88b2ded27.fc.signal	0.345207	0.30488	1.04968	1.92833	0.751282	0.414221	0.484185	0.746801	1.10345	0.702858	0.88252	0.707255	0.465048	1.07339	1.68382	0.564467	0	0	0	0	0.376873	0.0337358	0.279563	0.201638	0.00797433	0.0119615	0.379211	0.526345	0.634141	0.456062	1.15179	1.45093	1.01481	0.529462	0.414112	0.53399	1.87841	1.71164	0.747185	0.211563	0.121845	0.559553	0.520833
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.85b1d8ad-328c-45c6-9e3b-50e5e5e241e1.fc.signal	0	0.331515	0	0.815091	1.11459	0.0328829	0.22607	0.30645	0.157909	0.262241	0.215519	1.21624	3.07423	1.99404	1.80791	0.363215	0.210999	0.120571	0.266763	0.0648067	0	0	0	0	0	0	0	0	0	0	0	0.0859066	0.26163	0.870607	0.0737122	0.219288	0	0	0.106576	1.46341	0.144684	0	0.628352
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.c28d3943-9234-4917-b4a0-88d70eac42fc.fc.signal	0.413414	0.373134	0.197721	0.427353	0.984785	0.93738	0.689721	0.742717	0.73378	1.09041	1.10808	1.09994	0.84062	0.579196	1.29843	1.00707	0.853077	0.734389	0.414871	1.00469	1.1764	0.860802	0.97767	0.912605	0.690034	0.261554	0.27663	0.622405	0.8304	1.05945	0.900429	1.59959	1.56664	1.05072	0.676752	0.461141	1.17653	1.96891	1.97827	1.31475	0.878792	0.997424	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003696.3.56ed3fdb-46a9-4765-a249-372860e042b1.fc.signal	0.0252889	0.070872	0.03806	0.208385	0.375849	0.100674	0.346577	0.237806	0.0878633	0.486171	0.173871	0.175209	0.250303	0.268073	0.109237	0.303086	0.286759	0.126541	0.157638	0.065312	0.399003	0.513305	0.30615	0.0918443	0	0.188792	0.276555	0.68568	0.14593	0.376232	0.165318	0.136745	0.480649	0.19083	0.15307	0.128581	0.213421	0.0140469	0.139617	0.222814	0.212191	0.0460561	0.216749
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.c78458e5-ee0b-451a-90f1-dbb574d13e13.fc.signal	0.382335	0.620809	0.617785	0.546547	0.666732	0.710965	0.394255	0.320587	0.228948	0.274379	0.185944	0.100796	0.133483	0.166648	0.177918	0.383496	0.459538	0.494508	1.11542	1.09263	1.12558	0.943924	1.15107	1.14733	1.06924	1.08661	1.12365	0.925012	1.17164	1.35915	0.88867	0.728282	0.429787	0.63768	0.787892	0.715196	0.421526	0.280829	0.342714	0.4226	1.28864	1.48447	0.271719
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.6941f4c2-9444-41d7-82bb-38a8112f3f75.fc.signal	0.121046	0.13062	0.181205	0.197093	0.245697	0.37047	0.447036	0.462282	0.589651	0.510965	0.341553	0.218328	0.132151	0.125948	0.269802	0.370291	0.433743	0.663496	0.563865	0.445629	0.356295	0.557082	0.533974	0.355423	0.101229	0.0627767	0.199546	0.53837	0.608944	0.396495	0.363533	0.507653	0.526433	0.450137	0.507837	0.514658	0.637205	0.809543	0.876338	0.966893	0.731451	0.387686	0.385305
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.c56a1926-3d2b-458d-9800-4140f38e79d1.fc.signal	0.747814	0.997814	0.763517	0.70863	0.507957	0.401144	0.357877	0.301815	0.208633	0.26488	0.246632	0.257314	0.480922	0.656632	0.653786	0.253368	0.230101	0.237814	0.409305	0.389029	0.546409	0.898762	1.16648	1.16874	0.99973	0.715146	0.41424	0.207339	0.551832	0.821535	0.515728	0.450904	0.647355	0.788382	0.927936	0.940742	1.10918	0.916872	0.64375	0.667314	1.02498	0.880717	0.38512
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003685.2.c2e20b49-142e-4797-9eba-5be0eab06323.fc.signal	0.207915	1.18639	0.404434	0.021502	1.00382	1.02659	0.0314482	0.041266	0.850607	0.802212	0.426756	0.960901	1.10602	0.85144	0.64999	0.37242	0.800947	0.767837	0.513775	0.845095	0.00630667	0.02365	0.700634	2.19608	2.04705	0.46906	0	0	0.104709	0.35948	0.213897	1.13202	1.24557	0.532913	0	0.0929957	0.582657	0.143205	0.0675714	0.441467	0	0	0.580488
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.43d53f41-e4a2-4421-b86f-0d0bce6de71d.fc.signal	1.10994	1.42693	0.51811	0.351288	0.39842	0.149993	0.122814	0.284021	0.497372	0.634547	0.451739	0.545207	0.715544	0.8027	1.23569	1.12801	1.01716	0.643909	0.420061	0.523637	0.321453	0.147376	0.0968796	0.181277	0.349136	0.63212	0.556744	0.5257	0.612234	0.33423	0.137912	0.37418	0.706328	0.597636	0.219532	0.314429	0.616103	0.942977	1.3311	1.42941	0.676371	0.461588	0.803922
