	chr16:24856120-24856209	chr16:24856210-24856269	chr16:24856270-24856419	chr16:24856420-24856469	chr16:24856470-24856569	chr16:24856570-24856629	chr16:24856630-24856719	chr16:24856720-24856809	chr16:24856810-24856869	chr16:24856870-24857019	chr16:24857020-24857169	chr16:24857170-24857319	chr16:24857320-24857469	chr16:24857470-24857559	chr16:24857560-24857619	chr16:24857620-24857769	chr16:24857770-24857919	chr16:24857920-24858069	chr16:24858070-24858219	chr16:24858220-24858369	chr16:24858370-24858519	chr16:24858520-24858669	chr16:24858670-24858819	chr16:24858820-24858969	chr16:24858970-24859039	chr16:24859040-24859119	chr16:24859120-24859269	chr16:24859270-24859419	chr16:24859420-24859569	chr16:24859570-24859719	chr16:24859720-24859869	chr16:24859870-24860019	chr16:24860020-24860169	chr16:24860170-24860319	chr16:24860320-24860469	chr16:24860470-24860569	chr16:24860570-24860619	chr16:24860620-24860769	chr16:24860770-24860919	chr16:24860920-24861069	chr16:24861070-24861169	chr16:24861170-24861219	chr16:24861220-24861278	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.4e9958ba-8dfc-4908-9654-b8c3286ec999.fc.signal	0.84795	0.85011	0.266368	0	0	0	0	0	0	0	0.573645	2.08322	1.8068	1.00553	1.60512	2.14779	2.0791	1.07508	0.29699	1.55184	1.45429	0.476058	1.71735	1.04452	0.00957486	0.711856	0.471636	0.560303	0.0071884	0.225233	0.604753	0	0	0	0	0.343854	0.85011	0.606412	1.09952	0.56674	0.365547	0.761298	1.34031	0.559643
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.d82f15eb-8d9c-43cf-9741-0ee88b2ded27.fc.signal	0.335768	0.79516	0.302181	0	0	0.198835	0.892405	0.932139	0.145812	1.20734	0.945549	0.723612	0.595144	1.08474	2.03667	1.53712	0.788518	0.265898	0.502038	0.216195	0.771663	0.711552	0.940017	1.64282	0.659491	0.647443	0.574229	0.51812	0.0893092	0	0.0784011	0.991098	0.414126	0.862273	0.414751	0.254876	0.364511	0.486975	1.0079	0.618732	0.905452	1.80729	1.68605	0.533019
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001014.4.ad84b327-82d2-4d7b-a9a1-d84b21c47553.fc.signal	0.445742	0.730292	0.681255	0.405556	0.212463	0.262888	0.204924	0.0502797	0.581503	1.12184	1.10569	1.80024	0.95158	1.34485	1.71903	2.03466	0.91996	1.53118	0.840914	0.729658	0.95496	1.57664	1.08461	0.671356	0.672546	0.593686	0.836182	0.650019	0.389557	0.444639	0.47796	0.509174	0.347084	0.285279	0.812207	0.589156	0.571912	0.935538	1.13358	0.996356	0.632655	0.857027	0.925908	0.417085
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.9ddbde16-a8c7-4357-85a1-25b734b0a68e.fc.signal	1.59901	0.80466	0.116533	0.191573	0.25207	0.575452	0.491878	0.377212	0.176835	0.509233	1.13252	0.497623	0.125038	0.95005	1.40766	1.14446	0.672161	0.760428	0.979616	1.34211	0.746352	0.994351	0.980584	1.26326	0.681102	0.610292	0.601089	0.147682	0.390618	0.558131	0.335596	0.245348	0.25207	0.45531	1.13581	1.35226	1.00983	1.0609	1.03652	0.591421	0.158304	0.491062	0.709789	0.699088
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.3f273eb1-d109-4260-952a-5ac2e044448b.fc.signal	0.705326	0.284156	0.582555	0.820084	0.435347	0	0	0.0405217	1.04329	1.12943	1.37484	0.878657	0.976465	0.812861	0.970157	1.10666	0.875837	1.05691	0.539997	0.6859	0.386842	0.944952	0.497735	0.300128	0.390924	0.289386	0.33367	0.74916	0.420786	0.53907	0.233167	0.111274	0.228748	0.565742	1.00072	0.845069	0.885714	0.268774	0.281839	0.138656	0.183233	0.277234	0.659661	0.668317
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.5c2b1045-c5b9-4ce2-a975-1bba53717c39.fc.signal	0.566798	1.04171	2.06408	1.51532	0.257199	0.316674	0.242009	0	0.342697	0.994823	0.999456	2.09614	1.33257	1.08955	1.0976	0.607129	0.514115	0.958559	0.450506	0.862567	0.740573	0.669026	1.34326	0.418027	0.0592983	0.564433	0.728719	0.288517	0.543905	1.2926	0.933173	1.04871	0.834167	0.656522	1.20759	1.30454	2.22889	1.18327	0.46648	0	0.0530725	0.532331	1.89335	0.400468
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.eb6b8116-681b-4ebd-8a3a-5c8e0b38a2a8.fc.signal	1.92719	1.19177	0.548731	0.766531	0.575662	0.551427	0.47267	0.173312	0	0.882212	1.81491	1.00224	0.539036	0.418409	0.420887	1.13205	0.769974	0.259766	0.516124	0.415096	0.261546	1.64386	1.46848	0.740441	0.471943	0.943563	2.78513	2.01345	0.585512	0.579859	0.0889839	0.47267	0.160708	0	1.02083	1.01831	0.234796	0.772216	0.865357	0.448676	0.678376	1.21536	1.38016	0.453968
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.8266b146-518b-415f-b011-597d6aa5064e.fc.signal	0.519434	0.766908	0.549785	0.118761	0	0.039022	0.393347	0.49617	0.459263	0.390508	0.442314	0.144657	0.309024	0.755306	0.736083	0.773055	0.340823	0.637265	0.609199	0.963692	0.366457	0.414947	0.886154	0.756937	0.895599	0.630721	0.0725639	0.325742	0.765147	0.444461	0.460033	1.11043	0.445416	0.344882	0.216167	0.487296	1.06276	0.734218	0.0665839	0.117558	0.177969	0.399678	0.597941	0.450577
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.43d53f41-e4a2-4421-b86f-0d0bce6de71d.fc.signal	0.739774	0.505986	0.75872	0.80422	0.645387	0.546196	0.60316	0.520507	0.579707	0.986557	1.5965	1.15949	0.779487	0.761411	0.643724	0.665694	0.467869	0.456997	0.43123	0.970332	0.488562	0.176386	0.723805	0.830761	0.281474	0.248802	1.04418	1.15143	0.566972	0.613883	0.682244	0.85918	0.707712	0.529441	0.355195	0.512688	0.326546	0.548568	0.609865	0.292199	0.952997	0.675541	0.60602	0.627329
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.41844a41-a9d8-47e3-9699-651cca6131a4.fc.signal	0.320167	0.689093	0.475611	0	0	0.168169	0.564924	0.486684	0.0848633	0.324828	1.08822	0.546283	0.189176	0.504289	0.53558	0.777618	0.384218	1.58035	1.17018	1.47641	0.360955	0.39021	0.61327	0.12928	0.547987	0.601316	0.257697	0.263467	0.445354	0.170453	0.0102141	0.728093	0.776087	0.698143	0.876547	0.147641	0.227952	0.603376	0.819842	0.525438	0.607505	0	0	0.641286
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.9e3b4885-f5bc-4ff7-9713-139148fa3034.fc.signal	0.638082	0.603183	0.583889	0.645817	0.409345	0.206612	1.10252	0.275561	1.36127	1.35047	1.12351	1.39593	0.717691	1.98035	2.6081	2.15619	0.332622	1.21855	0.96885	2.23501	1.43448	0.811947	0.618186	0.175207	0.681636	1.83884	1.66763	0.382193	0.57042	0.194836	0.245905	0.763322	1.12932	0.259482	0.700155	0.026133	0.313529	0.327702	0.61428	0.346098	0.633567	1.67953	2.59735	0.393382
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.37fbee98-9629-4bc8-bd64-c5ae6243c65d.fc.signal	1.69635	1.30377	1.36454	0.225273	0	0.084951	0.593596	0.198078	1.59666	1.02875	1.25916	1.02171	0.832013	0.326238	0.441299	0.491003	0.475087	1.4719	1.20086	1.26302	1.38374	1.12968	0.448099	0.438162	0.297488	1.0834	0.85946	0.178339	0.984943	0.66974	0.555619	1.16526	0.52389	0.37908	1.47653	1.15377	2.57343	1.29099	0.792408	0.764911	0.403442	0.236014	0.495554	0.4
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.db376d3b-ae63-4e49-80d2-dc3c632957a3.fc.signal	0.82919	0.63317	0.534901	0.531124	0.335679	0.031609	0	0	0.44012	0.887886	0.192275	0.259167	0.0734777	0.767402	1.12993	0.760004	0.628686	0.443971	0.232459	0.660979	0.629168	0.452751	0.663181	0.237077	0.376758	1.24947	1.13341	0.656711	0.67259	0.238917	0.533641	0.152933	0.145171	0.299604	0.279205	0.445963	0.551575	0.926855	0.655404	0.72631	0.704971	0.726837	0.82988	0.598901
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.86df225b-3e1d-4a7a-bbec-4e5619ad713f.fc.signal	1.1577	0.410047	0.151817	0.377177	0.373319	0.534321	0.4433	0.452313	0.231927	0.776655	1.1611	0.363384	0.271959	0.519477	0.580025	0.269871	0.565582	0.663448	1.29336	2.14207	0.638449	0.989647	1.37823	0.56258	0	0	0.117667	1.07864	0.619764	0.166223	0.418166	0.685041	0.799237	0.966147	0.847868	0.525906	0.382632	0.891926	1.53847	0.861313	0.608483	1.12057	1.18499	0.624625
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.fb569507-616e-4ddb-bce1-2cdd793c15be.fc.signal	0.758449	0.487558	0.85055	0.555259	0.256024	0.343096	0.895394	0.768965	1.24603	0.969726	1.17848	1.81285	1.31087	1.81212	1.24833	1.30383	1.25729	0.698251	1.22324	1.47151	1.0082	0.708533	0.367369	0.749308	1.15653	0.631302	0.453936	0.438326	0.543581	1.48352	0.816207	0.914655	0.534518	0.436114	0.737797	0.102913	0.46319	0.648223	0.496562	0.498388	0.387375	0.685251	0.548594	0.533865
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001234.5.f0ec07bd-7acb-4f94-999c-ee11e0eda161.fc.signal	1.71203	1.2628	0.889582	0.439739	0.0717815	0.142031	0.243063	0.232883	0.41359	0.644775	1.36031	1.34235	0.641867	0.969933	0.851478	1.49173	1.65905	1.27535	0.277162	0.766963	0.784746	0.883059	1.23593	0.923325	0.9445	1.05344	1.17942	1.00082	0.375323	0.0957851	0.364588	1.72791	0.830489	0.495692	1.01543	0.858128	0.56138	0.667122	0.92656	0.270515	0.654492	1.63502	2.28453	0.314121
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.c89e7674-ad0a-4af9-b8e6-347f54ee25d4.fc.signal	0.896436	0.943859	1.11286	0.89803	0.398081	0.270523	0.35547	0.227774	0.533135	0.827781	0.572188	0.818362	1.20563	1.09989	1.09604	1.3338	1.59698	0.83958	0.703727	0.282528	0.453226	0.482539	0.428908	0.158099	0.489969	0.822935	1.06464	1.09311	0.428756	0.214386	0.380682	0.675303	1.05755	0.591595	1.16657	1.12075	0.691911	0.596317	0.874315	0.928445	0.710867	0.672922	0.574327	0.516605
