	chr8:48728848-48728997	chr8:48728998-48729037	chr8:48729038-48729147	chr8:48729148-48729297	chr8:48729298-48729447	chr8:48729448-48729517	chr8:48729518-48729597	chr8:48729598-48729747	chr8:48729748-48729897	chr8:48729898-48730047	chr8:48730048-48730197	chr8:48730198-48730347	chr8:48730348-48730497	chr8:48730498-48730647	chr8:48730648-48730797	chr8:48730798-48730947	chr8:48730948-48731097	chr8:48731098-48731247	chr8:48731248-48731397	chr8:48731398-48731477	chr8:48731478-48731547	chr8:48731548-48731697	chr8:48731698-48731847	chr8:48731848-48731997	chr8:48731998-48732147	chr8:48732148-48732297	chr8:48732298-48732377	chr8:48732378-48732447	chr8:48732448-48732597	chr8:48732598-48732747	chr8:48732748-48732897	chr8:48732898-48733047	chr8:48733048-48733197	chr8:48733198-48733347	chr8:48733348-48733497	chr8:48733498-48733587	chr8:48733588-48733647	chr8:48733648-48733797	chr8:48733798-48733947	chr8:48733948-48734003	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.009dbb10-d8f5-4bd5-9bc6-e0cf283ece54.fc.signal	0	0	0	0.0327798	0.591299	0.75646	0.482243	0.0516907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0588914	0.273678	0.277142	0.17321	0.0207852	0	0	0.494781
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.c3b55191-0fbe-42ec-a1e0-0d7c8c410fde.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.420975	1.10576	0.84195	0.84195	0.157164	0	0	0	0	0	0	0.22452	1.30222	0.999116	0	0	0	0	0	0	0	0	0	0.76933
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.d82f15eb-8d9c-43cf-9741-0ee88b2ded27.fc.signal	1.16082	0.791076	2.5534	2.50168	1.34149	0.427728	0.030868	0.273367	0.548796	0.506508	0.671602	0.935504	0.715237	0.372734	0.583984	0.776208	0.761273	0.367825	0.868694	0.949641	0.291014	0.253566	0.363205	0.613895	0.794204	1.15039	0.815247	0.641415	0.521367	1.06506	0.856707	1.13126	0.412015	1.10657	1.25353	0.964031	0.765497	0.740889	0.824626	0.449897	0.464435
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.9179d535-0d76-4d04-b0d0-678ad03f04b2.fc.signal	0	0	0	0.0628219	0.299912	0.58255	0.538948	0.306303	0	0	0	0	0	0	0.209766	0.773664	0.174397	0.199655	0.404406	0.387046	0.388295	0.582685	0.587864	0.145025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.668966
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.3f273eb1-d109-4260-952a-5ac2e044448b.fc.signal	1.06837	1.47234	1.06346	1.30198	1.90111	2.14434	2.32277	0.739755	1.07969	1.19593	1.5348	0.851042	1.24412	0.651941	0.142405	0	0	0.625611	2.60967	2.92157	1.58722	1.56526	1.35743	0.925791	0.947331	0.689151	2.21142	1.86822	0.67255	1.68822	1.32284	1.67659	3.17053	1.88827	1.21489	0.772917	0.625518	0.961255	1.16795	0.445689	0.268293
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001888.4.445e6e0a-1317-4ac0-8603-79bdacbbaeb7.fc.signal	0	0	0	0	0	0	0.810705	0.70103	0	0	0	0.26569	0.857252	0.7985	0.207494	0.0384976	0.960879	0.0572568	0	0	0	0	0.0289851	0.859646	0.132621	0.770913	0	0	0.0797091	0.783232	0.441647	0.534428	0	0	0	0	0	0.0986169	0.915391	1.47758	0.732673
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.43d53f41-e4a2-4421-b86f-0d0bce6de71d.fc.signal	0.404259	0.962163	1.43628	1.9584	2.2372	2.19737	2.16649	1.3807	1.06752	0.873102	0.923703	0.759576	0.783349	0.969764	0.72387	0.441731	1.20992	0.961619	1.93924	2.75519	2.55362	1.31933	1.34184	0.917223	1.3327	1.49603	1.07379	0.610066	0.750231	1.79662	1.59012	1.21897	0.731413	0.317289	0.63156	0.540987	0.30384	0.600566	0.734165	0.419466	0.284946
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.41844a41-a9d8-47e3-9699-651cca6131a4.fc.signal	1.57297	1.19088	1.15929	1.06975	3.23342	2.95537	0.679996	0.28493	0.598964	0.597034	0.853465	0.564228	1.48618	0.512942	0.701789	0.224261	0.555694	1.50433	1.93086	2.39435	1.21979	0.771483	1.09566	0.38776	1.74304	1.27222	1.96996	0.925258	0.503654	1.05203	0.742185	0.698896	0.945977	1.61044	0.441615	0	0	0.0871125	0.139905	0.246234	0.512
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000992.7.269c7bdb-5224-43fa-a5d5-7860eaac019c.fc.signal	0.584928	0.947225	1.36407	0.757482	0.31924	0.778317	0.832215	0.339144	0.939355	0.465735	0.0959345	0.0880765	0.685927	1.08145	1.4806	0.252426	0	0.168771	1.1304	1.69159	0.387681	0.141567	0.153682	0.228479	0.0648488	0.618225	1.34229	0.485028	0.267094	1.43196	0.486812	0.963156	1.56377	0.42943	0.0483888	0.111818	0.0600187	0.104991	0.272928	0.112945	0.684411
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004609.2.0c69eda8-716f-44e4-bc94-dce057d4c5a3.fc.signal	0.341897	0.191008	0.18842	0.531726	0.47166	0.180562	0	0	0.243495	0.309862	0.399799	0.102823	0.494894	0.0825902	0.438652	0.236135	0.42154	0.272405	0.586002	0.607044	0.0228001	0.00630273	0.191446	0	0	0	0.110111	0.225279	0.0666813	0	0.0783767	0.177905	0.11522	0.390012	0.176821	0.102633	0	0.385569	0.14943	0.165538	0.72479
