	chr22:30522850-30522999	chr22:30523000-30523149	chr22:30523150-30523299	chr22:30523300-30523449	chr22:30523450-30523599	chr22:30523600-30523749	chr22:30523750-30523899	chr22:30523900-30524049	chr22:30524050-30524199	chr22:30524200-30524289	chr22:30524290-30524349	chr22:30524350-30524499	chr22:30524500-30524649	chr22:30524650-30524799	chr22:30524800-30524949	chr22:30524950-30525099	chr22:30525100-30525249	chr22:30525250-30525399	chr22:30525400-30525549	chr22:30525550-30525699	chr22:30525700-30525849	chr22:30525850-30525999	chr22:30526000-30526149	chr22:30526150-30526299	chr22:30526300-30526449	chr22:30526450-30526599	chr22:30526600-30526679	chr22:30526680-30526749	chr22:30526750-30526899	chr22:30526900-30527049	chr22:30527050-30527109	chr22:30527110-30527199	chr22:30527200-30527349	chr22:30527350-30527409	chr22:30527410-30527499	chr22:30527500-30527649	chr22:30527650-30527799	chr22:30527800-30527949	chr22:30527950-30528019	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.c4a67634-cf89-4945-bb82-26e2fddb3f3f.fc.signal	0.440914	0.922358	1.0434	0.632652	0.122384	0.163187	0	0	0.00502547	0.148066	0.226462	0.903391	0.58222	0.303291	0.311981	1.05102	1.57586	1.49722	0.855061	0.850733	0.641654	1.63374	1.08738	1.27741	2.62999	2.07589	1.65292	1.03463	1.1115	1.40628	1.21974	1.42145	1.26801	1.01612	1.3131	1.18527	0.429408	0.867767	0.819008	0.675676
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.9179d535-0d76-4d04-b0d0-678ad03f04b2.fc.signal	0.320579	0.559079	0.603052	0.382013	0.516057	0.381768	0.23404	0.0290445	0.0511163	0.178222	0.159815	0.0330411	0.0845541	0.392109	0.821689	0.891581	0.59274	0.69179	0.772794	0.766783	0.596328	0.810463	0.819175	1.40667	1.35355	0.467619	0.474798	0.840428	0.737963	0.369089	0.255306	0.100509	0	0	0.179455	0.267978	0.0263401	0	0	0.58371
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.05f731d1-35d3-4327-ad52-34ab22707910.fc.signal	0.653805	0.238982	0.423502	0.636998	0.381488	0.280384	0.351168	0.182552	0.204719	0.570843	0.596358	1.37793	0.768551	0.616601	1.20551	0.985022	0.873382	0.891991	0.682978	0.0744485	0	0	0	0	0	0.110223	0.327453	0.398777	0.390834	1.18835	1.20983	0.0715748	0.0873215	0.41456	0.289892	0.377693	0.0257664	0.282002	0.595247	0.450704
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.c28d3943-9234-4917-b4a0-88d70eac42fc.fc.signal	1.11269	0.75269	0.892334	1.3186	1.01705	0.435183	0.590109	0.771687	0.777585	0.495563	0.675076	0.95533	0.842578	0.879987	1.37274	1.24662	1.43922	1.04308	0.49757	0.178883	0.860116	1.11504	1.01155	1.50364	1.06502	1.32749	1.81703	1.16363	0.39351	0.446659	0.336822	0.278034	0.144495	0.256941	0.567023	1.13862	0.970076	0.279653	0.363422	0.549068
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004703.3.48627801-dc8a-4642-8d3a-844213fa1ec6.fc.signal	1.24671	1.79681	1.23322	1.1108	0.722964	0.97634	1.06989	0.85164	0.758138	0.968729	0.704728	0.55783	0.280342	0.811974	1.55568	1.29568	1.15623	1.54116	0.671079	0.220785	0.281794	1.26227	1.77686	1.61427	0.798903	1.03276	0.806166	0.896431	0.799882	1.36395	1.41987	1.25346	0.680503	0.383199	0.793123	1.156	0.407515	0.786656	0.92069	0.318519
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004643.3.e9f8c757-0331-4bff-b052-7d8c2cd4c7aa.fc.signal	0.945166	0.758026	0.794847	0.576621	0.293126	0.494259	0.981396	0.546107	1.0499	1.37465	1.33775	1.11813	1.67353	1.5167	0.441662	0.775443	1.1448	1.59096	0.993367	0.0405921	0.55359	0.400383	0.460185	0.92388	1.36191	1.05653	0.982819	0.736004	0.844836	0.619387	1.01445	0.903917	0.40426	0.272098	0.363111	0.785581	0.501866	1.29714	0.652406	0.606061
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.5c2b1045-c5b9-4ce2-a975-1bba53717c39.fc.signal	1.3254	1.35783	1.30841	0.696685	1.36384	0.800678	0.294248	1.19749	0.662651	0.934244	1.01211	1.446	0.881841	0.401744	1.30265	1.14063	2.23312	0.838803	1.25125	0.341389	0.681238	0.489688	1.67754	1.36033	1.91071	1.60653	0.596244	0.319481	0.694459	1.27442	0.239435	0.23171	0.447978	1.14335	0.494022	0.345383	0.479215	0.432047	0.573606	0.543353
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.8266b146-518b-415f-b011-597d6aa5064e.fc.signal	0.200655	0.64465	0.410136	0.476835	0.341027	0.209997	0.733792	0.930521	0.992351	1.14271	0.429253	0.959442	0.661769	0.448693	0.55899	1.03141	1.28215	0.697599	0	0	0	0	0	0	0.514421	0.496283	0.967976	0.679472	0.627445	0.590964	0.528161	0.253249	0.576522	0.304478	0.70593	0.65148	0.190271	0.0448515	0.0910909	0.458746
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000992.7.269c7bdb-5224-43fa-a5d5-7860eaac019c.fc.signal	1.51796	1.0176	1.06605	0.701723	0.461363	0.655625	0.501025	0.818655	1.06495	1.09295	0.717492	0.498968	0.54386	0.856575	1.03693	1.04488	1.04363	0.837403	0.39831	0.0123906	0	0.283274	0.970533	0.85258	1.11467	1.30767	0.84097	0.524913	0.983718	1.30009	0.602708	0.187313	0.07213	0.0720033	1.20166	1.20693	0.570197	0.153327	0.115412	0.566667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.2f10d695-5b3b-470a-a2e2-55996404a85c.fc.signal	0.0526307	1.07347	1.62249	1.40963	1.83613	1.22663	0.554034	0.805314	1.11467	0.919087	0.879449	0.912322	1.17703	0.646218	0.661587	1.4139	2.20518	2.02424	0.856907	0.356375	1.25797	1.71447	1.28377	0.935246	0.790459	1.11945	1.10039	1.07777	1.69425	1.31127	0.570821	0.277281	0.104292	0.0181053	0.137024	1.29718	1.53436	0.30319	0.127202	0.496855
