	chr2:74557198-74557347	chr2:74557348-74557497	chr2:74557498-74557597	chr2:74557598-74557647	chr2:74557648-74557797	chr2:74557798-74557947	chr2:74557948-74558097	chr2:74558098-74558177	chr2:74558178-74558247	chr2:74558248-74558357	chr2:74558358-74558397	chr2:74558398-74558477	chr2:74558478-74558547	chr2:74558548-74558697	chr2:74558698-74558847	chr2:74558848-74558997	chr2:74558998-74559147	chr2:74559148-74559297	chr2:74559298-74559447	chr2:74559448-74559597	chr2:74559598-74559747	chr2:74559748-74559897	chr2:74559898-74560047	chr2:74560048-74560197	chr2:74560198-74560347	chr2:74560348-74560437	chr2:74560438-74560497	chr2:74560498-74560647	chr2:74560648-74560797	chr2:74560798-74560947	chr2:74560948-74561037	chr2:74561038-74561097	chr2:74561098-74561157	chr2:74561158-74561247	chr2:74561248-74561317	chr2:74561318-74561397	chr2:74561398-74561547	chr2:74561548-74561697	chr2:74561698-74561847	chr2:74561848-74561997	chr2:74561998-74562147	chr2:74562148-74562209	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.993ec17f-4277-433d-a284-3906706ac1fe.fc.signal	0	0	0	0	0	0.15733	0.231199	0	0.146621	0.331123	0.283441	0	0	0.31534	0.397753	0.236585	0.671337	0.436991	0.309691	0.201661	0.34537	0.395186	0.199904	0.0394759	0.112219	0.232263	0.152259	0.211856	0.07021	0.48898	0.447472	0.0719523	0	0.237508	0.56947	0.804086	1.36805	1.01581	0.730823	0.0119131	0	0	0.446701
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.c4a67634-cf89-4945-bb82-26e2fddb3f3f.fc.signal	1.44413	1.39373	1.44675	1.84823	1.33483	1.81001	1.01966	0.58047	0.534162	0.85192	0.949217	0.966605	1.22186	0.914764	1.20046	2.63615	1.87228	1.78329	0.776632	0.78502	1.20916	1.11856	0.408759	0.715199	1.42057	1.43336	1.31618	1.41073	2.39137	1.42832	1.44846	0.414949	0.0152075	0.030415	0.631037	1.47778	1.55537	1.09767	2.10864	1.54162	2.08428	1.40639	0.269231
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001959.2.50a44db1-655c-4546-8036-e7b247f25f5a.fc.signal	0	0.180088	0.169929	0.40605	0.29015	0	0	0	0.168419	0.641174	0.525629	0.225511	0.036972	0.137932	0.346066	0.376368	0.23378	0.315487	0.442216	1.00605	0.810183	0.59431	0.849616	0.147299	0	0.0769382	0.503192	1.59115	0.940497	1.31669	1.75489	0.673988	0.104056	0	1.10911	1.72032	1.29896	1.25191	1.31369	1.31746	0.664284	1.81088	0.459893
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.d82f15eb-8d9c-43cf-9741-0ee88b2ded27.fc.signal	0.551214	1.15268	0.390039	0	0	0.0361511	0.177264	0.336565	0.30868	0.00311818	0	0.335064	0.89314	1.01609	1.60249	1.96631	1.50299	0.302638	1.1509	0.74569	0.512279	1.25274	1.89437	2.29069	1.1168	0.450024	0.602965	1.23532	0.324957	2.32977	1.56009	0.536654	0.0514453	0.384022	0.423499	0.578085	0.645687	0.849139	1.48146	1.10255	1.37845	1.92505	0.366667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.85b1d8ad-328c-45c6-9e3b-50e5e5e241e1.fc.signal	0.870335	0.681692	0.227623	0.289416	0.928241	0.0217827	0.0504019	0.249101	0.438734	0.573613	0.580014	0.373384	0.419837	0.877496	0.850735	0.349061	0.360437	0.140224	0.427966	0.184295	0.104698	0.662203	0.984551	0.733949	1.22795	1.33975	1.02854	0.72251	2.04155	1.52384	0.982616	0.518626	0.913603	2.59302	0.61567	0.76485	0.527829	0.393607	1.40207	0.775663	0.300103	0.724443	0.362694
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.c1b4ffc0-5671-47c4-baaa-5f1958b2a0b4.fc.signal	2.2482	1.52949	2.06994	2.6171	2.88628	2.52371	1.67112	1.41114	1.6039	1.00315	1.06711	1.46264	2.31433	3.79925	2.90505	1.77922	0.850017	0.782779	0.810529	1.3971	2.0299	1.44259	1.80186	1.86559	2.47742	1.83683	1.83144	1.9764	1.9123	1.25321	0.681063	0.225232	0	0.0292986	0.80048	1.65011	1.94306	1.84988	2.02406	3.2812	2.88408	2.86016	0.446429
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001050.8.8c536fb3-0ded-452e-bfa9-602b72d66c00.fc.signal	2.27073	2.19175	0.8805	2.07166	3.14492	2.04611	1.01749	1.82617	2.64683	2.5597	0.957667	0.68509	1.972	2.24848	3.45341	3.25794	3.14845	0.719493	0.422483	0.569175	0.993628	0.547327	0.298614	0.668073	0.8371	2.27179	3.63331	4.26956	3.92839	3.7045	1.03584	0.438082	0.101959	0.696638	1.61599	2.31514	5.97231	3.5795	3.66956	1.70344	1.76135	1.41791	0.892086
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.05f731d1-35d3-4327-ad52-34ab22707910.fc.signal	0	0	0	0	0	0	0	0	0	0.0678121	0.12651	0.0751401	0.0735549	0.0998735	0.091443	0.067257	0.0872042	0	0	0	0	0.0301661	0.135582	0.137036	0.20225	0.419515	0.433813	0.363673	0.117645	0.231976	0.376307	0.115029	0	0.0693763	0.203716	0.122743	0.193112	0.0154171	0.143555	0.268384	0	0	0.777892
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.c78458e5-ee0b-451a-90f1-dbb574d13e13.fc.signal	0.167682	0.183673	0.202088	0.21808	0.086745	0.0014538	0.0906219	0.247156	0.232618	0.176446	0.0636038	0.007269	0.097814	0.140376	0.0654045	0.109848	0.0847639	0.0048282	0.0407067	0.14539	0.0533072	0	0	0	0.0566132	0.0552707	0.067495	0.0648108	0.108691	0.11284	0.21808	0.325296	0.337763	0.353365	0.23368	0.167359	0	0	0	0	0	0.0360774	0.414286
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.409dbfeb-ff68-4d68-8254-ea0d0437a94c.fc.signal	1.80238	1.56753	1.52953	1.77718	1.31056	1.18918	1.30984	1.60248	1.74468	1.97031	1.34381	0.783204	0.737857	1.24864	1.60083	1.08282	1.30536	1.7389	1.32719	1.00722	0.874954	0.689962	1.09857	1.05081	2.50358	1.35184	1.42386	1.00614	1.05379	0.957211	0.54786	0.0957027	0	0	0.157873	0.51473	1.89715	3.13904	2.38191	1.89355	1.07374	0.953457	0.534351
