	chr7:51169956-51170105	chr7:51170106-51170255	chr7:51170256-51170405	chr7:51170406-51170505	chr7:51170506-51170555	chr7:51170556-51170645	chr7:51170646-51170705	chr7:51170706-51170855	chr7:51170856-51171005	chr7:51171006-51171155	chr7:51171156-51171305	chr7:51171306-51171455	chr7:51171456-51171605	chr7:51171606-51171755	chr7:51171756-51171905	chr7:51171906-51171995	chr7:51171996-51172055	chr7:51172056-51172205	chr7:51172206-51172355	chr7:51172356-51172505	chr7:51172506-51172655	chr7:51172656-51172805	chr7:51172806-51172955	chr7:51172956-51173105	chr7:51173106-51173255	chr7:51173256-51173405	chr7:51173406-51173555	chr7:51173556-51173705	chr7:51173706-51173855	chr7:51173856-51174005	chr7:51174006-51174155	chr7:51174156-51174305	chr7:51174306-51174455	chr7:51174456-51174515	chr7:51174516-51174605	chr7:51174606-51174755	chr7:51174756-51174905	chr7:51174906-51175030	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000980.8.368c97f7-f82d-4e9f-a521-00182447a421.fc.signal	0	0.401619	0.943676	0.96653	0.66201	0.66201	0.650132	0.719506	1.98615	0.432453	2.07766	1.42408	0.114748	0	0	0.78805	1.15611	2.01728	1.0974	1.135	1.14989	0	0	0.485474	0.375139	0.578155	0.419273	0.895917	0.600695	0	0.420547	1.5847	1.12664	0.16971	0.866344	0.970907	0.306985	1.32271	0.191261
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.d9959e98-a5a9-490f-a9f0-358a1a711d27.fc.signal	0.299078	0.234337	0	0	0	0.0956823	0.524348	0.555247	0.510894	0.0262127	0.232799	1.01781	0.948341	0.0679181	0	0.01276	0.391129	0.896007	2.16561	3.03958	1.60807	0.226335	1.31857	2.07017	2.43336	1.53329	1.15405	0.653857	0.574664	0.0767877	0.866898	1.27813	0.491996	0.514142	1.20132	2.58372	1.8544	1.93462	0.739181
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.993ec17f-4277-433d-a284-3906706ac1fe.fc.signal	0	0	0	0	0	0	0.128434	0.319504	0.0162232	0.385527	0.398975	0	0	0	0	0.799399	1.34361	0.998753	1.08654	0.442574	0.0910281	0	0	0	0	0.100043	0.407976	0.67243	0.0627601	0	0	0	0	0	0.309657	0.360196	0.366394	0.704453	0.395461
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.009dbb10-d8f5-4bd5-9bc6-e0cf283ece54.fc.signal	0	0	0	0	0	0	0	0	0.393357	0.74133	0.15129	0	0	0	0	0	0	0.0371494	0.305927	0.865794	0.649442	0.534395	2.1729	3.02128	4.85409	5.64968	3.15328	0.503046	0	0	0	0	0	0.185958	0.18911	0.471523	3.29951	7.2834	0.18949
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.4e9958ba-8dfc-4908-9654-b8c3286ec999.fc.signal	0	0	0	0	0	0	0	0	0	0.0646808	0.300911	0	0	0	0	0.445539	1.15021	0.575878	0.461895	0.751776	1.35015	0.814281	0.027142	0.291102	0.557074	0	0.345038	0.353018	0	0.207776	0.685547	0.0527144	0	0	0.344228	1.35104	0.845422	0.0747583	0.423929
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.ef220820-5419-4b81-b030-ce292c6089b7.fc.signal	0.443256	0.125241	0	0	0	0.0366083	0.210382	0.372239	0.703574	1.75424	1.37452	1.34358	1.1447	0.960707	0.440504	0.43439	0.44669	0.450955	0.28396	0.0331326	0.312471	0.883284	0.275967	0.155932	0.188823	0.218584	0.4036	0.722286	0.990836	1.36107	1.20908	1.18523	0.873989	0.309114	0.228387	0.245115	0.133586	0.273599	0.251772
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001008.4.aa01f6f8-93b0-4f0b-8191-bde89d903aa4.fc.signal	0	0.053072	0.374801	0	0	0.18832	0.7231	0.757135	1.03458	0.705134	0.698292	0.232814	0	0	0	0.0941577	0.71876	0.585322	0.281947	0.354255	0.63292	0.28771	0.726849	1.09676	0.154745	0.72333	1.19048	0.70258	0.12665	0	0.049648	0.164352	0.203961	0.733376	1.01454	0.649652	0.502235	0	0.624498
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.c4a67634-cf89-4945-bb82-26e2fddb3f3f.fc.signal	0.285186	0.443851	0.193847	0.552246	0.495981	0.208553	0.242973	0.171915	0.152647	0.301769	0.208199	0.0459138	0.180912	0.0521957	0.141204	0.256988	0.753882	0.769141	0.30474	0.52163	0.478317	0.59881	0.548006	0.585618	0.368794	0.501741	0.507699	0.402659	0.133043	0.0940157	0.0764568	0.455085	0.449533	0.530311	0.145762	0.21921	0.424157	0.184314	0.286889
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001959.2.50a44db1-655c-4546-8036-e7b247f25f5a.fc.signal	0	0.208025	0.0964186	0	0	0.118188	0.296796	0.106369	0.075342	0.223038	0	0	0	0	0	0.0886689	0.29138	0.151098	0.30662	0.0558533	0.353111	0.524	0	0.074165	0.251304	0.357756	0.107481	0.0814795	0.213247	0	0.112307	0.451351	0.302961	0.710247	0.60193	0.517892	0.533665	0.344315	0.474933
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003803.1.8e45d3eb-43c4-4932-8fdd-020c9df5cc1a.fc.signal	0.618186	0.402854	0.146841	0.0239316	0.341182	0.460661	0.844387	0.52479	0.118825	0	0.283412	0.460747	0.0874167	0.868279	0.430788	0.0973902	0.672838	1.57137	1.30285	0.820028	1.44628	0.776162	1.13407	0.175411	0.769096	2.09338	2.02719	1.11177	0.53335	0.725117	0.392151	1.13291	0.425977	0	0.0925731	0.64336	1.151	2.08783	0.689788
