	chr8:132938851-132938930	chr8:132938931-132939000	chr8:132939001-132939100	chr8:132939101-132939150	chr8:132939151-132939300	chr8:132939301-132939450	chr8:132939451-132939600	chr8:132939601-132939750	chr8:132939751-132939900	chr8:132939901-132939970	chr8:132939971-132940050	chr8:132940051-132940200	chr8:132940201-132940350	chr8:132940351-132940420	chr8:132940421-132940500	chr8:132940501-132940560	chr8:132940561-132940650	chr8:132940651-132940800	chr8:132940801-132940950	chr8:132940951-132941100	chr8:132941101-132941190	chr8:132941191-132941250	chr8:132941251-132941400	chr8:132941401-132941550	chr8:132941551-132941700	chr8:132941701-132941770	chr8:132941771-132941850	chr8:132941851-132942000	chr8:132942001-132942150	chr8:132942151-132942220	chr8:132942221-132942300	chr8:132942301-132942450	chr8:132942451-132942600	chr8:132942601-132942660	chr8:132942661-132942750	chr8:132942751-132942900	chr8:132942901-132943050	chr8:132943051-132943200	chr8:132943201-132943350	chr8:132943351-132943500	chr8:132943501-132943650	chr8:132943651-132943800	chr8:132943801-132943950	chr8:132943951-132944042	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.047c2416-3a22-4cd4-965c-493225f5ed12.fc.signal	0	0	0.0773966	0.377945	0.868406	0.966314	0.753659	0.6678	0.743983	0.780901	0.827416	1.32888	1.74389	0.788492	0.214926	0.0778837	0.36365	0.354896	0.0369897	0.55848	0.908939	0.570061	0.698685	0.549278	0.170353	0.224696	0.280811	0.196212	0.130793	0	0.0889211	0.589935	0.252383	0.490517	1.52277	1.70102	0.888571	0.729658	0.333762	0.744398	1.15667	0.995045	1.03634	0.842765	0.453125
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.85b1d8ad-328c-45c6-9e3b-50e5e5e241e1.fc.signal	0.190398	0.00351943	0.196591	0.58728	0.795104	0.428187	1.0419	0.289447	0.765658	0.544185	0.432205	0.634138	0.58862	0	0	0.0818213	0.626499	0.415727	0.703365	0.36493	0.82449	0.91895	0.538773	0.261913	0.42736	0.124607	0.38004	0.987629	0.397572	0.299461	0.344837	0.293103	0.544509	1.01913	0.815402	0.340635	0.198308	0.927748	0.57726	0.168204	0.592933	0.633788	0.262142	0.30301	0.572037
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003828.3.7fe9234c-b18e-418e-a5fa-41324c8b4b69.fc.signal	0.16096	0.0389056	0.334848	0.694842	0.335181	0.100714	0.359251	0.194763	0.464539	0.32157	0.145952	0.213412	0.336295	0.576876	0.99292	0.778184	1.15091	0.590749	0.887746	1.45498	2.10228	0.902255	0.60678	0.503588	0.456342	0.661689	1.76072	1.15768	1.05386	0.912435	0.454927	1.15479	0.438832	0.509279	0.408369	0.741753	0.751205	0.485035	0.613319	1.10872	1.42481	0.89323	0.493331	0.707137	0.318471
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.05f731d1-35d3-4327-ad52-34ab22707910.fc.signal	0	0.0478459	0.194751	0.832971	0.688564	0.637019	0.847401	0.207145	0.157999	0.208737	0.0773687	0.258481	0.464404	0.274765	0.422324	0.208176	0.099964	0.611843	0.40049	0.618898	0.628254	0.210734	0.729846	0.337565	0.105256	0.022406	0.0988461	0.367625	0.0460921	0	0	0	0.394836	0.550784	0.368278	0.556094	0.597692	0.342941	0.231327	0.415401	0.283556	0.13616	0.368409	0.312407	0.767383
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003696.3.56ed3fdb-46a9-4765-a249-372860e042b1.fc.signal	0	0	0	0	0	0.24269	0.116602	0.0556394	0.424014	0.612766	0.167219	0	0.030614	0.15307	0.118629	0.146213	0.218857	0.165103	0.0868149	0.309806	0	0.137838	0.0810189	0	0	0	0.105836	0.41507	0.212281	0.221291	0.091842	0	0	0	0	0.0908215	0.125845	0.0727989	0	0	0	0	0	0.0745063	0.282622
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.c78458e5-ee0b-451a-90f1-dbb574d13e13.fc.signal	0	0	0	0	0	0	0.0226233	0.106879	0.0461215	0.0367104	0.155727	0.155422	0.15025	0.349242	0.573635	0.641424	0.683793	0.460918	0.244834	0.20798	0.215726	0.174085	0.121799	0.145323	0.141646	0.183291	0.315765	0.351839	0.153868	0.176922	0.209915	0.263995	0.108101	0.00891433	0.0783724	0.246051	0.186386	0.00551107	0.059566	0.0392628	0.074305	0.0819629	0.0066002	0.00297522	0.584042
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003689.3.beff36be-023d-4a6e-8a49-a553932bd6ce.fc.signal	0.141732	0.0145574	0.108032	0.501687	0.79176	0.679493	0.81795	0.163557	0.205235	0.550231	0.748333	0.974275	0.85742	0.338561	0.503919	0.530466	0.633972	0.411565	0.239775	0.35518	0.433112	0.721328	1.05752	1.36178	1.56536	0.788219	0.212519	0.693587	0.628209	0.778193	0.62353	0.0937935	0.409012	1.00562	0.67363	0.732332	0.386798	0.513362	0.794409	0.54849	0.834445	0.761839	0.529855	0.712148	0.834254
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003836.3.e37d93da-dc33-42a2-aab6-afc4ccdb4a46.fc.signal	0.0840784	0.0353603	0.105124	0.188526	0.283847	0.580712	0.550982	0.450703	0.684987	1.02039	0.886942	0.442042	0.743012	0.691066	0.416441	0.427884	0.357824	0.701162	0.662284	0.768406	0.678213	0.541259	0.341298	0.328137	0.553666	0.520911	0.482177	0.751756	0.434393	0.336779	0.304414	0.491105	0.877877	0.793098	0.614132	0.691111	0.576468	0.616354	0.786556	1.00858	1.07942	1.05989	0.816398	0.483147	0.227468
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.6941f4c2-9444-41d7-82bb-38a8112f3f75.fc.signal	0.227661	0.145101	0.136433	0.342603	0.512095	0.679522	0.785479	0.806205	0.663267	0.30491	0.312826	0.357756	0.426688	0.37387	0.318059	0.314537	0.499061	0.490894	0.290657	0.248488	0.56671	0.773848	0.814423	0.547837	0.543869	0.520732	0.465679	0.423539	0.35853	0.47507	0.459285	0.326597	0.192236	0.224792	0.397907	0.411346	0.264551	0.243382	0.42942	0.521413	0.341566	0.485262	0.328648	0.229175	0.680743
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.c56a1926-3d2b-458d-9800-4140f38e79d1.fc.signal	0.0702582	0.0746186	0.142981	0.298076	0.474873	0.272071	0.127686	0.188135	0.115775	0.11381	0.125222	0.13726	0.0938477	0.0494729	0.14295	0.203528	0.358493	0.510382	0.580383	0.263146	0.129736	0.0570157	0.0341415	0.0918273	0.151833	0.179366	0.220745	0.379854	0.317393	0.174829	0.21015	0.238939	0.0909403	0	0	0.168546	0.335784	0.255572	0.458489	0.376032	0.269745	0.243213	0.449876	0.458738	0.673158
