	chr18:30991954-30991983	chr18:30991984-30992103	chr18:30992104-30992253	chr18:30992254-30992313	chr18:30992314-30992403	chr18:30992404-30992553	chr18:30992554-30992703	chr18:30992704-30992803	chr18:30992804-30992853	chr18:30992854-30993003	chr18:30993004-30993153	chr18:30993154-30993223	chr18:30993224-30993303	chr18:30993304-30993453	chr18:30993454-30993603	chr18:30993604-30993753	chr18:30993754-30993903	chr18:30993904-30994053	chr18:30994054-30994203	chr18:30994204-30994353	chr18:30994354-30994403	chr18:30994404-30994503	chr18:30994504-30994613	chr18:30994614-30994653	chr18:30994654-30994803	chr18:30994804-30994953	chr18:30994954-30995103	chr18:30995104-30995253	chr18:30995254-30995403	chr18:30995404-30995553	chr18:30995554-30995703	chr18:30995704-30995853	chr18:30995854-30996003	chr18:30996004-30996153	chr18:30996154-30996303	chr18:30996304-30996403	chr18:30996404-30996453	chr18:30996454-30996603	chr18:30996604-30996693	chr18:30996694-30996753	chr18:30996754-30996903	chr18:30996904-30996996	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.009dbb10-d8f5-4bd5-9bc6-e0cf283ece54.fc.signal	0.234616	0.150798	0.180017	0.775367	1.51715	2.01227	0.953139	0.245846	0.0907728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0390827	0.857318	1.52048	0.607686	0.18911	0.0857305	0.714855	0.486654	0	0	0	0	0.0302576	0.353011	1.20088	2.04379	1.43566	0.545947
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.c4a67634-cf89-4945-bb82-26e2fddb3f3f.fc.signal	0.12615	0.138179	0.0291383	0.0931198	0.310112	0.24675	0.0595801	0.219101	0.164571	0.274189	0.207089	0.211647	0.188293	0.366214	0.275026	0.22014	0.166142	0.345411	0.34209	0.1153	0.14598	0.188529	0.174393	0.19793	0.152218	0.367304	0.20862	0.139035	0.191887	0.39897	0.363418	0.0670744	0	0.191224	0.0128512	0.0588457	0.177715	0.246441	0.158118	0.0855142	0.217841	0.313073	0.427944
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000943.7.b97e43e6-4dfc-4f07-88bb-76ebefe1ddac.fc.signal	0.0905443	0	0.0976518	0.0930222	0.311356	0.647289	0.151841	0.11065	0.773365	0.862083	0.380279	0.37674	0.601532	0.248664	0.191719	0.162635	0	0	0.433339	0.859261	0.0583502	0	0	0.234442	1.28475	0.467592	0.800269	1.02543	0.405573	0.421528	0.535597	0.797791	0.220897	0.144484	0	0	0	0	0	0.322921	0.671275	0.525873	0.558824
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.782837e5-53f4-4f13-8ca3-175155d9e819.fc.signal	0	0	0	0	0	0.316172	0.312281	0	0	0.506287	0.840412	0.368858	0.12655	0.351045	0.442182	0	0	0	0	0.46075	0.50632	0.245563	0	0	0	0	0	0	0	0.155251	0.823539	0.583912	0.320625	0.416849	0.0793047	0	0	0	0	0	0	0	0.423421
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.ef4e5ad4-caa2-424f-9bf2-7145353fa420.fc.signal	0.08991	0.0522346	0.304979	0.464118	0.41748	0.333783	0.786433	1.06637	1.38452	1.15578	0.812778	0.81103	0.627424	0.785784	0.359094	0.28808	0.175821	0	0.189486	0.242895	0.152545	0.200947	0.105076	0.0636063	0.104913	0.270113	0.416723	0.759875	0.555059	0.285851	0.523939	0.464739	1.23117	1.17141	0.530323	0.256697	0.492694	0.429927	0.246807	0.459914	0.652153	0.397184	0.407252
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004616.1.bed78e40-f7b3-4ebb-ad62-e7d9c6963ec8.fc.signal	0.21952	0.136285	0.0768155	0.466168	0.828729	0.832421	0.822247	0.407108	0.60355	1.09277	0.814132	0.429559	0.429827	0.201582	0.289366	0.637438	0.40581	0.800676	0.504043	1.24074	1.08417	1.03039	1.18582	1.2335	1.29106	0.855939	0.591619	0.516763	0.945972	1.01775	1.09433	0.993055	0.561838	0.831801	1.16612	0.941499	0.926114	0.87496	0.77059	0.643795	1.09882	1.72154	0.208955
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.c1b4ffc0-5671-47c4-baaa-5f1958b2a0b4.fc.signal	0	0	0.155638	0.313504	0.460034	0.764739	0.220124	0.537035	0.649279	0.277263	0.476503	0.707248	0.858213	0.531418	0.50602	0.0352111	0.54161	0.394929	0.333704	0.393579	0.359865	0.214779	0.000913545	0	0	0.264682	0.202865	0	0	0.0590604	0.185038	0.0333683	0	0	0	0	0	0	0	0	0.0747475	0.178282	0.425647
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001050.8.8c536fb3-0ded-452e-bfa9-602b72d66c00.fc.signal	1.16939	0.00395133	0	0.286057	1.14213	1.72162	0.801192	0.159987	0.4095	0.830299	0.660625	0.153746	0	0.330529	0.792695	0.312208	0.0728513	0.268618	0.548293	0.62903	0.811104	0.376212	0	0	0.176889	0.353529	0.76094	1.04778	0.222418	0.22182	0.227957	0.691633	0.0692883	0.591362	0	0	0	0	0.325498	0.352596	1.03017	0.790907	0.465217
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001888.4.445e6e0a-1317-4ac0-8603-79bdacbbaeb7.fc.signal	0	0	0.608293	0.720077	0.597215	0.872098	1.02185	0.478484	0	0	0.177013	0.859203	0.768814	0.753185	0.454872	0	0.55357	0.87555	0.882085	0	0	0	0	1.03086	1.01139	0	0.384066	0.61446	0.868687	1.91193	0	0	0	0	0	0	0	0	0	0.733075	1.01642	0	0.437079
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004681.3.e25da2b0-3beb-48b5-b4cb-d2ae704a33b2.fc.signal	0.798922	0.504074	0.0856133	0.217588	0.598499	0.746531	1.72176	1.82952	1.45685	0.804703	0.780738	0.897336	0.923922	0.643434	0.376803	1.14571	1.55489	0.973765	0.598401	0.884861	1.25006	0.738168	0.727125	1.0973	0.97799	0.444049	0.879125	1.38879	1.01842	0.936737	0.706572	0.979235	0.770667	1.20451	2.06603	2.20412	1.04545	1.48502	1.67092	1.21082	1.37604	1.33749	0.417468
