	chr11:74699092-74699241	chr11:74699242-74699301	chr11:74699302-74699391	chr11:74699392-74699481	chr11:74699482-74699541	chr11:74699542-74699641	chr11:74699642-74699691	chr11:74699692-74699761	chr11:74699762-74699841	chr11:74699842-74699991	chr11:74699992-74700141	chr11:74700142-74700291	chr11:74700292-74700351	chr11:74700352-74700441	chr11:74700442-74700541	chr11:74700542-74700591	chr11:74700592-74700741	chr11:74700742-74700891	chr11:74700892-74701041	chr11:74701042-74701191	chr11:74701192-74701261	chr11:74701262-74701341	chr11:74701342-74701491	chr11:74701492-74701641	chr11:74701642-74701791	chr11:74701792-74701941	chr11:74701942-74702091	chr11:74702092-74702241	chr11:74702242-74702391	chr11:74702392-74702541	chr11:74702542-74702621	chr11:74702622-74702691	chr11:74702692-74702841	chr11:74702842-74702991	chr11:74702992-74703141	chr11:74703142-74703291	chr11:74703292-74703381	chr11:74703382-74703441	chr11:74703442-74703591	chr11:74703592-74703741	chr11:74703742-74703891	chr11:74703892-74704041	chr11:74704042-74704146	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000980.8.368c97f7-f82d-4e9f-a521-00182447a421.fc.signal	0.27903	0.240529	0.0923871	0	0	0.208051	0.380702	0.699254	0.605236	0.424137	0.162521	0.513791	0.963908	1.1992	0.810706	0.53533	0.0489411	0	0.00945627	0.526336	0.434835	0.547756	0.896708	0.729732	0.497186	0.369609	0.495214	0.126185	0.41328	0.19212	0	0.226584	0.250095	0.578591	0.349201	1.45786	0.66981	0.510379	1.30418	0.636158	0.241717	0.549253	0.568216	0.747423
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.ef220820-5419-4b81-b030-ce292c6089b7.fc.signal	0.298388	0.154396	0.221482	0.404679	0.303263	0.0662043	0.011732	0.272772	0.303463	0.337027	0.684035	0.808324	0.686484	0.586238	0.384065	0.275752	0.0299959	0.216763	0.485354	0.356643	0.472809	0.567079	0.46701	0.556536	0.836717	0.61083	0.600203	0.953831	1.02773	0.450399	0.286106	0.440702	0.543678	0.745861	0.670723	0.421097	0.31412	0.265491	0.293451	0.19372	0.450776	0.340177	0.553774	0.138122
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.c3b55191-0fbe-42ec-a1e0-0d7c8c410fde.fc.signal	0	0	0	0	0.212688	0.368013	0.588988	0.448508	0.410339	0.511129	0.404522	0.411016	0.240857	0.0112033	0.0137564	0.300394	0.389912	0.0862279	0	0.182807	0.314814	0.28507	0.314785	0.110199	0.0327003	0.463239	0.545665	0.548517	0.558908	0.320481	0.294046	0.259698	0.249414	0.361159	0.131464	0.140826	0.276241	0.27472	0.485291	0.212781	0.378106	0.60698	0.164133	0.311178
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001014.4.ad84b327-82d2-4d7b-a9a1-d84b21c47553.fc.signal	0.252458	0.559159	1.00877	0.852006	0.488354	0.338656	0.428178	0.620629	0.641731	0.617256	0.517908	0.21467	0.401395	0.377864	0.302924	0.156797	0.0955666	0.245831	0.296415	0.392052	0.280969	0.479078	0.51926	0.760402	0.662795	0.464896	0.381225	0.393563	0.362384	0.382946	0.1872	0.300454	0.244915	0.0761111	0.359764	0.773541	0.33911	0.498946	0.783863	1.06977	1.32477	1.06035	1.03322	0.3125
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.9179d535-0d76-4d04-b0d0-678ad03f04b2.fc.signal	0.577042	0.679303	0.883393	1.00075	0.799526	0.767612	0.579137	0.637976	0.375371	0.160931	0.173131	0.257684	0.609815	0.977797	0.944563	0.908364	0.603618	0.319756	0.442769	0.462049	0.328816	0.597467	0.51698	0.677859	0.570746	0.187278	0.370439	0.247916	0.206797	0.377028	0.39975	0.612264	1.04049	0.808062	0.369816	1.07749	0.861252	0.66984	0.80971	0.578856	0.43724	0.109708	0.250483	0.343434
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001009.4.f4ce93fa-a218-429a-bf06-fd30f370975a.fc.signal	0.841477	0.608246	1.14248	1.43708	1.01103	0.638972	0.827802	0.78342	0.480327	0.380125	0.745949	0.500426	0.260703	0.189024	0.365692	0.289731	0.0931733	0.257001	0.191479	0.250941	0.369568	0.493814	1.07215	0.958602	0.565359	0.673439	0.718771	0.819918	0.234951	0.437621	0.731147	0.708795	0.305001	0.237716	0.350258	0.989987	1.91084	0.754348	0.474997	0.7647	0.893233	0.57713	0.152808	0.338583
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.51e98f97-6119-4df6-b770-df4f0c759ed4.fc.signal	0.523153	0.576392	0.71263	0.806281	0.590822	0.395734	0.529061	0.697041	0.874058	0.711519	0.77227	0.525171	0.403778	0.550909	0.575946	0.405347	0.41917	0.869612	0.886747	0.736501	0.575014	0.611558	0.730909	0.813798	1.31718	0.776221	0.546528	0.966246	0.887287	0.67002	0.597381	0.575962	0.433184	0.398024	0.678645	0.914979	0.818022	0.761991	0.483877	0.510621	0.892014	1.23047	1.05666	0.558491
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.8266b146-518b-415f-b011-597d6aa5064e.fc.signal	0.343043	0.432853	0.392406	0.680247	0.808803	0.500497	0.398953	0.406156	0.170313	0.375931	0.820281	0.691669	0.533051	0.190358	0.22453	0.10628	0.267402	0.422096	0.253363	0.273724	0.548604	0.573575	0.592227	1.08351	0.463211	0.127529	0.103985	0.0113335	0.0757016	0.436598	0.315194	0.234473	0.425005	0.585918	0.54679	0.53763	0.310469	0.198825	0.174612	0.631244	0.866222	0.642971	0.607851	0.306931
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.733171c1-b776-4277-a4e8-9b25e6d08804.fc.signal	0.181285	0.215134	0.328578	0.363785	0.256568	0.20558	0.133935	0.154403	0.236433	0.315878	0.321588	0.593514	0.831742	0.778117	0.351163	0.119583	0.0317882	0.321407	0.641632	0.290535	0.275502	0.328808	0.405121	0.345369	0.17689	0.0008536	0.00856507	0.0937466	0.187452	0.194961	0.260497	0.372387	0.475556	0.495853	0.334964	0.219586	0.206032	0.366116	0.972773	1.20835	0.949728	0.906005	0.355095	0.550314
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004618.1.72623753-44fb-49f2-a9eb-e1a5603547b0.fc.signal	0.0999722	0.081591	0.52597	0.581479	0.293792	0.441225	0.278997	0.112887	0.263094	0.398159	0.252519	0	0	0.33635	0.711341	0.516123	0.348611	0.49117	0.272304	0.116939	0.16536	0.090948	0.0374968	0.523837	0.273519	0.311009	0.13339	0	0.594407	0.684847	0	0.483652	0.767411	0.780691	0.246491	0.861323	0.663482	0.319801	0.595544	0.413549	0.419384	0.595527	0.3324	0.257426
