	chr1:150712115-150712264	chr1:150712265-150712364	chr1:150712365-150712414	chr1:150712415-150712564	chr1:150712565-150712714	chr1:150712715-150712864	chr1:150712865-150713014	chr1:150713015-150713094	chr1:150713095-150713164	chr1:150713165-150713274	chr1:150713275-150713314	chr1:150713315-150713464	chr1:150713465-150713614	chr1:150713615-150713764	chr1:150713765-150713914	chr1:150713915-150714064	chr1:150714065-150714214	chr1:150714215-150714364	chr1:150714365-150714514	chr1:150714515-150714664	chr1:150714665-150714744	chr1:150714745-150714814	chr1:150714815-150714904	chr1:150714905-150714964	chr1:150714965-150715114	chr1:150715115-150715264	chr1:150715265-150715414	chr1:150715415-150715564	chr1:150715565-150715714	chr1:150715715-150715864	chr1:150715865-150715934	chr1:150715935-150716014	chr1:150716015-150716164	chr1:150716165-150716314	chr1:150716315-150716464	chr1:150716465-150716614	chr1:150716615-150716764	chr1:150716765-150716914	chr1:150716915-150717064	chr1:150717065-150717178	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.4569d4d8-c896-418a-b870-e7afcf72b7d3.fc.signal	0.207485	0.847259	0.39109	0.484292	0.743153	1.04268	2.13185	0.937686	0.913715	0.943019	0.961457	0.891243	1.25305	1.39629	1.25654	0.792581	0.79974	0.855302	1.21523	1.2555	0.671309	0.315402	0	0.466875	1.89907	0.983476	0.198137	0.270316	0.244434	0.0800009	0.0515561	0.220251	0.547708	0.13162	0	0.13162	0.632573	0.0566107	0	0.0391061	0.782313
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001908.1.4025739e-d017-417d-bd1b-2254ef9d0cdc.fc.signal	0.257532	0.179168	0.188829	0.588113	0.450497	0.352081	0.81269	0.220937	0.1037	0.113602	0.178499	0.284503	0.433289	0.148977	0	0.0187943	0.462381	0.619153	0.312244	0.326883	0.716133	0.580381	0.356184	0.529029	0.462372	0.422154	0.193594	0.234078	0.430489	0.298274	0.15866	0.0510365	0	0.140679	0.142794	0.196003	0.449583	0.211556	0.513111	0.668222	0.833333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.c4a67634-cf89-4945-bb82-26e2fddb3f3f.fc.signal	0.364468	0.477915	0.668278	0.473202	0.763336	1.1084	0.496623	0.345852	0.385074	0.189316	0.0978108	0.254517	0.246482	0.276423	0.236368	0.244768	0.218048	0.123484	0.528037	0.246728	0.199002	0.170444	0.751785	0.88699	0.64196	0.0631411	0.254009	0.618296	0.614703	0.472751	0.513969	0.57258	0.735191	0.764109	0.627372	1.03143	0.409313	0.731718	0.335443	0.16412	0.551331
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000195.3.5458814b-5fa1-4409-81d6-3110fe5029f7.fc.signal	0.740147	0.443886	0.95162	0.495134	0	0	0.286669	1.21946	0.85352	0.434854	0.569625	0.603742	0.260608	1.7288	1.01637	1.67231	1.24659	1.47248	1.18581	0.321417	0	0	0	0.0324435	0.918128	0.479948	0.230858	0.961713	0.570661	0.518018	0	0.0182899	0.620946	0.22586	0.33879	0.55162	0	0	0	0	0.381356
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000109.3.a2cb3210-5c24-4e50-835f-1201fe42af76.fc.signal	0	0.499016	1.5594	0.913651	0	0.213	1.80423	1.59028	0.414227	0.385944	0.310128	0.287108	0.653751	0.398718	0.0980379	0	0	0.20319	0.521067	0.684485	0.594541	0	0	0	0.341078	0.137029	1.09979	0.535899	0.30643	0.253605	0	0	0	0.0623803	0.731095	0.168945	0.114623	0	0	0	0.556213
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.ef4e5ad4-caa2-424f-9bf2-7145353fa420.fc.signal	0.217187	0.555463	0.69878	0.382718	0.321554	0.827037	0.840445	0.966909	1.0554	1.07221	0.861721	1.22654	1.0187	0.465511	1.18936	0.750416	0.783802	0.888594	0.484872	0.503063	0.688738	0.834939	1.16877	1.0844	0.988138	0.581903	0.355258	0.529442	0.431711	0.55265	0.827626	0.838822	0.426307	0.340502	0.748484	0.278315	0.313989	0.408954	0.357024	0.330098	0.432432
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000159.3.dff5dbe0-28d6-4c21-adf0-9c1b89baf174.fc.signal	0	0	0	0	0	0.320662	0.417212	0.335686	0.688902	1.19105	1.31303	0.654481	0.860355	1.53042	0.475338	0.415707	0.184345	0.0172432	0.210412	0.0257697	0	0	0	0	0	0	0	0	0	0	0	0.167452	0.677914	0	0	0.714102	0.71835	0.575939	0.671049	0	0.603306
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.047c2416-3a22-4cd4-965c-493225f5ed12.fc.signal	0.487209	0.083695	0	0.0424237	0.304309	0.324238	0.100004	0	0	0.118668	0.33465	0.567809	0.455009	0.353664	0.432852	0.316809	0.499824	0.406621	0.327628	0.593901	0.698704	0.755386	0.71394	0.803212	0.401601	0.130564	0	0	0	0	0	0	0	0	0	0	0	0.139475	0.277782	0.275961	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.c1b4ffc0-5671-47c4-baaa-5f1958b2a0b4.fc.signal	0.369426	0.312162	0.157993	0.189377	0.420028	0.722287	0.288764	0.230567	0.302434	0.153215	0.1356	0.066546	0.263908	0.275688	0.342044	0.529183	0.105824	0.0549635	0.0957557	0	0.00811088	0.131848	0.260414	0.41186	0.808212	0.322923	0.198563	0.285174	0.51921	0.295522	0.25925	0.559174	0.374021	0.29127	1.04347	1.19211	1.07429	0.763882	0.465697	0.426362	0.421384
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000060.3.87d6d4cc-d709-448c-855d-51ab38c2c5f0.fc.signal	0.491668	0.0930376	0	0	0.378612	1.38979	1.4678	2.5708	0.719371	0.239348	0	0	0.526612	1.42319	0.518259	0	0	0.0716912	0.137194	0.280679	0.790549	0.451706	0.406773	0.372063	0.317755	0.30952	0	0	0.224546	0.212254	0.319184	0.761069	0.580606	0	0	0	0	0.164603	0.218907	0.431293	0.562874
