	chr8:1667243-1667392	chr8:1667393-1667492	chr8:1667493-1667542	chr8:1667543-1667612	chr8:1667613-1667692	chr8:1667693-1667842	chr8:1667843-1667992	chr8:1667993-1668142	chr8:1668143-1668292	chr8:1668293-1668442	chr8:1668443-1668592	chr8:1668593-1668742	chr8:1668743-1668892	chr8:1668893-1668992	chr8:1668993-1669042	chr8:1669043-1669142	chr8:1669143-1669192	chr8:1669193-1669342	chr8:1669343-1669392	chr8:1669393-1669492	chr8:1669493-1669642	chr8:1669643-1669792	chr8:1669793-1669942	chr8:1669943-1670092	chr8:1670093-1670242	chr8:1670243-1670392	chr8:1670393-1670542	chr8:1670543-1670692	chr8:1670693-1670772	chr8:1670773-1670842	chr8:1670843-1670992	chr8:1670993-1671072	chr8:1671073-1671142	chr8:1671143-1671292	chr8:1671293-1671442	chr8:1671443-1671592	chr8:1671593-1671742	chr8:1671743-1671892	chr8:1671893-1672042	chr8:1672043-1672192	chr8:1672193-1672284	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.d82f15eb-8d9c-43cf-9741-0ee88b2ded27.fc.signal	0.708733	0.600905	0.693463	1.03699	1.06579	1.21455	1.96358	1.69165	0.389111	2.23802	2.50356	1.61743	1.62217	0.836822	1.10695	0.734614	1.28845	1.83516	0.598863	1.00966	0.946096	0.442227	0.443333	0.479913	0.375646	0.593574	0.87098	0.875691	1.20495	0.41445	0.55836	1.66106	1.0905	1.21284	1.28146	0.791918	0.792603	0.70826	0.0983523	0.68059	0.756088	0.212237
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.9ddbde16-a8c7-4357-85a1-25b734b0a68e.fc.signal	1.90815	1.31759	1.34595	1.39484	1.87757	1.76894	0.99272	0.733449	1.12929	0.774131	1.54419	1.954	2.58151	1.2463	0.682306	0.484156	0.67249	1.20725	1.63318	1.94266	1.38975	1.54394	1.56144	0.786698	1.05838	0.904946	1.68178	3.1604	2.5235	1.52602	1.18632	1.75481	2.07493	2.16319	1.32414	1.33753	1.58276	1.63855	1.37658	0.600665	0.645489	0.284507
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003826.4.87afad01-d436-4b9f-ad87-b00cd4a79273.fc.signal	0.175207	0.401747	0.100338	0.39	0.874109	0.933952	1.23522	0.75721	0.537951	0.527251	0.639285	0.778366	0.500065	0.689111	0.213311	0.0311714	0.495543	0.522927	0.16415	0.085358	0.147735	0.016415	0.042679	0.322816	0.248668	0.325978	0.660749	0.0918759	0.32811	0.180462	0.111613	0.25312	0.142109	0.223714	0.230639	0.316438	0.624714	0.41829	0.363899	0.250943	0.190883	0.691057
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.9179d535-0d76-4d04-b0d0-678ad03f04b2.fc.signal	1.1612	1.62661	1.47256	1.75994	1.74892	1.47934	0.562278	0.361246	0.979962	1.68149	1.67566	1.74948	1.50408	1.47356	1.06082	0.602651	1.03321	1.27449	1.05282	1.07175	1.13151	0.732168	0.664783	1.18339	1.29626	1.792	2.08074	1.44183	0.894098	1.13169	0.781469	0.610113	0.822333	0.547769	0.199954	0.176069	0.101018	0.967499	1.18305	0.216695	0	0.118644
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.3f273eb1-d109-4260-952a-5ac2e044448b.fc.signal	2.43413	1.75522	1.65809	1.46184	1.74308	2.15302	2.1484	2.23346	2.32091	1.81305	2.33803	3.56597	1.5831	0.546685	1.30424	1.0857	0.888007	0.450993	1.11694	2.61746	3.08328	2.08827	1.80842	1.30888	1.68834	2.08031	2.2631	1.08686	0.837682	1.43271	1.19297	1.77082	1.57776	0.917725	1.02383	0.684486	1.33893	1.67428	0.985298	1.09347	0.888572	0.291743
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.6941f4c2-9444-41d7-82bb-38a8112f3f75.fc.signal	0.577995	0.705617	0.829004	1.00814	0.792436	0.730967	0.527289	0.569792	0.284197	0.230973	0.453199	0.558585	0.428379	0.480611	0.427886	0.444942	0.441843	0.607201	0.967424	1.04957	0.653197	0.251116	0.135941	0.136977	0.167975	0.251627	0.275407	0.327624	0.470916	0.547065	0.347253	0.2451	0.241374	0.429436	0.412898	0.413302	0.377579	0.21417	0.337244	0.681028	0.610094	0.176923
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.51e98f97-6119-4df6-b770-df4f0c759ed4.fc.signal	1.03376	1.11479	0.884114	0.699224	0.641027	0.604631	0.835576	0.746614	0.854671	0.688121	0.758551	1.11799	1.22603	1.00956	1.20281	1.27823	0.984122	0.6976	0.714541	1.04539	0.832696	0.271632	0.752193	0.894247	1.01305	0.948294	0.680484	0.780073	1.17813	1.33289	0.922866	0.854279	0.676046	0.633474	0.838337	0.805039	1.03878	0.529154	0.747199	1.12551	0.861705	0.743017
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.eb6b8116-681b-4ebd-8a3a-5c8e0b38a2a8.fc.signal	1.12368	0.614029	0.416757	0.169497	0.5657	1.26513	1.60832	1.56813	1.6126	0.778803	0.865251	1.80033	1.41014	1.73039	0.882536	0.127299	0.435932	0.831223	0.407357	0.299591	1.56908	2.40003	1.44539	2.7136	1.68251	0.906809	0.781117	2.15754	0.883437	0.0767844	0.682349	1.62097	1.17561	0.844785	1.3747	0.96806	1.11802	1.49243	1.65195	0.901274	0.936017	0.370871
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.43d53f41-e4a2-4421-b86f-0d0bce6de71d.fc.signal	1.43789	0.82258	0.404227	0.20128	0.29669	0.825468	1.25067	1.22383	1.39086	1.5584	1.29758	1.25602	1.315	1.07368	0.784114	0.985404	0.910025	0.81552	0.40211	0.460414	1.07503	1.62733	2.06429	2.01469	1.45667	0.944594	1.35523	0.545148	0.640861	1.29262	1.59114	1.60605	1.35038	0.998082	1.26943	0.752673	0.913304	1.01869	0.67751	0.868854	1.35723	0.504259
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.41844a41-a9d8-47e3-9699-651cca6131a4.fc.signal	0.912872	0.559045	0.51857	0.549564	0.427148	1.10782	2.65813	0.567129	0.794144	1.60379	2.40217	2.90326	1.838	0.821004	0.663921	0.826376	1.36157	1.14634	1.6524	2.81128	2.60635	1.7192	1.11538	1.84361	2.27196	1.02185	1.294	1.41755	1.55187	0.925915	1.34585	1.33047	1.03907	0.792449	0.972348	1.23386	1.53096	1.40475	1.50294	0.757747	0.433156	0.236152
