	chr9:92710961-92711110	chr9:92711111-92711260	chr9:92711261-92711410	chr9:92711411-92711560	chr9:92711561-92711710	chr9:92711711-92711860	chr9:92711861-92712010	chr9:92712011-92712160	chr9:92712161-92712310	chr9:92712311-92712460	chr9:92712461-92712610	chr9:92712611-92712760	chr9:92712761-92712910	chr9:92712911-92713060	chr9:92713061-92713210	chr9:92713211-92713360	chr9:92713361-92713510	chr9:92713511-92713660	chr9:92713661-92713810	chr9:92713811-92713960	chr9:92713961-92714110	chr9:92714111-92714260	chr9:92714261-92714410	chr9:92714411-92714560	chr9:92714561-92714710	chr9:92714711-92714860	chr9:92714861-92715010	chr9:92715011-92715160	chr9:92715161-92715310	chr9:92715311-92715460	chr9:92715461-92715610	chr9:92715611-92715760	chr9:92715761-92715910	chr9:92715911-92716060	chr9:92716061-92716210	chr9:92716211-92716360	chr9:92716361-92716510	chr9:92716511-92716660	chr9:92716661-92716810	chr9:92716811-92716960	chr9:92716961-92717110	chr9:92717111-92717260	chr9:92717261-92717410	chr9:92717411-92717560	chr9:92717561-92717710	chr9:92717711-92717753	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001457.1.b29ef53b-7262-43e2-ab26-84dcd5c07165.fc.signal	0	0.398226	0.347871	0.312381	0.659234	0	0.260826	0.49218	0.0583262	0	0	0.413322	0.704585	0.0250491	1.1618	0.496011	0.360202	0.206287	0	0	0.255832	0.278446	0	0	0.591381	0.557882	0.463971	0.509146	0	0.0662313	0.576642	0.198619	0	0	0.200682	0.795946	0.102284	0	0.313297	0.270283	0	0	0.0225452	0.77945	0.266369	0.512699	0.313862
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.3bc522e1-a1c6-492a-9fb9-e63c8afd2709.fc.signal	0.0518467	0	0.221272	0.0679255	0	0.276099	0.0863374	0	0	0	0.350605	0.163341	0.282218	0.0888265	0.206412	0.468148	0.07346	0	0	0.12399	0.454463	0.072699	0	0	0	0.168376	0.11397	0	0.137416	0.975857	0.718558	0.274331	0.543134	0.162619	0	0	0.182503	0.536116	0.291696	0.185005	0	0.377424	0.649212	0.153128	0.271049	0.16119	0.676703
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000980.8.368c97f7-f82d-4e9f-a521-00182447a421.fc.signal	0.433947	0.536431	0.397065	0.306973	0.229851	0.499562	0.669896	0.195686	0	0.317786	0.135998	0	0.216861	0.121044	0.0497368	0.220596	0	0.155639	0.212261	0	0	0.204683	0.32629	0.137619	0	0	0	0	0	0	0	0.0169258	0.594787	0.427635	0.130873	0.2336	0	0	0.12206	0.169323	0.185196	0.296649	0.376092	0.0462685	0	0	0.0205423
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.d9959e98-a5a9-490f-a9f0-358a1a711d27.fc.signal	0.724198	0.641088	0.926045	0.0573827	0.168221	0.207802	0.284409	0.694305	0.18567	0.379174	1.34333	0.675579	0	0	0	0.0409188	0.492026	1.06148	0.922242	1.40039	0.791713	0.267659	0.534495	0.300882	0.536877	0.536084	0.265299	0.746939	0.351343	0.432757	0.666677	0.0637302	0.526107	1.08416	0.498373	0.48871	1.01215	0.044764	0	0.350812	0.477433	0.669887	0.647283	0.144151	0.604743	1.12857	0.325243
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.993ec17f-4277-433d-a284-3906706ac1fe.fc.signal	0.126786	0.316319	0.715134	0	0	0	0	0	0	0.821032	0.585404	0	0	0.271542	0.0513735	0	0	0	0	0.0309024	0.377782	0.0583499	0.38378	0.0332011	0.168694	0.20676	0.0207292	0.613097	0.173762	0.0323737	0.212339	0.0046352	0.03359	0.20311	0	0	0	0	0	0.112596	0.149285	0	0	0.0914791	0.226048	0	0.144061
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000174.3.ad699f10-b9f0-4846-a1ea-444cf5fe468b.fc.signal	0	0	0	0.0118032	0.743917	0.698815	1.17504	0.35772	0.938898	0.461257	0	0	0	0	0.18689	0.470321	0	0	0.340559	0.695274	0.567401	0.036885	0	0	0	0	0	0	0	0	0.255498	0.546202	0.520305	0.30598	0	0	0	0	0	0	0	0.57014	1.20026	0	0	0	0.239437
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.4569d4d8-c896-418a-b870-e7afcf72b7d3.fc.signal	0.311448	0.10216	0.162494	0.198477	0.133319	0	0.253508	0.313916	0.317718	0.0786815	0.0670403	0	0	0.0215405	0.234629	0.30281	0.318086	0.443039	0.701144	0.294152	0.27027	0.0807071	0.257007	0.418937	0.295199	0	0.059003	0.303731	0.179331	0.130848	0.0548144	0.0713099	0.23793	0.20678	0.284836	0	0	0	0	0.173599	0.807788	0.214965	0	0.0145736	0.458504	0.543128	0.413596
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.009dbb10-d8f5-4bd5-9bc6-e0cf283ece54.fc.signal	0.496891	0.355436	0.104276	0.0199369	0	0.00960633	0.0995997	0.416843	0.518897	0.202678	0.0340761	0.0137466	0.097997	0.140921	0.136962	0.173543	0.163898	0.133942	0.0737521	0.107539	0.213548	0.326139	0.525373	0.32223	0.0689341	0.003328	0.0836152	0.176926	0.104373	0.0254596	0.039799	0.12695	0.131652	0.0297723	0.129602	0.199038	0.0248284	0.0147882	0.047924	0.152948	0.119811	0.0499741	0.0706055	0.110993	0.2023	0.236043	0.0962536
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000290.2.e8dc7448-dc97-4057-a492-978243fe4033.fc.signal	0.828787	0.404245	0	0.138188	0.221685	0.150486	0.287317	0.522199	0.35035	0.146192	0	0	0.480342	1.18684	0.090016	0	0	0.426076	0.219039	0	0	0.243043	0.402071	0.105571	0.583026	0.481795	0	0.0360064	0.439183	0.145951	0	0	0	0	0.369066	0.276049	0	0	0	0	0	0	0	0	0	0	0.830268
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001908.1.4025739e-d017-417d-bd1b-2254ef9d0cdc.fc.signal	0.215602	0.431916	0.0615758	0.0025532	0.114157	0	0.0992247	0.221468	0.18843	0.0808609	0	0.0886002	0.246753	0.187785	0.192436	0.296593	0.41796	0.196916	0.209951	0.104132	0.0464236	0.229466	0	0	0	0	0	0	0	0.0618461	0.218567	0	0.0531242	0.393912	0.21603	0.0752019	0	0.0354354	0.0894835	0.0715157	0	0	0.0390487	0.0747987	0.0417815	0.291255	0.473427
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.9b1c722f-92a9-4c08-873d-1b0b5f7b7e5c.fc.signal	0.131489	0	0	0	0	0	0	0	0.34736	0.438766	0	0	0	0	0	0	0	0	0.299418	0.260441	0	0	0	0	1.30456	1.21534	0	0.455084	1.77991	1.20347	0	0	0	0	0	0	0.463657	0.298525	0	0	0.524824	0.579403	0.347514	0	0	0	0.269653
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.4e9958ba-8dfc-4908-9654-b8c3286ec999.fc.signal	0	0.258851	1.05915	0	0.00893653	0.599596	0.0445617	0.314743	0.438112	0.33273	0.41615	0.338	0.488614	1.07003	0	0	0	0.500455	0.281848	0	0.644939	1.68954	0.721172	0.237612	0	0	0	0.455226	0.872606	0.751336	0.446328	0	0	0.312093	1.25716	0.18199	0.670843	0.633901	0	0.299908	0.307268	0.82955	0.560317	0	0	0	0.556309
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000155.3.65fa8cc1-284a-4261-8b82-5bca18ab1a7b.fc.signal	0.484457	0.328781	0	0	0	0	0.371046	0.369409	0.354651	0.134285	0.277345	0.357981	0.0787779	0.077854	1.32559	0.9609	0.761793	1.33442	0.270773	0.501796	1.25312	0	0.372417	1.10871	0.16711	1.10222	0.209828	0.559315	1.2564	0	0.146051	0.679398	1.24497	1.34306	1.51901	0.675274	0.259123	0.39845	0	0	0	0	0	0	0.712915	1.44832	0.764706
