	chr2:73077151-73077300	chr2:73077301-73077450	chr2:73077451-73077600	chr2:73077601-73077750	chr2:73077751-73077900	chr2:73077901-73078050	chr2:73078051-73078200	chr2:73078201-73078350	chr2:73078351-73078500	chr2:73078501-73078650	chr2:73078651-73078800	chr2:73078801-73078950	chr2:73078951-73079100	chr2:73079101-73079250	chr2:73079251-73079400	chr2:73079401-73079550	chr2:73079551-73079700	chr2:73079701-73079850	chr2:73079851-73080000	chr2:73080001-73080150	chr2:73080151-73080300	chr2:73080301-73080450	chr2:73080451-73080600	chr2:73080601-73080750	chr2:73080751-73080900	chr2:73080901-73081050	chr2:73081051-73081200	chr2:73081201-73081350	chr2:73081351-73081500	chr2:73081501-73081650	chr2:73081651-73081800	chr2:73081801-73081950	chr2:73081951-73082100	chr2:73082101-73082250	chr2:73082251-73082400	chr2:73082401-73082550	chr2:73082551-73082700	chr2:73082701-73082850	chr2:73082851-73083000	chr2:73083001-73083150	chr2:73083151-73083300	chr2:73083301-73083450	chr2:73083451-73083600	chr2:73083601-73083750	chr2:73083751-73083900	chr2:73083901-73084050	chr2:73084051-73084163	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000980.8.368c97f7-f82d-4e9f-a521-00182447a421.fc.signal	0.211539	0.144689	0.205148	0.370812	0.645407	0.705964	0.341974	0.51624	1.04119	1.03284	0.896096	1.16479	0.841522	0.362623	0.12152	0.240311	1.06072	0.777887	0.223969	0.12609	0.265829	0.0379994	0.393121	0.334044	0.0908339	0.347956	0.44395	0.764994	0.514485	0.680811	0.355791	0.785693	0.581374	0.0861984	0.399194	0.540125	0.327176	0.886507	0.436545	0.24439	0.520523	0.0267591	0.44918	0.258361	0.435572	0.658735	0.728383	0.292383
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.d9959e98-a5a9-490f-a9f0-358a1a711d27.fc.signal	2.06174	2.25959	0.719668	0.840792	0.373998	0.102891	2.12306	2.16547	0.483175	0.728277	1.46924	1.36313	0.736972	0.43603	0.482014	0.455141	0.825114	1.08826	2.11987	1.95689	1.03096	1.98841	1.28153	0.892786	0.85438	1.02222	1.57559	1.91567	1.50373	3.8432	2.33516	1.25101	0.836575	0.912782	1.33058	1.15342	1.28132	0.710548	1.11177	1.42263	0.658549	0.506585	0.832825	2.44691	1.38634	1.66484	2.65713	0.33526
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.993ec17f-4277-433d-a284-3906706ac1fe.fc.signal	0.646861	0.44242	0	0.0288405	0.329463	0.995979	0.46463	0	0.0590889	0.575059	0.546914	0.761691	0.378744	0.0877845	0.393499	0.229708	0.189167	0.638955	0.93967	0.304534	0.523453	0.938269	0.673079	0.819125	0.511804	0.180379	0.399114	0.621673	0.0070764	0.354237	0.0518936	0	0	0.80412	0.37173	0	0	0	0.471219	0.650885	0.433155	0.286876	0.671959	0.543599	0	0	0	0.980167
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.4569d4d8-c896-418a-b870-e7afcf72b7d3.fc.signal	1.18849	0.174491	0.386694	0.530479	0.793211	0.621581	0.0224016	0.407301	0.176891	0.559577	0.524465	0.964558	0.311858	0.331157	0.651803	0.432163	0.234763	0.512528	1.18095	1.06635	0.32877	0.208814	0.196258	0.994	0.792665	0.454982	0.578185	1.05288	1.2164	1.07824	0.304856	0.440922	0.334957	0.244989	0.987481	0.161715	0.409231	0.150982	0.580264	0.666734	0.28131	0.543823	0.209439	0	0.240179	0.640284	0.677068	0.48951
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.009dbb10-d8f5-4bd5-9bc6-e0cf283ece54.fc.signal	0.173278	0.103867	0.000758	0	0	0.00742453	0.0980338	0.1913	0.221433	0.244036	0.113651	0.171665	0.0652625	0	0.0572193	0.139377	0.262474	0.339658	0.105347	0.0280279	0.0433645	0.046206	0.166708	0.183581	0.0523345	0.0555143	0.0932131	0.0385416	0.0551103	0.101602	0.197048	0.0887513	0.12058	0.24325	0.0944971	0.0427519	0.118897	0.0428496	0.0729881	0.287051	0.230038	0.0366294	0.129136	0.296113	0.167512	0.0839308	0.0917862	0.446295
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.4e9958ba-8dfc-4908-9654-b8c3286ec999.fc.signal	0	0.510383	1.6087	0.405742	0.981494	0.768181	2.93587	2.01447	0.220491	0	0.0654925	0.722836	1.51293	1.03284	2.18364	1.57989	0.821766	2.49381	1.72304	0.958569	0.459059	0.702779	1.08178	0.238039	2.97256	0.915329	0.941012	0.692497	1.3559	3.6431	2.84054	1.04204	0.34097	0.118525	0.498742	0.356543	0.11847	0.488252	0	0	0	0.429699	0.621073	2.68527	0.29544	1.00646	1.45772	0.718025
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000810.3.f937c5a8-f739-4eba-91ed-5c0fce69c73d.fc.signal	0.567039	0.443525	0	0	0.0469142	0.263056	0	0	0	0.202111	0.303163	0	0.099234	0.787197	0.2804	0.0879587	0.703652	0.218971	0	0	0	0	0.448318	0.054288	0	0	0.192753	0.312519	0	0	0	0.318129	0.600713	0.0917133	0.141797	0.270832	0	0.293852	0.668866	0	0	0.192749	0.587625	0.479438	0.181449	0.07488	0.50677	0.171875
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001913.1.0691c0e9-6039-4aa9-a294-80d73cee59d2.fc.signal	0.430924	0.738792	0	0.72756	1.26988	1.56849	1.40152	1.13624	0.636025	0.679385	1.25422	1.38731	1.36325	1.00136	1.57654	1.13901	0.519845	0.446538	1.03093	1.16751	0.616234	2.09994	0.953042	0	0.43996	0.793436	0.320137	0.178846	0.730871	0.477636	0.274344	0.234635	0	0	0.280281	1.93363	2.0857	1.00239	1.00106	1.7971	2.36688	1.45513	1.2917	0.989082	0	1.0149	0.0334636	0.188679
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.ef220820-5419-4b81-b030-ce292c6089b7.fc.signal	0.111333	0.236152	0.209863	0.503422	0.446248	0.17952	0.190199	0.181141	0.240547	0.0211612	0	0	0.0155819	0.723114	0.654076	0.276694	0.0798709	0.0944651	0.224059	0.246478	0.0194773	0	0.141211	0.0535627	0.10196	0.174691	0.265897	0.493091	0.141654	0.23234	0.371238	0.393601	0.25694	0.18867	0.42015	0.476851	0.233624	0.308899	0.430346	0.245876	0.425652	0.248825	0.165441	0.0662229	0.0902182	0.300202	0.342458	0.256563
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001008.4.aa01f6f8-93b0-4f0b-8191-bde89d903aa4.fc.signal	1.23664	0.398667	0.545731	0.392469	0.46473	0.222583	0.297568	0.408535	0.935251	0.871616	0.612907	0.142353	0.375419	0.331965	0.491916	0.690872	0.395589	0.292088	1.12328	1.29427	0.207588	1.07851	1.05883	1.37554	0.979464	0.575189	1.29783	0.812444	0.835842	1.07906	0.647018	0.267936	0	0.23933	0.514835	0.840742	0.273883	0.773703	1.26711	0.425812	0.901317	0.970299	0.725925	0.673211	0.534663	0.775144	0.218413	0.375
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.c4a67634-cf89-4945-bb82-26e2fddb3f3f.fc.signal	1.47107	0.876953	1.19962	0.911525	0.545749	0.528992	0.995893	1.76471	1.27649	1.08206	1.74497	1.38939	1.3833	1.04445	1.00448	1.34159	2.38995	1.39477	1.1487	0.709107	1.97126	1.41188	0.754296	0.894128	0.58225	0.437033	0.192353	0.486655	0.646557	0.716945	1.04273	0.903713	1.35029	1.02014	0.34761	0.716899	1.08445	0.881134	0.551702	0.815633	0.694329	0.629855	0.84431	0.998049	0.994081	1.97945	1.21111	0.75431
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000239.3.318c4637-d1c5-4ab4-ab79-239ce2440f41.fc.signal	0.676765	0.649728	0.234747	0.258716	0.51453	0.654974	0.715963	0.600225	0.317792	0.304311	0.341246	0.333332	0.530568	0.530095	0.327269	0.379568	0.414214	0.423786	0.51458	0.471679	0.44691	0.44285	0.446858	0.341383	0.465722	0.653141	0.899997	1.11497	0.850966	0.715321	0.942042	0.896041	0.682324	0.451058	0.309421	0.401135	0.56974	0.441757	0.499745	0.674463	0.762038	0.799424	1.00778	0.899679	0.381752	0.484754	0.638986	0.15534
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000943.7.b97e43e6-4dfc-4f07-88bb-76ebefe1ddac.fc.signal	0.646245	0.567597	0.520249	0.656214	0.338291	0.38764	0.525882	0.611518	0.614638	0.690755	0.249873	0.67869	0.730403	0.298089	0.418679	0.541972	0.616668	0.49235	0.329013	0.312336	0.21073	0.514056	0.379013	0.479963	0.279075	0.540033	0.196322	0.290356	0.275424	0.581742	0.555375	0.568695	0.122392	0.197873	0.567768	0.986032	0.561102	0.396679	0.373127	0.216408	0.164782	0.638938	0.513987	0.371906	0.446082	0.272651	0.312728	0.560816
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.782837e5-53f4-4f13-8ca3-175155d9e819.fc.signal	0	0	0	0.0312343	0.144769	0.284299	0.198282	0.305277	0.292931	0.206719	0.0594887	0.112487	0.0395468	0.0713461	0.0872045	0.0810795	0.110717	0.139824	0.141897	0.0595649	0.0745243	0.0471913	0.0836209	0.0571261	0.0874712	0.181926	0.190422	0.0912405	0	0	0	0.0100333	0.113514	0.0952148	0.0911014	0.053868	0	0.00217013	0.0554081	0.0361196	0	0.0336927	0.0807381	0.0541855	0.123174	0.0709291	0.0530178	0.397612
