	chr9:1049161-1049310	chr9:1049311-1049460	chr9:1049461-1049610	chr9:1049611-1049760	chr9:1049761-1049910	chr9:1049911-1050060	chr9:1050061-1050210	chr9:1050211-1050290	chr9:1050291-1050360	chr9:1050361-1050510	chr9:1050511-1050590	chr9:1050591-1050660	chr9:1050661-1050810	chr9:1050811-1050960	chr9:1050961-1051110	chr9:1051111-1051260	chr9:1051261-1051410	chr9:1051411-1051490	chr9:1051491-1051560	chr9:1051561-1051710	chr9:1051711-1051860	chr9:1051861-1052010	chr9:1052011-1052160	chr9:1052161-1052310	chr9:1052311-1052460	chr9:1052461-1052610	chr9:1052611-1052760	chr9:1052761-1052870	chr9:1052871-1052910	chr9:1052911-1053060	chr9:1053061-1053210	chr9:1053211-1053360	chr9:1053361-1053510	chr9:1053511-1053660	chr9:1053661-1053810	chr9:1053811-1053960	chr9:1053961-1054110	chr9:1054111-1054260	chr9:1054261-1054410	chr9:1054411-1054480	chr9:1054481-1054560	chr9:1054561-1054630	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003730.1.57414e10-6fd1-425a-bd2a-eb610647bcb3.fc.signal	0.447425	1.01622	1.94672	1.00429	0.566684	0.382325	0.449723	0	0	0	0	0	0	1.20772	0.558379	0	0	0	0	0	0	0	0	0	1.5415	1.06781	1.07411	0.894071	0.465966	0.370616	0	0	0	0	0	0.931823	0.800466	2.96809	2.32192	1.1053	0.611118	0.752027	0.567347
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.4a84d1a8-94ea-4ca8-9f07-6c2b2d20f0f2.fc.signal	1.47479	1.01577	1.32928	1.37123	1.80869	0.966522	0	0	0.118514	0.294073	0.04771	0	0.063066	0.60864	1.97257	1.08134	0.565618	0.373931	0	0	0	0.1504	1.23269	0.683051	0.763268	0.635725	1.50334	2.09191	1.57715	1.42552	0.893788	0.0724404	0.700103	0.803014	0.649	0.554861	1.10813	2.36082	0.885057	0.62339	0.975459	0.99023	0.163934
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.9865a077-d036-4354-ba4b-3498c98e7bc1.fc.signal	0.68808	0.254424	0.0337131	0.479215	0.581515	0.523519	0.322965	0.159458	0.225274	0.287632	0.174541	0.225942	0.268996	0.216712	0.437799	0.402928	0.408368	0.715699	0.650249	0.446267	0.553118	0.720009	0.542381	0.228193	0.114067	0.31812	0.584778	0.549646	0.667373	0.779121	0.600957	0.620056	0.80295	0.472742	0.623164	0.591639	0.563974	0.37765	0.462646	0.319713	0.392661	0.360152	0.542105
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000775.1.45140bd1-90fe-4a64-8e67-977bea385e45.fc.signal	1.20279	0.18247	0.347469	1.51539	2.01381	1.08749	0.650615	0.611353	0.393471	0.275861	0.947239	1.73518	1.7046	1.18327	1.22825	1.04823	0.810648	0.789348	0.408821	0.105677	0	0	0.0286577	1.09998	1.87992	1.7036	2.2886	1.07732	1.67278	2.74898	2.93887	2.07988	2.36204	1.59712	1.55409	1.16702	1.44723	1.92955	1.40243	2.31988	2.98345	2.02217	0.368932
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001488.1.a56d68df-e588-4449-af36-5380d7fb10c8.fc.signal	1.89023	4.1816	3.11849	4.3355	1.58781	2.15085	4.23088	4.2584	4.81628	3.19221	1.42601	2.01037	2.93536	2.48966	0.751051	2.96624	1.65489	1.94458	1.6484	3.64699	3.66147	2.43813	4.56796	3.71435	2.87122	1.92222	1.69278	1.87029	1.96787	3.41952	3.61468	2.36081	2.00906	1.5442	0.132599	2.13769	1.32056	1.30261	0.508739	0.485533	1.57958	1.57774	0.0915493
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.32ebedf9-9cee-45d9-904b-83df75dfe3b1.fc.signal	0.810812	0.961406	0.60976	0.377362	0.549491	1.00012	1.05776	0.483308	0.304854	0.366724	0.649632	0.492154	0.654098	0.295054	1.16206	1.56759	1.09221	0.444589	0.900058	1.22648	0.094942	0.332423	0.4404	1.16525	0.606326	0.439222	0.966648	0.103836	0	0.162795	1.25567	1.18479	0.512618	0.900285	0.634368	0.434338	0.66924	0.508572	0.551045	1.37322	1.34888	0.901453	0.320388
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003401.1.b076b762-9a1c-49ad-94fb-112d4580999d.fc.signal	0.656896	0.989647	0.791179	1.19278	0.650537	0.771434	0.11353	0	0	0	0	0	0.168539	0.249908	0.650194	1.74275	0.443939	0	0	0	0	0.0474994	0.583828	0.722227	0.712775	1.03416	1.25551	1.39279	1.54559	0.455881	0.015476	0.968861	0.382296	0.360106	0.551283	1.04232	1.24065	0.518738	0.370581	0.2592	0.073682	0.431965	0.516129
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003402.2.0fdc34e0-537d-401e-add6-faec819eca23.fc.signal	1.73393	1.36928	0.697095	1.04027	0.278089	0.767651	0.215341	0	0.06174	0.240083	0.359825	0.436712	0.274603	0.416852	0.47935	0.130989	0.140791	0.540089	0.894368	0.459039	0.46086	0.48678	0.330437	1.20198	0.976475	0.774522	0.485249	0.551122	0.577785	1.50954	1.3651	0.451486	0.422177	0.198847	0.825291	1.46475	0.553708	0.691011	0.0783825	0.111001	0.323955	0.30341	0.125436
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003696.3.56ed3fdb-46a9-4765-a249-372860e042b1.fc.signal	2.02071	1.08051	1.13357	1.05544	0.271184	0.667023	0.508268	0.0361524	0.135181	0.267365	0.242824	0.613557	0.520423	0.256586	0.147424	0.126387	0.116486	0	0.216489	0.194914	0	0	0.162259	0.133685	0.135722	0.364105	0.127561	0.151678	0	0.113272	0.0346959	0.0816391	0.388806	0.138784	0.276567	0.382647	0.970319	1.2897	0.955006	0.413299	0.637105	1.40589	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.5c2b1045-c5b9-4ce2-a975-1bba53717c39.fc.signal	1.09053	1.88757	2.22429	2.22463	1.78762	1.8564	2.1965	1.02823	0.460115	0.0602448	1.56405	2.18784	2.31631	1.73791	0.536809	1.31291	1.62456	1.10064	0.887129	0.208541	0	0	0	0.183826	1.10009	2.46138	2.05811	2.6139	2.34585	1.50452	2.17484	1.63413	1.96481	0.899911	0.926567	0.899487	1.10751	2.39526	1.28383	1.05715	1.15724	0.48815	0.127572
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.8266b146-518b-415f-b011-597d6aa5064e.fc.signal	1.47044	1.92379	0.613876	0.394808	0.305685	1.04881	1.18744	1.30742	0.742628	0.180038	0.286901	0.327876	0.67433	0.631682	1.16924	0.666681	0.832519	1.12397	0.740344	0.595271	0.12588	0.267501	0.525567	0.657459	0.727817	0.817983	1.5454	1.15375	1.3595	1.11308	0.598692	0.260251	0.560795	0.631529	0.685354	0.736321	1.76658	1.44271	0.804479	0.153883	1.14711	1.39381	0.892857
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.733171c1-b776-4277-a4e8-9b25e6d08804.fc.signal	0.157027	0	0	0.0855359	0.116575	0.0138253	0.0470232	0.0505433	0.194694	0.353238	0.393677	0.297389	0.524094	1.2132	1.15619	0.184615	0.260871	0.344949	0.321854	0.417411	0.530354	0.557647	0.428578	0.431381	0.294626	0.19181	0.331941	0.594207	0.710288	0.851649	0.939399	1.12827	1.5085	1.20871	0.487475	0.0882174	0	0	0	0	0	0	0.528889
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001517.1.f61a7747-a070-47ed-8299-1a865decab43.fc.signal	1.05046	0.916724	0.47436	0.196256	0.653644	1.25228	0.844743	0.0921638	0.583466	0.666961	0.192292	0.485654	0.600764	0.21349	0.184098	0.145105	0.150323	0.415665	0.539761	0.990793	1.1372	0.580462	0.553754	0.916744	0.559155	0.295624	0.374485	0.563321	0.45553	0.697724	0.462514	0.722073	1.10498	0.864298	1.06714	0.226264	0.103895	0.992449	0.76627	0.64421	0.662817	0.463714	0.155229
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004618.1.72623753-44fb-49f2-a9eb-e1a5603547b0.fc.signal	1.01109	0.694733	0.243237	0.896592	0.473135	0.273472	0.500666	0.33091	0.229215	0.227292	0.131032	0.230578	0.487718	0.72431	0.191942	0.327896	0.650681	0.0930649	0.465568	0.478624	0.380495	0.253653	0.0589824	0.359096	0.367063	0.0867231	0.399139	0.202113	0.355848	0.508896	0.24331	0.382485	0.77734	0.641471	0.804137	0.611127	0.600774	0.595899	1.00701	0.664034	1.03182	1.12965	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.42815287-0f19-4aa3-960b-90c95fa6839b.fc.signal	1.02937	0.374823	0.155533	0.923698	1.58965	1.91895	1.55234	1.25543	1.4046	1.2836	0.867383	0.757459	0.973508	1.62515	1.11607	1.02142	0.348509	1.11615	2.43623	2.31307	3.13521	2.20459	1.99401	2.59438	1.26222	2.14849	1.30275	1.38252	2.10516	2.73264	2.65546	2.47674	2.3999	1.47839	1.62538	1.15863	1.44347	1.637	1.39841	0.651937	0.598461	0.158535	0.592233
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004615.1.ca9877c7-1f2b-4062-b2b9-e0444e14d297.fc.signal	0.363862	0	0.0701133	0.519043	0.107559	0.324179	0.588744	0.66252	0.290278	0.104809	0.34853	0.256318	0.750471	0.80882	0.340682	0.22431	0.422906	0.420197	0.510633	0.387568	0.115619	0.177915	0.543163	0.402406	0.245555	0	0.218709	0.675464	0.381849	0.338452	0.367812	0.577429	0.621958	0.387582	0.678263	0.399435	0.391521	0.274839	0.370793	0.440712	1.40524	1.44713	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000784.3.f2286a0c-dba6-4a30-897c-ba6f1fff3167.fc.signal	1.10985	0.801918	0.0499764	0.421043	0.80763	0.251573	0.239557	0.655407	0.318853	0	0	0.0567943	0.822857	0.626853	1.18744	1.71227	1.37865	0.907172	1.00839	0.16567	0	0.15466	0.353509	0.651725	0.362371	0	0.190772	0.58095	1.40848	1.53438	1.18201	0.856791	0.871348	0.351506	0.524514	0.426906	1.47624	1.98005	1.22547	1.27211	0.204961	0.23353	0.524752
