	chr1:154544979-154545128	chr1:154545129-154545278	chr1:154545279-154545428	chr1:154545429-154545578	chr1:154545579-154545728	chr1:154545729-154545798	chr1:154545799-154545878	chr1:154545879-154545948	chr1:154545949-154546028	chr1:154546029-154546178	chr1:154546179-154546328	chr1:154546329-154546478	chr1:154546479-154546508	chr1:154546509-154546628	chr1:154546629-154546778	chr1:154546779-154546928	chr1:154546929-154547078	chr1:154547079-154547228	chr1:154547229-154547378	chr1:154547379-154547528	chr1:154547529-154547678	chr1:154547679-154547778	chr1:154547779-154547828	chr1:154547829-154547978	chr1:154547979-154548128	chr1:154548129-154548278	chr1:154548279-154548348	chr1:154548349-154548428	chr1:154548429-154548578	chr1:154548579-154548728	chr1:154548729-154548788	chr1:154548789-154548878	chr1:154548879-154549028	chr1:154549029-154549178	chr1:154549179-154549328	chr1:154549329-154549478	chr1:154549479-154549588	chr1:154549589-154549628	chr1:154549629-154549778	chr1:154549779-154549928	chr1:154549929-154549998	chr1:154549999-154550078	chr1:154550079-154550178	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000980.8.368c97f7-f82d-4e9f-a521-00182447a421.fc.signal	0.568969	0.327956	0.207446	0.404071	0.374345	0.0911807	0.0741784	0.369901	0.366031	0.390498	0.160287	0	0	0.171091	0.241021	0.133915	0.559065	0.692317	0.303206	0.588793	0.442951	0	0	0.19371	0.671043	0.649949	0.506925	0	0.044783	0.354593	0.15362	0	0.0926341	0.272674	0.934323	1.61475	0.52524	0	0	0	0	0.158264	0.383908	0.527174
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.85b1d8ad-328c-45c6-9e3b-50e5e5e241e1.fc.signal	0.589825	0.477719	0.343876	0.448297	0.180088	0	0	0	0.0739894	0.33144	0.287125	0.0625444	0.114994	0.5308	0.208482	0.307002	0.222416	0.0823345	0.285001	0.61219	0.316985	0.282611	0.612585	0.400286	0.11525	0.413102	0.0673453	0	0	0	0.162149	0.696901	0.153271	0.357758	0.666907	0.447898	0.338827	0.435105	0.304752	0.155504	0	0	0.0079677	0.50303
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.05f731d1-35d3-4327-ad52-34ab22707910.fc.signal	0.450309	0.108218	0.234044	0.188954	0.0257664	0.10736	0.21472	0.10736	0	0.399491	0.395161	0.064416	0	0	0.219535	0.0599257	0.0730048	0.292023	0.064416	0	0	0	0	0	0	0	0.0131597	0.474125	0.375328	0.0879597	0	0	0	0	0	0	0	0.064416	0.294886	0.11738	0	0	0	0.467742
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000303.2.7eef4baf-7091-4578-bd6a-25890cdd47cd.fc.signal	0.199426	0.171563	0	0.149038	0.124587	0.218678	0.453427	0.64421	0.391324	0.0666996	0	0.255203	0.32145	0.175519	0.581935	0.722058	0.748412	0.907702	0.473902	0.246342	0.225094	0.290478	0.514879	0.514222	0.380994	0.0399333	0.488607	0.534234	0.226462	0.220096	0.25949	0.0706323	0	0.279743	0.617339	0.374351	0.423468	0.270863	0.182411	0.300372	0.339662	0.230105	0.28717	0.723404
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003696.3.56ed3fdb-46a9-4765-a249-372860e042b1.fc.signal	1.23054	0.692778	0.443899	0.785641	0.747878	0.424177	0	0.0415476	0.290842	0.424348	0.150012	0.410186	0.61229	0.247468	0	0	0	0.176546	0.166341	0.249002	0	0	0	0	0	0	0	0	0	0.108169	0.0987638	0.102577	0.201131	0.150731	0.00138733	0	0	0	0	0.262106	0.264433	0.206648	0.143886	0.582524
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.c78458e5-ee0b-451a-90f1-dbb574d13e13.fc.signal	0.161113	0.140853	0.202238	0.236776	0.165387	0.134207	0.11292	0.0623143	0.0148211	0	0	0	0	0.0290646	0.208676	0.216364	0.0535677	0	0	0	0.0791891	0.139648	0.178287	0.13949	0.110126	0.0217637	0	0	0	0	0	0.0126676	0.120091	0.164954	0.136832	0.0531636	0	0	0.0131724	0.0590772	0.112624	0.0630909	0.0790643	0.555556
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.6941f4c2-9444-41d7-82bb-38a8112f3f75.fc.signal	0.490165	0.530826	0.40303	0.330956	0.590647	0.456243	0.27999	0.117382	0.07753	0.189652	0.297117	0.286796	0.439257	0.538072	0.598402	0.528156	0.501774	0.584461	0.622705	0.393254	0.24585	0.240282	0.156198	0.146207	0.134011	0.0425761	0.0950787	0.160296	0.479348	0.454672	0.350326	0.401959	0.585307	0.64336	0.410811	0.219588	0.343166	0.472854	0.581869	0.689367	0.705359	0.662725	0.322469	0.534799
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.c56a1926-3d2b-458d-9800-4140f38e79d1.fc.signal	0.394967	0.386508	0.412829	0.266969	0.0938294	0.0672566	0.121567	0.128612	0.161842	0.170381	0.324196	0.282453	0.156199	0.156115	0.0587509	0	0	0	0	0	0	0	0	0	0.0502847	0.100788	0.0598259	0.0166551	0	0.0488687	0.162862	0.209582	0.128403	0	0	0	0	0.0569202	0.188134	0.338327	0.211254	0.0802778	0.02729	0.488281
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004643.3.e9f8c757-0331-4bff-b052-7d8c2cd4c7aa.fc.signal	0.255342	0.829624	0.885479	0.233355	0.752103	0.58296	0.778481	0.931975	0.381545	0.553739	0.74043	0.0758883	0	0.114765	0.309759	0.228589	0.793054	0.533123	0.168973	0.344019	1.1005	1.11879	0.435559	0.496169	0.286778	0.305397	0.255626	0.589233	0.694653	0.275648	0.260801	0.375431	1.03509	0.962238	0.897225	0.412963	0.53527	0.448975	0.336988	0.57176	0.39211	0.158761	0.233417	0.39548
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000972.6.c46cb165-d796-4481-af20-c4979e6e803f.fc.signal	1.01797	1.17268	1.06779	1.00033	1.08506	0	0	0	0	0	0	0	0	0	0.395722	0.625338	0.651055	0.343682	0.242222	0.669241	0.504264	0.324899	1.10941	0.981101	1.05117	0.760551	0.483409	0.372734	0.637395	0.945931	0.579847	0	0	0.134328	1.00504	0.357511	0.562279	0.556969	1.30512	1.2427	0.739516	0.00924788	0	0.659341
