	chr3:191372562-191372711	chr3:191372712-191372861	chr3:191372862-191373011	chr3:191373012-191373161	chr3:191373162-191373311	chr3:191373312-191373461	chr3:191373462-191373611	chr3:191373612-191373761	chr3:191373762-191373911	chr3:191373912-191374061	chr3:191374062-191374211	chr3:191374212-191374361	chr3:191374362-191374511	chr3:191374512-191374661	chr3:191374662-191374811	chr3:191374812-191374961	chr3:191374962-191375111	chr3:191375112-191375261	chr3:191375262-191375411	chr3:191375412-191375561	chr3:191375562-191375631	chr3:191375632-191375711	chr3:191375712-191375861	chr3:191375862-191376011	chr3:191376012-191376161	chr3:191376162-191376311	chr3:191376312-191376461	chr3:191376462-191376611	chr3:191376612-191376761	chr3:191376762-191376911	chr3:191376912-191377061	chr3:191377062-191377211	chr3:191377212-191377361	chr3:191377362-191377511	chr3:191377512-191377661	chr3:191377662-191377811	chr3:191377812-191377961	chr3:191377962-191378089	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001457.1.b29ef53b-7262-43e2-ab26-84dcd5c07165.fc.signal	0.767384	0	1.05505	0.721124	0.832549	0	0	0	0	0	0.406383	0.193838	0	0	0	0	0	0.408955	0.62278	0.201217	0.398003	0.0582484	0.297114	0.59074	0.26055	0.193397	0.286183	0.185572	0.134143	0.313261	0.353033	0.306053	0.319376	0.133958	0.493302	0	0	0	0.168142
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.3bc522e1-a1c6-492a-9fb9-e63c8afd2709.fc.signal	0.489602	0.187546	0	0.0574841	0.21989	0.0080596	0	0	0.0903044	0.304226	0.0599961	0.156573	0.0475076	0.186996	0.153811	0.119728	0.498573	0.217683	0.0414744	0.277136	0.0722314	0	0	0	0	0.0686096	0.26759	0.198637	0.172474	0.582424	0.856035	0.591004	0.425779	0.661224	0.760472	0.228105	0.195471	0.660044	0.324926
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000980.8.368c97f7-f82d-4e9f-a521-00182447a421.fc.signal	0.286871	0	0	0	0	0.127988	1.73895	0.714993	0	0	0	0.534021	0.891503	0.295698	0.406032	1.0623	0.0887832	0.0260648	0.300106	0.268727	0	0	0	0	0.123575	1.01783	1.7435	0.888032	0.242854	0.501324	0.141524	0.24293	0	0.458732	0.243715	0.167287	0.473244	0.783959	0.199052
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.d9959e98-a5a9-490f-a9f0-358a1a711d27.fc.signal	0	0	0	0	0	0.00242267	0.33092	0.259515	0	0	0.256025	0.270338	0	0	0	0	0	0	0.160674	0.277163	0.258138	0.179964	0	0	0	0.0132984	0.42016	0.182844	0	0	0.301052	1.12208	0.201942	0	0	0.213208	0.624826	0.5206	0.288454
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.993ec17f-4277-433d-a284-3906706ac1fe.fc.signal	0	0	0	0	0	0	0	0	0	0.425872	0.358629	0	0.0576811	0.332127	0	0	0.055429	0.467662	0.248225	0.430451	0.374866	0.27714	0.276436	0.378026	0	0	0	0	0	0.760379	0.64082	0.674499	0	0	0	0	0	0	0.12664
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000174.3.ad699f10-b9f0-4846-a1ea-444cf5fe468b.fc.signal	1.02268	0.222201	0	0	0.619688	0.613455	0	0	0	0.0811317	0.699734	0.557409	0.51015	0.998624	0.090983	0.100995	0.246845	0.741522	0.536638	0.32948	0.409931	0.3753	0.227351	0	0	0	0	0	0	0.555855	0.336855	0	0	0	0	0	0	0	0.0990476
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.4569d4d8-c896-418a-b870-e7afcf72b7d3.fc.signal	0.0990687	0.202383	0.484016	0.76375	0.511731	0.683501	1.65991	0.414962	0.05097	0.0613696	0.556591	0.187584	0.568687	0.184515	0.337057	0.447914	0.530599	0.795734	0.583843	0.280849	0.262447	0.199968	0.1837	0.310818	0.582172	0.527658	0.997323	0.428899	0.613408	1.18717	0.297053	0.446114	0.618739	0.961769	0.981571	0.48189	0.454997	0	0.437908
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.009dbb10-d8f5-4bd5-9bc6-e0cf283ece54.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0239539	0.211804	0.297539	0.138681	0.310147	0.37823	0.217478	0.0113466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.353682
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000290.2.e8dc7448-dc97-4057-a492-978243fe4033.fc.signal	0.0969755	0.188918	0	0	0.00913787	0.325491	0.390844	0.528444	0.289953	0.228426	0.315172	0.124828	0.365847	0.0344077	0	0	0.147403	0.34361	0.556653	0.375916	0	0	0.0827319	0.170394	0.427773	0.310301	0.25148	0.045688	0	0.217448	0.269541	0.0369351	0.330742	0.105614	0	0.270523	0.516249	0.228434	0.749597
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001908.1.4025739e-d017-417d-bd1b-2254ef9d0cdc.fc.signal	0.0420936	0.00318107	0.460304	0.21161	0.398705	0.337333	0.612647	0.273746	0.442457	0.791749	0.676049	0.389665	0.307132	0.060066	0.0933691	0.127459	0	0.303215	0.368971	0.831085	0.789686	0.26539	0.191112	0.00828387	0.444638	0.14437	0.0920828	0.0100033	0.136199	0.0440173	0	0	0	0.291015	0.292266	0.354924	0.0855115	0.158482	0.576137
