	chr12:69674416-69674565	chr12:69674566-69674715	chr12:69674716-69674825	chr12:69674826-69674865	chr12:69674866-69674915	chr12:69674916-69675015	chr12:69675016-69675105	chr12:69675106-69675165	chr12:69675166-69675235	chr12:69675236-69675315	chr12:69675316-69675465	chr12:69675466-69675615	chr12:69675616-69675695	chr12:69675696-69675765	chr12:69675766-69675795	chr12:69675796-69675915	chr12:69675916-69676065	chr12:69676066-69676215	chr12:69676216-69676365	chr12:69676366-69676405	chr12:69676406-69676515	chr12:69676516-69676665	chr12:69676666-69676815	chr12:69676816-69676885	chr12:69676886-69676965	chr12:69676966-69677115	chr12:69677116-69677265	chr12:69677266-69677415	chr12:69677416-69677565	chr12:69677566-69677625	chr12:69677626-69677715	chr12:69677716-69677865	chr12:69677866-69678015	chr12:69678016-69678165	chr12:69678166-69678315	chr12:69678316-69678465	chr12:69678466-69678515	chr12:69678516-69678615	chr12:69678616-69678645	chr12:69678646-69678765	chr12:69678766-69678915	chr12:69678916-69679065	chr12:69679066-69679215	chr12:69679216-69679275	chr12:69679276-69679365	chr12:69679366-69679465	chr12:69679466-69679515	chr12:69679516-69679568	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.ef220820-5419-4b81-b030-ce292c6089b7.fc.signal	0.481324	0.681618	0.434386	0.343405	0.230879	0.5407	0.829751	0.645466	0.772445	0.725205	0.841493	1.50617	1.1819	0.609626	0.535843	0.521222	0.211383	0.353617	0.643115	0.767977	0.684677	0.328588	0.0697118	0	0.0182296	0.30272	0.31971	0.438062	0.747254	0.415131	0.661933	1.3942	1.01714	0.813521	1.01946	1.15259	0.868599	0.739289	0.679188	0.369645	0.658997	0.623433	0.703409	0.684664	0.512332	0.108119	0	0	0.484289
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.c3b55191-0fbe-42ec-a1e0-0d7c8c410fde.fc.signal	0	0.00747947	0.568979	0.720944	0.834745	0.536883	0.33096	0.218516	0.235511	0.0947144	0	0	0	0.23605	0.68562	0.788195	1.02157	2.03753	0.937372	0.252585	0	0	0	0.336781	2.62063	4.33899	1.85328	1.34582	1.12828	1.96684	4.94093	4.00215	1.05525	0.185229	0	0	0	0	0	0	0	0	0	0	0	0.430375	1.36057	1.23118	0.107143
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.9865a077-d036-4354-ba4b-3498c98e7bc1.fc.signal	0.57518	0.0166209	0	0	0.125263	0.231673	0.224547	0.244362	0.294527	0.262127	0.590707	0.324695	0	0	0	0.369058	0.502284	1.15033	0.713212	0.383403	0.0139476	0.161095	0.0370775	0.0493149	0.237296	0.706849	0.342513	0.187872	0.251787	0.869157	1.23769	0.440976	0.127853	0.0703193	0.0779905	0.250537	0.218604	0.962464	1.50185	0.972985	0.230107	0.0255707	0	0	0	0.058325	0.318424	0.455544	0.436942
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000864.3.dbe74410-ef9b-4890-bc90-855bf41773d5.fc.signal	0.643237	0.0471207	0.976687	0.654673	0.0271904	0	0.0211236	0.161803	0.598121	0.516242	0.495359	0.287283	0.51707	0.487486	0.400699	0.47402	0.204744	0.215273	1.15205	2.06206	0.799952	0.520041	0.244823	0.736388	0.857404	0.649712	1.52	0.864816	0.512193	0.530205	0.657402	0.633337	0.521964	0.324081	0.343369	0.801649	0.583691	1.56234	1.47399	0.482381	0.0718915	0	0.345219	0.510623	0.166749	0.0617559	0.203229	0.601212	0.426691
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.9179d535-0d76-4d04-b0d0-678ad03f04b2.fc.signal	0.766555	0.235255	0	0.407042	0.59882	0.603675	0.32485	0.127626	0.132206	0.0725784	0	0	0	0	0	0.145673	0.479918	0.342127	0.164336	0.49837	0.827568	0.922176	0.308178	0	0.592395	1.57928	1.5545	0.898892	0.193281	0.412251	0.453637	0.0011644	0	0	0.197021	0.846113	1.0312	1.20504	1.54827	1.0197	0.561967	0.71375	0.00511133	0	0.335988	0.69147	0.861269	0.768938	0.392631
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000775.1.45140bd1-90fe-4a64-8e67-977bea385e45.fc.signal	0.157669	0.139535	0.205688	0.0725218	0.137405	0.320148	0.672782	0.944784	0.86267	0.808236	0.744795	0.391856	0.295256	0.517713	0.430944	0.230379	0.0104113	0.167041	0.252494	0.25548	0.554906	0.529219	0.947265	1.28541	1.47796	1.34272	0.932937	0.970992	0.259764	0.329207	0.688223	0.907359	1.06325	0.741359	0.704315	0.607287	0.322432	0.385607	0.367274	0.348182	0.217681	0.481936	0.270402	0	0.00309867	0.126793	0.197068	0.229556	0.450521
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001891.4.285674ca-2d37-4ac8-859e-29db1bf824d3.fc.signal	0	0.509894	0.365237	0	0	0	0.285621	0.92825	1.37356	0.151579	0	0	0	0.127158	0.890122	1.57804	0.245122	0.457019	0	0	0	0.0885508	0.454476	0	0.0638124	0.84586	0.0742541	0	0	0.037427	0.687369	1.1997	0.403253	0.597605	0.0216575	0	0.23952	1.17973	1.20214	0.451048	0.187697	0.986639	0.384693	0.412026	0.00739311	0	0	0	0.609687
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.8266b146-518b-415f-b011-597d6aa5064e.fc.signal	0.774211	0.442778	0.261997	0.29718	0.298626	0.0372801	0.063478	0.167	0.262557	0.272393	0.186522	0.0235266	0.287476	0.522335	0.53076	0.633452	0.411929	0.427506	0.743039	0.413723	0.238431	0.231081	0	0.0824317	0.311254	0.559356	0.525625	0.424262	0.671624	0.690329	0.862628	0.522757	0.539011	0.66001	0.521137	0.864108	0.702147	0.573343	0.624869	0.418083	0.538116	0.626522	0.775946	0.460023	0.924446	0.974365	0.367441	0.760181	0.38048
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.c8f6239b-cb62-4435-8e19-0a148079f3ba.fc.signal	0.93226	0.311385	0.588873	0.336102	0.17467	0.0593716	0.34916	0.261873	0.0873051	0.52384	0.746652	0.823799	0.560905	0.481426	0.17467	0.41756	0.692551	0.335225	0.0069868	0.17467	0.33647	0.53572	0.423792	0.19742	0.271973	0.34197	0.0284641	0.29877	0.347169	0.337073	0.648078	0.52642	0.506396	0.473813	0.749335	0.82469	0.526515	0.588727	0.641867	0.542248	0.727971	0.403674	0.863254	0.542354	0.455884	0.279107	0.23217	0.145873	0.545566
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.8880c654-a0c9-41d0-997c-100c289384a4.fc.signal	0.822581	1.05914	0.468321	0.254133	0.133803	0.181403	0.143482	0.223073	0.445169	0.946022	1.1023	1.64595	2.08515	1.17581	1.26815	0.984212	0.808133	0.918244	1.32687	1.03745	0.667806	0.756228	0.890128	1.44106	1.73448	1.85982	2.16845	2.10032	1.54286	1.84412	1.74672	1.69784	1.85872	1.52486	1.33641	1.8778	2.43545	2.04999	1.801	1.93443	1.40378	0.712675	0.842617	0.774796	1.06068	1.07197	1.04916	1.09058	0.01
