	chr17:82693889-82694038	chr17:82694039-82694188	chr17:82694189-82694338	chr17:82694339-82694488	chr17:82694489-82694638	chr17:82694639-82694788	chr17:82694789-82694938	chr17:82694939-82695088	chr17:82695089-82695238	chr17:82695239-82695388	chr17:82695389-82695538	chr17:82695539-82695688	chr17:82695689-82695838	chr17:82695839-82695988	chr17:82695989-82696138	chr17:82696139-82696288	chr17:82696289-82696438	chr17:82696439-82696528	chr17:82696529-82696588	chr17:82696589-82696738	chr17:82696739-82696888	chr17:82696889-82697038	chr17:82697039-82697188	chr17:82697189-82697338	chr17:82697339-82697488	chr17:82697489-82697638	chr17:82697639-82697788	chr17:82697789-82697938	chr17:82697939-82698088	chr17:82698089-82698238	chr17:82698239-82698308	chr17:82698309-82698388	chr17:82698389-82698538	chr17:82698539-82698688	chr17:82698689-82698838	chr17:82698839-82698988	chr17:82698989-82699138	chr17:82699139-82699288	chr17:82699289-82699353	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000980.8.368c97f7-f82d-4e9f-a521-00182447a421.fc.signal	0	0	0	0.20788	0.40284	0.829837	0.209048	0.780791	0.272444	0	0	0	0	0.410085	0.2849	0.729161	0.505213	0.29836	0.361077	0.0702725	0	0	0	0.019617	0.191877	0.0435792	0.114195	0.758891	1.45818	0.635341	0	0	0	0	0.17588	0.258815	0.237911	0.20315	0	0.623881
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.d9959e98-a5a9-490f-a9f0-358a1a711d27.fc.signal	0	0	0.579739	1.49385	0.875961	0	0.266858	0.708793	0.876299	0.330308	0.716365	1.22082	1.21061	0.332445	0.557974	0.486773	1.2584	0.702407	0.37104	0.0257279	0.19987	0.975477	0.870862	0.814315	1.82853	1.2255	0.229608	1.11991	0.800084	0.664834	0.118744	0	0	0	0	0	0	0	0	0.695485
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.993ec17f-4277-433d-a284-3906706ac1fe.fc.signal	0.492009	0.427354	0.320733	0.364379	0	0.303481	0.151361	0.239191	0	0	0.0454433	0.259942	0.0508289	0.305055	0.170984	0.235231	0.821279	0.672257	0.363222	0.454685	0.787609	0.396511	1.23019	0.898605	0.824715	1.03847	0.782333	0.561472	0.424143	0.103353	0.00561171	0.394038	0.246167	0	0	0	0.0234329	0.665243	0.506614	0.748503
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.009dbb10-d8f5-4bd5-9bc6-e0cf283ece54.fc.signal	0.0178896	0	0.0317377	0.0917051	0.115936	0.0501875	0	0	0.0313785	0.115456	0.135353	0.0999259	0.0681657	0.0855907	0.0741855	0.0519638	0.0171875	0	0	0	0.0234092	0.114165	0.11091	0.0897434	0.0701883	0.0994784	0.0519577	0	0.0313399	0.0784322	0.0429969	0	0.128944	0.206253	0.0374699	0	0.0545675	0.127027	0.118493	0.635311
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.4e9958ba-8dfc-4908-9654-b8c3286ec999.fc.signal	1.33193	0.453392	0.69913	1.37756	0.223391	0.101729	1.01147	0.368046	0.825604	0.0542117	0	0.0728384	0.347099	0	0.0113348	1.34718	0.43131	0	0	0	0.134179	2.44735	2.26812	4.09185	3.63376	3.01213	1.80514	2.18438	1.08975	0.708425	0.485777	0	0.300372	0.748097	0.821773	0	0	0.844443	0.209258	0.514447
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001913.1.0691c0e9-6039-4aa9-a294-80d73cee59d2.fc.signal	0	0	0.677252	0.543674	0.713384	2.01947	1.13155	1.80419	1.1206	0.754747	1.12656	0.686995	1.10118	0.519616	0.285062	0.975342	0.824159	2.16173	1.65098	0.171026	0.377857	2.30192	4.67347	2.26104	2.18956	2.22823	1.23034	0.86462	0.35628	0	0	0	0	0	0	0.071256	0.546296	0	0.405611	0.48855
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.ef220820-5419-4b81-b030-ce292c6089b7.fc.signal	0.395454	0.541683	0.157782	0.266911	0.529966	0.426362	0.612458	0.405269	0.207488	0.189943	0.00389547	0	0.0087648	0.168499	0.399456	0.543728	0.0431089	0.0454471	0.14608	0.207488	0.0964128	0.215296	0.174376	0	0	0	0	0	0.0399398	0.29229	0.123165	0	0.12855	0.25244	0.122911	0.153715	0.210087	0.0385263	0.150791	0.615308
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001008.4.aa01f6f8-93b0-4f0b-8191-bde89d903aa4.fc.signal	0.621174	0.545746	1.01732	0.998319	0.885171	0.662798	0.772598	0.487591	0.567791	1.04796	0.961635	0.705688	0.493914	0.522284	0.376959	0.970044	1.40091	1.21658	0.852477	0.0616728	0.799988	1.58717	1.89339	3.41211	1.95101	2.14675	1.76963	1.30496	0.739868	0.58201	0.676444	0.0883899	0.247402	0.551158	0.496885	0.567418	0.150512	0.122249	0.431492	0.624413
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.c4a67634-cf89-4945-bb82-26e2fddb3f3f.fc.signal	1.11396	0.6952	1.18523	1.25381	1.19519	0.30504	0.691001	0.632354	0.716478	1.07916	1.38671	1.11849	0.971154	1.73687	2.19991	1.16061	1.7066	1.4786	0.612651	0.163375	0.549201	1.35118	0.613519	1.36766	1.93687	1.46304	2.13675	2.05506	0.929789	0.486656	0.284918	0.0716931	0	0	0	0	0.0486645	1.06706	1.6278	0.466418
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000943.7.b97e43e6-4dfc-4f07-88bb-76ebefe1ddac.fc.signal	0.0340088	0.0770317	0.875314	0.62084	0.869575	1.30061	0.476702	0.681263	0.641487	0.22762	0.913159	1.57759	0.193833	0.671849	0.159841	0.845636	0.969628	1.32716	0.779633	0.147434	0.8013	1.69836	1.4315	2.14037	3.24359	2.78776	2.45394	1.32339	0.535686	0.527504	0.0958286	0	0.183985	0.0639508	0.230031	0.094309	0.1545	0.408899	0.917176	0.689013
