	chr11:15239067-15239216	chr11:15239217-15239366	chr11:15239367-15239516	chr11:15239517-15239666	chr11:15239667-15239816	chr11:15239817-15239906	chr11:15239907-15239966	chr11:15239967-15240066	chr11:15240067-15240116	chr11:15240117-15240196	chr11:15240197-15240266	chr11:15240267-15240356	chr11:15240357-15240416	chr11:15240417-15240476	chr11:15240477-15240566	chr11:15240567-15240716	chr11:15240717-15240866	chr11:15240867-15241016	chr11:15241017-15241116	chr11:15241117-15241166	chr11:15241167-15241236	chr11:15241237-15241316	chr11:15241317-15241466	chr11:15241467-15241616	chr11:15241617-15241726	chr11:15241727-15241766	chr11:15241767-15241836	chr11:15241837-15241916	chr11:15241917-15242066	chr11:15242067-15242216	chr11:15242217-15242276	chr11:15242277-15242366	chr11:15242367-15242436	chr11:15242437-15242516	chr11:15242517-15242666	chr11:15242667-15242726	chr11:15242727-15242816	chr11:15242817-15242866	chr11:15242867-15242966	chr11:15242967-15243116	chr11:15243117-15243266	chr11:15243267-15243416	chr11:15243417-15243566	chr11:15243567-15243646	chr11:15243647-15243716	chr11:15243717-15243866	chr11:15243867-15244016	chr11:15244017-15244086	chr11:15244087-15244145	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.d9959e98-a5a9-490f-a9f0-358a1a711d27.fc.signal	1.92878	1.48902	0.456294	0.971857	1.8867	1.66123	1.77584	1.1355	0.173803	0.220722	0.704265	2.05432	3.06178	3.69944	2.32659	1.06894	1.95687	2.22556	1.32185	1.45292	1.55284	1.65229	1.55496	1.45527	1.01783	0.438128	0.423631	1.08173	1.27144	0.519236	0.56544	0.331931	0.268349	0.442422	0.467335	0.863348	1.37186	1.5505	2.34412	1.89398	1.46171	2.14108	0.912696	1.03269	1.01041	1.33229	1.42518	0.552441	0.311899	0.511905
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.4e9958ba-8dfc-4908-9654-b8c3286ec999.fc.signal	1.96396	2.24923	0.604712	0.634977	1.62557	1.36292	2.16262	2.55297	0.504162	0.741678	2.40659	2.77068	1.16082	1.47473	2.37742	0.691238	0.135468	0.94759	0.822708	1.78573	2.03837	2.50823	2.03893	0.192655	0	0	0	0.005732	0.324464	1.81104	2.03722	0.601407	0.716851	0.263589	0.958684	1.42169	2.40172	2.05386	1.52122	1.30515	4.25505	2.26814	2.81481	3.4147	1.38249	1.10946	1.18399	0.902402	1.60206	0.273649
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.ef220820-5419-4b81-b030-ce292c6089b7.fc.signal	0.63322	0.803233	0.741526	0.938312	0.672551	0.813485	0.872684	0.807964	0.60439	0.593317	0.640975	0.705472	0.348863	0.409978	0.698072	0.75138	0.579073	0.885801	1.04218	1.05579	0.849226	0.616616	0.462902	1.02563	1.44282	0.667029	0.323758	0.459398	0.431254	0.69751	0.674884	0.305886	0.319103	0.479333	0.595342	0.509866	0.667398	0.963246	0.784259	0.354234	0.683953	0.633291	0.83914	0.987389	0.907825	0.653022	0.83996	1.14977	1.23741	0.380952
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000943.7.b97e43e6-4dfc-4f07-88bb-76ebefe1ddac.fc.signal	1.27452	0.950308	0.0583887	0.941645	0.523342	0.693321	0.602067	0.567001	0.07436	0.100209	1.11807	1.16046	1.82531	2.64929	0.597426	0.178583	1.10284	1.92783	0.857466	0.601893	0.727367	1.14031	1.62389	1.18027	0.562162	0.293207	0.076391	0.64063	0.876128	1.7662	0.945088	0.96932	0.932434	1.73396	1.52819	0.717172	1.22155	2.01476	1.21397	1.86829	1.37602	2.23462	2.39715	2.85543	2.17722	1.56631	0.384295	0.727179	1.35898	0.298496
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.782837e5-53f4-4f13-8ca3-175155d9e819.fc.signal	0.0998463	0.168655	0.305561	0.393774	0.629153	0.198348	0.665393	0.717073	0.965305	0.449308	0.38997	0.26383	0.160196	0.230961	0.332988	0.46218	0.158328	0.0201971	0.119508	0.431845	0.916002	0.875672	0.324983	0	0.0158995	0.346545	0.643057	0.98721	0.632844	0.0219353	0	0	0.11253	0.570234	0.486486	0.00977133	0.219672	0.407593	0.772773	1.0719	0.81456	0.572248	1.26399	0.844841	0.516929	0.0101256	0.926469	1.66347	1.74619	0.373832
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003803.1.8e45d3eb-43c4-4932-8fdd-020c9df5cc1a.fc.signal	0.962696	1.09261	0.487718	0.815229	1.33426	1.88144	1.7311	1.13083	0.575274	0.687679	0.575384	1.1431	1.62174	2.45476	2.47961	1.41059	1.29126	1.57968	1.30581	1.08521	1.32531	1.29872	0.95481	0.43847	0.127341	0.404524	0.745324	1.25558	1.36372	0.946667	1.29371	1.25254	1.72767	1.57887	1.28595	1.65513	1.48204	1.59307	1.44541	1.09288	2.05331	2.87733	2.36451	1.92246	1.40532	1.07207	0.580491	1.15737	1.89829	0.682316
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003730.1.57414e10-6fd1-425a-bd2a-eb610647bcb3.fc.signal	1.25866	0.14324	0.910228	0.191895	1.07964	1.5155	1.14936	0.9507	0	0	0.0149273	2.57004	4.15582	4.01559	1.38058	0.86058	1.86904	1.7402	1.4675	0.0935158	0	0	1.41102	1.23504	0	0	0.26686	1.44944	1.65461	0.109265	0	0.109241	0.708882	0.823041	0.875666	1.38746	2.1852	1.87828	2.80177	2.89579	1.33069	0.699819	2.28069	1.16164	0.459251	0.822736	0.441541	0.715026	0.744234	0.497561
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000001.4.7fa161be-cf7b-4429-a672-c1d72473e2c1.fc.signal	0.395485	0.324887	0.0900417	0	0	0	0	0	0	0.268647	0.775227	1.53229	1.18034	1.05588	0.63882	0.0830445	0	0	0.062412	0.320879	0.594432	0.5945	0.287319	0	0	0	0	0	0	0	0	0.138697	1.13801	2.47084	2.66927	1.14436	0.208049	0.469634	0.5945	0.447844	0.51522	0.513238	0.733202	1.18899	1.12528	0.168436	0	0	0.196454	0.142857
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.bc3c5401-2679-4e6a-8d23-b4052eee1a8e.fc.signal	1.90659	0.728719	0.714927	1.7428	2.13404	1.66476	1.15559	0.774817	0.418155	0.582292	0.834108	1.43867	1.54111	1.35914	1.81837	1.65505	2.07085	2.35608	2.06396	1.43406	1.26127	1.51219	1.19581	0.551389	0.0186089	0	0.143162	0.198536	0.332301	0.379323	0.729869	1.63175	1.92385	2.14877	2.05429	1.74594	1.08799	0.769699	0.714142	1.08126	1.29184	1.04706	0.853867	0.795786	0.68024	0.478633	0.0183979	0.120023	0.118342	0.621359
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.2011f077-50b7-4adb-842b-523c5e6e134c.fc.signal	1.07924	0.338787	0.353542	0.677873	1.18213	0.355264	0.548546	0.408674	0.318102	0.0456075	0.0135467	0.354465	0.715112	1.49658	1.08516	0.17379	0.479459	0.980281	1.08534	0.698621	0.629039	0.572673	0.61316	0.930361	0.134752	0	0	0.0792014	0.472396	0.178823	0.456443	0.212767	0.717078	0.556419	0.398154	0.502483	0.89786	0.366332	0.222265	0.888048	1.40121	1.39847	0.839058	0.701841	0.268674	0.221296	0.0286117	0.521461	0.641376	0.448922
