	chr19:6922178-6922327	chr19:6922328-6922477	chr19:6922478-6922627	chr19:6922628-6922777	chr19:6922778-6922927	chr19:6922928-6923077	chr19:6923078-6923227	chr19:6923228-6923377	chr19:6923378-6923527	chr19:6923528-6923677	chr19:6923678-6923827	chr19:6923828-6923977	chr19:6923978-6924127	chr19:6924128-6924277	chr19:6924278-6924427	chr19:6924428-6924577	chr19:6924578-6924727	chr19:6924728-6924877	chr19:6924878-6925027	chr19:6925028-6925117	chr19:6925118-6925177	chr19:6925178-6925327	chr19:6925328-6925477	chr19:6925478-6925627	chr19:6925628-6925777	chr19:6925778-6925927	chr19:6925928-6926077	chr19:6926078-6926227	chr19:6926228-6926377	chr19:6926378-6926527	chr19:6926528-6926677	chr19:6926678-6926827	chr19:6926828-6926977	chr19:6926978-6927127	chr19:6927128-6927277	chr19:6927278-6927372	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000174.3.ad699f10-b9f0-4846-a1ea-444cf5fe468b.fc.signal	1.45246	0.317708	0	0.524889	1.9015	0.267037	0	0.207201	1.23389	1.33978	1.47621	1.36867	0.428215	0	0.419006	0.478865	0.0644597	2.18691	1.43828	0.930952	0.483469	0	0	0.381772	0.261887	0	0.787848	1.24254	0.58145	0.315765	0.971332	0.750004	0	0.58716	0.308004	0	0.700441
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.4569d4d8-c896-418a-b870-e7afcf72b7d3.fc.signal	0.819304	0.428803	0	0.371106	0.44572	0.0622717	0.441455	0.735267	0.9804	0.743008	0.989789	0.137373	0.949243	0.538214	0.37261	1.43724	0.983546	1.0778	1.21006	0.463997	0.343323	0.134264	0.527762	0.657658	0.214317	0.0984529	0.80434	0.764455	1.55565	0.845522	0.465984	0.68012	0.314985	0.933311	0.0188666	0.041672	0.524422
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001908.1.4025739e-d017-417d-bd1b-2254ef9d0cdc.fc.signal	0.833623	0.534853	0.302536	0.503572	0.229851	0.148228	0.423917	0.732637	0.503204	0.854282	1.71819	1.21178	1.19783	1.05975	1.44984	1.70853	1.22451	0.850364	0.940881	1.27048	0.272243	0.316032	1.25481	0.649311	0.661793	1.46559	0.902375	0.52646	0.388025	0.742615	0.388788	0.951084	0.871756	0.925658	0.77316	0	0.559106
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.4e9958ba-8dfc-4908-9654-b8c3286ec999.fc.signal	0.778306	0.556322	0	1.11654	0.753792	0	2.14808	1.63232	1.62102	0.209702	0.459059	1.53599	1.31492	2.06092	1.1462	1.19544	1.45173	0.124596	0.755301	0	0	0	0.214058	1.5734	0.901124	0.512218	0.490004	0.13258	0.748402	0.932971	0	0	0.770813	1.78733	0.0670908	0	0.61745
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000155.3.65fa8cc1-284a-4261-8b82-5bca18ab1a7b.fc.signal	0	0	0	0.763476	1.06179	0.75842	0.832716	0.881659	4.35839	1.68369	0.596624	0.422181	0.983602	0.930329	1.15785	0.803925	1.07178	0.966154	0.617618	0.0772703	0.53714	0.884525	0.28166	0.549978	0.191734	0.389322	0.571343	0.135376	0.75773	0.490445	1.12719	0.118678	0.649595	1.37377	0.805311	0.00565411	0.608696
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000810.3.f937c5a8-f739-4eba-91ed-5c0fce69c73d.fc.signal	0.567016	0.220835	0	0	0.031824	0.522184	0.737391	0.294736	0.37567	0.145641	0.454692	0	0	0.999372	0.991923	0	0.354979	0.102929	0.413567	0.212109	0.561473	0.724277	0.765401	0.434257	0.23393	0.410497	0.788754	0.396371	0.413596	0.457835	0.0317807	0.277475	0.0106821	0	0	0	0.685185
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001913.1.0691c0e9-6039-4aa9-a294-80d73cee59d2.fc.signal	2.26521	0.166264	0.327778	0.581346	0.769987	0.337278	1.16399	0.349822	0.261034	0.254254	0.402547	0	0.707108	1.94558	1.61491	0.809552	0.218314	1.07234	0.245627	0	0.278349	0.446314	0	0.25447	0.100822	0.457505	0.391781	0	0	0.17968	0.793078	0.423309	0.462947	0.347644	0.58479	0	0.463889
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000053.3.6cb1979d-a688-443a-a34f-9028034c29a9.fc.signal	0.32372	0.459694	0.479465	0.6582	0	0.512164	0.68709	0.172235	0.313893	0.974069	1.63794	0.289029	0.223652	1.99233	2.96614	0.49499	1.07673	1.21813	0.787971	0.213242	0	0	0.271823	0.763688	0.196126	0	0	0.199593	0.136194	0.983593	0.373591	0.200374	0.858813	0.08602	0	0	0.374194
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000195.3.5458814b-5fa1-4409-81d6-3110fe5029f7.fc.signal	0.477676	0.15265	0	0.0341404	0.599507	0.178082	1.51596	1.93629	0.707985	1.21572	1.78998	0.415708	0.710767	0.338157	0.199194	0.460554	0	0.590729	1.78961	0.716672	0.65152	0.490812	0.147678	0.65152	1.35959	2.60622	1.46819	0.568994	0.321417	0.583967	0.566843	0	0	0.377882	0.626138	1.3374	0.701221
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000147.3.31a4c841-3d2e-437c-b7e3-cec67ef766c3.fc.signal	1.5681	0.0704205	0.231986	0.1077	0.0261403	0.543081	1.08897	1.1601	0.63194	0.132636	0.591311	0.675395	0.501157	0.279093	0.121943	0.42009	0.181052	0.35822	1.2979	1.56138	0.121366	0.08562	0.484391	0.0214158	0.815765	0.727559	0.555793	0.732051	0.017124	0.608976	0.59106	0.522757	0.48641	0.0455957	0.205207	0.337188	0.417476
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.c3b55191-0fbe-42ec-a1e0-0d7c8c410fde.fc.signal	0	0.135449	0.972085	1.39691	1.64839	0.954287	0.0473744	0.116557	0.513957	1.33087	1.07996	0	0	0	0	1.43344	2.26166	1.13387	1.14018	0.0771333	0.928159	2.16091	2.62383	1.61978	0.956431	2.13463	0.799024	0.121458	1.26218	1.65861	0.217818	0.543331	1.58431	0.409405	0	0	0.626374
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000734.3.517f2632-e6c4-42fa-8f96-3f8b0c26dc19.fc.signal	0	0	0	0	0	0	0.793503	0.0309505	0.621954	0.242807	0	0	0.44351	0.404331	0.777223	0	0	0	0	0	0	0.240449	0.449563	0.112126	0.54496	0.417857	0.54915	0.341567	0.250269	0.592084	0.586577	1.43539	2.09647	0.305244	0.763107	0.164305	0.418301
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001906.1.165f7781-9b32-4127-9b7e-a3c22e1d8bc5.fc.signal	0.623003	0.714755	0.498951	0.484501	0.624342	0.28212	0.675367	0.721796	1.04964	0.904163	1.02043	1.21868	1.18731	0.957423	1.57659	0.695444	0.403242	0.36779	1.19843	1.0579	0.485459	0.257422	0.768668	0.900598	0.530005	0.482377	0.479159	0.414483	0.315002	0.60788	0.277946	0.237314	0.266702	0.437193	0.320283	0.160402	0.724638
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.206f09d2-76dd-4938-b45e-439de4017881.fc.signal	0.553549	0.495206	0.531174	0.37366	0.316958	0.554582	0.446468	0.16303	0.911909	1.43853	0.761185	0.345701	0.287675	0.963121	0.516763	0.0166813	0.441623	0.766658	0.588891	0.564633	0.46422	0.46218	0.541016	0.514684	0.284891	0.441718	0.318059	0.303514	1.02245	0.892591	0.636917	0.25279	0.45417	0.54697	0.0509483	0	0.745794
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003822.3.92277bf1-d852-4798-9042-40cf7998125a.fc.signal	0	0	0	0	0.160928	0.143362	0.0860595	0.290422	0.389378	0.295106	0.723813	0.655256	0.754157	0.512804	0.166959	0.245076	0.418879	0.0464242	0.00815533	0.160788	0.204055	0.0622416	0.0617084	0.303874	0.175632	0.152689	0.321244	0.839143	0.697793	0.441356	0.232739	0.128955	0.0292719	0.455804	0.448664	0.0249832	0.637902
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000159.3.dff5dbe0-28d6-4c21-adf0-9c1b89baf174.fc.signal	0.502044	1.13325	0.551751	1.18295	0.208771	0.511986	0.272364	0.10346	0.636085	0.580295	0.313156	0	0.684155	0.767631	0	0.336863	0.589468	0.417133	1.24316	0	0	0	0.308185	0.586547	0.914546	1.12312	0.712932	0.647536	0	0.690932	0.2038	0	0	0.0845025	0.74561	0.102031	0.78125
