	chr12:121214455-121214604	chr12:121214605-121214754	chr12:121214755-121214904	chr12:121214905-121215054	chr12:121215055-121215204	chr12:121215205-121215354	chr12:121215355-121215504	chr12:121215505-121215654	chr12:121215655-121215804	chr12:121215805-121215954	chr12:121215955-121216104	chr12:121216105-121216254	chr12:121216255-121216404	chr12:121216405-121216554	chr12:121216555-121216704	chr12:121216705-121216854	chr12:121216855-121217004	chr12:121217005-121217154	chr12:121217155-121217304	chr12:121217305-121217454	chr12:121217455-121217604	chr12:121217605-121217754	chr12:121217755-121217904	chr12:121217905-121218054	chr12:121218055-121218204	chr12:121218205-121218354	chr12:121218355-121218504	chr12:121218505-121218654	chr12:121218655-121218804	chr12:121218805-121218954	chr12:121218955-121219104	chr12:121219105-121219254	chr12:121219255-121219404	chr12:121219405-121219502	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001457.1.b29ef53b-7262-43e2-ab26-84dcd5c07165.fc.signal	0.429495	0.770231	0	0	0	0	0	0.28304	0.298536	0	0	0.511261	1.05511	0.268289	0	0.245521	0.406644	0	0	0	0.299542	0.456897	0.19565	0.0146118	0.463429	0.0498715	0	0	0.0908015	0.458212	0.819344	0.112721	0.492542	0	0.218824
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.d9959e98-a5a9-490f-a9f0-358a1a711d27.fc.signal	0	0	0	0	0.301459	0.449159	0	0	0	0.0845521	1.13344	0.237133	0.502586	0.247347	0	0	0	0	0	0	0.38781	0.33851	0	0	0	0	0	0	0	0	0.0442443	0.169236	0.175504	0.264533	0.150773
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.993ec17f-4277-433d-a284-3906706ac1fe.fc.signal	0	0	0.206548	0.1264	0	0	0.0508813	0.246527	0.114373	0.140857	0	0.00280927	0.571725	0.187017	0	0	0.579039	0.558908	0	0	0	0.369291	0.124913	0.434677	0.944707	0.667055	0.0430783	0.605294	1.92382	2.09106	0.97743	0.260692	0.737107	0.0847031	0.420988
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000174.3.ad699f10-b9f0-4846-a1ea-444cf5fe468b.fc.signal	0	0.145593	0.69067	0.00460447	0	0	0	0	0	0	0	0	0	0	0	0	0.303895	0.741309	0.69067	0.561745	0.395984	0	0	0	0	0	0	0	0.47426	0.423611	0.488073	1.00831	0.425343	0.69067	0.471287
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.4569d4d8-c896-418a-b870-e7afcf72b7d3.fc.signal	0.108081	0	0	0.520904	0.211382	0.123653	0.696361	0.117858	0	0.0056736	0.387151	0.187703	0	0	0	0	0	0	0.0399334	0.200741	0.160202	0.153137	0.0490967	0.274139	0.121268	0.118556	0.178218	0.161342	0.550177	0.118462	0.329049	0.753273	0.437143	0	0.926045
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.009dbb10-d8f5-4bd5-9bc6-e0cf283ece54.fc.signal	0	0.0669502	0.275337	0.314607	0.0605745	0.0815328	0.409991	0.425795	0.113772	0.0103973	0.0167787	0.27895	0.311257	0.047085	0	0	0.0440679	0.445833	0.457549	0.0782019	0.0918723	0.311919	0.214626	0.00115987	0.0607267	0.2841	0.320508	0.265373	0.343248	0.150816	0.139739	0.403221	0.225822	0.180104	0.196356
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001908.1.4025739e-d017-417d-bd1b-2254ef9d0cdc.fc.signal	0.201559	0.0492312	0	0.0017896	0.212373	0	0	0	0	0.0469524	0.145625	0.0875655	0	0.0173831	0.134804	0	0.11757	0.0054772	0	0.482434	0.612328	0.136472	0.29731	0.196872	0.113951	0.266549	0.0179815	0.0817107	0.179014	0.0264433	0	0	0.149508	0.136635	0.37228
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.9b1c722f-92a9-4c08-873d-1b0b5f7b7e5c.fc.signal	0	0	0	0	0	0.348873	0.505312	0	0	0.815899	0.74231	0	0	0	0	0.204861	0.50134	0.72726	1.46419	0.797466	0	0	0	0.0811047	0.707511	0.00413473	0	0	0	0	0	0.118358	0.683787	0	0.0538721
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.4e9958ba-8dfc-4908-9654-b8c3286ec999.fc.signal	0.172523	0.268352	0.0038336	0.253234	0.151111	0.565395	0.375859	0.365692	0.485004	0.422871	0.0729117	0.622265	0.832683	0.476556	0.399493	0.0722529	0.47994	0.53037	0.0134327	0.337234	0.439838	0	0.315499	0.501097	1.47103	0.210522	1.05222	1.02481	0.501062	0.565389	0.0309781	0	0.556163	0.568924	0.250161
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000810.3.f937c5a8-f739-4eba-91ed-5c0fce69c73d.fc.signal	0.509021	0.55392	0.427184	0.421059	0.451012	0.129328	0	0.2508	0.254543	0.108306	0.309383	0.264759	1.5402	0.256275	0	0	0.0392987	0.45593	0	0.450278	0.422937	0.0823547	0	0	0	0.151601	0.750441	0.108551	0.33872	0.306912	0.53708	0.3331	0.041184	0.435416	0.75
