	chr19:4285743-4285892	chr19:4285893-4286042	chr19:4286043-4286192	chr19:4286193-4286232	chr19:4286233-4286342	chr19:4286343-4286382	chr19:4286383-4286492	chr19:4286493-4286642	chr19:4286643-4286792	chr19:4286793-4286942	chr19:4286943-4287092	chr19:4287093-4287242	chr19:4287243-4287392	chr19:4287393-4287542	chr19:4287543-4287692	chr19:4287693-4287842	chr19:4287843-4287992	chr19:4287993-4288142	chr19:4288143-4288292	chr19:4288293-4288442	chr19:4288443-4288592	chr19:4288593-4288742	chr19:4288743-4288892	chr19:4288893-4289042	chr19:4289043-4289102	chr19:4289103-4289192	chr19:4289193-4289252	chr19:4289253-4289292	chr19:4289293-4289342	chr19:4289343-4289392	chr19:4289393-4289492	chr19:4289493-4289552	chr19:4289553-4289642	chr19:4289643-4289792	chr19:4289793-4289942	chr19:4289943-4290092	chr19:4290093-4290192	chr19:4290193-4290242	chr19:4290243-4290392	chr19:4290393-4290542	chr19:4290543-4290692	chr19:4290693-4290842	chr19:4290843-4290862	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.d9959e98-a5a9-490f-a9f0-358a1a711d27.fc.signal	0.569854	0.668792	1.49188	0.356152	0	0.541683	2.55497	2.85188	1.40088	0.817189	1.4167	1.18522	0.575795	0.59552	1.46021	0.914128	1.46619	1.07836	0.991739	0.553391	0.39552	1.98656	0.265139	0.43334	0.554017	0.161624	0	0	0	0.201865	0.534236	0.573799	0.164922	0	0	0.271087	0.902269	1.51957	2.18441	2.45145	1.75134	1.45146	2.64148	0.962264
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.ef220820-5419-4b81-b030-ce292c6089b7.fc.signal	0.372147	0.1422	0.388686	0.434718	0.132834	0.241117	0.459675	0.391643	0.198716	0.435068	0.36111	0.149466	0.327103	0.654128	0.2751	0.31224	0.145371	0.342131	0.316147	0.122269	0.00442393	0.529639	0.48829	0.228932	0.0754747	0	0	0	0	0	0	0	0	0	0	0	0.0958784	0.29229	0.227003	0.250383	0.350722	0.17805	0	0.36107
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003803.1.8e45d3eb-43c4-4932-8fdd-020c9df5cc1a.fc.signal	1.54495	0.538872	0.132365	0	0	0	0.538891	1.3932	0.818531	0.418065	1.16983	0.702524	0.07948	0.875756	0.284522	0	0.467337	0.732756	0.748644	1.30065	1.12847	0.901209	1.36859	0.629444	0.174856	0	0	0	0	0	0	0	0	0	0.354481	0.265463	0	0.0814658	0.998849	1.88351	1.20477	0.957852	1.29935	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.d82f15eb-8d9c-43cf-9741-0ee88b2ded27.fc.signal	1.32886	0.480193	2.48774	1.57048	0.133651	0.38584	0.744463	0.591912	0.382721	0.696352	1.58138	1.82094	0.983362	0.652053	0.688606	0.533664	0.717003	0.294489	0.514533	0.459077	0.47275	0.375544	0.25716	0.243904	0.39767	0.287206	0	0	0.0874874	0.39767	0.711096	0.47836	0.329039	0.0291625	1.43874	0.757444	0.17169	0.157098	1.06948	1.11337	1.31218	0.65439	1.12231	0.401709
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001014.4.ad84b327-82d2-4d7b-a9a1-d84b21c47553.fc.signal	0.35618	0.0412084	0.385441	0.430245	0.468694	1.12069	1.35214	0.652799	0.57899	0.23432	0.333667	0.340768	0.129003	0.374214	0.432303	0.434598	0.476342	0.432396	0.647232	0.66198	0.312538	0.505018	0.514281	0.731081	0.458526	0.00168933	0	0	0	0.015342	0.0771989	0.0193975	0	0	0.0657927	0.146882	0.275179	0.788146	0.707241	0.459258	0.333103	0.412003	0.467443	0.931034
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.047c2416-3a22-4cd4-965c-493225f5ed12.fc.signal	1.34652	0.947707	1.18476	0.83669	0.833647	1.06717	0.9732	0.919223	1.2129	0.462545	0.425962	0.425033	0.667113	1.69793	1.08769	0.655952	0.606923	0.761654	0.802381	0.902268	1.01019	0.925198	0.709698	0.516055	0.25102	0.0520769	0	0	0	0	0	0	0	0	0	0.139475	0.332977	0.166976	0.358234	0.445108	0.251971	0.0630689	0	0.51773
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.9865a077-d036-4354-ba4b-3498c98e7bc1.fc.signal	0.0645407	0.0165012	0.20462	0.075176	0.086143	0.172598	0.264331	0.194683	0.0601936	0.0262422	0.161099	0.0781902	0.340215	0.372174	0.304066	0.1421	0.366919	0.288881	0.139329	0.236042	0.492287	0.186527	0.191484	0.268941	0.20351	0.042038	0	0.0416965	0.0440742	0.0440276	0.0074838	0.0466858	0.135097	0.142675	0.0459153	0.110677	0.138805	0.160555	0.139522	0.139845	0.116431	0.0162433	0	0.434975
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003826.4.87afad01-d436-4b9f-ad87-b00cd4a79273.fc.signal	1.30943	0.662933	1.05615	0.560782	0.451401	0.573588	1.30682	0.532151	0.776469	0.788672	0.198005	0	0	0.556383	0.643229	0.265814	0.718726	0.42945	0.206882	0.324681	0.708827	0.87296	0.283294	0.161868	0	0	0	0	0	0	0.119776	0.32811	0.195061	0.0459379	0.333606	0.243944	0.203472	0.316961	0.106516	0	0.262489	0.167396	0.16415	0.19186
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.9179d535-0d76-4d04-b0d0-678ad03f04b2.fc.signal	0.379723	0.38675	0.133731	0.32139	0.269447	0.166575	0.188585	0.747534	1.55267	0.560699	0.0322731	0	0.0701408	0.329329	0.218356	0.332312	0.0450629	0.372163	0.514514	0.112689	0.327397	0.350035	0.801069	0.708855	0.429658	0.112262	0.184553	0.321563	0.321986	0.19947	0.122764	0	0.151954	0.238803	0.481003	1.00383	0.713097	0.563517	0.693136	0.996761	1.21562	1.49596	1.64579	0.343826
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001050.8.8c536fb3-0ded-452e-bfa9-602b72d66c00.fc.signal	0	0	0.566787	0.561979	0	0.745133	2.90907	2.5351	1.51139	1.16941	0.700374	0.553798	0.124868	1.45814	1.09124	0.257387	0.761961	0.940915	1.09431	0.63737	0.720635	0.655294	0.486818	0.234581	0	0	0	0	0	0	0.171048	0.48871	0.0814517	0	0	0	0	0.111656	3.08671	0.59659	1.15004	0.842491	1.38079	0.51773
