	chr6:70522691-70522840	chr6:70522841-70522990	chr6:70522991-70523140	chr6:70523141-70523290	chr6:70523291-70523440	chr6:70523441-70523590	chr6:70523591-70523740	chr6:70523741-70523890	chr6:70523891-70524040	chr6:70524041-70524190	chr6:70524191-70524340	chr6:70524341-70524490	chr6:70524491-70524640	chr6:70524641-70524790	chr6:70524791-70524940	chr6:70524941-70525090	chr6:70525091-70525240	chr6:70525241-70525390	chr6:70525391-70525540	chr6:70525541-70525690	chr6:70525691-70525840	chr6:70525841-70525990	chr6:70525991-70526140	chr6:70526141-70526290	chr6:70526291-70526440	chr6:70526441-70526590	chr6:70526591-70526740	chr6:70526741-70526890	chr6:70526891-70527040	chr6:70527041-70527190	chr6:70527191-70527340	chr6:70527341-70527490	chr6:70527491-70527640	chr6:70527641-70527790	chr6:70527791-70527940	chr6:70527941-70528030	chr6:70528031-70528090	chr6:70528091-70528240	chr6:70528241-70528364	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001457.1.b29ef53b-7262-43e2-ab26-84dcd5c07165.fc.signal	0	0	0	0	0.00156553	0.846666	0.712055	0.550433	0	0.0197264	0.166638	0.0037574	0	0	0.415233	0.125389	0	0	0.224895	0.521142	0.75827	0.224944	0.729417	1.16569	0	0	0	0.454717	0.537793	0	0.464022	0.695073	0	0	0.484848	0.198305	0	0	0	0.821192
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.3bc522e1-a1c6-492a-9fb9-e63c8afd2709.fc.signal	0	0.0644768	0.333359	0.0554311	0	0	0.339272	0.435693	0.216728	0	0	0.0282085	0.197844	0.297859	0.0456342	0	0.216914	0.0958674	0.0840629	0.28765	0.0453629	0	0.0735269	0.149241	0	0.137643	0.133618	0.112773	0.143825	0.176463	0.0482409	0	0.198602	0.676577	0.0830914	0	0	0.0779095	0.78386	0.870647
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.d9959e98-a5a9-490f-a9f0-358a1a711d27.fc.signal	0	0	0.0940316	1.01415	0.910945	0.266857	0.129904	0.190971	0	0	0	0	0	0	0.168759	0.28276	0.261717	0.205418	0	0	0	0.329844	0.240871	0	0.0457421	0.506398	0.118416	0.0259304	0.301748	0.289911	0	0	0.0631987	0.404536	0.050506	0	0	0	0	0.712984
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.993ec17f-4277-433d-a284-3906706ac1fe.fc.signal	0	0	0.206212	0.57829	0	0	0	0	0.605187	0.179315	0	0	0	0	0	0.661761	0.372078	0.533461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124907	0.658981	0	0	0	0	0	0.684008
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.4569d4d8-c896-418a-b870-e7afcf72b7d3.fc.signal	0.410757	0.141782	0.436542	0.296614	0.0404677	0.131579	0.21219	0.203481	0.350482	0.517133	0.429737	0.656423	0.763566	0.399867	0.746093	0.836222	0.864995	0.593097	0.325511	0.57029	0.151364	0.235812	0.673322	0.449482	0.772942	0.737073	0.560135	0.788174	0.430241	0.542906	0.718391	0	0.00827353	0.742596	0.792458	0.667504	0.265363	0.381032	0.763585	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.009dbb10-d8f5-4bd5-9bc6-e0cf283ece54.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.578571
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.9b1c722f-92a9-4c08-873d-1b0b5f7b7e5c.fc.signal	0	0	0	0	0	0	0	0.318144	0.219413	0.598653	0.420557	0.363237	0.411894	0	0	0.343833	2.07157	0.0594027	0	0	0.378157	0.378683	0	0	0	0	1.254	1.30142	0	0	0	0	0	0	0	0	0	0	0	0.831373
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.4e9958ba-8dfc-4908-9654-b8c3286ec999.fc.signal	0	0	0.0273373	0.875401	0.58729	0	0	0.432462	0.815928	0.484694	0.802829	1.22354	0.26901	0	0	0	0	0.185297	0.288988	0.499375	0.0726067	0	0.315371	0.161977	0.434256	0.94563	0.359415	0	0.44287	0.0975247	0.260232	0.233765	0	0.308868	0.608998	0.474829	0	0	0	0.69506
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001913.1.0691c0e9-6039-4aa9-a294-80d73cee59d2.fc.signal	0.272404	0.342799	0.677323	0.510102	0.630904	0.331914	0.661033	0.219697	0.573369	0.564862	0.243917	0.988451	0.846086	0.276014	0.49384	0.485914	0.526426	0.299728	0.860594	0.435405	0.12385	0.403935	0	0	0	0	0.54185	0.00441487	0.330162	0.404313	0.378959	0	0.574406	0.556512	0	0	0	0	0.129337	0.745614
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.ef220820-5419-4b81-b030-ce292c6089b7.fc.signal	0.300747	0.345767	0.643527	0.48908	0.22287	0.241822	0.321412	0.382048	0.171806	0.0165039	0.43955	0.456926	0.240645	0	0.174869	0.21761	0.602249	0.834613	0.457704	0.277951	0.341113	0.364303	0.571927	0.195865	0.211409	0.215741	0.152903	0.0720679	0.29229	0.292254	0.505627	0.606943	0.222612	0.0098552	0.243856	0.459105	0.498986	0.449256	0.623319	0.808
