	chr22:35063962-35064031	chr22:35064032-35064111	chr22:35064112-35064191	chr22:35064192-35064261	chr22:35064262-35064311	chr22:35064312-35064411	chr22:35064412-35064461	chr22:35064462-35064561	chr22:35064562-35064711	chr22:35064712-35064801	chr22:35064802-35064861	chr22:35064862-35064911	chr22:35064912-35065011	chr22:35065012-35065161	chr22:35065162-35065311	chr22:35065312-35065461	chr22:35065462-35065611	chr22:35065612-35065761	chr22:35065762-35065911	chr22:35065912-35066061	chr22:35066062-35066211	chr22:35066212-35066361	chr22:35066362-35066511	chr22:35066512-35066661	chr22:35066662-35066811	chr22:35066812-35066961	chr22:35066962-35067111	chr22:35067112-35067261	chr22:35067262-35067411	chr22:35067412-35067561	chr22:35067562-35067711	chr22:35067712-35067861	chr22:35067862-35068011	chr22:35068012-35068161	chr22:35068162-35068311	chr22:35068312-35068381	chr22:35068382-35068461	chr22:35068462-35068501	chr22:35068502-35068611	chr22:35068612-35068761	chr22:35068762-35068911	chr22:35068912-35069061	chr22:35069062-35069211	chr22:35069212-35069252	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.d9959e98-a5a9-490f-a9f0-358a1a711d27.fc.signal	0	0.014843	0.771684	0.889621	0.806982	0.0355958	0.041062	0.292424	0.603315	0.768706	0.811355	0.394052	0.68477	1.41813	1.46057	1.22856	1.39248	1.56929	0.694904	1.11777	0.902982	0.922882	1.50195	1.20571	2.15999	2.2864	2.45899	1.36083	1.79294	1.14461	0.465732	0.6049	1.6838	1.33384	2.77938	1.94338	0.783772	0.576196	1.09908	1.18371	0.0550258	0	0.110604	0.429889	0.642834
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.4e9958ba-8dfc-4908-9654-b8c3286ec999.fc.signal	0	0.318521	0.819091	0.629027	0	0	0	0.429693	0.604102	0	0	0	0.490392	1.0938	0.285597	0	0.352766	0.196797	0	0.127866	0.54683	0.0613532	0	0	0.272521	0.196459	0.137827	1.62979	0.116608	0.430831	0.55564	0.424627	0.0787273	0.19561	0.356791	0.00497886	0	0	0	0.096202	0.153493	0.398473	0.294593	0.0265634	0.765909
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001008.4.aa01f6f8-93b0-4f0b-8191-bde89d903aa4.fc.signal	0.140572	0.00963	0.406954	0.373759	0	0	0	0	1.86718	2.08158	1.39702	1.16049	0.326091	0.139345	0.971169	2.08098	1.54951	1.92789	1.37128	0.549079	0.338446	0.248552	1.16907	1.66133	1.93878	1.35111	1.34018	1.77886	1.19323	1.83961	0.947272	1.41726	1.93404	1.79653	1.38148	0.755089	0.544352	0.333748	0.311635	0.454807	0.222011	0.0527709	0.3762	0.386712	0.736527
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003803.1.8e45d3eb-43c4-4932-8fdd-020c9df5cc1a.fc.signal	1.08529	0.890233	0.924479	0.492578	0.41717	0.01788	0.34911	1.12663	0.95982	0.603537	0.506273	0.258938	0.721307	0.522138	0.118707	0.947785	1.2327	0.842521	1.0991	1.40813	1.03684	0.412979	1.07969	2.25093	2.76976	0.945244	0.998243	1.89755	1.12631	0.322111	0.489952	1.21141	1.02128	0.478827	1.05341	1.30446	0.964821	0.652621	0.203459	0.867936	0.794006	0.29239	0.413048	0.458157	0.721572
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003730.1.57414e10-6fd1-425a-bd2a-eb610647bcb3.fc.signal	0	0	0	0	0	0	0	0	0.0554603	0.616233	0.461042	0.502669	0	0	0	0	0.288942	0.488363	0	0	0	0	0.120014	0.844474	0.309561	0.013638	0.42038	0.126227	0.0582129	0.600066	0.265359	0.79421	0.510191	0	0.539325	1.03927	0.536395	0.672917	0	0	0.0144096	0.804554	1.21673	1.35767	0.636202
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001014.4.ad84b327-82d2-4d7b-a9a1-d84b21c47553.fc.signal	0.103173	0.225016	0.290766	0.127882	0	0.108316	0.112372	0.447318	0.679573	0.883306	0.589082	0.391319	0.423144	0.440109	0.658297	0.338999	0.211441	0.464812	0.499434	0.364008	0.377475	0.634061	1.01315	1.34918	0.826714	0.466677	0.582362	0.936061	0.960551	0.619967	0.442543	0.753644	0.682242	0.539964	0.871574	1.12382	0.769509	0.467172	0.261309	0.771945	0.854814	0.177034	0.123413	0.132195	0.62963
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.4a84d1a8-94ea-4ca8-9f07-6c2b2d20f0f2.fc.signal	0.502979	0.55842	0.300279	0	0	0	0	0	0.779042	1.39863	0.855042	0.013834	0	0.0121355	0.417828	0.14073	0.325032	0.466713	0.530763	0.261832	1.71657	0.868977	0.421265	0.369767	0.492428	0.459687	0.243355	0.498498	0.29356	0.191464	0.2116	0.75919	1.54642	1.09641	0.186755	0.410883	0.569427	0.355942	0.568542	0.697358	0.408355	0.411937	0.746051	0.608199	0.520487
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001017.4.ee61f45f-7dde-4017-8f76-95a89e2d408d.fc.signal	0.136414	0.25425	0.39277	0.166842	0.16109	0.0371355	0.344613	0.363405	0.98351	1.11745	0.75545	0.559296	0.830286	0.546751	0.320138	0.722612	0.579126	0.211853	0.481027	0.263764	0.701792	0.769968	0.632755	0.68989	0.443749	0.370743	0.538992	0.278168	0.277418	0.427679	0.593765	0.516333	0.6149	0.450431	0.381986	0.76829	0.831294	0.548286	0.839317	1.35354	0.737454	0.271011	0.135918	0.238649	0.757698
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003812.1.63a55c7d-51f0-4637-84b6-522ad46573ec.fc.signal	0.602376	0.749007	1.09808	0.75297	0.292205	0	0	0	0.117129	0.719211	0.730513	0.532627	0.136856	0.551122	1.00731	0.556053	1.12321	1.32659	2.03313	2.21971	1.7135	2.55694	1.62344	4.16561	3.35183	1.74376	1.14104	1.50295	1.43884	1.55074	0.507883	1.05027	1.27094	0.953867	0.633281	0.459638	0.342656	0.15054	0.232313	1.20771	1.9287	0.992515	1.28472	0.9247	0.518275
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001012.4.853b1d33-1744-4990-baf4-0f508c154dec.fc.signal	0.691446	0.697563	1.22049	0.572894	0.278366	0.0856896	0.239916	0.240405	0.364623	0.448701	0.319159	0.093929	0.405174	0.429157	0.159808	0.446879	0.530096	0.0455859	0.273491	0.20419	0.0789882	0.284399	0.47818	0.384275	0.268697	0.265187	0.375367	0.390998	0.306693	0.0656785	0.101825	0.0338042	0.207208	0.554849	0.475848	0.659336	0.431825	0.7781	0.696379	0.5274	0.810561	0.59735	0	0	0.826174
