	chr8:37742196-37742345	chr8:37742346-37742445	chr8:37742446-37742495	chr8:37742496-37742585	chr8:37742586-37742645	chr8:37742646-37742795	chr8:37742796-37742945	chr8:37742946-37743095	chr8:37743096-37743245	chr8:37743246-37743395	chr8:37743396-37743475	chr8:37743476-37743545	chr8:37743546-37743655	chr8:37743656-37743695	chr8:37743696-37743845	chr8:37743846-37743995	chr8:37743996-37744095	chr8:37744096-37744145	chr8:37744146-37744295	chr8:37744296-37744445	chr8:37744446-37744595	chr8:37744596-37744745	chr8:37744746-37744895	chr8:37744896-37745045	chr8:37745046-37745195	chr8:37745196-37745345	chr8:37745346-37745495	chr8:37745496-37745575	chr8:37745576-37745645	chr8:37745646-37745795	chr8:37745796-37745945	chr8:37745946-37746095	chr8:37746096-37746245	chr8:37746246-37746305	chr8:37746306-37746395	chr8:37746396-37746545	chr8:37746546-37746695	chr8:37746696-37746845	chr8:37746846-37746995	chr8:37746996-37747145	chr8:37747146-37747295	chr8:37747296-37747445	chr8:37747446-37747595	chr8:37747596-37747745	chr8:37747746-37747895	chr8:37747896-37748045	chr8:37748046-37748069	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.3bc522e1-a1c6-492a-9fb9-e63c8afd2709.fc.signal	0	0	0	0	0	0	0.0544457	0.203183	0.00716427	0.239864	0.20259	0.272178	0.251744	0	0	0.0617897	0.273573	0.198801	0.199909	0.343771	0.403198	0.237304	0.0958213	0.161181	0.12902	0.0018852	0.23233	0.101585	0.270598	0.220152	0	0	0	0.118675	0.205708	0.146904	0.216629	0.0222981	0	0.0935528	0.341574	0.850246	0.420338	0.195665	0	0	0	0.636364
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.4569d4d8-c896-418a-b870-e7afcf72b7d3.fc.signal	0.564451	0.324804	0	0	0	0	0.11029	0.164555	0.120939	0.158909	0.07368	0.194557	0.0679523	0	0	0	0	0	0	0.237193	1.20076	0.558437	0.0224567	0.112761	0.609061	0.203188	0.144613	0.109641	0.087272	0.292344	0.0546226	0.0342473	0.578947	0.431351	0	0.0648785	0.431253	0.449054	0.203577	0.165227	0.294441	0.221504	0	0	0.0418994	0.117106	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001908.1.4025739e-d017-417d-bd1b-2254ef9d0cdc.fc.signal	0	0	0	0	0	0	0.000987333	0.217567	0.272505	0.15163	0.0146415	0	0	0	0	0	0	0	0	0	0	0	0.0920557	0.0796032	0.0605155	0	0	0	0	0.185178	0.0468606	0	0	0.0214725	0.0987316	0.0344508	0.175339	0.115118	0.0116194	0	0.136716	0.315963	0.285353	0.0225409	0	0	0	0.0294118
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001913.1.0691c0e9-6039-4aa9-a294-80d73cee59d2.fc.signal	0.135041	0	0	0	0	0	0.018424	0.998511	0.173569	0.910644	1.03534	0.60601	0.314359	0.622155	0.149015	0	0	0.263527	0.767722	0.449953	0.366553	0.222101	0.224326	0.242335	0.321827	0.639595	0	0.357925	0.391497	0.825937	0.316972	0	0.607056	0	0	0	0.429959	0.497917	0.583929	0	0	0	0	0	0.444851	0.151206	0	0.264706
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000315.2.cbd9af2b-c3c4-4f68-a646-ded8b3575bf4.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.725176	1.14209	0.178707	0	0.0208243	0.238662	0.113297	0.322954	0.262663	0.240819	0.341013	0	0.499893	0.796334	0.40464	0.0891645	0.426326	0.597999	0.118734	0	0	0	0.116481	0.279187	0.352224	0.19023	0	0	0	0	0.0941753	0.501752	0.5595	0.444444
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.c3b55191-0fbe-42ec-a1e0-0d7c8c410fde.fc.signal	1.21122	1.81287	0.0822752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.937374	1.3761	0.164092	0.328109	1.24975	1.04131	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003822.3.92277bf1-d852-4798-9042-40cf7998125a.fc.signal	0.180052	0	0	0	0	0	0.0419852	0.162811	0.0292255	0.0509552	0.16614	0.125102	0.0356201	0	0.0147802	0.242169	0.341015	0.302787	0.335578	0.0951178	0.0219814	0.407569	0.436149	0.0357265	0.0591676	0.22596	0.0552185	0.245937	0.347602	0.195025	0.0972406	0.0539223	0.371737	0.214789	0.0367994	0	0.122737	0.0894163	0.107397	0.0686648	0.117264	0.197651	0.211104	0.149921	0.0315689	0.0763491	0.253853	0.537383
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001014.4.ad84b327-82d2-4d7b-a9a1-d84b21c47553.fc.signal	0.813365	0.0049524	0	0.018135	0.335262	0.43224	0.0639382	0.128597	0.189517	0.28332	0.553725	0.530577	0.299709	0.04795	0.367049	0.612305	0.469929	0.48764	0.280994	0.35921	0.252084	0.299628	0.277192	0.162564	0.381999	0.376805	0.44575	0.264629	0.219214	0.105792	0.188562	0.288778	0.332159	0.444529	0.153229	0.212368	0.467304	0.649962	0.132627	0.157507	0.732981	0.2288	0.430301	0.490274	0.486851	0.468093	0.534627	0.0583333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.047c2416-3a22-4cd4-965c-493225f5ed12.fc.signal	0	0	0	0.0688517	0.289393	0.256392	0	0.298782	0.619352	0.447746	0.0621289	0	0	0	0	0	0	0.09712	0.353565	0.668229	0.467819	0.0306608	0	0	0.156863	0.280116	0.0597623	0	0	0	0	0	0	0	0	0	0.0173734	0.251038	0.217227	0.416495	0.12154	0	0.173915	0.199098	0	0.0446412	0.139709	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001017.4.ee61f45f-7dde-4017-8f76-95a89e2d408d.fc.signal	0.358832	0	0.0139752	0.261765	0.431167	0.566867	0.488259	0.804056	0.786172	0.45394	0.165441	0.295762	0.360973	0.481737	0.532605	0.60197	0.92853	0.652917	0.80575	0.68157	0.99649	0.629854	0.811665	0.96521	0.208747	0.145642	0.242959	0.293807	0.419293	0.297612	0.277058	0.11311	0.396724	0.434325	0.263437	0.122151	0.267396	0.432454	0.429694	0.100112	0.240243	0.374221	0.475854	0.226853	0.130864	0.263867	0.250609	0.155738
