	chr2:61836038-61836187	chr2:61836188-61836337	chr2:61836338-61836487	chr2:61836488-61836637	chr2:61836638-61836787	chr2:61836788-61836937	chr2:61836938-61837087	chr2:61837088-61837237	chr2:61837238-61837387	chr2:61837388-61837537	chr2:61837538-61837687	chr2:61837688-61837837	chr2:61837838-61837987	chr2:61837988-61838137	chr2:61838138-61838287	chr2:61838288-61838437	chr2:61838438-61838587	chr2:61838588-61838737	chr2:61838738-61838837	chr2:61838838-61838887	chr2:61838888-61838977	chr2:61838978-61839037	chr2:61839038-61839187	chr2:61839188-61839337	chr2:61839338-61839387	chr2:61839388-61839487	chr2:61839488-61839637	chr2:61839638-61839787	chr2:61839788-61839937	chr2:61839938-61840087	chr2:61840088-61840237	chr2:61840238-61840387	chr2:61840388-61840537	chr2:61840538-61840687	chr2:61840688-61840837	chr2:61840838-61840987	chr2:61840988-61841137	chr2:61841138-61841205	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.993ec17f-4277-433d-a284-3906706ac1fe.fc.signal	0.00896573	0.00896573	1.27313	0.283344	0	0.961178	1.55577	1.77082	0.842776	0.614153	0.282421	0	0.685877	0.860708	0.0224143	0	0.143319	0.639883	0	0	0	0	0	0.416103	1.57191	2.16537	0.941414	0.936915	0.425833	0.140058	0.147267	0	0.69446	0.749445	0	0.2232	0.0797641	0.446098	0.70297
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.4e9958ba-8dfc-4908-9654-b8c3286ec999.fc.signal	0	0	0	0	0.277703	0.657418	0	0	0	0	0	0	0.58149	0.334377	0	1.7777	0.653243	0	0	0	0	0	0	0	0.371128	1.01652	0.631163	0.25498	0.0621392	0.477837	0.0210859	0	0	0.631958	0.198359	0	0.286956	0.972589	0.657025
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.ef220820-5419-4b81-b030-ce292c6089b7.fc.signal	0.199794	0.0105518	0.17212	0.261224	0.125059	0.0440917	0.275277	0.423416	0.950915	0.331075	0.132006	0.175191	0.301498	0.487726	0.266571	0.334698	0.105071	0	0	0	0	0	0.0915167	0.339384	0.225498	0.407989	0.376117	0.17936	0.187323	0.378642	0.641973	0.276673	0.354984	0.39281	0.298269	0.658189	0.139349	0.171716	0.149123
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.c4a67634-cf89-4945-bb82-26e2fddb3f3f.fc.signal	0.154207	0.227474	0.277592	0.205179	0.34763	0.0245199	0.247538	0.415892	0.2275	0.2379	0.200442	0	0.0443613	0.134479	0.0486688	0.177623	0.39045	0.211856	0	0	0	0.0820043	0.165541	0.0289498	0.117083	0.263885	0.189674	0.16587	0.390915	0.353433	0.431928	0.0703153	0.230439	0.393966	0.720328	0.578933	0.272861	0.689489	0.765306
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000239.3.318c4637-d1c5-4ab4-ab79-239ce2440f41.fc.signal	0.0113707	0	0.0750626	0.373048	0.587988	0.981412	0.80406	0.184238	0.0443462	0.972392	1.3807	0.508379	0.108021	0	0	0	0	0.0292007	0.0951134	0.215277	0.250385	0.32783	0.540076	0.486725	0.30708	0.583466	0.82569	0.406027	0.102336	0	0	0.00568533	0.167345	1.10859	1.72098	0.643537	0.592177	0.61579	0.388889
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000943.7.b97e43e6-4dfc-4f07-88bb-76ebefe1ddac.fc.signal	0	0.416699	0.194498	0.126423	0.0263961	0.604208	0.761102	1.68293	0.305581	0.577813	0.194399	0.280561	0.295838	0.461228	0.0652699	0.962609	0.291831	0.185647	0	0	0	0.305645	0.455611	0.390566	0.76181	0.460098	0.475078	0.534245	0.356153	1.06547	0.72281	0.224249	1.17052	0.389047	0.0791882	0.223047	1.03533	1.44344	0.716981
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.c3b55191-0fbe-42ec-a1e0-0d7c8c410fde.fc.signal	0	1.28538	1.24048	0	0	0.95416	1.43694	0.022452	0.269424	1.1226	0.993503	0.140325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.493947	1.68391	0.348008	0	0	0	0	0	0	0	0	0.354651
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.206f09d2-76dd-4938-b45e-439de4017881.fc.signal	0.0334525	0	0.023923	1.21165	2.00115	1.37229	0.6445	0.191825	0.112297	0.25985	0.329279	0.248073	0.0678103	0	0	0	0	0	0.175932	0.414254	0.697873	1.65374	1.66523	0.661553	0.75753	0.75753	0.350943	0.329144	0.198726	0	0	0	0	0.360134	1.09527	1.20806	0.431339	0.446607	0.443038
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.d82f15eb-8d9c-43cf-9741-0ee88b2ded27.fc.signal	0	0	0	0.301069	0.439664	0.430741	0.375748	0.302372	0.125994	0.206236	0.310603	0	0.186919	0.293312	0.0969401	0.416141	1.06732	0.321914	0.107371	0.39767	0.534583	0.39767	0.137859	0	0.318082	1.03373	0.922484	0.596584	0.97812	0.736861	0.30488	0.363167	0.585783	0	0.217393	0.660013	0.527513	0.725015	0.215789
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.ef4e5ad4-caa2-424f-9bf2-7145353fa420.fc.signal	0.423856	0.45235	0.519773	0.514634	0.715039	1.04264	0.898595	0.586759	0.923487	0.494999	0.581013	0.220301	0.167849	0.259869	0.148582	0.175085	0.260484	0.535105	0.507749	0.192587	0.170458	0.413039	0.737488	0.362894	0.758597	1.03225	0.83311	0.787742	0.605143	0.613775	0.642446	0.916583	0.431152	0.429166	1.10202	0.81381	0.705017	0.714201	0.691358
