	chr9:92710961-92711110	chr9:92711111-92711260	chr9:92711261-92711410	chr9:92711411-92711560	chr9:92711561-92711710	chr9:92711711-92711860	chr9:92711861-92712010	chr9:92712011-92712160	chr9:92712161-92712310	chr9:92712311-92712460	chr9:92712461-92712610	chr9:92712611-92712760	chr9:92712761-92712910	chr9:92712911-92713060	chr9:92713061-92713210	chr9:92713211-92713360	chr9:92713361-92713510	chr9:92713511-92713660	chr9:92713661-92713810	chr9:92713811-92713960	chr9:92713961-92714110	chr9:92714111-92714260	chr9:92714261-92714410	chr9:92714411-92714560	chr9:92714561-92714710	chr9:92714711-92714860	chr9:92714861-92715010	chr9:92715011-92715160	chr9:92715161-92715310	chr9:92715311-92715460	chr9:92715461-92715610	chr9:92715611-92715760	chr9:92715761-92715910	chr9:92715911-92716060	chr9:92716061-92716210	chr9:92716211-92716360	chr9:92716361-92716510	chr9:92716511-92716660	chr9:92716661-92716810	chr9:92716811-92716960	chr9:92716961-92717110	chr9:92717111-92717260	chr9:92717261-92717410	chr9:92717411-92717560	chr9:92717561-92717710	chr9:92717711-92717753	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000076.3.8c8cf71c-e370-472d-89ef-87dbd2cde25f.fc.signal	1.28736	0.889486	1.1889	1.15036	1.4463	1.40546	1.20691	2.60075	2.36059	1.03105	0.899057	0.519259	0.919718	0.807736	0.815556	1.50504	0.919472	0.504338	1.52803	1.48215	0.928634	0.588137	0.292496	0.74184	0.850946	0.47107	0	0	0	0.164241	0.645767	0.502419	0.195432	0.681477	0.68857	0.377842	0.36903	0.927274	1.32728	1.58229	0.22271	0.67285	0.878513	0.196396	0.559612	0.702536	0.697143
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	1.15251	1.66982	1.01598	1.15356	0.559481	0.425352	0.299807	0.741714	0.38634	0.386743	0	0.0814619	0.132025	0.446446	0.67472	1.04166	1.05865	1.42868	1.45191	0.62141	0.441066	0.485943	0.504502	0.488201	0.17373	0.30485	0.661564	0.887677	0.0410428	0	0	0.0237623	0.373698	0.824111	0.151804	0.0386597	0.606739	0.911162	0.949541	0.452555	0.713185	0.930834	0.312887	1.18011	0.272312	0.642614	0.292477
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001447.1.0bde8c3f-07de-437f-8926-bbf417d01abf.fc.signal	0.539515	0	0	0	0	0	1.35285	2.7488	2.48351	0.873581	0.0551166	0	0.344345	0.334087	1.23977	0.659797	0	0	0.348549	0.821447	0.543012	1.20664	0.780076	0	0.402062	1.44821	0.137177	0.265478	0.666662	0.401169	0.142776	1.40159	0.72652	0	0.125984	0.540688	1.24059	1.85233	2.19942	1.64271	1.44681	0.694153	1.32307	1.17188	1.1444	1.66638	0.75475
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000014.2.2ffc3bfd-a8b5-4bc3-8298-0f71a6dfa4b0.fc.signal	1.88651	0.694727	0.853598	0.0270078	0.0198944	0.698122	1.35366	1.50248	0.50062	0.470059	0	0	0.140223	0.524662	0.844978	0.156859	0	0.147884	1.38908	0.696231	1.86862	1.14542	1.74099	1.45386	0.694086	0.913827	0.843301	1.10324	0.894241	1.89713	1.82506	1.78828	0.642888	0.21222	0.40967	0.329098	1.33481	0.827844	0.259187	0	0	0	0.999589	1.24445	0.558326	0.208209	0.489168
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000159.3.2e817463-50da-4748-b0f1-6026956a5007.fc.signal	2.21407	1.39498	0	0.962839	1.63214	0.730579	1.74224	2.00967	3.3455	5.22501	3.35972	1.14565	0	0	0	0	0	0	0	0	0	0	1.24863	2.75471	0.502026	0	0	0	1.17139	1.08129	0	0	0	0	0.836712	3.47423	0	0	0	0	0	0.257449	1.93087	0.0643623	0.213709	2.94819	0.391228
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000279.2.c8dc6fda-b050-49b5-ab4a-886e58f3d031.fc.signal	0.227402	0.694367	0.940095	2.15614	2.76568	1.89922	3.5009	8.29475	5.81197	4.03819	0.291668	0	0.787132	0.329143	0	0	0	0	0	0	0.427389	0.857805	0	0.990467	1.05961	0.174019	0	0	0	0	0	0.47481	0.077074	0.36591	0.375809	0.286313	0	0.355706	1.23709	1.32461	0.620976	0.479913	1.15928	0.338532	0.301138	0	0.453947
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001549.1.b1238445-4a00-452e-8684-dd41797bdbb3.fc.signal	0	0.0818698	0.339011	1.04793	0.806053	2.86625	8.98213	13.7217	5.38729	4.52494	1.88104	0.104002	0.164185	0.305726	0	0	0.356087	0.185053	0.508579	0.709293	0.231122	0.878947	0	0.288275	0.248892	0.247746	0.337337	0.439714	0.929182	0.202859	0	0.404349	0.0452845	0.429315	0.165614	0	0	0	0.940122	2.95942	2.17787	1.43966	0.783381	1.20401	0.643158	0	0.736471
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000831.3.27a27ea1-2b00-4c14-813e-8060e6e66b8d.fc.signal	0.39659	1.28309	0.538428	0.109139	0.849413	1.65473	0.570825	0.949343	3.74266	4.09609	2.28443	1.74856	2.16515	2.89452	2.58284	1.343	0.396214	0.831917	1.99781	0.753007	0.283382	0.94329	0.698344	0.521654	1.32788	1.09914	1.11498	0.846922	3.49561	1.32085	0.135615	0.793481	0.704415	0.684168	1.45741	0.866356	1.11331	1.25095	1.25701	1.03033	0.726678	1.20029	0.934246	0.550568	0.465557	1.08738	0.476596
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	2.4863	1.02644	0.954108	0.522167	0.456899	0.716833	0.343133	0	0.305907	0.277238	0	0	0	0	0	0	0.0262967	0.409395	0.163797	0.428056	0.345326	0.508394	0.424881	0.858022	2.03034	0.324071	0.744192	1.10566	1.51081	2.03818	1.05185	1.08856	0.954507	1.07295	0.765773	0.819384	0.469888	2.60599	1.5011	1.35432	0.901921	0.194785	2.43347	0.695843	0.542341	1.14542	0.552788
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.80ce343a-5712-49f6-8c5c-1e3104623262.fc.signal	0.929117	0.331444	0.3001	0	0.317596	2.66889	2.00029	4.25614	3.38227	3.08693	1.72979	0.285425	0.124828	0.68077	0	0	0	0	0.379059	1.18171	0.137509	1.39189	0	0.535171	0.245287	0	0	0	0	0	0.921625	0.639222	0.780458	0	0	0.393945	0.384828	0	0	0	0	0.780458	2.27429	0.0668964	0	0	0.606965
