	chr2:15939448-15939597	chr2:15939598-15939637	chr2:15939638-15939747	chr2:15939748-15939897	chr2:15939898-15939947	chr2:15939948-15940047	chr2:15940048-15940197	chr2:15940198-15940347	chr2:15940348-15940497	chr2:15940498-15940647	chr2:15940648-15940797	chr2:15940798-15940947	chr2:15940948-15941097	chr2:15941098-15941247	chr2:15941248-15941397	chr2:15941398-15941547	chr2:15941548-15941697	chr2:15941698-15941847	chr2:15941848-15941997	chr2:15941998-15942147	chr2:15942148-15942297	chr2:15942298-15942447	chr2:15942448-15942497	chr2:15942498-15942597	chr2:15942598-15942747	chr2:15942748-15942897	chr2:15942898-15943047	chr2:15943048-15943197	chr2:15943198-15943347	chr2:15943348-15943407	chr2:15943408-15943497	chr2:15943498-15943647	chr2:15943648-15943797	chr2:15943798-15943947	chr2:15943948-15944097	chr2:15944098-15944247	chr2:15944248-15944397	chr2:15944398-15944547	chr2:15944548-15944697	chr2:15944698-15944847	chr2:15944848-15944997	chr2:15944998-15945147	chr2:15945148-15945297	chr2:15945298-15945354	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	2.17778	3.64966	9.07699	7.46251	12.0795	22.3758	15.5956	13.1002	6.75802	8.28604	8.73365	13.7897	14.0822	10.558	12.0221	5.77325	7.37808	5.16286	6.41672	5.50111	9.11008	7.2738	2.0982	2.2737	5.63846	8.27841	10.313	11.0608	12.6478	9.5946	7.47304	11.7857	9.85779	6.83131	4.87869	6.45896	8.66484	6.77515	11.7356	10.3714	4.90845	0.678207	0.450212	0.883456	0.97242
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000014.2.2ffc3bfd-a8b5-4bc3-8298-0f71a6dfa4b0.fc.signal	0.17879	1.02846	1.14208	1.74219	3.61353	4.5679	4.74616	2.94683	3.21638	8.32695	6.19748	8.20114	6.7249	3.89614	6.96709	6.83508	5.5138	0.857339	8.97302	11.7896	12.8115	12.1896	10.6913	4.33459	7.95572	10.0608	10.686	6.46668	9.30227	6.19592	2.12393	5.16098	5.99874	4.73952	6.04123	5.32704	4.83184	2.43934	1.68717	2.81281	1.66722	2.26618	1.16226	1.68787	0.291899
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	1.38631	4.54471	11.0941	10.0732	13.4978	32.0832	29.3743	41.119	25.2356	25.0001	38.5548	35.4987	31.8582	33.693	24.9401	23.4703	38.6607	31.92	18.088	22.3498	30.344	41.4958	21.183	8.32191	15.4172	12.3335	10.3524	19.0269	15.0061	12.5678	12.196	12.4926	11.6478	4.64338	10.3766	4.84732	5.20062	5.16331	3.69618	3.10267	1.93039	2.68755	3.17463	1.21962	0.56338
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.0d6e9ac4-1ee5-4f7e-8d0d-48a48250ff2d.fc.signal	7.75161	7.78609	8.54816	6.46433	6.52836	6.71313	9.04231	14.325	11.2309	13.1647	18.7363	27.1829	30.7866	38.2189	39.0698	31.0642	22.3813	7.42832	25.7145	30.214	30.7355	25.4155	12.175	5.77224	5.68728	13.6078	17.8629	19.1225	12.8423	12.4886	10.4714	11.3255	14.5501	14.4766	13.6295	11.5182	6.5121	4.88663	5.44812	1.85013	1.37292	1.39235	2.46968	3.21271	0.458435
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.2e9e766f-a8f0-4144-be3d-bffc3ef3aedd.fc.signal	2.62031	1.58174	1.2375	0.208769	4.56321	9.93171	3.54916	0	0.898981	0.421797	0	0.379192	4.09881	0.894722	7.0046	9.73995	0.336589	0	0	0.754121	1.31226	0.575178	0	0	0	0	0.682529	0.399742	0.261724	1.16386	0.577798	1.26149	1.77671	2.32202	5.09152	5.37795	6.32173	4.00657	3.45798	1.55641	0	0	0	0	0.219101
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	11.6628	16.2069	18.3461	19.816	24.3618	38.2764	35.8221	30.9255	15.4493	16.5331	26.5464	42.3017	42.8872	38.4978	33.0496	32.0238	25.3633	10.026	23.2993	26.3622	24.0826	19.0717	12.7697	6.08956	11.7501	23.5417	31.6299	34.9537	33.3666	18.8945	14.5132	28.4573	34.6081	42.6942	41.4523	26.3735	36.2888	29.2013	24.4751	14.0618	8.34462	3.63074	5.41431	3.41117	0.877162
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000184.3.050c9613-31d2-4cab-9d90-4397cf218171.fc.signal	1.10143	2.10134	2.64514	1.98052	3.04085	5.83336	9.73028	15.401	8.15205	9.51959	12.4645	14.5784	17.7929	16.3055	15.2277	8.39242	6.02611	8.98509	11.4326	13.9712	16.9095	12.1646	16.1207	16.9852	17.55	11.3919	7.52363	12.3581	13.1435	10.6882	6.96701	5.59519	5.98942	9.89716	4.19668	2.16558	2.46943	2.88365	3.56807	1.17796	0.613726	0.155961	0.353747	1.23112	0.285714
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.2bbf1d92-dd54-451c-865f-3578546b9653.fc.signal	3.62046	3.88794	6.53735	6.6534	7.50819	21.9612	25.5972	21.0015	8.68313	19.3621	34.8733	38.0976	41.7674	56.5616	39.5971	17.4273	17.6742	8.44651	27.0932	32.9823	36.3694	35.6751	19.3305	7.42452	10.3569	16.1212	21.6351	17.4243	12.1681	3.02321	1.91079	3.56311	4.99379	5.95842	4.85448	2.22316	2.03595	0.582492	0.580351	0.850146	0.726393	0.812134	0.761055	0.890464	0.479508
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	2.94868	6.1418	6.25871	4.14575	12.3077	20.2972	23.7048	27.5558	14.4136	18.3883	30.4225	21.1136	15.8638	24.4247	18.6819	16.7179	20.1447	13.2866	18.2491	21.0278	12.9476	23.8135	21.4446	9.19898	10.0102	12.8264	15.6171	14.8538	12.6382	10.6275	5.39628	4.9248	4.03907	2.59105	4.67488	3.70003	3.96554	1.30752	1.86053	2.02716	0.867541	1.10416	1.0338	0.43273	0.586538
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.afbe02e8-50de-460a-8edc-cfae9d057ff1.fc.signal	4.5618	9.37714	11.5741	8.15987	13.17	21.5952	36.8195	35.1939	34.6106	44.7719	55.3576	66.2219	49.0512	63.2584	50.0796	34.79	46.0439	33.7157	18.028	33.0646	28.526	47.3331	22.3924	3.37001	3.22537	17.6369	34.1837	21.217	14.1278	16.0933	11.3197	13.9442	12.5907	25.2192	16.516	13.3983	6.5451	9.35862	4.50416	3.11508	0.568099	1.51412	2.48754	0.188306	0.573529
