	chr3:3102968-3103037	chr3:3103038-3103117	chr3:3103118-3103207	chr3:3103208-3103267	chr3:3103268-3103337	chr3:3103338-3103417	chr3:3103418-3103567	chr3:3103568-3103717	chr3:3103718-3103827	chr3:3103828-3103867	chr3:3103868-3104017	chr3:3104018-3104167	chr3:3104168-3104317	chr3:3104318-3104467	chr3:3104468-3104617	chr3:3104618-3104667	chr3:3104668-3104767	chr3:3104768-3104917	chr3:3104918-3105067	chr3:3105068-3105217	chr3:3105218-3105367	chr3:3105368-3105417	chr3:3105418-3105517	chr3:3105518-3105667	chr3:3105668-3105817	chr3:3105818-3105897	chr3:3105898-3105967	chr3:3105968-3106117	chr3:3106118-3106267	chr3:3106268-3106417	chr3:3106418-3106567	chr3:3106568-3106717	chr3:3106718-3106867	chr3:3106868-3107017	chr3:3107018-3107167	chr3:3107168-3107317	chr3:3107318-3107467	chr3:3107468-3107617	chr3:3107618-3107767	chr3:3107768-3107917	chr3:3107918-3108036	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000279.2.c8dc6fda-b050-49b5-ab4a-886e58f3d031.fc.signal	13.1367	5.77028	3.11427	1.29067	0.502594	0	0	0	0.640668	0.581917	0	0.340328	0.221842	0	0	0	0	0	0	0	0	0	0.384416	0.835539	0.202138	0.65759	0.533251	0	0.454467	0.344961	0.200554	0.364456	0	0.493393	0.1663	1.55963	0.68623	1.52429	1.2831	2.66941	2.64741	0.214022
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001549.1.b1238445-4a00-452e-8684-dd41797bdbb3.fc.signal	12.4082	10.3361	9.76705	5.15708	2.18526	0.769863	0.57232	1.04144	0	0	0	0.173997	0.712992	0.518271	0.476909	0.049191	0	0	0.118758	0.410693	0.205277	0.225406	0	0	0.304172	0.458766	0.439331	1.15616	1.31513	0.890993	1.10901	0.0140584	0.302703	0.243711	0.279913	0.657282	0.255759	0.688153	1.0455	0.982289	0.534501	0.393939
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001914.1.10de6d23-02d2-4d71-9c7c-c7a23a9dea76.fc.signal	1.72161	0.883792	0.157863	0	0	0	0.721399	0.517672	0	0.08103	0.793226	0.0028122	0	0.603562	1.32482	1.97079	1.72826	0.551389	0	0.0856564	1.95625	1.31272	0.0971162	0.753852	0.963491	0	0.395354	1.74236	1.88606	1.23764	0.0051322	0.6093	0.178716	0.725527	0.345333	1.28745	0.729899	1.16178	2.22769	1.87299	1.89228	0.36
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.ea2564bf-c4d4-400e-ac7f-5d44b98fa6dd.fc.signal	0	0	0	0	0	0	0	0	0	0	0.35051	0.648332	0.074347	0	0	0.034102	0.204118	0.17137	0	0.240864	0.268107	0.103705	0.0010437	0	0.124919	0.159763	0.0269949	0.0965693	0.379188	0.31638	0.144448	0	0	0.164559	0.306333	0.282197	0.0157335	0	0	0	0.0369285	0.339623
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.7114bd47-4fa8-4cc2-a314-a8f63b9a798b.fc.signal	0	0	0	0	0	0	0.303768	0.360703	0	0	0	0	0	0	0	0	0.366527	1.11907	1.14032	0.555217	0	0	0	0.18716	1.09301	0.174396	0.409437	0.835018	0.48438	0.121746	0	0	0	0	0	0.146922	0.321074	0.226225	0.233422	0.557798	0.794964	0.660714
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001488.1.f277fd12-ef1b-437b-8412-8210645647cd.fc.signal	0.709727	0.176982	0	0	0	0	0	0	0	0.579704	0.64347	0	0.207771	0.433666	0.303172	0.88259	0.745224	0.221481	0.386591	0	0.233566	0.54108	0.203677	0	0.283531	0.410143	0.495088	0.216432	0.00595187	0.43151	0.0386871	0	0	0.489866	1.04652	0.26151	0	0	0.584871	0.172582	0.146296	0.353982
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000324.2.bda4281b-2ebf-44e4-aadf-619322c04a02.fc.signal	20.4641	16.9738	12.2774	7.06445	4.72779	2.06451	0.676912	1.22266	0.986659	0.56327	1.2016	0.915953	0.35304	0	0.623326	1.10901	0.828474	0.17647	0.625937	1.6845	1.08896	1.03528	1.06964	1.22609	1.91689	3.1722	4.67213	5.47523	6.05092	5.4754	7.06742	7.97433	4.56748	2.38043	5.19209	8.14073	12.893	16.4634	18.665	20.9527	20.2143	0.472171
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001921.1.e0431336-7ca3-491c-a874-4a2ee7005698.fc.signal	1.83175	1.99565	1.23728	0.794273	0.238154	0	0	0	0	0	0	0	0	0.36804	0.417112	0	0	0.430305	1.12223	0.65677	0.712442	1.33773	1.52175	2.18851	2.07881	2.4837	4.73082	5.05877	3.74183	4.81044	4.36273	4.05451	4.27935	2.91396	3.6633	4.44099	5.75083	9.33454	13.5056	16.881	19.3196	0.251483
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.7cb1b260-ca75-46bb-8f6a-650a6447c78b.fc.signal	0.476684	0.26246	0.0577164	0	0	0.270861	0.574606	0.0397303	0	0	0	0	0	0.351679	0.239651	0	0.456667	1.32418	0.521446	1.89544	0.25058	0.407578	0.825184	0.484344	0.279534	0.461855	0.91967	1.49283	1.68935	2.38591	3.32693	4.15451	1.59981	0.536932	2.62391	1.15417	1.19841	0.837755	3.03079	5.35577	8.47447	0.581281
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004905.1.904617c9-5677-4e7c-8f0d-04de984b486a.fc.signal	0.87183	1.0244	1.12353	0.87183	0.759738	0	0	0.364091	0.743495	0.697744	0.700544	0.369266	0.441732	0.672787	1.33472	0.53284	0.273523	0.273523	1.16927	1.38703	0.982263	0.87183	0.941577	0.889267	0.811535	1.11159	2.15468	2.07928	1.01198	0.375213	1.06866	1.03872	1.19031	1.08107	0.133681	0	0	0	0	0.703276	0.473332	0.578431
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003829.4.e316ad9c-1f84-480c-89f4-3d52adaa02fd.fc.signal	0	0.331544	0.464954	0	0.0208526	0.72984	0.330861	0.491426	0.325111	0	0	0	0	0	0.725749	1.36078	0.906051	1.3061	1.87724	0.314814	1.30639	0.718874	0.299234	1.71282	2.40809	1.27906	3.10031	4.64327	3.22617	2.79794	4.19937	1.81987	0.134506	0.97809	2.78826	4.74768	2.22932	1.76588	1.51531	0.311398	0.527447	0.49639
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000317.2.4b26a041-dfbb-4509-a9c7-5d388a89c6d1.fc.signal	1.14931	0.778363	0.874439	0.678226	0.315614	0	0.0323456	0.676879	0	0	0	0	0	0	0	0	0.357403	0.231871	0	0	0.859104	0.639025	0	0.27607	0.695618	0.193511	0.40613	0.580666	0.763725	0.347767	0.687173	0.534455	1.02507	0	0	0.399744	0.37479	0.37245	0.277767	0.742765	0.352362	0.588785
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001517.1.3137130d-66f1-4e77-a703-3df294bfa529.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130504	0.340351	0.271497	0	0	0	0.617406	0.620251	0.217009	0.216594	0	0	0	0.728271	1.89436	1.74698	1.84445	1.65725	1.11086	0.540631	0.606866	1.84531	1.0773	3.05295	2.06871	1.54303	6.98601	0.405063
