	chr1:151168019-151168128	chr1:151168129-151168168	chr1:151168169-151168318	chr1:151168319-151168468	chr1:151168469-151168618	chr1:151168619-151168668	chr1:151168669-151168768	chr1:151168769-151168918	chr1:151168919-151169068	chr1:151169069-151169218	chr1:151169219-151169368	chr1:151169369-151169408	chr1:151169409-151169438	chr1:151169439-151169518	chr1:151169519-151169668	chr1:151169669-151169818	chr1:151169819-151169968	chr1:151169969-151170038	chr1:151170039-151170118	chr1:151170119-151170268	chr1:151170269-151170418	chr1:151170419-151170568	chr1:151170569-151170638	chr1:151170639-151170718	chr1:151170719-151170798	chr1:151170799-151170868	chr1:151170869-151170908	chr1:151170909-151171018	chr1:151171019-151171088	chr1:151171089-151171168	chr1:151171169-151171318	chr1:151171319-151171468	chr1:151171469-151171618	chr1:151171619-151171678	chr1:151171679-151171768	chr1:151171769-151171918	chr1:151171919-151171998	chr1:151171999-151172068	chr1:151172069-151172148	chr1:151172149-151172218	chr1:151172219-151172368	chr1:151172369-151172428	chr1:151172429-151172518	chr1:151172519-151172668	chr1:151172669-151172818	chr1:151172819-151172968	chr1:151172969-151173118	chr1:151173119-151173163	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.ea2564bf-c4d4-400e-ac7f-5d44b98fa6dd.fc.signal	0.259365	0.15261	0.281726	0.565453	0.301059	0.0549396	0	0.0885138	0.346835	0.459676	0.172887	0	0	0	0.1556	0.271534	0.342737	0.736578	0.760824	0.438347	0.470915	0.134247	0	0	0.185322	0.203406	0.16317	0.0572336	0.121242	0.32037	0.275391	0.289298	0.316176	0.202673	0.213509	0.451688	0.47723	0.265373	0.131392	0.125906	0.382214	0.986907	0.537195	0.111028	0.075926	0.135575	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003842.2.ac8d699d-9ae8-4731-8d5c-e996a9937a09.fc.signal	1.02238	0.638982	0.901999	0.561189	0.293133	0	0.136348	0.272696	0.0931711	0.788385	0.358347	0.519737	0.677008	0.437721	0.0610768	0.0683216	0.217568	0.475535	0.753813	1.16107	0.970334	0.331758	0.111285	0	0.186805	0.171134	0.148113	0.404737	0.496927	0.577828	0.976773	0.53569	0.448197	0.140595	0.198939	0.6656	0.806377	0.294217	0.319748	0.332682	0.299583	0.284978	0.475449	0.508577	0.362246	0	0	0	0.421277
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.0d70dbb5-6bd0-48ac-bde1-b73edc6398bb.fc.signal	1.0419	0.678009	1.02185	1.07909	0.376879	0.455977	0.596521	0.720405	0.782067	0.27449	0.264422	0.31231	0.114514	0.234234	1.12268	0.0578407	0.528427	0.141238	0.0798776	0.465946	0.0284961	0.16045	0.123128	0.382955	0.268474	0.238284	0.585597	0.509399	0.0248411	0	0.446067	0.732028	0.756585	0.594265	0.167706	0.0724939	0.456129	0.338733	0.249255	0.685474	0.513725	0.167512	0.350926	0.478719	0.941694	1.21712	0.473006	0.474611	0.345622
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.d0662727-3cb8-42a6-9eb8-875cfded9c1e.fc.signal	0.43917	0.29278	0.860769	1.32921	0.468446	1.17111	0.808065	0.0156149	0.220561	1.26285	0.673391	0.109793	0.165909	0.29278	1.17111	0.484061	0.029278	0.0669211	0.449496	0.591601	0.283785	0	0.0961991	0.290866	0.441767	0.279231	0.242555	0.435452	0.557825	0.202248	0.209018	0.0653313	0	0	0.191934	0.197139	0.0695353	0.493543	0.891479	0.864927	1.05771	1.14108	1.04134	1.04253	0.90761	0.644113	0.364997	0.18868	0.917431
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000864.3.f60db18a-9bf4-4a85-95cc-68f3cffdac0c.fc.signal	9.35562	0	0	0	0	0.090785	9.15591	1.73549	0	0.737359	14.9076	1.44266	0	7.09318	4.23187	0	0	0	6.79265	14.666	13.7679	24.9405	15.9122	22.8661	18.1538	4.53415	10.9216	14.9133	11.198	4.55909	25.0525	14.0421	5.22572	7.3737	0.0534318	1.08611	4.94181	18.1584	26.139	34.8103	5.00529	3.04565	34.1967	27.4109	8.39959	18.883	19.7487	2.77849	0.967393
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000784.3.34f373d0-ec85-43e8-be9c-456d096f409b.fc.signal	1.02992	1.76332	2.23894	1.06897	1.66154	2.4975	1.87045	0.433851	2.2642	4.06092	4.19219	1.85245	0.0143037	0.376801	3.73548	4.6694	1.3308	3.77865	7.02809	5.37141	11.0921	18.3933	13.8469	11.6405	9.26244	7.77895	11.293	9.22127	6.63477	7.07351	9.79723	8.88116	7.71322	9.2758	8.24005	7.86127	12.6373	12.7248	15.5021	17.6022	11.0029	9.55521	21.033	24.8415	29.3282	24.4048	19.7526	20.8861	0.971466
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001916.1.b312b64f-9e57-40a1-8990-36799deb53e5.fc.signal	1.30936	1.19495	0.517673	0.570804	0.101284	0	0.09495	0.498052	0.09284	0	0	0	0	0.0553875	0.563879	1.1968	1.69169	1.45553	0.597378	0.20573	0.559609	1.31257	1.0003	2.83475	3.43624	1.34984	0.717969	2.80317	3.65548	1.62723	0.997883	0.549715	0.418238	0.585502	0.0747412	0.014194	0.812411	1.74663	1.36915	0.521364	0.12363	0.28803	0.843371	1.23246	0.0738564	0	0.0337643	0.63316	0.293651
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001921.1.e0431336-7ca3-491c-a874-4a2ee7005698.fc.signal	0.839897	0.998327	0.663159	0.740876	0.603412	0.326768	0.531942	0.830369	0.556217	0.280293	0.0396001	0	0	0	0	0.374267	0.569756	0.439132	0.64772	0.923985	0.674702	0.260599	0.22198	0.29996	0.216608	0.208625	0.173896	0	0.105822	0.334481	0.601285	0.456738	0.164547	0	0	0	0	0.00232329	0.22886	0.436652	0.606283	0.499549	0.381978	0.0866891	0	0	0	0.0925667	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003827.1.933a7d27-4354-4302-9c64-4b388ac0b67b.fc.signal	0.223985	0.325982	0.418438	0.157479	0.120961	0.37314	0.270706	0.275858	0.0545689	0	0	0	0	0.110019	0.348782	0.316507	0.143851	0.158426	0.328524	0.460112	0.514359	0	0.127436	0.407837	0.358682	0.0787194	0	0	0	0	0.112264	0.149261	0	0	0	0	0	0	0.0608154	0.29694	0.402924	0.527285	0.164169	0	0	0	0.141321	0.150104	0.481081
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001027.7.e4d29289-880a-4702-8b8e-f0c84a4fa7ab.fc.signal	1.19334	1.46614	0.909121	0.428802	0.112224	0.448668	0.448387	0.820611	1.66947	1.36284	0.1512	0.171968	0.273914	0.455364	0.272031	0.938133	1.4061	1.27098	0.889793	0.83814	0.69775	0.800398	0.64069	0.480231	0.278695	0.161701	0.176816	0.200604	0.478282	0.883003	0.997091	0.510138	0.89592	0.696642	0.281988	0.363376	0.320617	0.549092	0.492637	0.378726	0.188067	0.261501	0.458614	0.422019	0.144212	0	0.0636539	0.25064	0.986776
