	chr7:128474582-128474661	chr7:128474662-128474731	chr7:128474732-128474881	chr7:128474882-128475031	chr7:128475032-128475181	chr7:128475182-128475331	chr7:128475332-128475481	chr7:128475482-128475631	chr7:128475632-128475781	chr7:128475782-128475931	chr7:128475932-128476021	chr7:128476022-128476081	chr7:128476082-128476161	chr7:128476162-128476231	chr7:128476232-128476291	chr7:128476292-128476381	chr7:128476382-128476451	chr7:128476452-128476531	chr7:128476532-128476681	chr7:128476682-128476831	chr7:128476832-128476981	chr7:128476982-128477131	chr7:128477132-128477281	chr7:128477282-128477431	chr7:128477432-128477581	chr7:128477582-128477731	chr7:128477732-128477881	chr7:128477882-128477941	chr7:128477942-128478031	chr7:128478032-128478181	chr7:128478182-128478331	chr7:128478332-128478481	chr7:128478482-128478551	chr7:128478552-128478631	chr7:128478632-128478781	chr7:128478782-128478931	chr7:128478932-128479081	chr7:128479082-128479231	chr7:128479232-128479381	chr7:128479382-128479531	chr7:128479532-128479673	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	1.76917	1.42241	1.88198	0.081386	0.0101752	0.66386	0.59722	0.122983	0	0.31029	0.707872	1.5323	2.6895	6.29012	8.29708	10.0629	18.11	23.8815	24.2477	11.9597	16.5369	13.1769	25.409	29.8876	21.4272	12.0604	6.92631	3.9739	1.77606	1.64039	1.04032	1.18005	1.13906	0.0143089	0.320414	0.733222	1.51378	1.07072	1.6862	2.07529	1.41045	0.491094
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001447.1.0bde8c3f-07de-437f-8926-bbf417d01abf.fc.signal	0	0	0.378004	0.247625	0	0.412368	0.274912	0	0.914082	0.460478	0	0.481096	1.26939	2.36389	4.34728	7.57193	23.6683	40.2467	53.5856	38.0946	38.342	29.778	23.5234	17.1451	3.89709	0.945029	0.388313	0.51546	0.154638	0	0.642607	0.731953	0	0	0	0.728517	1.12719	0.536078	0.357386	0	0.196412	0.67
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000014.2.2ffc3bfd-a8b5-4bc3-8298-0f71a6dfa4b0.fc.signal	0	0	0.36839	0.36839	0.160358	0.663102	0.6501	0	0	0	0.158913	0.58138	0.49739	0.395669	0.6501	0.47674	1.17946	2.60038	2.17999	0.775784	2.26667	2.70873	3.13779	1.56023	1.04449	0.598092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132767	0.655251
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000279.2.c8dc6fda-b050-49b5-ab4a-886e58f3d031.fc.signal	0.647697	0.77337	0.0412464	0	0	0	0	0	0	0	0	0	0.260984	2.12106	3.18341	4.57959	10.3841	26.6975	49.9178	20.2445	39.561	27.0493	26.6214	37.3804	9.30499	2.33762	3.46947	0.721758	0	0	0	0	0	0	0	0	0	0	0	0	0	0.608696
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001549.1.b1238445-4a00-452e-8684-dd41797bdbb3.fc.signal	2.00816	2.1224	0.540246	0.298557	0	0	0	0	0	0	0.442307	1.4217	1.39504	2.56933	4.94167	8.32219	18.0361	34.9842	41.9988	17.0801	39.4159	28.8001	26.8541	30.3564	10.0471	2.42646	1.48331	0	0	0	0	0	0	0	0	0.445466	0.926985	0.0947253	0	0	0.61073	0.605042
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000831.3.27a27ea1-2b00-4c14-813e-8060e6e66b8d.fc.signal	0.603474	0.60727	0.125497	0	0	0	0.433804	0.504731	0.40884	0	0	0	0.412013	1.19124	1.99953	3.5716	11.0006	24.8451	37.897	34.9188	73.5964	55.1057	37.5684	25.6545	4.48427	1.1835	1.29124	0.0354203	0.327232	1.09103	0.686179	1.93306	1.16248	0.0834809	0.200375	1.1457	0.592056	0.249701	0	0	0	0.649038
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0.035743	0.71486	0.505168	0.425785	0.442654	1.77165	0.352664	0.490871	0.366961	0	0	0	0	0.806774	5.36174	8.28594	13.3673	27.8888	21.6973	10.869	29.0143	19.3144	21.103	15.265	8.70747	1.6252	1.25816	0.178715	0	0.414621	2.34397	0.854294	1.07018	0.95916	2.36072	2.53465	0.459557	0.362534	0	0	0.523559	0.501002
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.80ce343a-5712-49f6-8c5c-1e3104623262.fc.signal	1.7628	0	0	0.598617	0.86476	0.486464	0.205896	0	0.0615143	0.51242	0.766648	0.701486	0.576642	2.24033	1.56071	2.08106	5.76531	5.91429	9.34234	2.48236	4.37019	5.54446	4.49278	4.9522	3.37503	3.30141	2.55356	0.430953	0.0157753	2.4192	0.702358	0.223071	0.813637	0.243893	0.382758	1.6248	0.949216	0	0.880751	1.17799	0.298364	0.573913
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.10334cc2-577d-467e-a601-b7232b684380.fc.signal	0.815767	0.99635	0.462753	0.491538	0.673097	0.147349	0.0408859	0.334598	0.311478	0.378373	0.318764	0.415579	0.350885	0.503789	1.07514	3.87981	9.18612	14.7713	21.3761	31.4528	56.306	54.8433	52.7152	41.194	16.4169	7.38447	3.5701	0.816451	0.346881	0.0420685	0.0210343	0.33212	0.192155	0	0	0	0.0476039	0.16606	0.271231	0.480467	0.425675	0.654605
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.0d6e9ac4-1ee5-4f7e-8d0d-48a48250ff2d.fc.signal	0.709373	0.495405	0.443129	1.24708	1.18243	0.370601	1.15327	0.96022	1.22479	0.910204	3.84755	5.82283	6.58343	7.10497	11.0372	11.5447	15.8927	25.9	40.2069	61.6309	102.293	85.6213	88.0851	86.7541	45.1137	30.3646	22.9794	9.6423	3.26663	2.841	5.16092	4.27635	3.50705	2.11171	0.840746	3.46631	3.96551	1.16128	0	0	0.730286	0.684432
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.2e9e766f-a8f0-4144-be3d-bffc3ef3aedd.fc.signal	0	0	0	0.0511285	1.14249	1.12829	2.959	0.185331	2.3773	0.846487	0	0	0.401344	1.81558	2.09971	3.1093	10.1027	13.5998	3.84682	2.51817	2.0929	2.08325	4.55404	7.79988	10.7344	6.84651	2.60899	1.29125	0.256356	0	0	0	0	0	0	1.78524	4.58028	1.68295	0.955613	0.132796	0	0.697733
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.b7b102bf-d880-40c6-aa7d-dceb11c67807.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	1.27301	3.5513	7.53792	8.27748	13.1154	19.767	20.1225	18.3476	21.3949	16.5888	21.4216	42.3621	26.0834	10.7937	10.799	3.47493	1.74635	0.636205	1.79624	0.588086	0	0	0	0.850003	1.12799	0	0.775228	0.973013	0.756779	0.680498
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003401.1.342281be-4e86-4e27-9e01-e85aacc54324.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.497865	0.64538	1.75966	4.13025	8.51438	9.9901	7.04728	5.97169	3.35158	1.40691	1.26064	0.731431	0.64538	0.0559329	0	0	0	0	0	0	0	0	0	0	0	0.652935
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	2.60723	2.36691	1.98526	0.571944	0.611635	1.09212	2.00084	1.8668	1.21202	0.847551	1.39189	2.06196	2.37414	6.54697	9.18287	15.386	21.5523	34.9814	39.1991	21.276	46.1029	37.5439	43.8559	39.0986	35.4425	21.9342	13.3333	6.99002	4.38992	3.80895	2.59042	1.91848	0.736664	0.629477	1.17501	2.36157	3.77166	1.04442	2.3003	1.60399	0.383361	0.715706
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003813.1.eaaac0a3-b084-49f5-8ed4-a37c494e32ee.fc.signal	0.621954	0.697867	0.496962	0.072356	0	0.0241409	0.313358	0.110453	0.443758	0.541579	0.574973	1.12478	1.65323	2.24869	4.31817	11.4066	24.3686	41.2632	49.1007	41.4824	72.2219	66.553	63.441	51.285	26.201	12.2767	4.24241	1.44688	0.572959	0.384781	1.36782	0.689941	0.0516829	0	0.00482373	0.609139	0.71705	0.188193	0	0.184515	0.293078	0.701681
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.e9a22a10-4147-4184-8f97-9e6f19793d99.fc.signal	0.69474	0.28459	0.583218	0.376879	0.0707245	0.307327	0.750975	1.11539	1.06216	0.49705	0.971276	0.967224	1.37602	3.18671	7.21317	17.1789	29.6393	35.862	44.6534	56.3703	149.036	113.985	105.492	63.7347	24.2125	22.1271	9.19918	2.85577	1.31138	1.03352	2.33903	3.28903	1.43671	0.201598	0.0872735	1.51551	0.737485	0	0.188487	0.705926	0.543865	0.693548
