	chr10:128112428-128112577	chr10:128112578-128112727	chr10:128112728-128112877	chr10:128112878-128113027	chr10:128113028-128113177	chr10:128113178-128113327	chr10:128113328-128113477	chr10:128113478-128113627	chr10:128113628-128113777	chr10:128113778-128113927	chr10:128113928-128114077	chr10:128114078-128114227	chr10:128114228-128114377	chr10:128114378-128114527	chr10:128114528-128114677	chr10:128114678-128114827	chr10:128114828-128114977	chr10:128114978-128115127	chr10:128115128-128115277	chr10:128115278-128115427	chr10:128115428-128115577	chr10:128115578-128115727	chr10:128115728-128115877	chr10:128115878-128116027	chr10:128116028-128116177	chr10:128116178-128116327	chr10:128116328-128116477	chr10:128116478-128116627	chr10:128116628-128116777	chr10:128116778-128116927	chr10:128116928-128117077	chr10:128117078-128117227	chr10:128117228-128117377	chr10:128117378-128117527	chr10:128117528-128117677	chr10:128117678-128117827	chr10:128117828-128117977	chr10:128117978-128118127	chr10:128118128-128118207	chr10:128118208-128118277	chr10:128118278-128118427	chr10:128118428-128118507	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	0.587941	0.3791	0.718958	1.06496	0.0314565	0	0	0.0287093	0.307709	0.459518	0.659548	0.496795	0.479763	0.296252	0.104003	0.259929	0.0160751	0.865398	0.103848	0.165043	0.119724	0.0536889	0	0	0	0	0.192007	0.14421	0.303927	0.556573	0.489001	0.383736	0	0	0	0.088685	0.450006	0.165924	0.428114	0.678678	0.408254	1.12788	0.192308
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000014.2.2ffc3bfd-a8b5-4bc3-8298-0f71a6dfa4b0.fc.signal	0.300301	0.903834	0.633842	0.140257	0.0794225	0.432289	0.969412	1.337	0.553793	0.126439	0.566678	1.19857	1.38059	0.186677	1.34631	0.349016	0.386992	1.11978	1.11661	0.259488	0.336028	0.80155	0.381387	0.453445	0.744405	0.657832	0.407481	1.78359	0.714549	0.277036	0.99009	0.372692	1.12447	0.190699	0.0563455	0.278307	0.691101	0.144347	0.36443	0.202363	0	0	0.557471
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000279.2.c8dc6fda-b050-49b5-ab4a-886e58f3d031.fc.signal	0.277867	0	0	0	0	0	0	0	0	0	0	0.177765	0.303166	0	0	0.236697	0.276398	0.147245	0.307842	0	0	0.138172	0.138172	0	0	0	0	0.339385	0.318964	0	0	0	0	0	0	0	0.198771	1.18631	0.659987	0.151083	0.388763	0.463931	0.501597
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.0d6e9ac4-1ee5-4f7e-8d0d-48a48250ff2d.fc.signal	0.648174	0.329789	0.921199	0.713453	0.0556189	0.332566	1.18842	0.773837	0.547009	0.773602	0.406496	0.632998	0.264375	0.321817	0.179168	0	0	0	0	0.0565471	0.646434	0.2192	0.632037	1.10589	0.411737	0.027642	0.0280983	0.413788	0.279717	0.293886	0	0.410846	0.799837	0.330579	0.334799	0.525278	0.397536	0.528683	0.535711	0.271225	0	0.204212	0.342298
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.b7b102bf-d880-40c6-aa7d-dceb11c67807.fc.signal	1.48238	1.19879	0.0688694	0	0	0	0	0	0	0	0	0.171397	0.827956	0.709888	0.954295	0.272177	0	0.415524	0.280428	0	0	0.302631	0.216396	0	0.118693	0.814614	0.143075	0	0	0	0	0.989963	0.516195	0.272156	0.642132	0	0	0.329368	0.415506	0	0	0	0.464286
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000248.2.606dcf87-a1e5-4987-b1a6-d323c19f0fba.fc.signal	0.6061	1.29778	0.788295	0.439523	0.312803	0.606568	0.747027	0	0.139598	0.51096	0.430981	0.295567	0.203389	0	0	0.111832	0.214805	0.219848	0.185161	0	0.158354	0.4904	0.516064	0.171226	0.211964	0.286325	0.588985	0.350222	0.0434933	0.489256	0.575194	0.371977	0.348397	0.342409	0.530651	0.208964	0.431454	0.44234	0.161914	0	0.0655101	0.552848	0.727907
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003401.1.342281be-4e86-4e27-9e01-e85aacc54324.fc.signal	0.312951	1.19505	2.20969	1.02159	0.49833	0.458807	0.444914	0.375747	0.66877	1.37963	1.33134	1.7109	1.41817	0.677493	0.563662	0.53956	0.153522	0.930757	0.993605	0.415567	0.570119	0	0.371494	0.518412	0.828135	0.962852	1.0118	0.559604	0	0.437617	0.556187	0.415444	0.522534	0.602617	0.226018	0	0	0.342035	0.840682	1.29941	1.33984	1.22504	0.100056
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	0.736615	0.198287	0.334384	0.268205	0.294262	0.886913	0.062158	0	0	0	0	0	0	0	0	0	0	0	0.0352229	0.814403	0.781244	0.199251	0.180113	0	0.1181	0.582173	0.102448	0.231286	0.18233	0	0	0	0	0	0.393733	0.435181	0	0	0	0	0.399926	0.532321	0.425
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003834.5.f42a7840-4039-4ec1-810a-c63548aca642.fc.signal	0.30862	0.675785	0.764291	0.312732	2.29164	3.17087	2.70805	1.22278	1.46151	1.8732	2.7533	1.85563	1.83225	1.28312	0.247394	0.536696	0.79395	0.790491	0.991591	0.220479	1.15021	0.702981	0.0072164	0	0.630785	1.21098	0.811465	0.833416	1.48089	2.1559	0.231504	1.22811	1.58975	0.861936	0.615017	0.37187	1.13818	1.23589	0.852324	0.869122	0.970617	0.434787	0.669326
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aeed1346-11ea-42a3-9799-b44bd957c243.fc.signal	0.448101	0.340838	0.144379	1.3717	0.938877	0.246926	0.0485601	0.186107	0	0.219322	1.28338	0.881943	0.750172	0.671959	1.2541	1.37184	1.17637	0.689344	0.812092	0.856776	0.624689	0.165527	1.54776	1.00371	0.693003	0.476083	1.00471	0.490365	0.103307	0.417118	0.864375	0.710263	0.136909	0.171513	0.240691	0.20642	0.902527	1.75344	0.83061	0.0264993	0.370329	0.660504	0.528661
