	chr8:1667243-1667392	chr8:1667393-1667452	chr8:1667453-1667542	chr8:1667543-1667692	chr8:1667693-1667842	chr8:1667843-1667992	chr8:1667993-1668062	chr8:1668063-1668142	chr8:1668143-1668292	chr8:1668293-1668442	chr8:1668443-1668592	chr8:1668593-1668662	chr8:1668663-1668742	chr8:1668743-1668852	chr8:1668853-1668892	chr8:1668893-1668962	chr8:1668963-1668992	chr8:1668993-1669042	chr8:1669043-1669192	chr8:1669193-1669342	chr8:1669343-1669492	chr8:1669493-1669642	chr8:1669643-1669692	chr8:1669693-1669792	chr8:1669793-1669842	chr8:1669843-1669942	chr8:1669943-1670092	chr8:1670093-1670242	chr8:1670243-1670392	chr8:1670393-1670542	chr8:1670543-1670602	chr8:1670603-1670692	chr8:1670693-1670842	chr8:1670843-1670992	chr8:1670993-1671142	chr8:1671143-1671292	chr8:1671293-1671362	chr8:1671363-1671442	chr8:1671443-1671592	chr8:1671593-1671652	chr8:1671653-1671742	chr8:1671743-1671802	chr8:1671803-1671892	chr8:1671893-1671952	chr8:1671953-1672042	chr8:1672043-1672192	chr8:1672193-1672284	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0.17152	1.28469	1.27463	0.503395	0.164038	0.355625	0.456159	0.0586969	0	0.363138	0.149012	0	0	0.440547	1.12698	1.20915	1.28676	0	0	0.120211	0.660927	0	0.300241	0.71486	0.5756	0.58603	0.405087	0.333601	0.935335	0.77884	0.393173	0	0	0.450021	0.622011	0.570164	0.0885484	0.541837	0.336425	0	0.25044	0.696013	1.43036	2.01756	1.55594	0.163393	0	0.370871
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	0.385705	0	0.0420512	0.331209	0.207196	0.216049	0	0	0	0	0	0	0	0	0	0.108555	0.80969	0.874466	0.716731	0.257038	0.715924	0	0	0	0.282225	0.383431	0.91325	1.12298	0.829559	0.507894	0.39837	0.120619	0.368482	0.489394	0.0318688	0	0.187799	0.301611	0.213783	0.489093	0.849877	0.938219	1.63283	1.48197	0.182195	0.783306	0.182485	0.436768
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.afbe02e8-50de-460a-8edc-cfae9d057ff1.fc.signal	1.69908	0.374345	0.193321	1.02983	0.446798	0.955935	1.77227	0.494625	0	0	0	0	0	0	0	0	0	0.693222	0.898064	1.04483	1.61008	0	0	0.464727	0.678825	0.147007	0.50496	0.393897	0.603188	0.423038	0.407471	1.06153	1.33604	0.377157	0.0422869	0.297613	0	0	0	0	0	0.239967	0.802508	0.430304	0	0	0	0.236152
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.7114bd47-4fa8-4cc2-a314-a8f63b9a798b.fc.signal	0.438177	0	0	0	0	0.0441584	0.532843	0.377887	0.0320992	0	0	0	0.593334	0.622157	0	0	0	0	0	0.522196	0.246641	0.0861816	0.563325	0.679762	0.0558432	0.593334	1.2332	0	0	2.3455	4.13023	1.38833	0.0558432	0	0.595661	0.218719	0	0	0	0	0	0	0	0	0	0	0	0.488372
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.74e68fe6-66c5-49bf-a809-80390106feb5.fc.signal	1.78675	1.68231	0.994186	1.1017	0.428278	0	0	0.504496	0.531217	0.495855	0	1.00433	1.72131	0.880725	0	0	0	0	0.29054	0.662114	0.329434	0	0	0	0	0	0	0.463254	0.179612	0.464271	1.57984	1.57491	0.309889	0.577202	1.09627	1.35507	1.685	0.493918	0.526846	0.561711	0.639173	0.842498	0.548476	0.414853	0.617822	0.678914	0.43581	0.380349
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.7418f6bc-6e40-4cd9-9c59-6013c4a60b00.fc.signal	0.329081	0.433598	0.327751	0.567312	0.857702	0.897833	0.562575	0.90188	0.459469	0.178398	0.346753	0.30067	0.31194	0.30067	0.30067	0.721482	0.60121	0.60121	0.22926	0.571413	1.05415	1.0802	1.1784	0.61023	0.715465	0.303675	0.150335	0	0.0781742	0.354767	0.378543	0.448741	0.881799	1.25455	0.706445	1.02132	0.751545	1.14606	0.793385	0.452673	0.992042	1.36779	1.36946	1.10587	0.87571	0.768848	0.398667	0.504259
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.c5ef21e4-195e-4160-bc6c-4a5cf2e91a44.fc.signal	0.155955	0	0	0	0.326752	1.0576	0	0.387669	0.291453	0.372407	0.290327	0	0.467122	0.649779	0	0	0	0.668143	0.984007	0.936531	0.577519	0.382532	1.15088	1.36968	0.348118	0.913593	0.710318	0.0893792	0.242082	0.667828	1.40703	0.577252	0.304609	0.32351	1.03847	2.00579	0.979716	0.475176	0.378899	0	0.108204	0.43718	1.66443	1.71957	0.343278	0	0	0.212237
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.f0f49cb4-faa4-493d-95f6-28ba67fd8f5a.fc.signal	0.389887	0	0	0.620496	0.797756	0.532181	0.695025	0.787222	0.469534	0.556244	0.394923	0.615102	1.28577	1.1322	0	0	0.472091	0.581352	0.497124	0.0365292	1.13491	0.343673	0	0	0	0.69008	0.606787	0.410804	0	0	0	0	0.557507	0.813547	0.822874	0.0289436	0	0.213662	0.509175	0	0	0	0	0	0	0.0325602	0.930259	0.284507
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.a1786588-e489-4c70-a7da-27b695059d11.fc.signal	0.320799	0.885254	0.476377	0.102641	0.377407	0.110798	0	0	0	0	0.175708	0.643366	0.543226	0.149648	0	0	0	0	0	0	0	0	0	0.107803	0.430191	0.42084	0.444754	1.12327	1.25988	2.54946	2.94731	2.10325	1.42907	1.01817	0.222762	0.121055	0	0	0	0.0329807	0.164993	0.190867	0.616846	0.936538	0.574487	0.827735	0.32191	0.189655
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.e849a0a4-b91f-4930-9a8d-97e433f1508c.fc.signal	0.0147477	0.46179	0.352113	0.0487231	0.353695	0.141727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0184005	0.73602	0.085869	0.537297	1.29556	1.02442	0.883288	1.22437	0.937313	0.0711486	0	0	0	0	0	0	0	0	0	0.0940956	0.662262	0.0440012	0.176923
