	chr11:64651196-64651345	chr11:64651346-64651495	chr11:64651496-64651545	chr11:64651546-64651645	chr11:64651646-64651795	chr11:64651796-64651945	chr11:64651946-64652095	chr11:64652096-64652245	chr11:64652246-64652335	chr11:64652336-64652395	chr11:64652396-64652545	chr11:64652546-64652695	chr11:64652696-64652845	chr11:64652846-64652995	chr11:64652996-64653065	chr11:64653066-64653145	chr11:64653146-64653245	chr11:64653246-64653295	chr11:64653296-64653445	chr11:64653446-64653595	chr11:64653596-64653665	chr11:64653666-64653745	chr11:64653746-64653805	chr11:64653806-64653895	chr11:64653896-64653995	chr11:64653996-64654045	chr11:64654046-64654085	chr11:64654086-64654195	chr11:64654196-64654255	chr11:64654256-64654345	chr11:64654346-64654495	chr11:64654496-64654645	chr11:64654646-64654795	chr11:64654796-64654945	chr11:64654946-64655095	chr11:64655096-64655245	chr11:64655246-64655395	chr11:64655396-64655545	chr11:64655546-64655695	chr11:64655696-64655845	chr11:64655846-64655995	chr11:64655996-64656145	chr11:64656146-64656222	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	1.16823	1.68618	1.00055	0.790408	1.18388	0.986082	1.23902	0.731219	1.19687	1.78142	2.45584	2.56918	2.14484	2.85975	2.62761	3.32203	2.34753	1.33439	2.36161	1.82133	1.52053	1.14453	0.502317	1.86083	2.22029	0.70197	0.419709	1.64389	1.92653	1.08093	0.523986	0.689229	1.022	0.380267	0.998966	1.58361	1.83441	0.733942	0.2198	0.536003	0.221668	0.446465	0.574557	0.309893
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0.925431	0.280118	0	0.3623	0.81946	0.36559	2.07676	2.99994	0.118165	0	0.541313	1.30704	1.68726	1.09438	1.9562	1.50272	2.63	2.82743	3.39556	1.84951	0.56349	0.126785	0	0.131481	0.66113	0.71145	0.160076	0	0	0.400121	0.495626	0	0.137742	0.804955	0.841761	1.60385	1.44382	0.800329	0.487007	0.451794	1.45754	0.457311	0.2254	0.669014
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	0.24342	0.314792	0.232709	0.697317	0.840431	1.30004	1.27636	0.654063	0.775158	1.03672	0.669542	0.734299	1.34039	2.12395	2.59191	2.55206	2.1396	1.21563	0.984939	1.33896	1.03068	0.32336	0.262208	0.197587	0	0.126121	0.262362	0.263366	0.118776	0.467065	0.919464	0.662777	0.243849	0.508253	0.87386	0.511946	0.0395809	0.319287	1.10879	1.14648	1.36056	0.706292	0.866429	0.408447
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	0.932689	1.27245	0.505717	0.689532	0.436878	1.33786	0.783723	0.0430341	0.114761	0.937177	0.767242	0.591603	1.36144	1.13401	2.53472	3.22806	5.51392	6.01139	3.07951	2.00065	1.90758	1.15415	0.590322	1.65628	1.6867	1.11911	0.77205	0.699009	0.547748	0.691019	1.16778	1.59508	0.711307	1.5066	1.59754	1.24662	1.2391	0.742188	0.795611	0.72678	0.60633	1.18466	1.03327	0.634347
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.afbe02e8-50de-460a-8edc-cfae9d057ff1.fc.signal	2.38584	0.526501	0.761971	0.656769	1.04282	0.776285	1.90756	0.62144	0	0	0.233444	0.961189	2.01269	0.883782	0.62215	3.76072	2.54891	2.08816	1.14738	0.961388	0.702753	1.31515	1.54807	1.28168	0.855022	0.714998	0.88106	0.469053	0	0	0.0471996	0.52189	1.29138	1.65569	1.59561	0.710747	0.508042	1.58815	0.725503	1.09663	0.251079	0.198848	0.353268	0.681737
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001039.6.4b84d196-177c-48b4-a7a5-bffad11f4762.fc.signal	0.102527	0.13662	0.109529	0.0213237	0	0	0	0.139724	0.149094	0.256132	0.404512	0.253783	0.204293	0.119728	0.2138	0.2138	0.213403	0.369092	0.70435	0.811772	0.269416	0	0.061575	0.356969	0.422147	0.633912	0.488229	0.444097	0.421396	0.23329	0.351462	0.425689	0.0198595	0.682431	0.965697	0.252614	0.202976	0.355657	0.0988984	0.471214	1.03031	1.14111	1.41756	0.13253
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.7114bd47-4fa8-4cc2-a314-a8f63b9a798b.fc.signal	0.432685	1.09478	1.93627	0.572393	0.741245	0.71157	0.0093072	0	0	0	0	0	0.117474	1.53505	2.87206	3.84964	3.94061	2.66664	0.241987	0.739922	1.21658	0.60206	0	0	0	0	0	0	0	0	0	0	0	0.920084	0.708011	0.808835	1.11276	1.43095	0.763818	0.815079	0	0.732466	0.827513	0.61165
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.d0662727-3cb8-42a6-9eb8-875cfded9c1e.fc.signal	1.72817	0.704361	0.47452	0.308703	0.620477	0.702067	0.394932	0.315564	0.119438	0.185006	0.474875	0.793271	1.61006	1.37606	1.70693	3.75363	3.28807	0.82659	0.895877	0.904112	1.40826	0.836893	0.868029	1.81342	1.39623	0.281275	0	0.197612	0.291968	0.352018	0.355087	0.169104	0.695485	0.559269	0.485688	0.499803	0.705449	0.146864	0	0	0.0674742	0.341632	0.149053	0.341514
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.74e68fe6-66c5-49bf-a809-80390106feb5.fc.signal	0.772431	0	0	0.39454	1.25106	0.647004	2.1677	0.265248	0.50442	0.949876	0.810985	1.00398	1.34104	1.09507	3.27019	5.61123	6.37091	5.00185	2.25895	1.17465	1.11322	0.763783	0.382486	0.428759	0.498075	0.100884	0.0463435	0.406142	0.9919	0.560452	0.780129	0.931128	0.48842	0.691508	0.959702	0.716133	0.460555	0.814683	0.579454	0.737634	0.267339	0.281618	0.608189	0.639747
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.47bafce5-cf92-4589-82d6-1f8a597d67d2.fc.signal	0.31774	0.148947	0.182412	0.172101	0.212036	0.312794	0.283518	0.311035	0.576606	0.601565	0.342929	0.485348	0.612477	0.31407	0.585421	0.871408	0.825171	0.888073	0.788347	0.472551	0.452623	0.369297	0.232761	0.118973	0.185816	0.26882	0.239071	0.279839	0.245265	0.307	0.352167	0.193376	0.23284	0.245511	0.284838	0.232854	0.311841	0.287167	0.0750038	0.0858842	0.214021	0.265556	0.233079	0.28167
