	chr10:95432122-95432271	chr10:95432272-95432421	chr10:95432422-95432571	chr10:95432572-95432721	chr10:95432722-95432781	chr10:95432782-95432871	chr10:95432872-95432921	chr10:95432922-95433021	chr10:95433022-95433171	chr10:95433172-95433321	chr10:95433322-95433471	chr10:95433472-95433621	chr10:95433622-95433771	chr10:95433772-95433921	chr10:95433922-95434071	chr10:95434072-95434221	chr10:95434222-95434371	chr10:95434372-95434521	chr10:95434522-95434671	chr10:95434672-95434821	chr10:95434822-95434971	chr10:95434972-95435121	chr10:95435122-95435271	chr10:95435272-95435421	chr10:95435422-95435571	chr10:95435572-95435721	chr10:95435722-95435871	chr10:95435872-95436021	chr10:95436022-95436171	chr10:95436172-95436321	chr10:95436322-95436471	chr10:95436472-95436621	chr10:95436622-95436731	chr10:95436732-95436771	chr10:95436772-95436921	chr10:95436922-95437071	chr10:95437072-95437217	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	0.869585	0.800532	0.398181	0.424222	1.17904	1.12996	0.137026	0	0.636667	2.27969	2.78665	2.71757	2.85878	3.48791	3.2053	1.40396	2.5053	2.74642	2.62774	2.77694	2.53641	1.43372	1.05978	1.86312	2.75653	1.06693	1.51754	0.691809	1.59775	0.587057	1.67392	1.10657	0.336859	0.155093	0.514568	0.485598	0.517682	0.808629
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0.436341	0.0638622	0.594031	0.97808	1.44957	0.472689	0.427066	0.480538	0.454936	0.904731	0.669937	0.572776	0.406961	0.685856	0.768867	1.01692	0.518401	0.38932	0.762367	1.02811	1.98798	1.94415	2.03327	1.27895	1.06526	1.76075	1.0568	0.87261	0.461345	0.888648	0.357272	0.277115	0.875193	1.04346	0.356449	0	0	0.516923
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.10334cc2-577d-467e-a601-b7232b684380.fc.signal	0.400655	0.204578	0.516966	0.298066	0.0410778	0.176586	0.199308	0.159323	0.280188	0.249781	0.01142	0	0.0717916	0.225011	0.256852	0.482461	0.296586	0.546655	0.566582	0.943707	0.947207	1.71446	2.84299	2.93976	1.92041	1.75009	2.42076	2.05548	1.43457	1.65015	1.24509	0.369403	0.30146	0.496166	0.415511	0.430012	0.27061	0.232782
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.0d6e9ac4-1ee5-4f7e-8d0d-48a48250ff2d.fc.signal	0.973859	0.262747	0.417949	0.180514	0	0	0	0	0.113876	0.389471	0.354918	0.313394	0	0	0.0775914	0.311174	0.0237053	0	0.201456	0.58217	0.443392	0.51318	0.675927	0.265867	0.365133	0.709443	0.909486	0.0373223	0.323968	0.323493	0.702335	0.78606	0.289887	0.202075	0.459754	0.512479	1.00446	0.145161
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.2e9e766f-a8f0-4144-be3d-bffc3ef3aedd.fc.signal	0.852114	0	0	1.70125	2.45467	1.35455	0.741343	0.0383454	0	0	0	0	0	0	0	0	0	1.17592	1.82411	0.813769	0	0	0	0	0	0	0	0	0	0	0	1.2048	1.27817	1.27817	0.127817	1.01828	1.86151	0.351585
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003401.1.342281be-4e86-4e27-9e01-e85aacc54324.fc.signal	1.01999	0.499465	1.27493	2.23125	1.94438	1.03379	0.176353	0	0.0320556	0.531222	0.783344	0.490297	0.0662315	0.522284	1.01481	0.95884	0.884982	0.56243	0.0419903	0	0.266546	0.751067	0.596582	0.161688	0	0.428744	0.607989	0.513386	0.069778	0.246942	0.515754	0.287178	0.525694	0.874802	0.737496	0.260057	0.22933	0.194915
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	0.583365	0	0.205121	0.638256	0.62171	0.25212	0	0	0.198906	0.683858	0.416511	0.592654	1.21229	0.791588	0.828932	0.725879	1.14185	0.942887	1.38843	1.12319	2.62048	3.77934	3.30331	2.56764	1.46952	0.647998	0.0327424	0.31079	0.321154	0.184402	0	0	0	0	0	0	0	0.778903
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003834.5.f42a7840-4039-4ec1-810a-c63548aca642.fc.signal	0.132863	0	0	0.431685	0.96503	0.353642	0	0	0.362615	0.777953	1.62631	1.292	1.59411	1.74992	0.700559	2.33307	2.50378	1.15156	0.382913	2.09849	0.896869	2.13332	2.44539	2.02599	0.666872	0.764225	0.595824	0.61538	0.529887	1.28783	1.10896	1.65422	0.950449	2.80708	4.06282	0.956141	0	0.20852
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003813.1.eaaac0a3-b084-49f5-8ed4-a37c494e32ee.fc.signal	0.528864	0.132542	0.634667	0.79365	0.487229	0.347855	0.379205	0.781651	0.864478	0.564778	0.459689	0.529418	0.614008	0.395977	0.428932	0.752361	0.459706	0.853297	1.74678	2.19717	2.83594	3.98255	6.04642	5.35768	5.3989	3.49951	4.60582	4.86857	1.63673	1.65599	0.917485	0.21832	0.275472	0.605827	0.552152	0.366713	0.0729696	0.294309
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.e9a22a10-4147-4184-8f97-9e6f19793d99.fc.signal	0.441103	0.117404	0.543685	1.10302	1.67935	1.82404	1.38304	0.746903	0.755886	1.09192	0.51231	0.897106	0.850345	0.158333	0	0.587376	1.08648	1.73276	1.41482	0.800542	1.0691	1.48099	0.7708	1.04101	0.599196	0.36196	0.0886285	0.232568	0.673829	0.814733	0.215358	0.742722	0.610107	0.0509032	0.442971	0.779737	0.902711	0.279652
