	chr8:12426133-12426182	chr8:12426183-12426222	chr8:12426223-12426282	chr8:12426283-12426382	chr8:12426383-12426432	chr8:12426433-12426502	chr8:12426503-12426582	chr8:12426583-12426612	chr8:12426613-12426662	chr8:12426663-12426732	chr8:12426733-12426882	chr8:12426883-12427032	chr8:12427033-12427182	chr8:12427183-12427332	chr8:12427333-12427482	chr8:12427483-12427632	chr8:12427633-12427782	chr8:12427783-12427932	chr8:12427933-12428052	chr8:12428053-12428082	chr8:12428083-12428232	chr8:12428233-12428352	chr8:12428353-12428382	chr8:12428383-12428532	chr8:12428533-12428582	chr8:12428583-12428682	chr8:12428683-12428722	chr8:12428723-12428832	chr8:12428833-12428982	chr8:12428983-12429132	chr8:12429133-12429282	chr8:12429283-12429312	chr8:12429313-12429432	chr8:12429433-12429512	chr8:12429513-12429582	chr8:12429583-12429622	chr8:12429623-12429642	chr8:12429643-12429732	chr8:12429733-12429882	chr8:12429883-12429912	chr8:12429913-12430032	chr8:12430033-12430182	chr8:12430183-12430332	chr8:12430333-12430482	chr8:12430483-12430502	chr8:12430503-12430632	chr8:12430633-12430782	chr8:12430783-12430932	chr8:12430933-12431082	chr8:12431083-12431232	chr8:12431233-12431382	chr8:12431383-12431398	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003401.1.342281be-4e86-4e27-9e01-e85aacc54324.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.288591
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.38d96ded-07f5-41c6-bca5-4d0a649a7511.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.805797
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001854.4.221dc4c8-df92-4d92-a47c-49ab8394aec7.fc.signal	0	0	0	0.179061	0.22666	0.22666	0.0311657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.220993	0.22666	0.0951972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24359
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.5f1e2b9f-7ef0-4e6e-89e2-0b9c11816f3d.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039668	0.19834	0.170918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844037
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001887.4.aa825751-1900-4a19-81df-fe3780ad3aed.fc.signal	0.109963	0.22909	0.22909	0.22909	0.0045818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00190908	0.22909	0.22909	0.22909	0.22909	0.0356362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.378788
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.a1786588-e489-4c70-a7da-27b695059d11.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137363
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.cb3f1a65-14b1-4058-aef5-bc7db4396fc3.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00454217	0.27253	0.232559	0.213482	0.54489	0.555812	0.109012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001015.4.43e52f53-9251-4460-b822-3522af489eae.fc.signal	0.5612	0.322631	0.149616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037404	0.557458	0.493848	0	0	0	0	0	0	0.046755	0.542489	0.526116	0.0120227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.368932
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001851.4.5e272f7c-8fae-451e-b602-8f58a446c757.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15674
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004614.1.ec015f8f-ae48-4714-af9a-4349b955d07f.fc.signal	0.0123112	0.592467	1.15416	0.911014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0282132	0.30778	0.492442	0.116956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
