	chr16:24856120-24856179	chr16:24856180-24856269	chr16:24856270-24856419	chr16:24856420-24856529	chr16:24856530-24856569	chr16:24856570-24856719	chr16:24856720-24856869	chr16:24856870-24857019	chr16:24857020-24857169	chr16:24857170-24857229	chr16:24857230-24857319	chr16:24857320-24857469	chr16:24857470-24857619	chr16:24857620-24857709	chr16:24857710-24857769	chr16:24857770-24857919	chr16:24857920-24858069	chr16:24858070-24858149	chr16:24858150-24858219	chr16:24858220-24858369	chr16:24858370-24858519	chr16:24858520-24858609	chr16:24858610-24858669	chr16:24858670-24858819	chr16:24858820-24858909	chr16:24858910-24858969	chr16:24858970-24859119	chr16:24859120-24859269	chr16:24859270-24859329	chr16:24859330-24859419	chr16:24859420-24859569	chr16:24859570-24859719	chr16:24859720-24859819	chr16:24859820-24859869	chr16:24859870-24860019	chr16:24860020-24860169	chr16:24860170-24860239	chr16:24860240-24860319	chr16:24860320-24860469	chr16:24860470-24860619	chr16:24860620-24860699	chr16:24860700-24860769	chr16:24860770-24860879	chr16:24860880-24860919	chr16:24860920-24861069	chr16:24861070-24861219	chr16:24861220-24861278	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	1.14453	0.466339	0	0	0	0	0.0152628	0.350439	0.623945	0.441545	0.220099	0	0.310568	0.662247	0.671635	0.653757	0.74262	0.901281	1.46416	1.89214	0.869892	0.0604947	0.056509	0.720086	0.819828	1.2934	0.387446	0	0	0.105992	0.630948	0.320337	0.330926	0.549382	0.638373	1.02749	0.735718	0.233712	0.28784	0.470561	0.810656	0.921039	0.242817	0	0.111389	0.365825	0.76296	0.516605
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0	0	0.477096	1.73672	0.71486	0.0953147	0.867404	1.70624	0	0	0	1.34544	1.18838	1.1898	0.76938	0	0	0	0.53934	1.74717	1.00717	1.72186	3.40927	2.85891	1.69846	1.45356	0.952826	0.524516	0	0.634448	0.929159	0.345607	0	0	0.562359	1.15331	0	0	0.191587	0.514875	0.0281745	0.756687	1.6064	1.88787	2.21533	0.705247	0.18783	0.453968
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.2e9e766f-a8f0-4144-be3d-bffc3ef3aedd.fc.signal	1.02716	0.482146	0	0	0	0	0.127818	1.08219	0.110776	0	0	0.539694	0.422523	0	0	0.73707	0.996303	0.919375	1.40115	1.17829	0.64423	0.381818	0	0	0.355682	0.762683	0.73897	0	0	0.0908244	0.844449	1.41991	3.1955	1.41699	0.129701	0	0	0	0	0	0	0	0	0	0	0	0	0.400468
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.705d0a23-5da9-44fc-b8a6-299bfe826407.fc.signal	0.364553	0.545158	0.414215	0.327952	0.231328	0.439775	0.34993	1.36465	1.13166	1.99027	0.728578	0.191535	0.992044	0.0362467	0.164868	0.868552	0.300706	0.153152	0.817956	1.02195	0.504542	0.742378	0.849456	0.487934	0	0.11406	0.522654	0	0	0	0	0	0	0.143666	0.599798	0.338302	0	0	0.675216	0.106284	0	0	0	0	0.406376	0.292637	1.12951	0.393382
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	0.283838	0.39837	0.355756	0.596643	0.829079	0.218465	0.474045	1.47515	0.373716	0.692161	1.31418	0.461369	0.234959	0.516263	0.38156	0.706787	0.428167	0.442283	0.674823	0.510588	0.892366	0.751952	1.27901	2.96098	1.28291	1.23443	1.38086	1.4658	1.8421	1.51805	0.424339	0.469529	0.392806	0.146688	0.235188	0.0863157	0	0	0.271014	0.135172	0.263917	0.157929	0.0807486	0.33196	0.516304	0.807778	1.02691	0.729508
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.afbe02e8-50de-460a-8edc-cfae9d057ff1.fc.signal	0.970275	0.860025	0.724789	1.49054	0.722619	1.13208	0.350934	0	0.863242	0.304177	0	0.406	0.945378	1.9524	0.382758	0	0.493891	0.325874	0	1.22117	0.983472	1.75235	3.33034	1.17542	1.12975	1.18371	0.709	1.65607	1.65149	0.422033	0	0.368474	0.493867	0	1.63023	1.32665	0.21231	0	0.163449	1.30245	0.00825937	0.882461	2.00426	0.82565	1.2873	1.48532	0.643727	0.641286
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.7114bd47-4fa8-4cc2-a314-a8f63b9a798b.fc.signal	0	0.915583	2.01488	1.20554	0.07523	0	0	0	0	0	0	0.719607	1.31708	0.887965	0.585866	0.208305	0	0.306866	1.19661	1.16995	2.11922	3.4152	2.30247	1.47568	0.116708	0	0	0	0.245768	0.491253	0.89363	0.617253	0	0	0.652784	0.911761	0	0	0.336605	0.458284	0	0	0	0	0.367497	1.12029	0.891538	0.598901
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.74e68fe6-66c5-49bf-a809-80390106feb5.fc.signal	4.2004	3.76544	2.16086	1.27077	0.141864	0	0	0.0634157	0.60099	0.569598	0.832551	0.939129	0.936691	1.71497	1.20893	1.03456	0.426307	0.478147	0.010088	0.423426	0.517992	1.17409	2.29072	2.03717	0.411155	0.385413	0.683178	0.3982	0.250719	0.681688	1.65699	0.508902	0	0.0722752	0.394661	0.63047	0.617092	0	0	0.0211851	0.698394	0.992926	0.897605	0.59849	0.329731	0.897892	1.30555	0.637931
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.6289626c-b595-49fa-9fe0-13e3753945d1.fc.signal	0	0	0	0	0	0	0	0.157485	0.800357	0.558637	0.102782	0	0.235591	0.356139	0.144374	0.625596	0.318468	0.145284	0.37198	0.780109	1.1178	0.681884	0.599073	0.550722	0.338425	0.320404	0.236917	0.379327	0.80144	0.642875	0.54308	1.81379	1.02059	0.256097	0.295682	0.935574	0.558315	0.415969	0.997181	1.15898	0.670517	1.04147	1.16592	0.384021	0.333224	0.0926516	0.24382	0.463855
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.b0b3e62c-a424-40a0-81dc-b67047b2608e.fc.signal	0.331573	0.299346	0.0638903	0.420353	0.616386	1.53003	1.00145	0.570697	0.76035	0.61982	0.754145	1.2787	1.29523	1.2877	0.846736	1.05597	1.54137	1.41387	2.39539	2.22609	1.24233	0.947194	0.470679	2.69234	3.04774	1.01329	0.334007	0.308676	0.108493	0	0	0.26983	0.61982	0.421494	0	0	0.26951	0.88985	0.768039	0.125624	0	0	0.09863	0.30998	0.520672	1.52285	1.74403	0.450577
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.9a67dbab-2305-42d6-a0ec-7cb7b956e3e2.fc.signal	1.38101	0.987619	0.797945	1.75139	0.656097	0.272517	0.210938	0.958417	0.37532	0.19263	0.394398	0.79383	1.35778	1.20378	1.48062	1.68574	0.791206	0.304655	0.553664	0.748872	0.849545	0.429164	0.633289	1.35301	0.884898	1.14004	1.30188	0.771558	1.2455	1.11057	0.500279	0.458703	0.904553	1.75008	1.4211	0.637113	1.32001	0.596335	0.984133	0.336383	0	0	0	0	0.0755049	0.957278	0.596891	0.571353
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.7418f6bc-6e40-4cd9-9c59-6013c4a60b00.fc.signal	1.1135	0.911866	0.366743	0	0	0.190424	0.531084	0.839733	1.21048	1.57826	1.37948	0.801086	0.431928	0.770864	0.798116	0.433928	0.58683	0.683951	1.08808	1.57623	0.990555	0.819564	1.54559	2.2346	1.92398	1.54838	1.08824	0.990015	1.18739	0.664725	1.03816	1.49108	0.381816	0.60121	0.318702	0.210469	0.30067	0.217986	0.30067	0.319581	1.04621	1.41879	1.07128	0.60121	0.480994	0.487005	1.01054	0.627329
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.c5ef21e4-195e-4160-bc6c-4a5cf2e91a44.fc.signal	2.00548	1.81279	0.574913	0.289576	0.0388455	0.740654	0.124306	0.626707	0.227894	0.77691	0.353926	0.473384	0.663005	0.535738	0.659993	0.467962	0.00574293	0.452675	0.584604	0.199953	0.725672	2.11286	1.96824	1.95984	0.45488	0.728139	0.241906	0.347642	0.439594	0.488978	0.564547	0.339497	0.486809	0.71923	1.41515	0.00291453	0.256368	0.71783	0.191421	0	0.496467	1.22512	0.639534	0.465995	0.683658	0.135985	0	0.533019
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.f0f49cb4-faa4-493d-95f6-28ba67fd8f5a.fc.signal	1.42663	0.213631	0	0	0	0	0.275257	0.357935	0.830422	0.258303	0.428304	1.29249	0.220529	0	0.144718	0.763928	0.533918	0	0.418129	0.941385	0.341276	2.23306	3.46747	3.02351	0.282204	0	0.296538	0.83639	0.0747333	0.29412	0.376536	0.581087	0.217077	0.0868308	0.62022	0.62022	0.469595	0	0	0.461474	0.422443	0.621594	1.08477	0.992442	0.657442	0.0248088	0	0.699088
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.f1a05120-9b28-47d7-97dd-561e9dce1de5.fc.signal	0	0	0	0	0	0	0.28285	0.61994	0	0	0	0	0	0.303301	0.681664	0.347594	0.179128	0.361706	0.135786	0	0	0.0277613	0.344711	0.94607	0.366458	0.57839	0.340007	0.341745	0.7295	1.71142	2.77526	0.743289	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9025	1.51735	0.496587
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.7d48c8fd-5c5b-4bd0-8645-6d9ecb6d3b35.fc.signal	0	0	0	0	0	0	0	0	0.54936	0.805122	0.469935	0.908016	0.380123	0.362189	0.295912	0.4843	0	0	0	0.303951	0.408212	0.449348	0.392885	0.350595	0.43439	1.164	0.672127	0	0.470066	1.25268	0.651124	1.15646	0.536366	0.595174	0.202273	0.0789044	0.443684	0.221506	0.212129	0.370843	0.0679105	0.43241	0.394516	0	0.0478606	0.320795	0	0.668317
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000238.3.0ab311fb-65be-4049-8c99-b5e3d0b121fe.fc.signal	0.568288	0.505794	0.58227	0.782708	0.789076	0.72599	0.383226	0.489664	0.656277	0.51474	0.484151	0.233851	0.2615	0.0635846	0.182219	0.314708	0.169997	0	0	0.276769	0.220453	0.278803	0.414093	0.343509	0.141314	0.228543	0.381826	0.609034	0.779817	0.923042	0.408393	0.0130922	0.011355	0.138617	0.18912	0.261483	0.250688	0.269002	0.324865	0.300325	0.443954	0.486681	0.456656	0.18877	0.0235499	0.1023	0.351291	0.404737
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.61c76aeb-6fcd-4225-8505-91d356c76671.fc.signal	1.35199	1.50747	0.469623	0.928564	1.10403	1.5571	0.503242	0	0.276734	0.310953	0	0.396994	1.02922	0.533173	0.458063	0.507697	0.786746	0.408406	0.388155	0	0.135727	0.921438	2.68874	1.78833	1.05692	1.74833	1.43814	0.440923	0.434115	1.06686	1.07393	0.558757	0.0691002	0	0.337467	0.779002	0.468409	0	0	0.163245	0.268874	0.286652	0.483943	0.44202	0.268189	0.142808	0	0.624625
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.f5651615-e1a0-4ca6-b62c-507789eb8f29.fc.signal	0.360961	0.62382	0.721971	0.183086	0	0	0	0	0.42068	0.219106	0.388869	0.359602	0	0	0	0.283969	1.21841	0.837893	0	0.166352	1.03396	1.30647	1.03506	1.94519	0.727856	0.264608	0.78099	0.314738	0	0	0.593276	0.522156	0.540229	0.62382	0.112288	0	0	0.31191	0.561438	0.257846	0.62382	0.294087	0	0.358697	0.62382	0.0083176	0.474093	0.559643
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001014.4.64c19388-ff65-4d1c-b67d-140f7fdcc5ec.fc.signal	1.06653	0.458942	0.0215256	0	0	0	0.056965	0.297751	0.0886002	0	0.232965	1.17974	0.940927	0.732727	0.171179	0.350306	0.541538	0.294714	0.222069	1.2115	1.32212	0.870271	0.186172	0.861153	0.902765	0.538339	0.208104	0	0	0	0.22582	1.45563	0.509488	0.307956	0.158457	0.0763686	0.29735	0.233972	0.100598	0.864371	0.795579	0.962367	0.955381	0.93209	0.631652	0.9046	1.54048	0.417085
