	chr12:80646397-80646476	chr12:80646477-80646546	chr12:80646547-80646696	chr12:80646697-80646776	chr12:80646777-80646846	chr12:80646847-80646996	chr12:80646997-80647146	chr12:80647147-80647296	chr12:80647297-80647356	chr12:80647357-80647446	chr12:80647447-80647596	chr12:80647597-80647746	chr12:80647747-80647806	chr12:80647807-80647896	chr12:80647897-80648046	chr12:80648047-80648196	chr12:80648197-80648346	chr12:80648347-80648496	chr12:80648497-80648646	chr12:80648647-80648796	chr12:80648797-80648826	chr12:80648827-80648946	chr12:80648947-80649096	chr12:80649097-80649136	chr12:80649137-80649246	chr12:80649247-80649286	chr12:80649287-80649396	chr12:80649397-80649456	chr12:80649457-80649546	chr12:80649547-80649596	chr12:80649597-80649696	chr12:80649697-80649846	chr12:80649847-80649936	chr12:80649937-80649996	chr12:80649997-80650146	chr12:80650147-80650296	chr12:80650297-80650446	chr12:80650447-80650496	chr12:80650497-80650596	chr12:80650597-80650656	chr12:80650657-80650696	chr12:80650697-80650746	chr12:80650747-80650896	chr12:80650897-80650946	chr12:80650947-80651046	chr12:80651047-80651196	chr12:80651197-80651286	chr12:80651287-80651346	chr12:80651347-80651423	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.2e9e766f-a8f0-4144-be3d-bffc3ef3aedd.fc.signal	1.40473	0.564402	0	0	0	0.29976	0.691767	0.94705	2.71949	1.79064	1.12867	1.34247	2.77247	4.22207	2.35282	0.601464	0.645088	1.07516	0.25912	0.607884	0	0	0.0763465	0.769616	2.67623	2.15037	0.164835	0.409347	1.59268	1.73172	0.794238	0.80731	0.03353	0.279478	1.85376	1.0181	0.0664923	0	0	0	0.0102178	0.776214	0.636618	0.116086	0.919404	1.09754	0.662525	0	0	0.289474
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.b7b102bf-d880-40c6-aa7d-dceb11c67807.fc.signal	0	0.479289	0.469841	0	0	0	0	0	0	0	0	0.848215	1.57862	0.468075	0.0706176	0.337736	0.323041	0.3152	0.324803	0.133671	0.280581	0.321981	0.975876	0.79245	0.285141	0.531414	0.396428	0	0.111758	0.52938	1.02452	0.551549	0.416877	0.195857	0.294823	0.0734035	0.329717	0.0286288	0	0	0	0	0.307376	0.835654	0.503673	0.003678	0	0.610387	1.16021	0.57037
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.50e4b52f-c2ee-4e5a-94ba-4c206af20e08.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.526883	0.919947	0.878129	0.25087	0.075261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.944882
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.38d96ded-07f5-41c6-bca5-4d0a649a7511.fc.signal	0.410083	0.114693	0.264873	0.306217	0.0529354	0	0	0	0	0	0	0	0.011444	0.235702	0.197696	0.104302	0.297811	0.0507788	0	0	0	0	0.112145	0.33101	0.269143	0	0	0	0	0	0	0	0	0	0	0.0905784	0.318397	0.13175	0	0	0	0	0	0	0	0	0	0	0	0.497326
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003660.4.a11d1f85-8da4-41e8-ae9d-f92acd6fb7a1.fc.signal	0.856859	0.330145	0	0	0	0	0	0	0	0.395837	0.434655	0.148232	0.898825	0.753244	0.173736	0.07239	0.53279	0.11872	0	0	0	0.189337	0.314737	0.342154	0.125468	0	0.262709	0.763907	0.949772	0.507259	0.135639	0.0988614	0.36195	0.36195	0	0	0	0	0.256261	0.43434	0.065151	0	0.283769	0.234544	0	0.007831	0.886892	1.26415	0.382359	0.314286
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001962.2.d1151f44-0503-431c-bfe2-499fbc35c555.fc.signal	0.876219	1.02357	1.02895	0.294881	0.168049	0.0175109	0.133642	0.220352	0.321502	0.193427	0.0718753	0.46869	0.679977	0.792762	0.531586	0.179652	0.509359	0.427683	0.346269	0.337021	0.383742	0.472851	0.53964	0.586981	0.674086	0.750383	0.813701	0.483721	0.460756	0.298319	0.544867	0.497268	0.242741	0.298846	0.416135	0.280845	0.143221	0.318796	0.2873	0.0596762	0.121982	0.286056	0.564169	0.90156	1.11242	0.626975	0.0252202	0.0860477	0.350015	0.5
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000226.3.0efe9323-bb7a-4549-ab51-b36e1f1ce2c0.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.362745
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001963.2.5dfb9b40-6b47-44fd-9ffc-ba05e31611c9.fc.signal	0.0240492	0	0.129369	0.12843	0	0.219213	0.36888	0.116946	0.141624	0.577497	0.668711	0.778554	0.526285	0.167686	0.0888655	0.419282	0.610235	0.715474	0.619075	0.360473	0.114283	0.0402336	0	0.0204482	0.288806	0.582481	0.666321	0.448925	0.380426	0.355955	0.37867	0.794135	0.764963	0.354342	0.453543	0.449135	0.232773	0.0551016	0.113546	0.175672	0.207574	0.114593	0.032846	0	0	0	0	0.129913	0.23142	0.454545
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003696.3.3a6ae66a-e132-4cd3-9cf1-43065af659e9.fc.signal	0.373367	0.416551	0.0848437	0	0	0.225994	0.0621381	0.570211	0.552954	0.228255	0.0365087	0	0.204266	0.331048	0.141603	0.366664	0.135365	0.372319	0.545355	0.248224	0	0	0	0	0.192895	0.316406	0.29381	0.115348	0	0.0800722	0.556062	0.41777	0.449483	0.863777	0.7202	0.396763	0.443793	0.72211	0.42592	0.120782	0	0.056402	0.507754	0.169206	0.0253809	0.27449	0.184873	0.28201	0.129239	0.828221
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.e849a0a4-b91f-4930-9a8d-97e433f1508c.fc.signal	0	0	0	0	0	0.14384	0.463314	0.202443	0.185573	0.142796	0.0997596	0.437405	0.0390235	0.172436	0.145475	0.13304	0.203525	0.269607	0.260771	0.012215	0	0	0	0	0	0.0305517	0.245992	0.890888	0.693075	0.272639	0	0	0	0	0	0	0	0	0	0	0	0	0.0232741	0.278695	0.289282	0.285033	0.596031	1.19945	0.671775	0.679167
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000230.3.271e563a-c6d5-4ee3-a33b-ac24715ad186.fc.signal	0	0.17375	0.634849	0.6951	0.352471	0	0	0	0	0.131296	0.6951	0.477301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.289583	0.3475	0.80628	1.98447	2.68308	1.88445	0.625578	0.275683	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61834	0.575342
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000239.3.5678b466-ce35-4b58-8997-0fc1c8726cbc.fc.signal	1.1424	3.19436	3.64849	2.1313	0.72243	0.0867004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228775	0.72243	1.24265	1.68339	1.10778	0.36127	0.0578032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.378151
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003691.3.58df05be-1225-4fa7-a2b4-32d2d5f1b802.fc.signal	0.3186	0.282189	0.040356	0.760502	0.914657	0.146531	0	0	0	0.356329	0.72183	0.564675	0.381962	0.264552	0.323801	0.479749	0.123951	0	0.4056	0.27003	0	0	0.418251	0.756566	0.364381	0	0.24774	0.345429	0.28291	0.727436	0.862506	0.183388	0.0779543	0.172473	0.32213	0.445962	0	0	0	0	0	0	0	0	0	0.359376	0.241834	0	0	0.807229
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.819459d2-9d3b-4d27-8783-172661f9c0c5.fc.signal	0	0	0	0	0	0	0.310051	0.224091	0.25416	0.103304	0	0	0.0398477	0.153098	0.233879	0.0900136	0.126888	0.154445	0.475459	0.312494	0.18246	0.03041	0	0	0	0.103101	0.160004	0.0791442	0.121747	0.119775	0.195646	0.0996244	0	0	0	0.0450068	0.245654	0.18246	0.0748086	0	0	0	0	0	0	0	0	0	0	0.534615
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.aae17e68-77f6-4d45-a8c2-71b0865bfd19.fc.signal	0	0	0.758518	1.43264	1.12248	0.593769	2.1314	1.09145	1.14269	0.887777	0.366262	0.7262	1.59779	0.896533	0.937374	2.23168	0.78824	0.648247	0	0	0	0.692371	0.537919	0	0	0	0	0	0	0.445039	0.614465	0.728837	1.81033	1.88929	0.378141	0.0319556	0.974648	1.58181	0.79889	0.292926	0	0	0.223689	0.79889	2.07407	1.88609	0.328397	0	0	0.39604
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000229.3.f271a62d-3491-479a-a751-15089b16148d.fc.signal	0.49661	0.876261	0.639032	0.31659	0	0	0	0.0397296	0.24831	0.595964	1.44527	1.98829	2.01976	1.14231	0.486732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183746	0.928758	0.871911	0.285551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0935194	0.374046
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001891.4.a2d61bfb-036d-437b-8ae2-e19cfaed58e3.fc.signal	0.477312	0.147909	0.925794	0.545403	0	0	0	0	0	0	0	0	0	0	0	0.682769	0.0966336	0	0	0.0649064	1.06849	2.55104	1.24247	0.647915	0.345669	0.53783	0.927045	0.422548	0.0534098	0	0	0.252387	0.268808	0.277524	0.163706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58642
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.7658b8a6-5812-4677-9cbe-f1a8ce6799e6.fc.signal	1.11891	1.43798	1.12093	0.896737	0.403325	0.195033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0545547	0.20458	0.278232	0.691494	0.984793	1.02074	0.81834	0.268687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.794872
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000233.3.3299a56a-ce48-45d7-8505-1c5e17cfb4ce.fc.signal	0.864448	2.34457	3.15711	2.1298	0.930669	0.143657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.e75868b0-dba5-45b3-881f-efc56fc44793.fc.signal	0	0	0	0	0	0	0.565226	0.760364	1.17082	2.51289	1.25272	0.590635	0.29992	0.69219	0.110739	0.0299867	0.343693	0.272187	0	0.08304	0.599873	0.873837	0.389858	0	0	0	0	0	0	0	0.256287	1.01941	0.824386	0.485262	0	0	0	0	0	0	0.2941	0.595257	0.369138	0	0	0	0	0	0.0494286	0.710526
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004641.3.86d5f9c9-ab2c-496d-b775-8f24dfcd7fd7.fc.signal	2.03893	2.3643	0.555274	0.035139	0.360592	0.367273	0.416823	0.805452	0.619333	1.01394	1.03422	0.668758	0.59723	0.524201	0.253346	0	0.366509	0.907516	0.389592	0.0676426	0.25687	0.226553	0.234864	0.867798	1.08476	1.71303	1.29137	1.11754	0.34905	0.200359	0.240362	1.44704	1.06069	0.554419	0.267125	0.052802	0.906961	0.913174	0.465903	1.28433	1.71244	2.11486	1.97138	1.2393	0.265563	0	0	0	0	0.570213
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.4e0e3ebc-98db-4359-b502-e370a14b1038.fc.signal	0	0	0.202204	0.68681	0.659412	0.210868	0	0	0	0	0.478333	1.0007	0.0846173	0.287844	0.499926	0.300159	0.861253	0.391579	0.0746079	0.443619	0.406542	0.379703	0.675409	0.608581	0.409171	0	0	0	0	0	0	0	0.245072	0.562004	0.31617	0.988382	0.266418	0.175726	0.232474	0.566546	1.00255	1.53878	1.29574	0.820571	0.927356	0.312043	0	0.0345487	0.238656	0.62037
