	chr22:41992214-41992363	chr22:41992364-41992513	chr22:41992514-41992663	chr22:41992664-41992813	chr22:41992814-41992963	chr22:41992964-41993113	chr22:41993114-41993263	chr22:41993264-41993413	chr22:41993414-41993563	chr22:41993564-41993713	chr22:41993714-41993863	chr22:41993864-41994013	chr22:41994014-41994163	chr22:41994164-41994313	chr22:41994314-41994463	chr22:41994464-41994613	chr22:41994614-41994763	chr22:41994764-41994913	chr22:41994914-41995063	chr22:41995064-41995213	chr22:41995214-41995363	chr22:41995364-41995513	chr22:41995514-41995663	chr22:41995664-41995813	chr22:41995814-41995963	chr22:41995964-41996113	chr22:41996114-41996263	chr22:41996264-41996413	chr22:41996414-41996563	chr22:41996564-41996713	chr22:41996714-41996863	chr22:41996864-41997013	chr22:41997014-41997163	chr22:41997164-41997313	chr22:41997314-41997463	chr22:41997464-41997613	chr22:41997614-41997763	chr22:41997764-41997913	chr22:41997914-41998063	chr22:41998064-41998123	chr22:41998124-41998213	chr22:41998214-41998283	chr22:41998284-41998363	chr22:41998364-41998513	chr22:41998514-41998663	chr22:41998664-41998753	chr22:41998754-41998813	chr22:41998814-41998963	chr22:41998964-41999113	chr22:41999114-41999263	chr22:41999264-41999402	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	0.266145	1.0276	0.316531	0.0203931	0.162732	0.598745	0.999535	0.623705	0.664693	0.401777	0.626311	0.634999	0.396114	1.03075	0.772327	0.326989	0.652934	0.886691	0.772811	0.644748	0.582464	1.31829	2.37216	0.765863	0.476516	1.28552	1.57907	1.80848	1.869	1.14918	0.575459	0.825482	1.31426	1.33296	0.888314	0.100016	0.277097	0.865436	1.32623	1.3923	1.30805	1.54996	1.64467	2.1717	2.10587	1.67855	1.4878	2.96549	1.98885	1.27165	1.91842	0.574366
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0.567122	0	0	0	0.403629	0.697747	0.500692	0.389936	0.149848	1.46918	1.88613	1.55198	0.320148	0	0	0.476164	0.611409	0.708419	0.368797	0.47834	0.679697	1.38892	0.380669	0.380198	0.266881	0.807581	0.700503	0.537194	0.0225396	0	0.842986	1.33095	3.05484	1.52508	0.0381259	0.0225396	0.717726	1.39166	0.191587	0.107229	1.42184	2.85961	2.35919	7.03905	9.9647	11.9626	16.0853	28.8533	23.9968	10.7235	4.56398	0.646214
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.0d6e9ac4-1ee5-4f7e-8d0d-48a48250ff2d.fc.signal	1.00672	1.29043	0.723382	0.877559	0.474675	0.713766	1.05053	1.04935	0.687186	0.69887	0.602478	0.113876	0.686471	0.716596	1.35397	1.14027	0.854806	0.681391	0.888728	0.346524	0.746761	0.455257	0.162065	0.34999	0.16948	0.454628	0.739781	0.520929	1.6044	1.20683	2.61157	1.36661	0.115942	0.845002	0.907515	0.741258	1.87972	2.34175	1.83647	2.2474	3.38926	5.06699	6.05269	8.38994	12.3414	12.3338	14.0912	17.7958	10.2939	4.94463	9.03303	0.699857
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	0.276684	0.488184	0.815742	0.504008	0.362969	0.24301	0.0318606	0.278754	0.172963	0.259879	0.0132941	0.434345	0.495942	0.461479	1.14255	0.768351	0.0127675	0.163356	0.397791	0.982653	0.723262	0.533792	0.319754	0.838856	0.637811	0.125546	0.303621	0	0	0	0.396329	0.868045	0.0198301	0.190886	0.513423	0.703033	0	0.296046	1.23949	1.88316	2.00697	2.55176	4.58767	7.39923	5.68249	3.08535	4.94676	10.3149	6.88766	4.69176	3.27061	0.652583
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	1.3433	1.10329	1.87213	0.236078	0	0.0177045	0.33196	0.25672	0.403014	0.482955	0.895936	0.583592	0.567658	1.53562	0.111316	0.191791	1.78372	2.12886	0.0119508	0.314467	0.583836	0.524454	0.466638	0.356496	0.205825	0.740184	0.432798	0.630169	1.83441	0.970067	0.898676	0.728047	1.49591	1.2527	0.19297	0	0.238368	0.311223	0.278745	1.14389	2.16	3.12947	6.58621	14.8178	18.0042	11.0227	15.7891	25.7881	19.6705	10.4922	4.80726	0.640538
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.afbe02e8-50de-460a-8edc-cfae9d057ff1.fc.signal	0	0.24741	1.2524	1.2846	0.307319	0.683828	0.471384	0.578021	1.66131	0.225678	1.26059	0.652192	0	1.12477	0.924132	1.57594	0.769616	0	0.37486	1.10501	1.40452	0.481399	0.105719	0	0.415292	0.668145	1.80132	0.792464	0.0393273	0	0	0.822323	0.688044	0	0	0.718046	0.96716	0	0.384132	0.79989	0.622663	4.33706	11.9604	16.3984	12.1569	12.5942	25.9983	36.821	31.2858	19.8799	5.25149	0.706478
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.a99a5a16-aeda-4bbd-b32c-e69190f2f046.fc.signal	0	0	0.376353	0.348602	0.0655478	0.63432	0.040175	0	0	0	0	0	0	0.0304328	0.57183	0.0659424	0.323872	0.498322	0.454174	0.2375	1.20351	0.677686	0.0714909	0	0	0.0780159	0.4781	0.183202	0.149805	0.338281	0.230079	0.637955	0.503014	0.0256564	0.139918	0.776745	0.294348	0.707753	0.634998	1.06861	1.73701	2.18323	3.55475	9.81627	12.7765	11.0077	11.3803	13.8413	9.24969	4.1173	3.29997	0.652993
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.53f657c9-ccc3-46a9-8812-1aa30d387b18.fc.signal	1.20578	1.06557	1.24317	1.00477	0.492789	0.90393	0.747523	0.225594	0.596785	0.692779	0.214393	0.782379	1.05757	0.350116	0.70111	0.31839	0.33759	0.0495979	0	0.516541	0.608127	0	0	0.188686	0.256049	0	0	0	0	0.49681	0.588783	0	0.0463981	1.10399	0.460206	0	0.268099	0.681848	1.43909	1.85602	2.69154	4.08691	5.68507	10.9649	13.4129	14.9388	23.8163	29.914	16.8258	7.70409	8.48301	0.64816
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001039.6.4b84d196-177c-48b4-a7a5-bffad11f4762.fc.signal	0.012828	0.178856	0.149903	0.172465	0.253918	0.231167	0.636159	0.68426	0.352122	0.2138	0.034208	0.246283	0.636006	0.193551	0	0.029932	0.2138	0.141108	0	0.152511	0.283674	0.232338	0.101199	0	0.009713	0.185217	0.163788	0.245127	0.153059	0.22864	0.207226	0	0	0	0.189344	0.41287	0.29494	0.338947	1.18674	1.26826	1.16132	0.62561	0.644172	0.516071	0.248038	0.206673	0.381355	0.584487	0.527471	0.373512	0.484611	0.802095
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000974.7.af2fffce-696b-421a-8732-73b351c68c67.fc.signal	0.0117259	0.443725	2.7019	0.978278	0	0.586216	0.58136	0.189163	0.27229	0	0.67697	0	0.255384	0.501206	1.12579	0.744915	1.04534	0.710616	0.6718	0.567845	1.59236	1.03038	0.165093	0.623415	0.684828	0	0.18941	0.208153	1.40479	2.02707	1.84684	1.08315	1.48785	0.86473	0.098811	0.719718	0.463752	0.823869	2.29923	1.03497	0.164778	0.591202	0.893085	0.810512	1.52489	1.2957	1.07568	0.596142	1.13062	1.1492	1.58707	0.688356
