	chr3:73381305-73381454	chr3:73381455-73381604	chr3:73381605-73381754	chr3:73381755-73381904	chr3:73381905-73382054	chr3:73382055-73382204	chr3:73382205-73382354	chr3:73382355-73382504	chr3:73382505-73382654	chr3:73382655-73382804	chr3:73382805-73382954	chr3:73382955-73383054	chr3:73383055-73383104	chr3:73383105-73383254	chr3:73383255-73383314	chr3:73383315-73383404	chr3:73383405-73383554	chr3:73383555-73383704	chr3:73383705-73383854	chr3:73383855-73384004	chr3:73384005-73384154	chr3:73384155-73384304	chr3:73384305-73384454	chr3:73384455-73384604	chr3:73384605-73384754	chr3:73384755-73384904	chr3:73384905-73385054	chr3:73385055-73385204	chr3:73385205-73385354	chr3:73385355-73385424	chr3:73385425-73385504	chr3:73385505-73385654	chr3:73385655-73385804	chr3:73385805-73385954	chr3:73385955-73386104	chr3:73386105-73386214	chr3:73386215-73386254	chr3:73386255-73386404	chr3:73386405-73386554	chr3:73386555-73386704	chr3:73386705-73386854	chr3:73386855-73387004	chr3:73387005-73387149	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	0.140864	0.53267	0.0155851	0.206914	0.542943	0.426877	0.0349724	0	0.800494	0.627206	0	0	0.0264514	0.681231	0.459113	0.189782	0.624525	0.56818	0.199452	0.269567	0.237011	0.239099	0.761329	0.491569	0.169427	0.339011	0.39625	0.138417	0.141281	0.301487	0.09482	0.374814	0.162244	0.354464	0.537403	0.156408	0	0.324587	0.361177	0.581505	0.929206	1.12683	0.700179	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0.752572	0.394637	0.534289	0	0	0.343133	0.514699	0	0	0	0	0	0	0	0.63146	0.937264	1.45356	0.686266	0.678649	0.642379	0.308484	0.352664	0.619545	1.10566	1.05549	0.122716	0	0	0.938856	1.42973	0.205523	0.493647	0.120211	0	0	0.695364	0.71486	0.781581	0.233521	1.03894	1.95883	0.678422	0.450634	0.404517
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.2e9e766f-a8f0-4144-be3d-bffc3ef3aedd.fc.signal	0.8042	0.0217164	0	0	0.832316	0.135452	0	0.0119213	0.758746	0.426909	1.69301	1.52654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.758383	0.605003	0.858203	1.64565	1.32078	0	1.70052	0.789977	0	0	0	0.22155	1.09923	0.717412	0.59222	0	0.508523
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.b7b102bf-d880-40c6-aa7d-dceb11c67807.fc.signal	0.509031	0.426471	0.143444	0	0	0	0	0	0	0	0	0	0	0.247944	1.13605	1.49686	0.374248	0.646084	0.892832	1.08894	0.219202	0	0	0	0.283359	1.07992	0.614836	0	0.552642	1.2606	0.782667	0.459037	0.52327	0	0	0	0	0	0.157397	0.418679	0.43749	0.218677	0	0.56087
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003401.1.342281be-4e86-4e27-9e01-e85aacc54324.fc.signal	0.462346	0.55404	0.545461	0	0.986093	2.41822	0.95848	0.813235	1.11436	0.301177	0	0	0	0.458731	1.22875	1.15017	0.994002	0.688514	0.217077	0.368871	1.03938	1.394	1.24771	1.07353	0.541642	0.64538	1.94465	2.28023	1.93603	1.45667	0.919667	1.29076	1.63923	1.44992	0.640312	0.200401	0	0	0	0	0	0	0	0.522124
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	0.459389	0.0890133	0.463325	0.648956	0.20575	0	0.125762	0.425799	0.414304	0.276958	0	0	0	0	0	0	0	0	0.097768	0.449669	0.307045	0.538304	0.323674	0.0878083	0.220382	0.106279	0	0.0741883	0.576111	0.372956	0.181487	0.242949	0.319745	0	0	0	0	0	0	0.230176	0.77476	0.678751	0.21575	0.983246
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.e9a22a10-4147-4184-8f97-9e6f19793d99.fc.signal	0.088572	0.475139	0.307363	0	0.179608	0.512359	0.459195	0.252968	0	0	0.070831	0.580644	1.1385	0.52171	0	0	0.261527	0.194203	0.354154	0.112571	0.280802	0.531312	0.449069	0.836203	0.481979	0.651504	0.0936001	0.584853	0.623092	0.102996	0.109095	0.636327	0.241633	0.404821	0.52248	0.0120737	0	0	0.146722	0.465525	0.218533	0.535143	0.0366369	0.428571
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.705d0a23-5da9-44fc-b8a6-299bfe826407.fc.signal	0.814967	0.154541	0.317409	0.347495	0.350436	0.510173	0.268697	0	0.109973	0.515357	0	0	0	0.0617763	0.47991	0.532111	0.975411	1.30574	1.61632	0.845257	0.596917	0.817506	1.58147	1.43441	0.487875	0.853817	1.11395	0.145431	0.786731	0.849381	0.572755	1.82272	0.860887	0.57918	0.440711	0.48813	0.310736	1.29454	1.3627	0.0600232	1.14611	0.668754	0.597687	0.363636
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001016.4.09447dfd-b5f7-40f0-a631-e697e858aafa.fc.signal	1.54278	1.50928	0.378038	1.34772	0.310784	0.745652	0.0840771	0.796405	1.00689	0.57959	0.382077	0	0	0	0.216186	0.479841	0.500555	0.388578	0.180276	0	0	0	0.312261	0.844085	0.67326	0.250348	0.814596	1.27932	0.677424	0.665122	1.06572	1.29785	0.764379	0.0225798	0	0	0	0	0	0	0	0.539056	0.393138	0.0358852
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	0	0.246486	1.55409	0.147671	0.501934	0.561348	0.361488	0.154622	0.397703	0.613755	0.499899	0.875387	0.531813	0.0438196	0	0.557106	0.926075	0.219189	0.0109595	0.339166	0.221754	0.996595	1.15267	1.20031	1.05345	0.110802	0.811001	0.156172	0	0	0	0.59458	1.77193	1.11793	0.140806	0.698945	0.667273	0.495686	0.454818	0.304125	0.230149	0.0273987	0.96389	0.390909
