	chr7:149078091-149078240	chr7:149078241-149078390	chr7:149078391-149078540	chr7:149078541-149078690	chr7:149078691-149078840	chr7:149078841-149078990	chr7:149078991-149079140	chr7:149079141-149079290	chr7:149079291-149079440	chr7:149079441-149079590	chr7:149079591-149079740	chr7:149079741-149079890	chr7:149079891-149080040	chr7:149080041-149080190	chr7:149080191-149080340	chr7:149080341-149080490	chr7:149080491-149080640	chr7:149080641-149080790	chr7:149080791-149080940	chr7:149080941-149081090	chr7:149081091-149081240	chr7:149081241-149081390	chr7:149081391-149081540	chr7:149081541-149081690	chr7:149081691-149081840	chr7:149081841-149081990	chr7:149081991-149082140	chr7:149082141-149082290	chr7:149082291-149082440	chr7:149082441-149082590	chr7:149082591-149082740	chr7:149082741-149082890	chr7:149082891-149083040	chr7:149083041-149083190	chr7:149083191-149083217	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	0.572265	0.620556	0.0178066	0.676512	0.729927	0.801206	0.274691	0.498587	0	0.185203	1.00208	0.658138	0.504856	1.28435	0.796051	0.759755	0.791016	0.624155	0.674889	0.796314	0.0328468	0.846265	0.232689	0.613173	0.341246	0.692887	0.288344	0.778366	0.206021	0.242795	0.728616	0.49278	0.0924885	0.282386	0.599947	0.900238
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000014.2.2ffc3bfd-a8b5-4bc3-8298-0f71a6dfa4b0.fc.signal	0.446402	0.996815	1.21351	0	0.403061	0.831012	0.0198956	0	0.225368	1.1225	0.125686	0	0.056342	0.491278	0.0116051	0	0.507314	0.520267	1.05462	1.02343	0.567753	0.416064	0.940474	1.44871	1.68591	2.09035	0.524577	0.0390111	0	0.377206	0.592264	0.512144	0.246543	0.52008	0	0.641975
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000279.2.c8dc6fda-b050-49b5-ab4a-886e58f3d031.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0.563945	0.151534	0.0615906	0.269663	0.17804	0.226225	0.0122203	0.64577	0	0	0	0	0	0	0	0	0.621247	0.112429	0	0.41762	1.07748	0	0	0.68744	0.551402
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0.013524	0	0	0	0	0.493862	1.15983	0.347736	0.489594	1.2248	0.0285944	0.365424	0.102269	0.71486	0.266881	0.661597	0.358837	2.11133	0.865409	0.395695	1.64877	1.50605	0.200161	0	0	0	0	0	0	0	0.455867	0.684665	0.7323	1.58816	0.625307	0.5
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.80ce343a-5712-49f6-8c5c-1e3104623262.fc.signal	0	0	0.758159	0.0854787	1.25975	0.932776	0.839451	0	0.0371647	0.732144	1.57162	0.888236	0.657815	0.598351	0.217596	0.741059	0.0583623	1.31251	1.11978	0.301739	0.597896	0.758026	0.0758002	2.04186	0.0850506	0.936555	1.18916	2.612	1.05473	0.539797	0.237854	0.249003	2.09219	0.336761	0.996422	0.489209
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.0d6e9ac4-1ee5-4f7e-8d0d-48a48250ff2d.fc.signal	0.814507	0	0.327399	1.78503	1.47085	0.762976	1.1203	0.329478	0.967469	1.32231	1.48283	0.884255	0.669564	1.7568	0.857047	0.386679	1.27194	0.427992	0.750109	0.243018	0.844431	1.00178	0.613205	1.04769	0.860733	0.921027	0.131531	0.0227751	0.770724	0.66032	0.427204	0	0	0	0	0.780186
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003401.1.342281be-4e86-4e27-9e01-e85aacc54324.fc.signal	0.234304	1.98621	1.96188	2.03499	1.29144	0.0645352	0.584259	0.375141	0	0	0.361413	0.64538	0.111866	0	0	0	0.0817481	0.718523	1.42842	1.04373	0.106756	1.6822	2.5339	2.85897	2.23871	1.26146	0.172101	0	1.09243	1.1355	0	0	0	0	0	0.757812
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	0.731491	0.578144	0	0	0.609006	0.609426	0	0	0	0	0	0	0.574385	1.02994	0.0517983	0.0968755	0.791815	0.998028	0.33423	0.52531	0.885931	0.824759	0.124316	0.445103	0.309095	0.280125	0.0904755	0.213077	0.044541	0	0.354373	0.47457	0.358553	0.439835	0.368368	0.791139
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000195.3.c463eafa-ded1-4a7b-ab31-187e5f8f0b63.fc.signal	0.477177	0.284729	0.598921	1.01227	0.884597	0.577493	0.575107	0.123115	0	0	0.168713	0.575851	0.483322	0.273588	0.170163	0.515412	0.514645	0.32417	0.970879	2.32092	0.622999	0	0	0.308705	0.239691	0	0.462334	1.8024	0.737424	0.341674	0	0.214311	0.606453	0.143862	0.44957	0.539062
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001914.1.10de6d23-02d2-4d71-9c7c-c7a23a9dea76.fc.signal	0.80077	0.530248	0	0.25095	1.18914	0.0550505	0.244753	1.14006	2.01004	0.306537	0.798824	0.944868	0.0743552	0	0	0	0.474771	0.121434	0	0.321787	1.19557	0.203805	0	0	0.531529	1.07432	0.943876	0.581374	0	0.0926601	1.11792	1.55196	0.0185888	0	0	0.575758
