	chr15:57990205-57990354	chr15:57990355-57990504	chr15:57990505-57990654	chr15:57990655-57990694	chr15:57990695-57990804	chr15:57990805-57990914	chr15:57990915-57990954	chr15:57990955-57991104	chr15:57991105-57991254	chr15:57991255-57991404	chr15:57991405-57991554	chr15:57991555-57991704	chr15:57991705-57991854	chr15:57991855-57991954	chr15:57991955-57992004	chr15:57992005-57992084	chr15:57992085-57992154	chr15:57992155-57992304	chr15:57992305-57992454	chr15:57992455-57992604	chr15:57992605-57992754	chr15:57992755-57992904	chr15:57992905-57993054	chr15:57993055-57993204	chr15:57993205-57993354	chr15:57993355-57993504	chr15:57993505-57993654	chr15:57993655-57993804	chr15:57993805-57993954	chr15:57993955-57994104	chr15:57994105-57994254	chr15:57994255-57994404	chr15:57994405-57994554	chr15:57994555-57994704	chr15:57994705-57994854	chr15:57994855-57995004	chr15:57995005-57995154	chr15:57995155-57995304	chr15:57995305-57995318	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.2e9e766f-a8f0-4144-be3d-bffc3ef3aedd.fc.signal	1.69534	1.5718	0.246736	0	0	0	0	1.34101	1.95355	1.4242	0.814739	0.407044	0.146326	0	0	0.238417	0.643262	0.262446	0.71679	0.0512413	0	0	0.860973	2.72916	3.48378	0.686695	0	0	0.56509	0.485107	0	0.508653	0.967923	0.895851	1.55595	1.98293	0.31029	1.07659	1.76791	0.38764
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.e9a22a10-4147-4184-8f97-9e6f19793d99.fc.signal	1.00041	0.120036	0.277428	0.252641	0.450383	0.720384	0.49202	0.296429	0.0792047	0.287098	0.173683	0	0	0.126635	0.279863	0.501744	0.498636	0.637055	0.147481	0.606708	0.99217	1.51779	0.452019	0.597683	0.56769	0.595209	0.0665573	0.184263	0.173549	0.12199	0.344816	0.334102	0.496115	0.471608	0.230578	0.0554581	0.269684	0.14225	0.609244	0.506173
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000195.3.c463eafa-ded1-4a7b-ab31-187e5f8f0b63.fc.signal	0.379394	0.0323676	0	0	0	0	0	0.715771	0.661243	0.332426	0.671587	0.132466	0	0.698092	1.03897	1.33157	0.684583	0.863927	0.609919	0.39424	0.316498	1.0254	0.407012	1.54935	1.39346	0.814917	1.38741	1.30917	0.508634	0.630108	0.0609467	0	0	0	0	0	0.559428	0.728768	0.499752	0.419295
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000184.3.050c9613-31d2-4cab-9d90-4397cf218171.fc.signal	0.67064	0.321779	0.537454	0.53993	0.257189	0.178695	1.84892	1.54639	0.905467	0.692544	1.16632	1.3644	0.672648	0.986845	0.677512	0.285302	0.581336	1.22666	1.11243	0.496933	0.59506	3.0532	1.48535	0.762682	0.771688	0.418027	0.0615013	0	0.743925	0.400978	0.409683	0.507794	1.19911	0.365436	0.571932	0.529263	0.019086	0	0	0.409769
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001457.1.fb1fbd8e-766e-4e8e-92ba-d9148c15ec81.fc.signal	0	0	0	0	0	0.0740473	0.5818	0.500009	0.239079	0.46081	0.371061	0.0478371	0.589062	0.168351	0	0	0	0	0	0	0.468953	0.287358	0	0	0	0	0	0.0628292	0.67317	0.0718048	0	0	0	0	0.328225	0.377468	0.0364635	0	0	0.408655
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.53f657c9-ccc3-46a9-8812-1aa30d387b18.fc.signal	0.478074	0.513476	1.22168	1.32492	0.664321	0	0.260297	0.373615	0.344374	0.0692412	0	0.259212	0.30648	0.323251	0.453641	0.555674	0.64232	0.49224	0.355843	0.198536	0.740012	0.655582	0.24561	0.615306	0.680762	0.541321	0.149228	0.360048	0.715533	1.14251	0.706138	0.31965	0	0.188515	0.235336	0.219405	0.203953	0.776338	1.31421	0.424508
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004615.1.e5b6a748-5a0b-4664-9385-4b3edaab31e2.fc.signal	2.53135	1.55583	0.80843	0.72624	0.366969	0	0.311939	1.05797	0.434744	0.297688	0.314293	0.712619	0.865871	0.323905	0	0.252191	0.928635	0.877378	0.991193	1.18273	0.308393	0.304313	1.50595	1.36422	0.786765	0.423493	0.864663	2.14811	1.70994	1.36433	2.92423	2.05143	2.00917	0.924512	1.94866	3.40494	2.13723	0.702594	0.25582	0.674484
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000043.3.5bed80d6-eb1b-4fb5-93cf-fb84cc149a27.fc.signal	0.24615	0.639881	0	0	0	0.101202	0.485256	0.340558	0.717561	0.555565	0.1312	0.647931	0.142583	0	0	0.00552813	0.382099	0.317631	0.354473	0.579775	0.794771	1.76234	0.596175	0.762649	0.894314	0.271482	1.26704	0.852108	0.0366327	0.211757	1.35484	0.789988	0.233437	0.886209	0.422534	0.228666	0.271513	0.888266	0.63875	0.225225
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.6289626c-b595-49fa-9fe0-13e3753945d1.fc.signal	0	0.232445	0.414501	0.012191	0	0.0709309	0.725374	0.937904	0.117034	0.0292584	0.642067	0.630689	0.696467	1.44988	0.970415	0.59127	0.241461	0.0335944	0.140573	1.00833	1.37347	1.05348	0.576363	1.05225	1.77797	1.20185	0.351335	0	0.467229	0.610594	0.229477	0.167972	0.222198	0.3123	0.718077	0.923276	0.222692	0.367361	0.48765	0.446927
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001903.1.b39bd01e-3692-461c-860c-2c0569187cd6.fc.signal	0.4492	1.20872	1.01986	0	0.07887	0.851785	1.15674	0.771162	0.435707	0.385581	0.33774	0	0	0.146701	0.512245	0.57837	0.305715	0	0	0	0	0	0.188201	0.391398	0.448699	0.0052564	0	0.209406	0.605061	0.897248	0.54755	0.261648	0.612859	0.413466	0.0173514	0	0.166845	0.198577	0.28919	0.432877
