	chr18:670576-670725	chr18:670726-670875	chr18:670876-671025	chr18:671026-671175	chr18:671176-671325	chr18:671326-671475	chr18:671476-671625	chr18:671626-671775	chr18:671776-671925	chr18:671926-672075	chr18:672076-672225	chr18:672226-672375	chr18:672376-672525	chr18:672526-672675	chr18:672676-672825	chr18:672826-672975	chr18:672976-673125	chr18:673126-673275	chr18:673276-673425	chr18:673426-673575	chr18:673576-673725	chr18:673726-673875	chr18:673876-674025	chr18:674026-674175	chr18:674176-674325	chr18:674326-674475	chr18:674476-674625	chr18:674626-674775	chr18:674776-674925	chr18:674926-675075	chr18:675076-675225	chr18:675226-675375	chr18:675376-675525	chr18:675526-675675	chr18:675676-675825	chr18:675826-675975	chr18:675976-676125	chr18:676126-676275	chr18:676276-676425	chr18:676426-676575	chr18:676576-676661	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000014.2.2ffc3bfd-a8b5-4bc3-8298-0f71a6dfa4b0.fc.signal	0.33203	0.605563	0.976651	0.286044	0	0.247476	0.43337	0	0	0.298363	0.278267	0.506229	0.426088	0.249242	1.53513	3.29815	2.32301	0.43625	0	0	0	0	0.546004	0.282954	0	0.604977	0.785829	0.456307	0	0.259737	1.49087	0.0929153	0	0	0.203918	0.807826	1.11876	0.32394	0.576422	0.433397	1.91833	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.2e9e766f-a8f0-4144-be3d-bffc3ef3aedd.fc.signal	0	0	0	0	0	1.13236	1.40363	0.835086	0.573584	1.6202	1.72537	0.686543	0.269546	0.463889	0.840107	0.805233	0.317098	0.0460198	0.782101	0.381779	0.524808	0.695829	1.04108	1.27007	1.79163	1.2869	2.68683	0.630821	0.194551	1.56106	2.56957	0.481445	1.12053	0.200247	0	0.704135	1.77708	0.0553878	0	0	0.542481	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003401.1.342281be-4e86-4e27-9e01-e85aacc54324.fc.signal	0.243308	1.57237	0.914835	0.57921	0.874162	1.54967	0.937931	0.0644629	0	0	0	0.303156	0.533403	0.316956	0.34762	1.08438	0.865435	0.260159	0.541188	0.705642	0.595985	0.757029	1.12235	0.908402	0.922007	0.912003	0.824513	0.505429	0	0.264532	0.915767	0.581068	0.469101	0.687245	1.43489	2.08061	0.957815	0.173931	0.505096	0.168687	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.e9a22a10-4147-4184-8f97-9e6f19793d99.fc.signal	0.751639	1.02022	0.838015	0.835857	0.505394	0.332008	0.812371	1.08622	0.951823	0.729076	0.857157	0.536001	1.46676	1.36474	2.21413	1.39512	1.52065	1.40125	0.797989	0.535643	0.668577	1.39102	1.27109	1.54226	1.04351	0.546965	1.29501	1.60068	1.23351	1.40126	0.828709	0.543041	0.0067192	0.183434	0.432783	0.347834	0.733751	0.918899	1.12979	1.47546	0.879008	0.662281
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001017.4.08666978-1909-4d2b-9188-2fa56b97d68c.fc.signal	0.867385	1.02373	0.344646	0.465407	0.313079	0.73832	0.561616	0.667833	0	0	0.215605	0.215033	0.220999	0.395178	0.28988	0.306889	0.801963	0.935492	0.566855	0.241998	0.0816574	0.77786	0.946753	0.129521	0.285337	0.363393	0.150041	0.32442	0.217621	0.68196	1.09403	0.411621	0.283746	0.15387	0.184979	0.334863	0.0543393	0.281194	0.359028	0.538539	0.5745	0.361905
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.ea2564bf-c4d4-400e-ac7f-5d44b98fa6dd.fc.signal	0.349084	0.448785	0.472053	0.341352	0.201325	0.0230871	0.208444	0.358814	0.58839	0.25203	0.0186713	0	0	0.0911576	0.206764	0.201518	0.182156	0.267114	0.433478	0.289568	0.0236288	0	0	0	0.121271	0.212025	0.0244156	0	0	0	0.0217537	0.194537	0.103679	0	0	0.0662672	0.141854	0.494703	0.51562	0.224943	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.50e4b52f-c2ee-4e5a-94ba-4c206af20e08.fc.signal	0.580517	0.713944	0.575687	0.356998	0.473268	0.601042	1.18177	0.898942	0.599876	0.601586	0.558483	0.69222	0.802984	1.10417	0.818786	0.0705043	0	0	0	0	0	0	0	0	0.10089	0.402282	0.547522	0.853261	0.643839	0.298432	0.184826	0.0211884	0	0.141701	0.702393	0.955836	0.829588	1.57036	1.81101	1.13189	0.335655	0.595628
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.38d96ded-07f5-41c6-bca5-4d0a649a7511.fc.signal	0.141107	0	0.0545656	0.274766	0.0414778	0.175609	0.30756	0.235701	0	0.193508	0.259384	0	0	0.0721014	0.250081	0.33666	0.190019	0.314699	0.309791	0.512931	0.655258	1.17744	0.300555	0.654628	0.119399	0.420298	0.675542	0.207227	0	0	0	0	0	0.323002	0.0853179	0	0	0	0	0	0.133624	0.264887
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.a99a5a16-aeda-4bbd-b32c-e69190f2f046.fc.signal	0.328302	0.100048	0.46159	0.0149238	0	0	0.0274933	0.926222	0.52653	0	0.372184	0.884867	0.515865	0.553333	0.28619	0.11533	0.256266	0.434827	0	0.364779	0.359395	0	0	0	0	0	0.127805	0.452755	0.027593	0	0	0	0	0.142667	0.779739	0.155573	0.284419	0.213713	0.325121	0.205434	0	0.454545
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003842.2.ac8d699d-9ae8-4731-8d5c-e996a9937a09.fc.signal	0.664509	1.43256	0.0419995	0.716532	1.26288	0.213403	0.145438	0.374918	1.18269	0.217109	0	0.0183647	0.419272	0.0584579	0	0	0.0772605	0.633872	0.211339	0.433995	0.0977161	0.17267	0.709217	0.360678	0.168428	0.1795	0.724807	0.9179	0.740654	0.61343	0.0954436	0	0.118058	0.741324	1.47906	0.476577	0.252244	0.161345	0.315873	0.708839	0.677665	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004615.1.e5b6a748-5a0b-4664-9385-4b3edaab31e2.fc.signal	0.626346	0.256742	0.511504	0.907481	1.21888	0.148199	0.761534	0.333044	0	0.571711	0.915159	0.263086	0.779835	0.930017	0.704552	0.359083	0.402652	0.970481	1.12615	0.22539	0.209619	0.855733	1.39502	0.485262	0.889008	1.60859	1.00186	0.135441	0.128814	0.382149	0.503409	0.944773	0.548432	0.120455	0.764604	0.403349	0.840209	0.0299137	0.651978	0.693245	0.105777	0.476483
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003824.4.cc1ccc19-c2bd-4f77-8714-4fe6bab0d403.fc.signal	0.516733	0.0249467	0.0941973	0.530442	0.0599214	0.0352344	0.566719	1.18345	0.0939584	0	0	0.232551	0.083908	0.172948	0	0	0.376489	0.404491	0.231794	0.47465	0.0480214	0	0.514342	0.352684	0.771494	0.0341952	0	0.228125	0.722294	0.457205	0.262365	0.201526	0.445083	0.564824	0	0.132743	0.619314	0.253736	0.793584	0.477692	0.498458	0.790123
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.0d70dbb5-6bd0-48ac-bde1-b73edc6398bb.fc.signal	0.605236	0.378166	1.01876	1.41957	0.531318	0.552382	0.0916109	0.0555028	0.643507	0.31897	0.641158	0.713872	0.54073	0.389487	0.198211	1.41791	1.649	1.59929	0.54759	1.27841	1.76653	0.713813	0.50805	0.997482	0.214869	0.380511	0.077911	0.405611	0.774543	0.336206	1.25854	1.186	0.31641	0.130049	0.303161	0.210289	0.105792	0.141964	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000277.2.29b532ed-a9ce-4294-8a49-639e0e106f5d.fc.signal	0.672632	0.633647	0.377091	0.32886	0.328424	0.210533	0.0168427	0.843275	0.845454	0	0	0.531882	0.470985	1.05926	0.0822843	0	0.523943	0.0714468	0	0	0.230217	0.395597	0.229591	0.32441	0.547759	0.829577	0.666837	0	0	0	0	0.373487	0.342787	0.416547	0.366713	0.421784	0.378968	0.627439	0.698259	0.912449	1.60671	0.451327
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000330.2.54562357-3f35-441b-ad5b-59b7ae24600f.fc.signal	0.37015	0.383479	0	0.213162	0.61165	0	0.0416788	1.04197	0.131983	0	0	0.156486	0.772404	0	0	0	0.223797	0.916993	0	0	0	0	0	0	0	0.957978	0.955356	0.428582	0.732867	0	0	0.697273	1.78134	0.869211	0.794529	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.29b88f8a-5864-41d5-9d2e-8cf436621ef7.fc.signal	0.324897	0.0998571	0	0	0	0.216935	0.396886	0.0824994	0.312578	0.414573	0.112697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0110209	0.201296	0.234119	0.017442	0.116303	0.697455	0.723801	0.074356	0	0.107674	0.409781	0.433997	0.360014	0.223121	0.0181202	0	0.700565
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004617.2.072627d2-ab52-4b94-ab51-9e9d905bc824.fc.signal	0.774259	0.788051	0.402856	0.245395	0.491526	0.227261	1.04316	0.545315	0.190621	1.42279	0.363544	0	0	0.487228	0.908331	1.77152	1.46064	0.828563	0.243066	0.577713	0.659776	0.248625	0.43315	0.24349	0.552408	0.401595	0.530745	0.800855	0.415248	0.35409	0.604111	1.18788	1.31821	1.20462	0.0353872	0	0.259382	0.996343	1.38216	1.03196	0.113952	0.528947
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.c621361d-dad0-4fef-8483-b87bec22a86a.fc.signal	0.251559	0.20298	0.0265912	0.137948	0.0813615	0.161735	0.486443	0.299965	0.334407	0.373415	0.0610657	0.0647504	0.262334	0.288547	0.0476339	0	0	0	0	0	0	0	0	0	0	0.158614	0.337452	0.251411	0.0702531	0.114412	0.338961	0.294262	0.296754	0.299138	0.0621955	0.0842918	0.123502	0.272382	0.519704	0.442584	0.167469	0.226913
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000964.7.7b47d1c2-54cf-477b-9e3d-3dc271ede832.fc.signal	1.31515	1.21666	0.670788	0.82878	0	0.557256	0.236953	0.119343	0	0.606322	0.00580553	0.533063	0	0.378958	2.45348	1.43433	0.25306	0.832433	0	0	0	0.452844	0.37959	0	0.302129	1.34815	0.758112	0.0359432	1.28318	0.825237	1.22629	1.52425	1.19096	0.5823	1.00255	0.572214	0	0.469047	0.600166	1.07519	0	0.705882
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004608.1.5ec97f16-e54d-4318-8ca6-fd123c69fcf5.fc.signal	0.956578	0.358827	0.45468	0.53474	0.617277	1.21505	0.881782	0.48996	0.242092	1.00605	0.276313	1.21005	0.429136	0.127788	0.253842	1.7304	1.90285	1.26257	1.8816	1.48227	0.84159	0.776164	1.05092	1.27967	0.947602	0.654202	0.421978	0.291045	1.11	1.82516	2.0056	1.80466	0.994787	1.08528	0.200808	0.331744	0.568911	0.640308	0.352259	0.642722	0.812362	0.814815
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.9a67dbab-2305-42d6-a0ec-7cb7b956e3e2.fc.signal	1.08024	1.07321	0.850762	1.00265	0.415094	0.113406	0.296253	0.0902111	0.671672	0.207041	0.183982	0.725626	0.765628	0.316789	1.04718	1.05467	1.1758	0.720167	0.614264	1.33231	1.23706	1.01361	0.84609	0.592575	0.311059	0.355105	0.718315	0.395576	0.171429	0.798316	0.725124	1.35224	0.794543	0.801048	0.0181057	0	0	0.0981441	0.77765	0.64691	0.549222	0.27882
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003660.4.a11d1f85-8da4-41e8-ae9d-f92acd6fb7a1.fc.signal	1.39709	1.34876	0.593317	0.823527	0.656376	0.391046	1.67074	0.849484	0.939734	0.676708	0.392076	0.623621	0.545819	0.533891	1.41573	0.595143	0.332489	0.0889337	0.380604	1.72088	0.279455	0	0	0.0413865	0.623075	0.472484	0.220787	1.16716	0.377914	0.845066	1.02514	1.06449	1.03247	0.169402	0.497708	0.413833	0.552159	1.60923	0.59148	0.747594	0.28475	0.597222
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004609.2.02700347-df20-47c4-9f0c-4c735f739be2.fc.signal	1.69494	2.03846	0.483262	0.934536	0.842736	0.511947	1.662	0.908345	0.0105784	0	0.33779	0.961796	0.688067	0.420396	0.827997	0.25366	0.708018	0.22244	0.186476	1.19603	0.721392	0.172273	0.514822	0.446061	0.513543	0.255189	0.856339	0.585569	0.208994	1.0051	0.576661	0.514847	0.609437	0.40821	0.187429	0.689915	0.442793	0.0487715	0.583815	0.111792	0.601255	0.683292
