	chr17:68915927-68916076	chr17:68916077-68916226	chr17:68916227-68916376	chr17:68916377-68916526	chr17:68916527-68916676	chr17:68916677-68916826	chr17:68916827-68916976	chr17:68916977-68917126	chr17:68917127-68917276	chr17:68917277-68917426	chr17:68917427-68917576	chr17:68917577-68917726	chr17:68917727-68917876	chr17:68917877-68918026	chr17:68918027-68918176	chr17:68918177-68918326	chr17:68918327-68918476	chr17:68918477-68918626	chr17:68918627-68918776	chr17:68918777-68918926	chr17:68918927-68919076	chr17:68919077-68919226	chr17:68919227-68919376	chr17:68919377-68919526	chr17:68919527-68919676	chr17:68919677-68919826	chr17:68919827-68919976	chr17:68919977-68920126	chr17:68920127-68920206	chr17:68920207-68920276	chr17:68920277-68920346	chr17:68920347-68920426	chr17:68920427-68920576	chr17:68920577-68920726	chr17:68920727-68920876	chr17:68920877-68920956	chr17:68920957-68921026	chr17:68921027-68921046	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	0.50691	1.39369	0.780771	0.762815	0.736429	0.969785	0.246749	0.590106	1.07328	0.551951	1.41064	1.79406	0.968529	0.548364	0.250922	0.304251	0.95301	0.325584	0.501058	0.536669	0.215823	0.168682	0.324686	0.834137	0.342615	0.482318	0.438413	0	0.354346	1.22995	1.29161	0.974813	0.989358	0.150081	0	0	0	0	0.498759
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0.184073	0.355625	0.0189737	0.887353	1.2191	0.483976	0	0.627934	1.55189	0.604489	0.462446	0.862455	0.329968	0.0075132	1.03812	1.4046	0.432411	0.25858	0.407319	0.394999	0.0278256	0	0.674346	0.66623	0	0.298611	0.16742	0.705216	0.517005	0.369874	0	0.0956532	0.843153	0.80541	0.0142972	0	0	0	0.656604
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.10334cc2-577d-467e-a601-b7232b684380.fc.signal	0	0	0	0	0.14867	0.241341	0.303336	0.188201	0.0642099	0.57961	0.57855	0.413782	0.45279	0.0914837	0.233632	0.573461	0.431562	0.164511	0.254009	0.466695	1.39837	0.704143	0.135554	0.340982	0.647634	0.616636	0.274553	0.0143919	0	0.033212	0.33212	0.670467	0.66424	0.136169	0	0	0	0	0.551315
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.2e9e766f-a8f0-4144-be3d-bffc3ef3aedd.fc.signal	1.88766	0.719573	0.075816	0	0	0.136228	0.38713	0	0.102255	1.34188	2.05648	1.9142	1.02141	2.74282	2.30194	0.708752	0.225256	0	0	0	0	0	0.507257	2.51184	2.57123	1.24044	0.621828	0.973442	1.68908	0	0	1.07383	2.02388	0.975914	0.0268329	0	0	0	0.636172
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003813.1.eaaac0a3-b084-49f5-8ed4-a37c494e32ee.fc.signal	0.394043	0.39579	0.718324	0.297135	0.0104488	0	0	0	0.461667	1.22137	0.609526	0.351146	0.422881	0.294043	0.392404	0.231881	0.0599734	0.30617	0.33978	0.553237	0.140034	0.165125	0.113304	0.464258	0.123169	0.389221	0.506361	0.00756487	0	0	0	0	0	0	0	0	0	0	0.705845
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.e9a22a10-4147-4184-8f97-9e6f19793d99.fc.signal	0.459594	0.138893	0.544291	0.134699	0.105045	0.245794	0.0508894	0.382169	0.655787	0.220325	0	0	0	0	0	0.0640469	0.330764	0.0353828	0.0466473	0.693672	0.492201	0.590399	0.521771	0.631593	0.34862	0.437213	0.493211	0.346979	0.180951	0.686684	0.75905	0.478575	0.8355	0.88172	0.00505947	0.206327	0.37945	0.37945	0.87156
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001016.4.09447dfd-b5f7-40f0-a631-e697e858aafa.fc.signal	0.0683183	0.730871	0.329973	0	0	0.23129	0.727578	0.151109	0.406285	0.615362	0.234918	0.671099	0.280909	1.96918	0.576249	0.448063	0	0.0686141	0.823021	0.0972226	0	0.0493416	1.3632	0.792572	0.988791	0.0675665	0	0	0	0	0	0	0	0	0	0	0	0	0.0380711
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.727264aa-cb25-4bb6-be50-7f5732e7e88a.fc.signal	1.01936	0.187734	0.271574	0.325367	0.331415	0.712024	0.369117	0.459662	0.593421	0.553546	0.833763	0.419067	0.490213	0.746065	0.989072	1.10757	0.798223	1.20845	1.72971	1.14018	1.01715	0.916954	0.815572	0.724131	0.811512	0.844619	0.418061	0.412265	0.558507	0.448383	0.681216	1.12906	0.839402	0.185883	0.109201	0	0	0	0.998387
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.2bbf1d92-dd54-451c-865f-3578546b9653.fc.signal	0.0501585	0	0	0	0.112743	0.313478	0	0.347348	0.488795	0.365724	0.0604966	0.0316231	0.628309	0.424846	0.687021	0.264088	0	0.0174378	0.281829	0.568213	0.0481227	0	0.470148	0.382184	0.0659957	0.803944	0.783606	0.191114	0.58004	0.586301	0.218024	0	0	0	0	0.348023	0.41247	0.278421	0.553398
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	0.589071	0.282206	0.386321	0.926075	1.33432	0.644066	1.011	1.56638	0.984886	0.730988	0.30276	0.172567	0.430611	0.474054	0.551352	0.745244	1.36993	0.752748	2.06872	2.08029	0.661054	0.390271	0.359334	0.337682	0.484885	0.468662	0.129331	0.542706	0.668466	1.12962	0.706163	0.491121	1.15453	0.206483	0.227409	0.410369	0.0990379	0	0.767802
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.afbe02e8-50de-460a-8edc-cfae9d057ff1.fc.signal	2.01087	0.119144	0	0	0.225383	1.02519	0.004405	0	0	0.583656	0	0.756033	0.186063	1.32632	3.02974	0.0109432	0.302907	0.334785	0.947198	0.605118	0.432682	0.14104	0.147712	0	0	0.721952	0.444178	0.923157	0.0722444	0.106155	0.82565	0.540924	0	1.3127	0.652976	0	0	0	0.844096
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.50e4b52f-c2ee-4e5a-94ba-4c206af20e08.fc.signal	0	0	0	0	0	0.0965166	0.964489	1.51418	1.12326	0.513513	0.075261	0	0	0	0	0	0.0510519	0.350163	0.354128	0.351037	0.308537	0.0133218	0	0	0.511814	1.129	0.923292	0.367985	0.0533099	0	0	0	0	0	0	0	0	0	0.650718
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.38d96ded-07f5-41c6-bca5-4d0a649a7511.fc.signal	0	0	0.424071	0.340354	0.566796	0.480334	0.197626	0.0288204	0.13175	0.0934398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0604963	0.176785	0.114227	0.00445973	0.222708	0.41172	0.238209	0.010293	0	0	0	0.149249	0.20586	0.20586	0.696751
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004615.1.e5b6a748-5a0b-4664-9385-4b3edaab31e2.fc.signal	0.677613	0.894921	0.756779	0.422207	0.317552	0	0	0	0	0	0.467428	0.490747	1.74017	0.534618	1.04356	1.63965	1.95971	0.897143	0.160004	0.488664	0.0410818	0.520634	0.611844	1.25643	1.72045	1.04256	1.15919	0.165237	0.209639	1.69117	1.81627	0.348658	0.535643	0.752455	0	0.0851366	0.32433	0.32433	0.583069
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.efaf5424-48a2-426f-8f4e-0fdd590e949e.fc.signal	0.431377	0.0275981	0	0.0106513	0.460736	0.545857	0.182739	0.161398	0.323122	0.299134	0.259782	0.267218	0.25654	0.0148663	0	0.123705	0.255407	0.23378	0.206121	0.201694	0.0772724	0	0	0	0.102681	0.38672	0.262801	0.0792802	0.208062	0.252105	0.229991	0.142817	0.0812837	0.187005	0.152626	0.104279	0.0846207	0.084833	0.548797
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001012.4.4385ecaa-47ed-48e3-8af5-20303d73a7da.fc.signal	1.41165	0.212249	0	0	0.603097	0.406379	0	0.598467	0.668132	1.85767	1.90519	0.603108	1.09493	1.2813	2.03979	0.616066	0	0.150127	0.695381	0.108073	0	0	0	0.362377	1.94661	1.40814	0.594685	1.50397	0.45135	0	0	0	0	0	0	0	0	0	0.451613
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.7114bd47-4fa8-4cc2-a314-a8f63b9a798b.fc.signal	0	0.161132	0.560961	0	0	0.238256	0.215943	0.370714	1.21371	0.666809	0.220675	0.576717	0.330513	0.53066	0.414274	0.590096	0.154152	0.271289	0	0.191392	0.449078	0.260602	0.69804	0.842202	0.53206	0	0.593836	0.995359	0.212943	0	0	0	0	0.577046	0.237334	0	0	0	0.891862
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.74e68fe6-66c5-49bf-a809-80390106feb5.fc.signal	0.617011	0.430092	0.443366	0.235155	0.182951	0	0.010592	0.994231	1.01734	0.5738	0.551936	0.444931	0.396688	0.303625	0.544763	0.213201	0.580267	0.617498	0.848305	0.134175	0.107693	0.336782	0	1.47773	0.589591	0.723542	0.933542	1.46033	0.261486	0.64744	1.0723	0.953168	0.552447	0.0388373	0	0	0	0	0.770227
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.793fc11e-e9ef-4476-a0d2-85f945a7ed27.fc.signal	0	0	0	0	0.0061408	0.46056	1.52659	1.15398	0.3444	0	0	0	0	0	0.764602	0.854162	0.0489261	0	0	0	0	0	0	0	0.979546	2.3951	1.53533	0.248702	0	0	0	0	0	0	0	0	0	0	0.469799
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000964.7.7b47d1c2-54cf-477b-9e3d-3dc271ede832.fc.signal	0	0.725623	0	0	0.279431	0.275959	0.254536	1.14232	0	0	0	0	0	0.150959	1.77221	0.785003	0	0.281464	2.09263	1.37081	0.720235	0.0516143	0.282565	0.258974	0.811545	1.97611	0.616359	0	0	0	0	0	0	0	0	0	0	0	0.368421
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004608.1.5ec97f16-e54d-4318-8ca6-fd123c69fcf5.fc.signal	1.8446	1.50928	0.218858	0.677426	0.873635	1.35067	0.723006	1.3336	1.03183	0.177252	0.779638	1.49284	0.837699	1.13263	1.38992	0.681357	1.92737	0.722479	1.11455	0.999512	1.06483	1.51207	1.54723	0.634014	0.974459	2.00912	1.2298	1.59414	1.80068	1.70171	1.7694	0.8587	0.0699443	0.870895	0.672374	0.444206	0.35778	0.33844	0.568768
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.b0b3e62c-a424-40a0-81dc-b67047b2608e.fc.signal	0.239076	0	0.471087	0.355387	0.638467	1.34516	1.08059	1.43064	0.956664	0.991794	0.714881	0.252089	0.198387	0.796298	0.956686	0.748487	0.844423	0.477194	0.800558	0.602278	0.604783	2.38253	2.52902	1.22232	1.51135	2.33201	1.97533	1.36781	1.78453	2.7759	2.63448	1.31725	0.157057	0.411194	0.871937	0.623695	0.0442749	0	0.453147
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.9a67dbab-2305-42d6-a0ec-7cb7b956e3e2.fc.signal	1.64592	1.02339	1.29534	1.62961	2.57419	1.5175	0.290801	0.429335	0.935467	0.784326	0.676487	0.746001	0.83655	0.484198	0.301775	0.566426	0.397785	0	0.402043	0.31324	0.922212	0.887015	1.42627	0.944189	1.20105	1.18774	0.674956	0.50772	1.0881	1.0801	0.614517	0.589904	1.32443	0.361196	0	0	0	0	0.499093
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000957.7.280608e3-f2db-495d-8512-5761688a7d39.fc.signal	0.222542	0	0	0	0	0	0	0	0	0	0	0	0.403894	0.512248	1.28957	0.749366	0.395125	0.286125	0	0.367875	0.313375	0	0	0	0	0.611404	2.06384	0.352766	0.121992	0.963281	1.26517	0.068125	0	0	0	0	0	0	0.497087
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.7418f6bc-6e40-4cd9-9c59-6013c4a60b00.fc.signal	0.648295	0.0359189	0.313566	0.444155	0.169802	0.331867	0.671981	0.573208	0.793366	0.407583	0.962978	0.826726	0.696021	0.948964	1.38483	0.601247	1.03212	1.11277	0.622435	0.483103	0.121053	0.133924	0.387224	0.712954	0.17119	0.699403	1.3516	1.04393	0.678494	0.72986	0.691756	0.939302	1.12831	0.639299	0	0	0	0	0.765138
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000864.3.f60db18a-9bf4-4a85-95cc-68f3cffdac0c.fc.signal	4.74193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.66352	0.869828	0	0	0	0	0	0	0	0	1.14864	6.27212	4.7597	0	0	0	0	0	0	0	0.729923
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.c5ef21e4-195e-4160-bc6c-4a5cf2e91a44.fc.signal	0	0.812935	0.34184	0	0.849422	0.652604	0.665282	0.786995	1.37475	0.616787	0.847727	0.450147	1.16778	1.18581	1.18151	0	0.290251	0.175784	0.478577	0.83147	0.534606	0.773516	0.112698	0	0.689123	0.225526	0.500929	0.784382	1.01304	0.783004	0.505426	0	1.3002	1.25553	0.305164	0	0	0	0.833333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004655.3.a03293d2-6113-4ca9-b53e-d6298f97afbf.fc.signal	0.796943	0.612866	1.36144	0.936809	0.847943	0.860318	0.0884047	0.451175	0.0937371	0.303456	1.002	1.20925	2.04087	0.921137	1.18527	2.22296	0.724732	1.44734	2.41053	0.860353	1.13257	1.14978	0.00321173	0.228085	1.54543	0.938212	0.417014	0.896752	2.11781	2.17785	1.59558	1.23994	0.385131	0.569622	0.715989	0.109947	0	0	0.467312
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000784.3.34f373d0-ec85-43e8-be9c-456d096f409b.fc.signal	0	0	0	0	0.86418	0.912091	0.236692	1.26017	0.0367669	0.699907	0.0342671	0.617612	0	0	0	0	0.193691	0.902783	0	0	0.512534	0.111933	0.495863	0.237591	0	0.489313	0.725814	0.823167	0.40543	0.184295	0.56427	0.212684	0.593691	0	0	0	0	0	0.629938
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001854.4.221dc4c8-df92-4d92-a47c-49ab8394aec7.fc.signal	0.515651	0.257019	0.344468	0.247609	0.958444	0.845458	0.81795	0.957168	0.906691	0.708653	0.885401	1.01698	0.352954	0.348032	0.247955	0.366655	0.624397	0.31461	0.396635	0.320978	0.416403	0.461446	0.493507	0.666599	0.556544	0.390624	0.44649	0.550412	0.697843	0.937713	0.78119	0.478535	0.365118	0.571541	0.208733	0	0	0	0.516529
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.f0f49cb4-faa4-493d-95f6-28ba67fd8f5a.fc.signal	0.544613	1.01724	1.24081	0.619352	0.0744264	0.166046	0.494311	0.337857	0.448513	0.555174	0.932421	0.482576	0	0.33894	1.23338	0.320879	0	0.589793	0.138818	0.723522	0.764992	0	0.483823	0.9217	0	0.296238	1.02161	0.946233	0.891125	0.472247	0	0	0.169527	1.13719	0.181931	0	0	0	0.776144
