	chr10:86704031-86704180	chr10:86704181-86704330	chr10:86704331-86704480	chr10:86704481-86704510	chr10:86704511-86704630	chr10:86704631-86704780	chr10:86704781-86704850	chr10:86704851-86704930	chr10:86704931-86705080	chr10:86705081-86705230	chr10:86705231-86705380	chr10:86705381-86705530	chr10:86705531-86705600	chr10:86705601-86705680	chr10:86705681-86705830	chr10:86705831-86705910	chr10:86705911-86705980	chr10:86705981-86706060	chr10:86706061-86706130	chr10:86706131-86706280	chr10:86706281-86706430	chr10:86706431-86706510	chr10:86706511-86706580	chr10:86706581-86706680	chr10:86706681-86706730	chr10:86706731-86706880	chr10:86706881-86706940	chr10:86706941-86707030	chr10:86707031-86707090	chr10:86707091-86707180	chr10:86707181-86707250	chr10:86707251-86707330	chr10:86707331-86707390	chr10:86707391-86707480	chr10:86707481-86707630	chr10:86707631-86707780	chr10:86707781-86707930	chr10:86707931-86708080	chr10:86708081-86708230	chr10:86708231-86708340	chr10:86708341-86708380	chr10:86708381-86708450	chr10:86708451-86708530	chr10:86708531-86708640	chr10:86708641-86708680	chr10:86708681-86708760	chr10:86708761-86708830	chr10:86708831-86708980	chr10:86708981-86709070	chr10:86709071-86709130	chr10:86709131-86709219	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	0.396949	0.626183	0.567665	0.8963	0.849323	1.87187	0.580215	0.191804	0.564927	0.482022	0.961785	0.377583	0.170205	0.462678	0.456238	0.395872	0.39994	0.494099	0.339687	0.0717048	0.40067	0.395873	0.394568	0.341187	0.4478	0.282167	0	0.0503507	0.289641	0.403896	0.665821	0.625518	0.278862	0.146073	0.472857	1.32987	0.80327	1.07594	0.555926	0.817669	1.5441	1.26339	0.555859	0.531642	0.751616	1.69986	1.88061	0.793372	1.08553	1.47846	1.69707	0.464789
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.afbe02e8-50de-460a-8edc-cfae9d057ff1.fc.signal	0.0104888	1.17841	0.465833	0.78666	0.301478	0.494832	0.6269	0.964955	1.62584	1.43381	0.876204	0.044048	0	0	0	0	0	0.25534	1.17872	1.66255	0.75312	0.82565	0.37744	0	0.495409	1.73558	0.159672	1.44963	1.58267	0.633053	1.32774	0.435017	0	0.232483	0.554854	0.677078	2.06981	0.516369	1.19585	1.45068	0.870043	1.17514	0.979332	0.40818	1.09034	1.76768	1.01201	0.428047	0.988151	0.157332	0.574018	0.552326
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.7114bd47-4fa8-4cc2-a314-a8f63b9a798b.fc.signal	0.917465	0.414139	0.418859	0.69804	0.683094	0	0	0	1.05341	0.462708	0.398024	0.165843	0	0	0.76319	1.90216	1.10325	0.777521	1.20661	1.64737	0.642197	0	0.079776	0.69804	0.795766	1.77302	1.33091	0.356027	1.24893	1.84198	0.29916	0.497354	0.69804	0.435952	0.200105	1.04706	2.01038	1.62877	0.637543	0.241141	0	0	0.322844	0.69804	0.488628	0	1.11686	1.6148	0.506552	0	0.164706	0.600806
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.74e68fe6-66c5-49bf-a809-80390106feb5.fc.signal	1.40222	1.20463	0.850021	0.31776	0.314752	0.790655	1.07419	1.18354	1.14268	1.24441	0.58254	0.462726	0.401262	0.585182	0.767992	0.212671	0.579335	1.20317	1.17813	0.282152	0.849234	0.633182	0.226972	0.063886	1.08716	1.58481	0.534665	0.00672578	0	0	0.127114	0.13241	0.11781	0.330153	0.61369	0.864799	0.227218	0.209934	1.04138	0.611078	0.958281	0.492676	0.400302	0.345449	1.2357	1.41071	0.400977	0.0123583	0.0294244	0.390159	0.435476	0.546218
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.b0b3e62c-a424-40a0-81dc-b67047b2608e.fc.signal	0.690082	0.508304	1.96914	2.39689	1.33271	0.562031	0.885517	1.08479	1.09915	2.23218	1.40091	0.992016	1.62057	1.16675	0.606807	0.778684	1.12464	1.19219	0.881087	0.250036	0.673589	1.29014	1.57631	1.20257	0.793409	1.6592	3.12004	3.33013	2.20054	0.805841	0.278982	0.573344	0.655984	1.64958	1.5455	1.26267	0.477299	0.61982	0.183888	0.305394	0.28761	0.199938	0	0.131235	0.159126	0.13162	0	0	0.113077	0.204432	0.184646	0.602389
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.9a67dbab-2305-42d6-a0ec-7cb7b956e3e2.fc.signal	0.444583	1.0824	0.754402	0.556341	0.310941	0	0	0.146088	0.915876	1.12117	0.662858	1.78612	0.983121	0.299176	0.913821	0.460334	0.2665	0.366919	1.08154	0.52575	0.35838	0.428596	0.217699	0.306019	0.243908	0.274414	0.0491327	0.162521	0.505207	0.815708	0.678086	0.377787	0.82227	1.20056	0.259911	0.0870562	0.686818	0.975546	1.04717	0.370717	0.318737	0.740135	1.17689	0.577388	0.460343	0.348693	0.202331	0.349185	0.599657	0.655564	0.868444	0.506476
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000957.7.280608e3-f2db-495d-8512-5761688a7d39.fc.signal	0	0	0.395481	0.692188	0.771408	0.109958	0	0	0.170264	0.320277	0.112026	0.375849	0.0249194	0.348113	0.322482	0.339392	0.367276	0.512405	0.543624	0.507399	0.773291	0.471228	0.316355	0.28835	0.413605	0.322213	0.118649	0.202319	0.0252867	0.167761	0.433629	0.252919	0.336181	0.554267	0.519139	0.599654	0.0943978	0.138989	0.0611525	0.382706	0.372542	0.37326	0.50247	0.904896	1.02209	0.484019	0.127421	0.223303	0.164215	0.633541	0.873642	0.260995
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.7418f6bc-6e40-4cd9-9c59-6013c4a60b00.fc.signal	0.755483	0.112817	0	0.211406	0.662671	1.27095	1.00803	1.19012	1.05216	0.751624	1.54838	2.05424	1.77367	1.8413	1.90795	1.50685	1.00062	0.372042	0.244831	0.3728	0.277957	0.0494126	0	0.246435	0.826994	0.887838	1.02711	1.81709	1.30316	1.1257	0.379088	0.721478	0.701433	1.16903	1.20209	0.966062	0.56518	0.865789	1.14434	1.17241	0.90188	0.983464	1.02585	0.744619	0.261584	0.852522	1.29262	1.24657	2.04088	2.11934	1.54023	0.520548
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000864.3.f60db18a-9bf4-4a85-95cc-68f3cffdac0c.fc.signal	0	0	0	0.961772	9.4977	0.224413	0	0	3.96614	0.0182845	0	0	1.23656	9.37748	9.61793	3.787	13.1215	14.006	2.67923	0	0	0	0	0	0	2.80342	8.52414	1.60295	0.160295	8.01491	6.7325	0	0	2.99223	6.21959	0	0	0	0	0.786904	8.77634	9.41183	1.32244	0.218585	7.45385	9.61793	1.58005	3.30213	7.64087	0.320591	0	0.0157967
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000784.3.34f373d0-ec85-43e8-be9c-456d096f409b.fc.signal	0.257811	0	0	0.430234	1.09061	0.584635	0	0	0	0.76225	1.15441	1.36524	0.714224	1.91568	2.33154	1.62241	0.252898	0	0.660251	2.60556	2.36814	1.54127	0.057229	0.338273	3.05369	4.43957	3.0344	2.23558	2.50321	2.42942	2.39012	1.78049	1.7286	2.30486	4.63808	2.46308	1.25823	0.189923	2.94397	3.27199	2.04728	0.779387	1.02094	0.9845	1.30203	1.69037	1.33542	2.69757	1.21172	1.63954	1.35541	0.0210689
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.f0f49cb4-faa4-493d-95f6-28ba67fd8f5a.fc.signal	1.19096	0.649171	1.52589	1.84014	1.37495	1.07929	0.930379	3.86899	2.45738	0.373006	0.988311	1.30259	1.24059	0.756506	1.63388	1.10872	0.62022	1.71352	1.86081	0.624408	1.43078	2.31833	0.664562	0	0.359728	1.26534	1.25093	0.854595	1.24059	1.77811	1.19627	0.868368	0.550955	0.082696	0.552018	0.497153	0.204472	0.41794	1.62126	1.46056	0.317465	0	0	0	0	0	0	0	0	0.193249	1.56385	0.539906
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.f1a05120-9b28-47d7-97dd-561e9dce1de5.fc.signal	0.481	0.485829	0.0712534	0	0	0	0	0	0	0	0	0	0	0	0.654743	0.86356	0.840943	0.794469	0.802314	0.485849	0.124856	0.447276	0.81904	0.40801	0	0	0.182636	0.599061	0.69802	0.069802	0	0	0	0.622954	0.823267	0.896202	0.33657	0	0	0	0	0	0	0	0	0	0	0	0	0	0.628347	0.400966
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004884.1.55c580e9-33d1-47be-8555-14db2907a656.fc.signal	0.0730456	0.313174	0.553726	0	0.267737	0.666273	0	0	0.13891	0.543822	0.972804	0.894877	1.9516	2.60601	1.01766	0.717401	0	0.59076	0.868854	0.385072	0.167928	1.71199	1.61336	0.186223	0.825155	0.540315	0	0	0	0	0	0	0	0.151126	2.42536	1.37116	1.24177	1.48416	0.562592	0.0835959	0.46757	0.442627	0.510042	2.08491	2.02427	2.13357	1.98174	2.38418	1.66268	0.92298	0.819501	0.48951
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004664.3.6d452180-a6ee-4609-96f0-3f1b6ca1f2c8.fc.signal	0.652459	0.594757	1.24845	1.22514	1.12265	0.572576	0.440566	0.877062	0.885452	1.11276	0.68192	0.484453	0.456483	0.293628	0.349477	0.848357	1.01959	0.895473	0.513723	0.933585	0.85698	0.466862	0.321706	0.131382	0.187929	0.421428	0.242939	0.543441	0.909612	1.05278	0.743711	0.81577	1.11903	1.34854	0.462652	0.390971	1.04036	0.422991	0.548358	0.726085	0.57071	0.408148	0.322768	0.623008	0.673116	0.65296	0.268642	0.639064	0.541581	0.121226	0.104876	0.0313742
