	chr2:127609750-127609899	chr2:127609900-127610049	chr2:127610050-127610199	chr2:127610200-127610349	chr2:127610350-127610499	chr2:127610500-127610649	chr2:127610650-127610799	chr2:127610800-127610949	chr2:127610950-127611029	chr2:127611030-127611099	chr2:127611100-127611249	chr2:127611250-127611399	chr2:127611400-127611549	chr2:127611550-127611699	chr2:127611700-127611849	chr2:127611850-127611999	chr2:127612000-127612149	chr2:127612150-127612299	chr2:127612300-127612449	chr2:127612450-127612599	chr2:127612600-127612749	chr2:127612750-127612899	chr2:127612900-127613049	chr2:127613050-127613199	chr2:127613200-127613349	chr2:127613350-127613499	chr2:127613500-127613649	chr2:127613650-127613799	chr2:127613800-127613949	chr2:127613950-127614099	chr2:127614100-127614249	chr2:127614250-127614399	chr2:127614400-127614549	chr2:127614550-127614699	chr2:127614700-127614827	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.0d6e9ac4-1ee5-4f7e-8d0d-48a48250ff2d.fc.signal	1.49647	1.47349	0.910049	1.21424	0.0273443	0.682129	1.00659	0.663124	1.09255	1.83059	1.43912	0.823118	1.06811	1.22319	1.18131	1.3792	3.08081	1.73046	2.26883	2.78428	0.528107	0.401093	0.274742	1.55965	2.25917	0.976596	0.757467	2.30258	1.95105	1.55074	0.586885	0.537793	1.10251	0.522797	1.23067	0.708193
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.2e9e766f-a8f0-4144-be3d-bffc3ef3aedd.fc.signal	0	0	0	1.33356	2.13881	1.78092	0.0298242	0.800987	0.974605	0	0	0	0	0	0	0	0	0	0	0	0.323803	0.97914	0	0	0.085212	1.15888	0.88194	1.87045	1.72547	0	0	0	0	0	0.39276	0.270732
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000248.2.606dcf87-a1e5-4987-b1a6-d323c19f0fba.fc.signal	0.409414	0.798359	1.34859	0.515224	0.0824076	0	0.415257	0.294148	0.509963	0.804716	0.696637	0.843513	0.345264	0	0.791016	1.10552	0.253709	1.17966	0.645688	0.397143	0.265097	1.16958	0.350713	0.0950049	0.466	0.0590267	0	0.188469	1.01817	0.645751	0.67194	0.929623	0.813534	0.532266	0.0447797	0.544776
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003401.1.342281be-4e86-4e27-9e01-e85aacc54324.fc.signal	1.18083	1.72713	2.38446	1.25851	0.552494	0.528481	0.118547	0	0.297668	0.483798	0.765476	0.202451	0	0	0.542084	1.27447	1.03257	1.10376	1.18193	1.04647	1.48818	1.52756	0.727224	0.798722	1.01893	0.800722	0.42989	0.674287	2.55825	1.77629	0	0.232351	0.440575	0.545416	0.996059	0.386503
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.705d0a23-5da9-44fc-b8a6-299bfe826407.fc.signal	0.20443	0.330722	0	0.0311989	0.4987	0.292983	0.824721	1.6249	0.543127	0.882887	0.763817	0.469688	1.10245	0.694065	0.783993	1.65027	1.53933	1.733	0.245209	0.551692	1.36663	0.541253	1.80272	0.429395	0	0.039832	0.322721	0.232356	0.763205	0.595313	0.88099	1.0718	1.4031	0.253272	0.327888	0.417982
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001016.4.09447dfd-b5f7-40f0-a631-e697e858aafa.fc.signal	0.259112	0.486423	0.736734	1.82926	1.29048	0	0.0203974	0.428575	0.360251	0.188964	0.420501	1.40612	0.379962	0	0.3768	0.480433	0.460305	0.0922899	0.538286	0.402294	0	0.352441	0.34401	0	0.0624431	0.611685	0.841508	1.20838	0.482162	0.341606	0.827727	0.320476	0.192601	0.239431	0.70706	0.45709
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001017.4.08666978-1909-4d2b-9188-2fa56b97d68c.fc.signal	0.284709	0.506425	0.479659	0.766955	0.447332	0.549012	0.358578	0.599187	0.916851	0.831319	0.403719	0.0538933	0.0940625	0.375897	0.270826	0.258563	0.554367	0.656722	1.28734	0.86523	0.610188	0.169541	0.237675	0.436019	0.295246	0.202808	0.358025	0.875102	0.816933	1.00503	0.415424	0.424146	0.751014	0.280534	0.891552	0.361927
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.2bbf1d92-dd54-451c-865f-3578546b9653.fc.signal	0.54561	0.901431	0.763378	0.355375	0.334622	0.407901	0.210204	0.257943	0.3714	0.579498	0.616986	0.376793	0.526932	0.432009	0.738557	0.632953	0.594753	0.406077	1.10722	0.745245	0.886232	0.133024	0.389353	0.139037	0.0652517	0.245508	0.348204	0.443581	0.490154	0.133033	0.197423	0.309937	0.273961	0.063195	0.191662	0.436408
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000310.2.13c9a4f1-6099-46e7-900d-6e97d2b9ea39.fc.signal	0	0	2.41804	2.19866	0	0.576149	0.808651	0.879961	1.12104	0	0	0	0.241085	1.31341	1.21551	0.120543	0	0	0.967516	1.54182	0	0	0.515537	1.67857	1.19912	0	0.798974	0.257624	0	0	0	2.82389	0.489138	0	0	0.525773
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.53f657c9-ccc3-46a9-8812-1aa30d387b18.fc.signal	1.35676	0.735979	0.100798	0.787177	0.689581	0.0543982	0.135995	0.40959	0.41699	0.47999	0.48959	0.35999	0.334392	0	0	0.529673	1.01875	0.683364	0.359361	0.357747	0.0242688	0.522977	0.459986	0.146157	0.266238	0.213499	0.646301	1.69685	0.755791	1.08611	1.34124	0.640098	0.864616	0.605838	0.123402	0.675676
