	chr1:15718829-15718978	chr1:15718979-15719128	chr1:15719129-15719278	chr1:15719279-15719428	chr1:15719429-15719578	chr1:15719579-15719728	chr1:15719729-15719878	chr1:15719879-15720028	chr1:15720029-15720178	chr1:15720179-15720328	chr1:15720329-15720478	chr1:15720479-15720628	chr1:15720629-15720778	chr1:15720779-15720928	chr1:15720929-15721078	chr1:15721079-15721228	chr1:15721229-15721378	chr1:15721379-15721528	chr1:15721529-15721678	chr1:15721679-15721828	chr1:15721829-15721978	chr1:15721979-15722128	chr1:15722129-15722278	chr1:15722279-15722428	chr1:15722429-15722578	chr1:15722579-15722728	chr1:15722729-15722878	chr1:15722879-15723028	chr1:15723029-15723178	chr1:15723179-15723328	chr1:15723329-15723478	chr1:15723479-15723628	chr1:15723629-15723778	chr1:15723779-15723888	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000076.3.8c8cf71c-e370-472d-89ef-87dbd2cde25f.fc.signal	0.808458	1.15194	0.508326	0.386653	0.235236	0.613773	0.151417	0.494802	0.505617	0	0	0.700293	0.822216	0.82036	0.255723	0.198714	0.19175	0.268087	0.559477	1.24258	1.18287	0.636738	0.359121	0.146009	1.2817	1.69002	0.924796	1.28446	0.954518	0.221717	0.197382	0.665145	0.183863	0.40558	0.284848
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	0.633284	0.89269	0.389162	0.373903	0	0.36117	0.846905	0.816387	0.264544	0.363763	0.223854	0.429879	0.325606	0.256924	0.701995	0.750325	0	0	0	0.346807	0.898282	0.44481	0.172978	0.414624	0.562095	0.376415	0.188204	0.707034	0.272187	0.358676	0	0	0	0.267099	0.541155
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001447.1.0bde8c3f-07de-437f-8926-bbf417d01abf.fc.signal	0.609463	0.611612	0	0	0.205414	0.474223	0	0.590771	0.718208	0	0	1.68644	1.41418	0.473839	0.90846	0.853511	0	0	0.288658	0.637647	0.54855	0.513977	0.0652916	0	0.211371	0.665102	0.729329	0.639789	0.265291	0.0556417	0.706673	0.433369	0.309026	0.297654	0.263867
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000014.2.2ffc3bfd-a8b5-4bc3-8298-0f71a6dfa4b0.fc.signal	1.80764	1.98062	0.268706	0	0.2708	0.921763	0.008668	0.6501	0.576422	0.23837	0	0	0.287375	0.403693	0.979479	0.403062	0.533082	0.925205	1.51645	1.41338	0.485406	0.598088	0.875462	0.138688	0.986066	1.44007	1.30019	2.76507	1.01793	0.565889	0	0.507078	0.218441	0.0881713	0.405705
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000159.3.2e817463-50da-4748-b0f1-6026956a5007.fc.signal	0.579261	1.67342	0	0	2.9478	1.55757	0.715828	1.49321	0	0	0	1.33874	0.878234	0	0	0	0.165614	1.16765	0	0.947713	1.14227	1.04285	0.180302	0.180215	1.93087	0.141597	0	0	0.104626	1.05337	0.0823611	0	0	0	0.6
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000279.2.c8dc6fda-b050-49b5-ab4a-886e58f3d031.fc.signal	0.21963	0.491042	0	0	0	0	0	0	0	0	0	0.0130352	0.708553	0.270251	0	0.15251	0.253534	0	0	0	0	0	0	0	0.474334	0.269243	0.102651	0.456394	0.648025	0	0.283569	0.464022	0	0	0.462745
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001549.1.b1238445-4a00-452e-8684-dd41797bdbb3.fc.signal	0	0.909143	0.887896	0.258589	0	1.20501	0.821563	0.0900594	0	0.113571	0.411268	0.248112	0.432228	0	0	0.22799	0.0787027	0	0	0	0.325684	0.691677	0.181803	0	0	0.103687	0.27358	0.178803	0	0	0	0	0.0499723	0.363924	0.314121
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000831.3.27a27ea1-2b00-4c14-813e-8060e6e66b8d.fc.signal	1.43042	0.872109	1.14773	0.831951	0.222666	0.151806	1.5222	1.18818	1.75296	1.38253	0.740861	0.303632	1.30562	1.5465	2.05452	2.96941	1.5242	1.39468	0.458553	0.420038	0.745857	0.612798	0	0.121451	0.626696	1.00468	0.421399	0.0404747	1.11534	0.342068	0.0526211	0.60727	0.119417	0.60727	0.472956
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0.238287	0.905492	0.633843	0	0	0	0.32933	0.564416	0.894956	1.44435	1.78036	0.312241	0.619545	0.388486	0.446526	0	0.0763149	0.481471	0.248354	0.112074	0.314682	0.335321	1.17775	2.95013	1.44207	0.497751	0.958858	0.438447	0	0	0	0	0.114378	1.42973	0.478351
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.80ce343a-5712-49f6-8c5c-1e3104623262.fc.signal	0	0.345631	0.434827	0.224776	1.1621	0.133781	2.48954	0.471976	0.2169	0.419029	0.047165	0.659045	0.196973	0.583485	0	0	0.553938	0.114682	0	1.01901	1.10355	1.50861	0.691239	0	0	0	0	0	0	0.253068	1.04259	0.0371647	0	0	0.364094
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.10334cc2-577d-467e-a601-b7232b684380.fc.signal	0.445407	0.0517707	0.278298	0.298214	0.666299	0.788741	0.587734	0.876759	0.541356	0.0188201	0.314407	0.352691	0.416068	0.206473	0.746385	0.850224	0.152775	0.263482	0.049818	0	0.123991	0.304443	0.0143919	0	0.231377	0.705201	0.530285	0.316616	0.295828	0.719128	0.659658	0.345215	0.366905	0.783092	0.718045
