	chr3:46900401-46900550	chr3:46900551-46900700	chr3:46900701-46900850	chr3:46900851-46901000	chr3:46901001-46901150	chr3:46901151-46901300	chr3:46901301-46901450	chr3:46901451-46901600	chr3:46901601-46901750	chr3:46901751-46901900	chr3:46901901-46902050	chr3:46902051-46902200	chr3:46902201-46902350	chr3:46902351-46902500	chr3:46902501-46902650	chr3:46902651-46902800	chr3:46902801-46902950	chr3:46902951-46903100	chr3:46903101-46903250	chr3:46903251-46903400	chr3:46903401-46903550	chr3:46903551-46903700	chr3:46903701-46903850	chr3:46903851-46904000	chr3:46904001-46904150	chr3:46904151-46904300	chr3:46904301-46904450	chr3:46904451-46904600	chr3:46904601-46904750	chr3:46904751-46904900	chr3:46904901-46905050	chr3:46905051-46905200	chr3:46905201-46905350	chr3:46905351-46905451	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	0.732504	0.839324	0	0.132818	0.974432	0	0	0	0	0.198416	0.480731	0.0839454	0	0.176208	0.107755	0.0787593	0.666646	0	0	0.157716	0.760465	1.14705	1.2742	0.134821	0.956307	0.147522	0	0.38234	0.811691	0.606355	0.77472	0.60802	0.379761	1.00708	0.149954
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0	0	0	0	0	0.91147	3.44579	1.88325	1.03627	0.435024	0.268851	0	0	0	0.442653	0.64814	0.61478	0	0.0450792	0.694168	0.658608	0.43503	0.278034	0.695664	0.99441	0	0.490313	1.21527	0.538531	2.01602	1.38209	0.352664	0.671968	0.877652	0.372881
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.0d6e9ac4-1ee5-4f7e-8d0d-48a48250ff2d.fc.signal	0.634407	0.115628	0.140122	0.463871	0.193514	0.474461	0.768929	1.21908	0.47819	0.377788	0.803766	0.0788317	0.0508061	0.497406	0.514929	0.197915	0	0	0.264525	0.341579	0.0245271	0.310063	1.30723	0.202643	0.362483	1.32525	1.42574	0.402859	0.499208	0.81738	0.264473	0.877168	0.121577	0.303328	0.415823
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.2e9e766f-a8f0-4144-be3d-bffc3ef3aedd.fc.signal	0	0.529826	0.569113	0	0	0	0	0	0	0	0	0	0	0	0	0.472923	1.05236	1.07704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.384218
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	1.1741	0.703015	0.407186	0.222309	0.179017	0.2753	0.860356	0.769612	0.0691541	0	0	0.00909147	0.316166	0.391713	0.248512	0.115333	0.296764	0.399902	0.0422334	0	0	0.236724	0.45157	0.0138885	0.319111	0.370787	0.0590832	0.256503	0.0450478	0.508159	0.672322	0.193369	0.128517	0.308595	0.485755
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.e9a22a10-4147-4184-8f97-9e6f19793d99.fc.signal	0	0.369342	0.526257	0.71727	0.883	0.58952	0.190991	0	0.018973	0.320004	0.365544	0.231466	0.514891	0.631297	0.258027	0	0.0392109	0.485789	0.791934	0.527518	0.0278271	0.0695663	1.07779	0.688147	0.0366811	0	0	0	0	0	0	0	0	0.22166	0.435159
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.727264aa-cb25-4bb6-be50-7f5732e7e88a.fc.signal	0.395697	0.738553	0.319376	0.440359	0.516307	0.837186	0.738553	0.904114	0.843337	0.355392	0.741395	0.434719	0.227477	1.49071	1.2925	0.655463	0.315771	0.557508	0.584118	0.433237	0.467637	0.543643	1.10693	0.658717	0.468493	0.678671	0.353725	0.360058	0.818397	0.484836	0.265266	0.376147	0.486772	0.860803	0.0776197
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	0.446827	1.21545	1.53433	1.21376	0.238368	1.07951	0.624167	0.179262	0.241108	0.884977	0.545233	0.994572	1.05485	0.252068	0.446598	0.465777	0.0465777	0.41098	0.575317	0.351098	0.639741	1.04269	0.734284	0.606502	0.499808	0.531768	0.458026	0.191791	0.301385	0.731544	0.554979	0.41098	1.01923	0.720353	0.472669
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.afbe02e8-50de-460a-8edc-cfae9d057ff1.fc.signal	0.0209776	0	0	0	0.203061	1.07968	0.368298	0.258635	0	0.170324	0.320088	0	0.446034	2.05703	0.503327	0.878163	0.550034	0.41542	0	0.0231845	0.401415	0.147309	0.276947	0.450577	0.613457	0.375898	0	0	0	0	0	1.05173	0.640031	0.292833	0.362694
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.38d96ded-07f5-41c6-bca5-4d0a649a7511.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149797	0.119378	0	0.0361037	0.171972	0.0995328	0.118819	0.29817	0.0377794	0	0	0	0.263636
