	chr7:76510584-76510733	chr7:76510734-76510883	chr7:76510884-76510943	chr7:76510944-76511033	chr7:76511034-76511183	chr7:76511184-76511273	chr7:76511274-76511333	chr7:76511334-76511483	chr7:76511484-76511633	chr7:76511634-76511783	chr7:76511784-76511893	chr7:76511894-76511933	chr7:76511934-76511983	chr7:76511984-76512083	chr7:76512084-76512153	chr7:76512154-76512233	chr7:76512234-76512293	chr7:76512294-76512383	chr7:76512384-76512463	chr7:76512464-76512533	chr7:76512534-76512643	chr7:76512644-76512683	chr7:76512684-76512833	chr7:76512834-76512983	chr7:76512984-76513133	chr7:76513134-76513283	chr7:76513284-76513433	chr7:76513434-76513583	chr7:76513584-76513733	chr7:76513734-76513883	chr7:76513884-76514033	chr7:76514034-76514183	chr7:76514184-76514333	chr7:76514334-76514483	chr7:76514484-76514633	chr7:76514634-76514783	chr7:76514784-76514933	chr7:76514934-76515083	chr7:76515084-76515233	chr7:76515234-76515383	chr7:76515384-76515413	chr7:76515414-76515493	chr7:76515494-76515533	chr7:76515534-76515663	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000195.3.c463eafa-ded1-4a7b-ab31-187e5f8f0b63.fc.signal	0.705827	0.258948	0	0	0	0	0	0	0	0.22799	0.68397	0.341985	0	0	0	0	0	0	0	0	0	0	0	0.546482	0.447101	0.947846	0.445076	1.07278	0.495171	0.68397	0.700031	0.179829	0.347669	0.431589	0.715118	0.31052	0	0.0091196	0.680639	0.0884155	0	0	0	0	0.159664
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.2bbf1d92-dd54-451c-865f-3578546b9653.fc.signal	1.27972	0.894921	0.161954	0.399507	0.351694	0.117558	0.92919	1.49513	0.976999	1.98169	1.47441	0.267981	0.676395	2.4312	2.00022	0.229439	0.529273	1.85136	1.41255	0.0942793	0.0674967	0.369572	1.12067	2.38876	1.40774	1.51308	0.907151	0.579583	0.199955	0.552544	0.961362	0.631262	0.0803291	0.36648	0.616144	0.668876	0.214346	0.485992	0.929591	1.24641	1.1115	0.536766	0	0	0.203883
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000232.3.285e51c7-b00d-4bd1-94fb-890aaf69f0f5.fc.signal	0.0826451	0.133904	0.28861	0.243607	0.186776	0.188877	0.094817	0.0420111	0.134569	0.178862	0	0	0	0	0	0	0	0	0	0	0	0	0.0242068	0.294588	0.42938	0.165262	0.110376	0.168767	0.0241195	0.144257	0.304848	0.196451	0.138082	0.0666581	0.132634	0.457285	0.25014	0.231423	0.368043	0.184002	0.255726	0.343707	0.479444	0.547779	0.566038
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.38d96ded-07f5-41c6-bca5-4d0a649a7511.fc.signal	2.84784	0.747955	0.778872	0.395706	0.041172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0917004	0.61757	0.550325	0.251149	0.599733	0.178412	0	0	0	0.364942	0.0428772	0	0	0	0.28134	0.741093	0.458376	0.551849	0.521253	1.2282	0.713638	0.120942	0	0	0.161339
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003842.2.ac8d699d-9ae8-4731-8d5c-e996a9937a09.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.556646	1.18371	0.268151	0.172707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138798
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003824.4.cc1ccc19-c2bd-4f77-8714-4fe6bab0d403.fc.signal	0.15632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164471	0.408132	0.35528	0	0	0	0	0.0548843	0.264224	0.353208	0.324609	0	0.219526	0.200474	0	0	0	0.363355	0.430266	0.38961
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.0d70dbb5-6bd0-48ac-bde1-b73edc6398bb.fc.signal	0.52052	0.587151	0.478881	0.263728	0	0.0798126	0.31231	0.281081	0.514278	0.278997	0.0596228	0	0	0	0	0	0	0	0	0	0	0	0	0.42891	0.616126	0.234499	0	0	0.0104103	0.582987	0.0520517	0	0.28924	0.341491	0	0.156068	0.479053	0.861987	0.42891	0	0	0	0.0546543	0.810629	0.3
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001050.8.e3d2eec5-07d0-478e-b8e6-55da7b174fe0.fc.signal	3.10286	0.488591	0	0	0	0	0	0	0.185723	0.492571	0.451462	0	0.0968992	0.60562	0.147079	0	0	0	0	0	0	0	0	0.876671	0.582076	0.191313	1.19675	0.800512	0.984283	0.71609	0.548613	0.310885	0	0.380557	0.536171	0.197836	0.306847	0	0.318445	0.810677	0.88354	0.770782	0	0	0.122568
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004617.2.072627d2-ab52-4b94-ab51-9e9d905bc824.fc.signal	0.259354	0.133606	0	0	0	0	0	0	0	0	0	0	0	0.0766272	0.29472	0.44215	0.412664	0.29472	0.03684	0	0	0.412688	0.754644	0.656389	0.0510848	0.414639	0.764428	1.01009	1.11228	0.898538	0.505036	0.141484	0.758581	0.640661	0.0314368	0.334095	0.452011	0	0	0	0	0	0	0	0.144796
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000964.7.7b47d1c2-54cf-477b-9e3d-3dc271ede832.fc.signal	3.50618	0.58014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0713438	0.8371	1.39791	1.41046	2.00162	0.926738	0.146434	1.1205	0.599215	1.03924	0.387612	1.24238	0.679379	0.604794	0.067926	0	0.470322	0.669256	0.867452	1.1737	0.921166	0.966513	0.22406	0.27371
