	chr7:87409393-87409542	chr7:87409543-87409692	chr7:87409693-87409842	chr7:87409843-87409992	chr7:87409993-87410142	chr7:87410143-87410292	chr7:87410293-87410442	chr7:87410443-87410592	chr7:87410593-87410702	chr7:87410703-87410742	chr7:87410743-87410892	chr7:87410893-87411042	chr7:87411043-87411192	chr7:87411193-87411342	chr7:87411343-87411492	chr7:87411493-87411642	chr7:87411643-87411792	chr7:87411793-87411832	chr7:87411833-87411942	chr7:87411943-87411972	chr7:87411973-87412092	chr7:87412093-87412242	chr7:87412243-87412392	chr7:87412393-87412542	chr7:87412543-87412692	chr7:87412693-87412842	chr7:87412843-87412992	chr7:87412993-87413142	chr7:87413143-87413292	chr7:87413293-87413392	chr7:87413393-87413442	chr7:87413443-87413592	chr7:87413593-87413682	chr7:87413683-87413742	chr7:87413743-87413892	chr7:87413893-87414042	chr7:87414043-87414192	chr7:87414193-87414342	chr7:87414343-87414492	chr7:87414493-87414533	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	1.26476	0.690809	0.232493	0.370927	0.289309	0.758568	0.649926	1.14882	0.748487	0.851961	1.17378	1.91834	1.7943	3.20979	3.19291	3.94225	2.03023	0.795714	0.640057	0.861644	1.16157	0.76996	1.9481	0.48079	1.70563	0.981092	0.908966	1.35453	1.29809	1.00081	0.701977	0.621547	1.44564	1.775	1.52779	1.64869	1.40431	1.26985	0.980081	0.518338	0.644068
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.10334cc2-577d-467e-a601-b7232b684380.fc.signal	0.411686	0.743806	0.399736	0.284714	0.141515	0.687819	0.698446	0.299606	1.09741	1.16146	0.507866	0.155534	0.353461	0.313726	0.313493	0.619884	0.323144	0.156247	0.0869801	0.222393	0.281998	0.544714	0.612126	0.393925	0.20398	0.306693	0.446964	0.18232	0	0	0	0.0335207	0.211414	0.305912	0.293919	0.440116	0.330214	0.817215	1.39465	1.17354	0.878211
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	0.581348	0.0267509	0.375638	0.13927	0.146089	0.561135	0.982388	0.778526	0.846922	1.36708	1.97945	1.4353	0.797712	1.25696	1.00922	0.854945	0.530384	0.783913	0.833447	1.21811	0.991387	0.945249	0.446967	0.309481	0	0.224114	0.117872	0.538846	0.529044	0.599841	1.22437	1.25204	0.883567	1.36123	1.27102	1.33577	0.662416	0.257739	0.373523	0.733353	0.513043
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003813.1.eaaac0a3-b084-49f5-8ed4-a37c494e32ee.fc.signal	0.260295	0.0536061	0	0.0376134	0.348233	0.582371	0.778575	0.443589	0.0872535	0	0	0	0.117618	0.410151	0.191658	0.193195	0.0718769	0	0	0	0	0	0.0165101	0.135446	0.208847	0.279856	0.0444013	0.217175	0.280617	0	0	0.0142103	0.117274	0.186318	0.18725	0.0530949	0.827475	0.733485	0.643784	0.533966	0.800814
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.e9a22a10-4147-4184-8f97-9e6f19793d99.fc.signal	0.196265	0.444701	0.331904	0.424911	0.291471	0.388137	0.28106	0.103168	0.372979	0.570781	0.254686	0.537423	0.275411	0.684571	0.507729	0.417471	0.079575	0	0.0593259	0.24491	0.272126	0.222452	0.310851	0.465396	0.33908	0.524109	0.127522	0.0203976	0.485608	0.635667	0.157896	0.0449269	0	0	0	0.236731	0.567128	0.272707	0.00509373	0.222609	0.568513
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001526.1.3053275a-04d9-4877-878d-0e1bc4a6f2cf.fc.signal	0.292758	0.302353	0	0	0.0862663	0.237312	0.0427495	0.151211	0.478393	0.408425	0.209501	0	0	0	0.0477538	0.357136	0.131366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116374	0.218597	0.157542	0	0	0	0	0	0.232394
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.727264aa-cb25-4bb6-be50-7f5732e7e88a.fc.signal	0.809463	0.748082	0.937628	0.755625	0.496043	0.381932	0.509698	0.820297	0.878475	1.03065	0.785259	0.759029	0.391641	0.0860671	0.11172	0.175986	0.376551	0.282769	0.290852	0.279083	0.45402	0.263744	0.0872315	0.409481	0.559012	0.452695	0.447983	0.463806	1.0645	1.42867	1.799	1.66034	0.835517	0.451439	0.788152	0.463365	0.569933	1.04338	1.06449	1.16844	0.514286
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000232.3.285e51c7-b00d-4bd1-94fb-890aaf69f0f5.fc.signal	0	0	0.509646	0.709076	0.13849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14126	0.509645	0.537344	0.168958	0	0.293139
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001467.1.cce25949-4874-486b-8e10-e945d4818d87.fc.signal	0.135341	0	0.0818739	0.553782	0.519919	0	0	0	0	0.198821	0.289391	0.419896	0.188968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.313368	0.435306	0	0	0	0.553106
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000298.2.f9a46d3c-b34c-48f5-9ac6-a7782203129c.fc.signal	0	0	0.431684	0.764419	0.824803	0.722244	0.311105	1.0824	0.202023	0	0.184518	0.323614	0.63312	0.271509	0	0.197166	0.56446	0	0.48104	0.955259	1.04183	0.693928	0.0580007	0	0	0	0.326911	1.5014	0.535027	0	0	0	0	0	0.462899	0.293645	0.246877	0.894364	0.439639	0	0.285714
