	chr17:34624084-34624233	chr17:34624234-34624383	chr17:34624384-34624533	chr17:34624534-34624683	chr17:34624684-34624833	chr17:34624834-34624893	chr17:34624894-34624983	chr17:34624984-34625133	chr17:34625134-34625283	chr17:34625284-34625433	chr17:34625434-34625503	chr17:34625504-34625583	chr17:34625584-34625733	chr17:34625734-34625883	chr17:34625884-34626033	chr17:34626034-34626183	chr17:34626184-34626233	chr17:34626234-34626333	chr17:34626334-34626383	chr17:34626384-34626483	chr17:34626484-34626633	chr17:34626634-34626713	chr17:34626714-34626783	chr17:34626784-34626933	chr17:34626934-34627083	chr17:34627084-34627143	chr17:34627144-34627233	chr17:34627234-34627383	chr17:34627384-34627533	chr17:34627534-34627683	chr17:34627684-34627753	chr17:34627754-34627833	chr17:34627834-34627983	chr17:34627984-34628053	chr17:34628054-34628133	chr17:34628134-34628223	chr17:34628224-34628283	chr17:34628284-34628433	chr17:34628434-34628583	chr17:34628584-34628733	chr17:34628734-34628793	chr17:34628794-34628883	chr17:34628884-34628973	chr17:34628974-34629033	chr17:34629034-34629183	chr17:34629184-34629333	chr17:34629334-34629355	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	0.573947	1.04406	0.743624	1.4142	1.48131	2.28629	5.27905	4.99051	2.69757	2.38054	2.09841	1.28642	0.383174	0.584358	2.15157	0.882539	1.14453	1.35429	1.52592	1.03007	1.18183	1.94597	0.591746	0.00245373	0.357768	0.291819	0.536378	1.18007	0.806945	0.532324	0.694528	0.542784	1.2127	0.890286	0.444626	0.408792	0.435678	0.523372	0.206949	0.611382	0.262824	0.579028	0.60882	0.0057415	0.369613	0.289497	0.28338	0.860465
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0.931274	0.137742	0.914289	0.596065	0	0.26667	0.757611	1.03417	0.667268	1.80031	1.40931	0.330623	0.590951	0.624311	1.54892	2.79287	4.16066	3.03118	3.23134	5.42611	4.94231	2.55768	1.26349	0.507955	1.25141	1.2391	0.892319	0.360634	0	0.198764	0.482991	0.767755	0.490074	0.009938	0.67267	0.71486	0.107229	0.101259	0.657789	0.743455	0.333601	0	0	0.691034	1.36777	0.071486	0	0.569767
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.2e9e766f-a8f0-4144-be3d-bffc3ef3aedd.fc.signal	2.19846	1.72553	0	0	0.891056	2.27941	5.68094	2.6885	0	0	0.556917	1.26479	0.346861	0	0	0	0	0	0	0	0	0	0	0	0	0	0.894719	2.78645	0.732821	2.37314	0.374323	0	0.305981	1.11816	2.40371	2.2013	2.11964	3.18702	0.106515	0	0	0.67459	1.23507	0.353852	0	0	0	0.821429
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	1.31919	1.15433	2.00384	1.88158	3.17036	2.70233	5.36546	5.99732	4.43364	4.76126	2.77337	1.70012	1.62187	0.969053	0.727221	0.42894	0.136748	0	0	0	0	0	0	0	0	0	0	0.0335135	0.43946	0.416478	0.25603	0.492853	0.276566	0.200061	0.424528	0.350548	0.352936	0.435777	0.162281	0.417811	0.560416	0.340887	0.31618	0.551591	0.602791	0.597934	0.345777	0.659484
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	1.52316	0.613677	0.293192	0.0270889	0	0.189221	1.26145	1.05182	0.945219	1.04497	0.41098	0.241451	0.0876757	1.01375	1.05036	1.84673	1.89881	2.65508	2.90167	2.09609	1.11513	1.46925	1.50301	1.51211	1.03019	0.972653	0.644183	0.230149	0.93278	0.396369	0.448674	0.498313	0.443858	0.41098	0.364745	0.420113	0.774012	0.783602	0.526054	0.0630768	0.335294	0.476318	0.214672	0	0.223118	0.638082	0.149447	0.615385
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.afbe02e8-50de-460a-8edc-cfae9d057ff1.fc.signal	0	0.704555	0.066052	0.20366	0.566946	0	0.128434	1.86615	0.36879	0.988762	0.872917	0	0.384693	0.773802	1.35421	2.30652	2.17993	2.89354	2.07494	2.08833	2.37813	0.908234	0.82565	0.351178	0	0	0.612633	0.225526	0.175465	0.68824	0.121022	0	0	0	0	0.779791	1.56177	0.939252	0.402997	0.232283	0	0	0	0	0.0435654	0.718324	0	0.508772
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000974.7.af2fffce-696b-421a-8732-73b351c68c67.fc.signal	0.0837501	0.334619	0.817863	1.15936	0.383759	0.356279	0.678647	1.11263	1.45343	0.121365	0.216094	0.54472	1.64109	0.92354	1.58571	0.966666	0.823033	0.51663	0.613188	1.07586	1.52016	1.45828	1.01177	0.965743	1.09743	1.58236	0.73886	0.330429	1.41563	0.401577	0.817455	0.567698	0.226405	0.237684	0.282382	0.527817	0.336597	0.705356	1.02916	1.52452	1.56073	1.39912	0.719524	1.23878	2.20828	1.40531	0.587942	0.396694
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.7114bd47-4fa8-4cc2-a314-a8f63b9a798b.fc.signal	0	0	0.33634	1.02293	0.469066	0.222357	0	0	0	0	0	0.104706	1.19429	0.126789	0.688733	0.940027	0	0.160549	1.18667	1.91961	1.74046	2.32104	1.28639	0.339713	0	0	0	0	0	0.372334	0.467239	0.0340346	0	0	0	0	0	0.589727	0.65983	0.162634	0	0	0.162266	0.546417	0.323195	0	0	0.708075
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.d0662727-3cb8-42a6-9eb8-875cfded9c1e.fc.signal	0.665458	1.76148	1.68447	1.43938	3.24781	3.51466	4.16466	4.23043	3.2266	2.03264	2.8206	1.40029	0.349026	0.0619727	0.555176	0.32401	0	0.219585	0.29278	0.102473	0	0	0	0.35324	0.270931	0	0	0.322004	0.639451	0.544913	0.35216	0.185306	0.295618	0.285439	0.357378	0.0818497	0	0.490747	0.729127	0	0.124127	0.574682	0.364989	0	0.270868	0.43964	0.259765	0.803625
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.74e68fe6-66c5-49bf-a809-80390106feb5.fc.signal	0.560738	0.298985	0.204458	0.120639	0.650267	0.541969	0.588469	0.266387	1.12243	1.40338	1.36926	1.0552	0.162702	0.050442	0.735311	0.315258	0	0	0.259524	0.415771	0.100721	0	0	0.544456	1.2643	0	0.135347	0.233379	0.383973	0.352169	0	0	0.234784	0.726238	1.09504	0.58108	0.058108	0.232432	0.41495	0.89853	2.02396	1.52358	0.514532	0.251579	0.401574	1.23446	1.00871	0.647541
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.47bafce5-cf92-4589-82d6-1f8a597d67d2.fc.signal	0.224336	0.530893	0.709649	0.585831	0.364648	0.160415	0.500575	0.839104	0.647839	0.284447	0.326084	0.258392	0.367426	0.318863	0.15783	0.0238882	0.101901	0.100646	0.11658	0.134936	0.120115	0.141958	0.0772943	0.0621106	0.180004	0.087837	0.00381067	0.0343361	0.174395	0.237981	0.429936	0.327316	0.124986	0.0810071	0.191854	0.480518	0.502746	0.296074	0.104035	0.0457748	0.0436545	0.0466929	0.0446829	0.00587783	0.0310219	0.01264	0.0592227	0.802416
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.b0b3e62c-a424-40a0-81dc-b67047b2608e.fc.signal	1.03636	0.521961	0.587838	1.33427	1.34046	1.64778	2.49747	2.23407	1.34384	0.75578	0.945883	0.645634	0.228915	0	0.0351311	0.367817	0.514474	0.452506	0.44631	0.647769	0.904998	0.639194	0.588854	0.30998	0.287236	0.707648	1.14678	1.68401	1.01659	0.796803	1.17984	0.606887	0.290088	0.510098	0.758289	1.00213	0.929629	1.23762	1.50675	0.0743831	0	0	0	0.40289	0.61982	0.241739	0.80299	0.791086
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.9a67dbab-2305-42d6-a0ec-7cb7b956e3e2.fc.signal	0.277986	0.739262	1.12199	0.78853	1.30672	4.18036	3.06671	2.48995	1.87406	0.79747	0.76744	0.904686	1.24794	0.399326	0.151668	0.783448	0.150377	1.33012	2.58097	2.03323	0.97423	1.23445	1.03552	0.693434	0.798577	0.742482	1.01297	0.622047	0.132528	1.08916	1.49118	0.453963	0.127861	0.497925	0.868314	0.414418	0.521111	0.304059	0.225594	0.207476	0.172603	0.103656	0.338086	0.369095	1.24146	1.22047	1.34949	0.947484
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.7418f6bc-6e40-4cd9-9c59-6013c4a60b00.fc.signal	0.563305	0.653362	1.40426	1.12623	0.481401	0.368882	0.263228	0.147198	0.358684	0.707923	0.522295	0.239242	0.651322	0.929916	1.06617	0.318653	0.252542	0.60121	0.60121	0.526075	0.791634	0.330724	0.365071	0.745534	0.996049	1.01208	1.15233	0.561181	1.11429	1.5452	1.60189	0.992021	0.935933	1.1037	1.38658	1.2659	0.541145	0.689407	0.970002	0.454936	0	0	0.227163	0.60121	0.803655	0.462946	0	0.609929
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.c5ef21e4-195e-4160-bc6c-4a5cf2e91a44.fc.signal	0	0.440249	0.571894	0.465533	0.818292	0.490179	0.678446	0.92991	1.03323	1.77211	0	0.398166	0.366528	0.186458	1.31557	1.19126	1.04106	4.9255	8.03305	4.35838	2.18306	0.0837935	0	0	0	0.841653	2.15808	1.08324	0.0495471	0	0	0	0	0	0	0.163395	0.573196	0.410953	0.152528	0	0	0	0.60183	0.77691	0.0725116	0	0	0.68932
