	chr16:488634-488783	chr16:488784-488933	chr16:488934-489083	chr16:489084-489233	chr16:489234-489383	chr16:489384-489533	chr16:489534-489683	chr16:489684-489833	chr16:489834-489983	chr16:489984-490133	chr16:490134-490283	chr16:490284-490433	chr16:490434-490583	chr16:490584-490733	chr16:490734-490883	chr16:490884-491033	chr16:491034-491183	chr16:491184-491333	chr16:491334-491483	chr16:491484-491633	chr16:491634-491783	chr16:491784-491933	chr16:491934-492083	chr16:492084-492233	chr16:492234-492383	chr16:492384-492533	chr16:492534-492683	chr16:492684-492833	chr16:492834-492983	chr16:492984-493133	chr16:493134-493283	chr16:493284-493433	chr16:493434-493583	chr16:493584-493733	chr16:493734-493768	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	0.7783	0.0691987	0	0	0.076314	0.358676	0.598186	0.485757	0.0076302	1.24114	1.13179	0.533861	0.868853	0.775187	0.518867	1.09911	1.45196	0.915034	1.0594	0.569788	0.124113	0.806687	0.312887	1.19791	0.440035	0.470536	0.473068	0.681016	0.852523	1.95573	1.75995	0.579591	0.982401	1.46747	1.39513	0.255027
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001447.1.0bde8c3f-07de-437f-8926-bbf417d01abf.fc.signal	0	0.272259	0.748812	0.0727879	0.405235	0.256657	0.448698	0.345606	0	0	0	0.47766	0.20137	0.0996422	0.367795	0.196821	0.432377	0.128022	0.0752404	0.255986	0	0	0.206184	0.481096	0	0	0	0.149795	0.456231	0.0111981	0	0	0	0.034364	0.51546	0.644599
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000014.2.2ffc3bfd-a8b5-4bc3-8298-0f71a6dfa4b0.fc.signal	0.32505	0.897134	0.251372	0.361619	0.276962	0.226688	0.31984	1.43808	0.97482	1.01157	1.42845	1.22621	0.647771	0.264374	0.944424	2.13755	2.7044	1.03582	1.18751	0.820425	1.06053	0.580573	0.698309	0.255427	0.500383	0.449791	0	0.261144	0.390874	0	0	0.117018	0.619762	0.589424	0.631526	0.453782
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000279.2.c8dc6fda-b050-49b5-ab4a-886e58f3d031.fc.signal	0.175297	0.552582	0	0	0	0	0	0	0	0.0664789	0.832194	0.324815	0.659942	0.0876486	0.180453	0.563659	0	0.10917	0.311865	0.051558	0.621122	0.732331	1.10841	2.98797	11.6714	26.0145	9.96502	0.689331	0	0	0	0	0.0342169	1.02306	0.243059	0.608163
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001549.1.b1238445-4a00-452e-8684-dd41797bdbb3.fc.signal	0.412293	0	0	0	0	0	0	0	0	0	0	0	0	0	0.368603	0.363154	0.09478	0.639765	0.624676	0.102299	0	0	0	0.519103	0.944301	0	0	0	0	0	0	0	0.376551	0.354988	0	0.672414
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0.609733	0.642132	1.63959	0.469185	1.09813	2.5126	1.75514	0.921782	1.85619	1.23415	1.54671	0.667782	0.0150264	0.699354	0.342995	0	0.218512	0.497736	0.813221	0.281616	0	0.176332	0.586627	0	0.654377	1.97937	0.929399	0.833825	0.310953	0	0	0.340182	0.119259	0	0	0.728847
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.80ce343a-5712-49f6-8c5c-1e3104623262.fc.signal	0	0	0	0	0.241567	1.31922	0	0	0	0	0	0	0	0	0.602087	0.821275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.577143
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.10334cc2-577d-467e-a601-b7232b684380.fc.signal	0.296488	0.381638	0.481626	0.472606	0.0557799	0.0842984	0.186877	0.52338	0.804837	0.110693	0.15013	0.229691	0.0293981	0	0	0.197058	0.435077	0.499287	0.303356	0.338127	0.522788	0.445932	0.271771	0.200883	0.238231	0.47152	0.632135	0.567925	0.437415	0.558942	0.416252	0.131863	0.230408	0.136944	0.237673	0.222025
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.0d6e9ac4-1ee5-4f7e-8d0d-48a48250ff2d.fc.signal	0.476389	0	0.302941	0.20073	0	0.0388136	0.515638	0.831235	0.0718293	0.483434	0.85128	1.07194	1.17835	0.814212	1.52594	0.673196	0.333909	0.626643	1.48091	0.442679	0.713423	2.45402	1.88048	0.423946	0	0.0553231	0.458317	0.350043	0.224696	0.388369	0.0052558	0.0893486	0.434375	0.443129	0.52542	0.57002
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.2e9e766f-a8f0-4144-be3d-bffc3ef3aedd.fc.signal	0	0	0.106515	1.10318	0.0317913	0	0	0	0.217289	1.10349	0.175529	0.639672	0.549614	0.768488	0	0	0	0	0.102254	2.30071	0.238592	0	0	0	0	0	0.0468666	1.13619	0.106515	0	0.711515	0.609262	0	0	0	0.270281
