	chr6:30555650-30555799	chr6:30555800-30555949	chr6:30555950-30556099	chr6:30556100-30556249	chr6:30556250-30556399	chr6:30556400-30556549	chr6:30556550-30556699	chr6:30556700-30556849	chr6:30556850-30556999	chr6:30557000-30557149	chr6:30557150-30557299	chr6:30557300-30557449	chr6:30557450-30557599	chr6:30557600-30557749	chr6:30557750-30557899	chr6:30557900-30558049	chr6:30558050-30558199	chr6:30558200-30558349	chr6:30558350-30558499	chr6:30558500-30558649	chr6:30558650-30558799	chr6:30558800-30558949	chr6:30558950-30559099	chr6:30559100-30559249	chr6:30559250-30559399	chr6:30559400-30559549	chr6:30559550-30559699	chr6:30559700-30559849	chr6:30559850-30559999	chr6:30560000-30560149	chr6:30560150-30560299	chr6:30560300-30560449	chr6:30560450-30560599	chr6:30560600-30560712	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	15.1605	19.6469	17.5565	20.8973	22.3199	23.3148	19.3187	26.1074	12.6873	24.3647	19.713	18.7059	22.2385	25.0361	24.5017	18.2633	11.5262	7.74583	3.34011	4.40268	2.42122	1.25939	2.07821	2.2818	1.08603	0.719801	0.903316	0.108885	0.648137	1.15857	0.784981	1.11716	0.864761	0.38157	0.0582096
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001447.1.0bde8c3f-07de-437f-8926-bbf417d01abf.fc.signal	88.1106	121.813	136.608	141.543	154.856	130.504	72.2439	61.2066	69.7381	115.121	143.245	142.746	132.234	46.3996	17.1237	7.48432	2.50043	2.97304	1.07259	0.895113	1.71236	0.342885	0	0	0.377598	0.606997	0.590631	1.79736	0.313588	0	0.39175	0.29553	0	0	0.795276
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000279.2.c8dc6fda-b050-49b5-ab4a-886e58f3d031.fc.signal	107.454	126.468	119.879	112.177	131.473	124.886	50.8509	101.434	87.4348	117.273	150.045	156.06	114.249	82.9243	54.7173	33.849	8.77536	5.2678	3.68653	1.1084	0.697933	0.467638	0	0	0	0	1.06808	0.426699	0.606088	1.56961	0.226855	0.508961	0	0	0.895604
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	37.9837	49.8846	44.5167	29.4924	60.9102	69.0737	47.5615	50.3038	19.4782	17.3759	16.9624	26.3862	36.3336	20.6279	19.8269	10.6193	7.3206	5.49242	1.57584	1.3988	0.509411	1.41321	0.724427	1.13877	0	0.0826452	0.706832	1.19041	0.838076	0.477774	1.38024	0.966671	0.963211	0.0797862	0.15508
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.80ce343a-5712-49f6-8c5c-1e3104623262.fc.signal	7.55859	7.03461	6.19478	7.98595	7.7221	5.37356	3.06956	7.78157	10.97	10.8399	10.0893	9.80315	10.0409	9.042	7.31279	4.21111	0.789281	0.477255	0.403493	0.416633	0.674335	0.141396	0.617866	0.533498	1.16039	0.574668	0.0110413	0.693351	0.0668964	1.1557	0.405038	0	0	0.157868	0.682243
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.0d6e9ac4-1ee5-4f7e-8d0d-48a48250ff2d.fc.signal	129.786	126.736	99.2602	110.041	112.131	96.5841	31.5103	50.8982	54.3902	51.3118	70.7374	76.8079	76.2604	67.7986	51.6468	42.647	26.7806	14.5016	10.3826	6.03575	6.79896	6.10797	2.75911	2.0982	2.20988	1.77262	1.18836	2.53791	2.04651	2.25869	1.36374	2.05449	2.48369	0.246471	0.245161
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003401.1.342281be-4e86-4e27-9e01-e85aacc54324.fc.signal	11.792	29.6427	41.1685	39.2967	46.1497	29.2591	12.565	13.837	11.5472	9.97457	22.3661	31.5759	29.1093	17.9617	7.5172	2.31009	0.698181	0.329686	0.340491	0.734445	1.38053	1.14067	0.664245	0.648503	0.788712	0.444373	0.622683	0.413776	0	0	0	0	0.159194	0.719627	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	34.0371	36.3566	36.1858	44.501	28.4192	20.8335	20.6776	38.5919	29.915	54.0574	44.3464	42.7018	38.0534	26.8247	31.9089	23.0515	15.9833	13.7552	5.60728	4.58576	3.23365	2.28385	2.38855	2.34415	1.63734	1.633	1.77952	1.71476	0.742623	1.37811	1.42076	1.1896	0.503557	0.170522	0.0506557
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.e9a22a10-4147-4184-8f97-9e6f19793d99.fc.signal	87.7604	103.548	95.0456	59.443	52.6714	76.6611	72.4344	85.1601	72.7732	103.457	120.336	166.533	118.705	96.1191	50.6427	27.3383	15.7208	8.99605	3.03506	3.29463	1.95268	0.557618	1.11334	1.74159	1.82586	0.44429	0.501134	0.324149	1.54679	1.13025	0.739026	0.598737	0.269311	0.216499	0.466667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aeed1346-11ea-42a3-9799-b44bd957c243.fc.signal	23.0035	29.2818	23.6605	19.7505	24.8692	20.5914	15.5803	16.6262	20.7148	13.0442	15.6289	28.456	24.9567	17.4709	14.1775	7.62372	3.43872	1.88787	1.79096	1.74882	0.865133	1.38897	0.361173	0	0.305673	1.06346	0.86314	0.485597	0.912656	0.611511	0.514807	0.94517	0.942491	0.122002	0.281818
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001526.1.3053275a-04d9-4877-878d-0e1bc4a6f2cf.fc.signal	97.3483	102.961	125.174	123.414	124.343	141.909	93.2782	113.056	100.998	95.9025	135.468	148.597	104.174	67.1903	22.534	9.17962	8.66195	4.02734	1.99837	0.575846	0.738499	1.16808	1.13804	1.01113	0.0181207	0	0	0	0	0	0	0	0	0	0.849057
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001914.1.10de6d23-02d2-4d71-9c7c-c7a23a9dea76.fc.signal	50.3105	67.8833	71.7276	75.6373	65.7185	33.1771	23.4799	39.2072	32.5488	50.8365	65.161	86.8757	52.0914	39.3881	26.5674	10.681	5.45006	6.33777	1.50735	0.740932	0.975715	0.892197	2.49669	0.446106	0.83333	1.23963	0.595984	0.0390655	1.02178	1.70913	0.659207	0.173415	0	0	0.866935
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.727264aa-cb25-4bb6-be50-7f5732e7e88a.fc.signal	24.8043	36.9674	41.1115	43.2883	43.5385	27.1799	30.8577	41.3606	37.5019	40.2834	52.1496	48.9935	38.2763	22.4646	10.9462	6.34631	3.04334	2.3288	1.70689	1.2681	0.676522	0.794555	1.43262	1.02437	0.45649	0.253957	0.306102	0.722549	0.969405	0.978711	1.149	0.683971	0.415496	0.365475	0.590909
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000184.3.050c9613-31d2-4cab-9d90-4397cf218171.fc.signal	27.5837	25.111	29.737	21.9668	21.7971	20.3246	16.9501	15.9752	8.98606	12.4411	22.3787	23.027	24.1846	20.3513	18.5074	8.96532	4.92959	5.63756	2.81452	2.69781	1.98234	0.67021	1.16269	0.016526	0.10763	0.768181	0.586856	0.515306	0.990277	0.474796	0	0	0.194201	0.752323	0.366337
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.ea2564bf-c4d4-400e-ac7f-5d44b98fa6dd.fc.signal	74.1086	76.7625	82.2804	108.475	117.309	102.603	78.218	88.2537	64.1018	62.7449	80.541	75.194	55.6044	40.5612	22.9625	13.9	6.10128	3.58529	1.91777	0.68711	0.240721	0.325056	0.524373	0.207324	0	0	0	0	0.038849	0.254021	0.137428	0.290203	0.182398	0.0162208	0.864596
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	42.2339	45.7055	46.5129	39.3688	39.9734	17.4594	24.2925	33.1821	17.7728	22.1077	36.2662	56.9251	60.0054	39.8638	21.7345	9.76001	8.34145	5.20712	1.7336	1.93405	2.08493	1.22032	0.85342	1.34823	0.561726	0.152705	0.286127	1.1472	1.35521	1.36818	0.899144	0.671241	1.31115	1.00164	0.212766
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.afbe02e8-50de-460a-8edc-cfae9d057ff1.fc.signal	74.8938	57.8194	92.7517	83.7008	79.0548	101.158	91.5334	108.993	44.7588	64.5336	66.5776	97.0014	80.9781	56.6383	43.4428	16.7014	11.8985	6.5241	1.17036	1.84123	2.88745	0.391191	1.08614	1.34528	1.29757	0.734201	0.561248	0.151622	1.03264	0.954545	1.18354	0.965583	0.156343	0	0.209524
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.50e4b52f-c2ee-4e5a-94ba-4c206af20e08.fc.signal	26.2697	24.3474	23.8418	21.6682	18.7766	14.6977	9.6375	11.6872	12.5764	13.3663	16.5997	17.7438	20.0485	20.5354	14.4567	4.33906	4.51778	3.4892	1.01421	0.972254	0.52724	0.138006	0.254796	0.457289	0.676763	0.309417	0	0	0.0507976	0.595468	0.633588	0.163007	0.185102	0.374335	0.462617
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000232.3.285e51c7-b00d-4bd1-94fb-890aaf69f0f5.fc.signal	10.3751	13.2505	14.5645	15.0833	17.1801	10.8429	6.43097	8.91581	9.77484	13.8144	17.7591	19.3713	25.6249	18.9877	5.62046	0.593882	0.368399	0.419886	0.308313	0.614357	0.249227	0.190113	0.860946	1.29403	0.652594	0.0619479	0	0	0.311552	0.971485	0.949184	0.450127	0.436476	0.538601	0.439607
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.38d96ded-07f5-41c6-bca5-4d0a649a7511.fc.signal	36.7534	38.3593	45.6399	57.1222	45.2823	58.5337	20.3836	49.9959	45.6456	75.8187	64.2845	70.6921	61.7867	51.0524	46.7642	33.3411	21.13	15.8667	7.4623	4.93232	2.8311	2.52662	1.3288	0.542134	0.820782	1.45493	0.983008	0.944486	0.834501	0.129303	0.020586	0.575027	0.503666	0.772443	0.576754
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.a99a5a16-aeda-4bbd-b32c-e69190f2f046.fc.signal	218.442	238.982	186.854	158.562	142.889	113.43	26.5711	37.2156	51.4187	84.1715	120.183	139.363	110.389	74.931	47.7006	27.6318	18.2239	7.66289	2.66787	1.24387	0.879235	0.683144	0.340715	0.265331	0.456252	0.320246	0.0612943	0.463684	1.09514	0.610839	1.02136	0.373193	0	0	0.404669
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000666.1.0d3caa4b-28a0-4453-8e54-753c7ab24211.fc.signal	14.4936	21.6525	19.3234	14.8818	19.4622	24.9172	8.02543	27.3278	15.045	21.3699	22.7646	19.7983	18.724	10.1521	6.38728	2.40641	3.54864	1.71651	0.971379	1.92272	1.19061	0.899477	1.47771	1.35613	0.97398	1.19948	1.06563	1.62833	0.209347	1.33736	1.75989	0.96917	0.106885	0.102042	0.742574
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.53f657c9-ccc3-46a9-8812-1aa30d387b18.fc.signal	141.32	157.266	127.445	114.267	111.781	95.5532	29.314	49.9142	60.2187	89.9835	90.7112	112.635	88.0879	41.9035	33.0658	16.8128	7.41812	4.58877	2.51644	1.5262	0.865191	0.537583	0.353374	0.650422	0.114082	1.48962	1.18849	0.363383	0.604592	0.536059	0.80851	0.888215	0	0	0.460905
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003842.2.ac8d699d-9ae8-4731-8d5c-e996a9937a09.fc.signal	12.1959	16.14	13.997	21.9176	24.7444	35.2465	14.6532	51.0063	24.0323	33.1569	31.4451	36.3749	38.7821	29.1359	21.5881	16.4981	13.4211	7.50303	6.78628	4.62602	3.08287	3.90488	3.1886	1.12239	0.850186	1.84508	1.98799	1.26319	1.44271	1.97086	0.488486	0.896829	0.622505	0.579086	0.0800942
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004615.1.e5b6a748-5a0b-4664-9385-4b3edaab31e2.fc.signal	5.82093	6.0734	4.31259	11.2982	10.2229	11.1699	4.74408	8.92228	5.10502	10.7094	10.0845	7.63699	10.2553	8.09876	6.56679	4.28553	3.42917	2.86062	3.68193	4.71149	2.50818	3.52659	0.914623	1.67572	2.20115	0.96999	0.744228	1.5224	2.13423	1.7106	0.978206	0.8335	0.847592	0.355903	0.0434612
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001246.1.9bfe73dc-10ea-4d00-8b81-764ba209e4a8.fc.signal	48.0076	76.3514	121.564	120.198	116.472	110.986	110.362	106.994	90.8272	91.8548	125.554	124.496	103.045	45.8376	21.3933	10.8175	5.86616	1.64749	1.36049	1.20226	0.737685	1.34629	0.548076	0	0	0	0	0.609292	0.585199	0	0	0.356071	0.460797	0	0.71028
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003824.4.cc1ccc19-c2bd-4f77-8714-4fe6bab0d403.fc.signal	20.0357	26.5577	35.3261	39.222	32.3194	32.7651	23.8464	79.6349	48.7914	42.7744	50.9733	37.7933	66.8941	46.0384	38.1162	38.062	20.1767	11.1323	5.37674	5.76142	4.706	5.0579	4.84229	1.08252	2.23329	4.50087	4.45312	1.53383	1.04315	0.510172	0.116782	0	0	0	0.614035
