	chr8:25457800-25457949	chr8:25457950-25458099	chr8:25458100-25458249	chr8:25458250-25458399	chr8:25458400-25458489	chr8:25458490-25458549	chr8:25458550-25458699	chr8:25458700-25458849	chr8:25458850-25458909	chr8:25458910-25458959	chr8:25458960-25458999	chr8:25459000-25459149	chr8:25459150-25459299	chr8:25459300-25459449	chr8:25459450-25459599	chr8:25459600-25459749	chr8:25459750-25459899	chr8:25459900-25460049	chr8:25460050-25460199	chr8:25460200-25460349	chr8:25460350-25460499	chr8:25460500-25460649	chr8:25460650-25460799	chr8:25460800-25460949	chr8:25460950-25461099	chr8:25461100-25461249	chr8:25461250-25461399	chr8:25461400-25461549	chr8:25461550-25461699	chr8:25461700-25461849	chr8:25461850-25461999	chr8:25462000-25462149	chr8:25462150-25462299	chr8:25462300-25462449	chr8:25462450-25462599	chr8:25462600-25462749	chr8:25462750-25462884	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.0d6e9ac4-1ee5-4f7e-8d0d-48a48250ff2d.fc.signal	50.9894	45.8171	26.3328	31.365	24.694	28.8915	28.4736	23.2397	23.9127	39.807	54.3462	64.9422	50.534	90.2767	108.696	91.7389	72.4015	45.2862	27.647	18.2775	12.9145	9.92612	8.99866	7.13374	6.7505	4.12065	2.04592	2.91163	1.8655	2.77131	2.08391	1.97256	2.25542	0.937064	0.801041	2.24119	0.960861	0.344118
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.b7b102bf-d880-40c6-aa7d-dceb11c67807.fc.signal	93.1418	118.078	72.4282	39.9617	16.4391	6.31291	0.999743	0.936124	4.23031	17.5137	36.1259	54.6259	65.3287	99.7436	53.3933	94.3262	80.5435	56.6663	48.116	53.5246	47.5776	25.3026	18.9404	7.95821	4.77987	0.81714	2.85349	3.09606	0.605804	0	0.315438	0.526348	0	0	0.0962352	0.80196	0.904678	0.27762
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000248.2.606dcf87-a1e5-4987-b1a6-d323c19f0fba.fc.signal	103.794	110.438	78.4329	54.7183	30.6868	11.9488	0.864638	0.745914	15.2951	32.824	60.6972	91.4784	97.3329	106.933	74.0963	35.6454	17.6586	8.96895	2.54406	3.43533	2.5373	1.11752	0.398057	0.840219	0.0924075	0.0155333	0.560082	0.954292	0.335711	0	0	0	0	0.482735	0.218641	0.392925	0.710193	0.533333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003401.1.342281be-4e86-4e27-9e01-e85aacc54324.fc.signal	21.8569	29.91	22.9699	6.09169	1.59038	0.621633	0.574022	1.6701	5.10895	10.1151	12.0768	13.0956	12.6102	19.9242	16.9111	11.3972	5.99902	2.21699	1.17206	0.332222	0.808506	1.01812	0.381986	0.262467	0.555724	0.750331	0.743361	1.00415	0.925045	0.361413	0.64538	0.382925	0	0.372753	0.627671	0.462675	1.02582	0.183673
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	6.06705	5.15377	6.44166	8.72106	6.04438	4.83169	4.84824	3.7329	2.61785	6.83509	26.2262	46.8544	23.0558	32.1313	31.3874	28.9784	17.4116	9.64269	8.97242	7.48777	4.61307	4.03527	2.91324	1.03726	0.383318	0.416995	0.527861	0.323435	0.275279	0	0.141398	0.483902	0.277806	0.153232	0.261155	0.718064	0.341565	0.535783
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003834.5.f42a7840-4039-4ec1-810a-c63548aca642.fc.signal	15.0893	11.7215	9.61612	17.1308	28.1185	45.3938	31.3682	20.4655	28.6029	19.9817	48.7588	100.197	36.4234	97.6345	84.9592	22.0862	6.4309	0.726963	2.67566	6.91299	7.04535	4.85191	22.4616	15.0919	20.8834	14.5662	1.95239	0.650816	0.245874	0.104559	1.41628	1.57569	3.02111	4.33386	3.24033	2.02526	4.8064	0.382075
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aeed1346-11ea-42a3-9799-b44bd957c243.fc.signal	12.1741	14.5527	9.98008	6.25827	3.18416	1.98783	0.820961	0.531891	1.69501	2.33841	5.36579	18.6866	13.5807	19.766	19.8822	16.4168	12.8099	6.90383	7.22787	5.94073	4.88675	6.0048	4.17309	4.00203	2.56276	0.546677	1.34593	0.352677	0.839663	1.05925	1.27928	1.23354	0.90556	0.870811	0.225243	0.580836	0.787954	0.39726
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000184.3.050c9613-31d2-4cab-9d90-4397cf218171.fc.signal	28.2791	27.5491	20.8874	10.4989	4.02375	1.297	0.429937	0	2.41031	6.65979	11.9971	13.4433	16.7935	27.3064	29.3418	18.7799	16.7737	13.0638	13.5682	14.4161	11.91	6.86477	3.7522	3.40311	1.06321	0	0	0.631039	0.799139	0.636966	0.364815	0.845541	0.294497	0.394931	0.24818	0.998728	0.487652	0.339344
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.2bbf1d92-dd54-451c-865f-3578546b9653.fc.signal	29.1971	49.1559	30.3657	10.7938	3.97095	2.5349	2.45747	2.43797	3.49554	10.1014	19.5341	41.3546	23.8337	51.6389	47.3335	41.7099	21.9218	4.1077	4.95886	9.77846	6.95222	1.94308	1.368	0.677635	0.633047	0.128523	0.337516	1.28203	0.69206	0.154536	0.009212	0.64358	0.50417	0.673061	0.453705	0	0	0.142857
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.ea2564bf-c4d4-400e-ac7f-5d44b98fa6dd.fc.signal	38.2936	69.4251	59.7843	34.9771	19.6063	9.46198	5.12127	6.56206	16.13	35.5799	69.5748	90.396	79.9144	115.121	82.4388	30.221	9.22045	3.64959	1.97248	1.47043	0.950754	0.708743	0.536739	0.481456	0.527691	0.147152	0.558283	0.624018	0.306905	0.0294379	0.113246	0.366635	0.243379	0.0402228	0.261147	0.340709	0.275723	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000310.2.13c9a4f1-6099-46e7-900d-6e97d2b9ea39.fc.signal	65.5018	61.1791	40.1366	10.348	6.64162	7.68517	1.05443	0.0195668	3.0612	10.5347	25.4148	35.9315	24.3274	55.149	42.3273	19.3638	7.32439	3.15172	2.46403	6.04433	0.99946	3.03227	2.29668	0	0	2.29788	4.68188	0.206532	0	0	0	1.48014	0.130449	0	0	0	0	0.485106
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.a99a5a16-aeda-4bbd-b32c-e69190f2f046.fc.signal	66.9359	84.0178	59.6194	60.6746	22.6052	12.5079	7.29394	7.01341	18.9576	40.31	82.9853	126.125	94.5814	191.641	194.491	143.202	115.01	62.4818	33.1879	24.7346	14.5612	8.71432	7.61895	4.79666	2.81265	1.34278	1.11574	1.08668	0.562015	0.391251	0.279693	0	0	0	0	0.248322	0.470622	0.374245
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.53f657c9-ccc3-46a9-8812-1aa30d387b18.fc.signal	33.5876	42.1205	31.53	39.7989	22.7736	17.0392	12.4936	9.01925	15.0897	29.4095	49.591	75.6454	48.3364	72.0777	60.4443	47.3465	27.7714	13.0667	9.34571	5.5316	2.65381	2.57799	1.62543	0.555764	0.897196	1.07221	0.560115	0.742514	0.347615	0.31763	0.226395	0.267044	0.541614	0.791832	0.0193687	0	0.113812	0.311615
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003824.4.cc1ccc19-c2bd-4f77-8714-4fe6bab0d403.fc.signal	5.76438	5.84952	5.48835	13.9249	6.3918	4.01568	7.91387	4.27555	2.61351	5.77904	34.7755	64.3344	29.7031	72.6519	53.4601	45.7371	26.3035	14.0621	8.87785	3.72933	5.17297	4.67792	1.60529	0.0802295	0.906714	0.449978	0.596109	0.713597	1.00434	2.04383	2.34042	0.231981	0.789967	1.30678	0.563798	0.977925	1.27476	0.92029
