	chr22:38125769-38125918	chr22:38125919-38126068	chr22:38126069-38126218	chr22:38126219-38126368	chr22:38126369-38126518	chr22:38126519-38126668	chr22:38126669-38126818	chr22:38126819-38126968	chr22:38126969-38127118	chr22:38127119-38127268	chr22:38127269-38127418	chr22:38127419-38127568	chr22:38127569-38127718	chr22:38127719-38127868	chr22:38127869-38128018	chr22:38128019-38128168	chr22:38128169-38128318	chr22:38128319-38128468	chr22:38128469-38128618	chr22:38128619-38128768	chr22:38128769-38128918	chr22:38128919-38129068	chr22:38129069-38129218	chr22:38129219-38129368	chr22:38129369-38129518	chr22:38129519-38129668	chr22:38129669-38129818	chr22:38129819-38129968	chr22:38129969-38130118	chr22:38130119-38130268	chr22:38130269-38130418	chr22:38130419-38130568	chr22:38130569-38130718	chr22:38130719-38130868	chr22:38130869-38130930	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	2.16736	0.728341	1.21224	2.75341	1.47444	2.18571	1.26145	0.841859	0.472609	0.325016	0.0788578	0.302712	0.294322	1.54632	1.03001	0.963929	0.311476	0	0	0.103752	0.727974	0.517605	0.43473	0.103689	0.40974	0.305334	0.0344532	0.348432	1.81332	1.27165	0.473056	1.12666	1.97101	0.389161	0.38157	0.547492
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001447.1.0bde8c3f-07de-437f-8926-bbf417d01abf.fc.signal	0	0	0	0	0	0.463914	0.223366	0.0335957	0.828059	0.267518	0	0.048452	0.446197	0.513894	0.353949	0.51546	0.21303	0.479424	0.738826	0.841918	0.760917	0.247014	0.400383	0.532642	1.14782	0.652916	0.918257	0.693907	0.11098	0	0	0	0	0	0	0.224561
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000014.2.2ffc3bfd-a8b5-4bc3-8298-0f71a6dfa4b0.fc.signal	0.814789	1.20051	0.099682	1.12683	0.346718	0	0.559086	0.58509	0.329384	0	0.76278	1.41721	0.030338	0.12394	2.43342	0.283832	0.585119	0.282289	1.43888	0.446402	1.15106	0.901466	0	0.680928	0.418556	0	0	0	0.751018	2.33225	1.1355	0.26004	0.47674	0	0	0.492366
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000279.2.c8dc6fda-b050-49b5-ab4a-886e58f3d031.fc.signal	1.97926	0.232005	0.149518	0.483034	0	0.570153	0.166199	0.61354	0.134051	0	0	0	0	0	0.812169	0.598039	0	0.768986	1.38573	0.179214	0.407308	0.335185	1.24205	0.210193	0	0	0	0	0	0	0	0	0	0.108272	0.77337	0.431481
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	1.77771	4.24648	5.22271	1.24037	1.46847	2.2067	0.428932	0.972216	1.09779	0.598412	1.99694	1.91593	0.0333601	0.40509	2.33145	1.53466	0.571964	0.417338	0.168423	0.697174	2.57089	3.54717	2.0837	0.718466	0.372934	0.0300528	0.427493	0.158054	1.13768	0.373708	0.214756	0.444774	0.282253	0.0478132	0.882605	0.249315
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.80ce343a-5712-49f6-8c5c-1e3104623262.fc.signal	0.661531	0.118927	0	0	0	0	1.42327	0.260153	0.657815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182107	1.22638	1.71314	0	0	0	0	0	0.542604	0.237854	0	0	0.363265
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.10334cc2-577d-467e-a601-b7232b684380.fc.signal	0.381966	0.0296601	0.28131	0.272981	0.376563	0.523982	0.346284	0.15146	0.356955	0.404789	0.0811141	0	0	0	0	0	0.214928	0.185495	0.23009	0.355227	0.329212	0.426299	0.207077	0	0.160447	1.11293	0.662523	0.0223385	0.0441639	0.259489	0.0504064	0	0	0	0	0.402299
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.0d6e9ac4-1ee5-4f7e-8d0d-48a48250ff2d.fc.signal	1.37572	1.61896	1.43253	0.796701	0.0618195	0.438182	0.530515	0.022007	0.0168547	0.498166	0.0875753	0.352045	0.709373	0.199707	0	0.0613166	0.577978	0.834187	1.04289	0.810072	2.46107	1.53129	0.91806	0.322185	0.285743	0.638364	0.249416	0.426218	0.731884	0.576226	0.171701	0.849505	0.367848	0.300387	0.404153	0.154853
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.2e9e766f-a8f0-4144-be3d-bffc3ef3aedd.fc.signal	0.968125	0	0	0	0	0	1.36074	0.490338	0	0	0	0	0.91862	0.325639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0809514	0.845245	0.33677
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003401.1.342281be-4e86-4e27-9e01-e85aacc54324.fc.signal	0.245361	0.534525	0.561701	0.64121	0.0344203	0	0	0	0.270323	0.475973	0.065142	0.622111	0.937474	0.322506	1.49986	2.00573	0.613012	0	0	0.277329	1.15864	0.740255	0.102091	0.869855	1.04957	0.521006	1.43475	1.14566	0.27106	0.640921	0.202219	0	0.451567	1.45978	2.13381	0.526462
