	chr22:30522850-30522939	chr22:30522940-30522999	chr22:30523000-30523079	chr22:30523080-30523149	chr22:30523150-30523299	chr22:30523300-30523449	chr22:30523450-30523599	chr22:30523600-30523749	chr22:30523750-30523899	chr22:30523900-30524009	chr22:30524010-30524049	chr22:30524050-30524149	chr22:30524150-30524199	chr22:30524200-30524289	chr22:30524290-30524349	chr22:30524350-30524389	chr22:30524390-30524499	chr22:30524500-30524649	chr22:30524650-30524799	chr22:30524800-30524949	chr22:30524950-30525099	chr22:30525100-30525179	chr22:30525180-30525249	chr22:30525250-30525399	chr22:30525400-30525459	chr22:30525460-30525549	chr22:30525550-30525699	chr22:30525700-30525849	chr22:30525850-30525929	chr22:30525930-30525999	chr22:30526000-30526149	chr22:30526150-30526299	chr22:30526300-30526449	chr22:30526450-30526599	chr22:30526600-30526749	chr22:30526750-30526899	chr22:30526900-30526959	chr22:30526960-30527049	chr22:30527050-30527099	chr22:30527100-30527199	chr22:30527200-30527349	chr22:30527350-30527449	chr22:30527450-30527499	chr22:30527500-30527649	chr22:30527650-30527679	chr22:30527680-30527799	chr22:30527800-30527949	chr22:30527950-30528019	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	0.148206	0	0	0	0	0	0.176501	0.289605	1.0769	0.870439	0.621513	0.246256	0.0665038	0.714218	0.683418	0.113024	0.633909	0.285692	0.405613	0.701232	0.542913	0.258346	0.340173	0.972882	0.400907	0.688315	0.478491	0.157438	0.327782	0.993507	0.50983	0.17563	0.324514	0.224327	0.41371	1.06451	0.927384	1.09537	0.447838	0.0952723	0.145492	0.244036	0.243415	0.404366	0.448986	0.232274	0	0	0.586047
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.2e9e766f-a8f0-4144-be3d-bffc3ef3aedd.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.314243	0.979337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20148	0.178944	0	0.102019	1.29212	2.43667	0.248498	0	0.543353
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.e9a22a10-4147-4184-8f97-9e6f19793d99.fc.signal	0	0.028696	0.190646	0.298344	0.307907	0.611033	0.583198	0.352889	0.57812	0.441598	0.0474325	0.147999	0.75905	0.746401	0.341578	0	0.0537049	0.614998	0.273252	0.160634	0.307355	0.0118581	0.260197	0.328858	0.0284595	0	0	0.0632423	0.405557	0.639791	0.81723	0.821024	0.573077	0.196056	0.842904	0.570262	0.268195	0.335079	0.483878	0.424293	0.68919	0.699432	0.637151	0.397702	0.107514	0	0	0.0677601	0.549068
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.793fc11e-e9ef-4476-a0d2-85f945a7ed27.fc.signal	0.111108	0.71468	0.824591	0.771333	0.278303	0	0.257087	0.354151	0.34851	0.455581	0.579635	0.462065	0.413344	0.369804	0.133103	0	0	0	0	0.0755571	0.20197	0.273216	0.166124	0.397593	0.310623	0.302184	0.0577021	0.380787	0.699675	0.550227	0.26584	0	0.00680787	0.221609	0.360593	0.605217	0.55329	0.253775	0	0	0	0	0	0	0	0	0	0	0.496855
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000964.7.7b47d1c2-54cf-477b-9e3d-3dc271ede832.fc.signal	0	0	0	0.0101089	1.67064	2.06254	0.63551	0.612983	0.367957	0.790352	2.56273	2.53514	0.954712	0.454904	0	0	0	0	0.166767	1.03301	0.80818	0.543436	0.930918	1.32956	1.45133	0.298773	0	0	0	0.14151	1.94011	0.117477	0.770101	0.824804	0.733495	0.878651	0.200475	1.80184	1.9812	0.0919906	0	0	0.467029	1.90683	2.36509	0.13288	0	0	0.650943
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.b0b3e62c-a424-40a0-81dc-b67047b2608e.fc.signal	0.196504	0	0.0907952	0.395291	0.331003	0.0812298	0.702316	0.281277	0.433716	0.258666	0	1.0153	2.47329	2.55512	1.44123	0.704435	0.420962	1.16693	0.452165	0.508038	0.0538398	0	0	0	0	0	0.166053	0.2451	0.189863	0.446881	0.676454	0.139152	0.0817034	0.429237	0.446764	0.242598	0.442151	0.301061	0.884786	0.917401	0.497984	0	0	0	0	0	0	0	0.458746
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.9a67dbab-2305-42d6-a0ec-7cb7b956e3e2.fc.signal	0.303606	0.091325	0.644193	1.38169	0.847008	0.354969	0.0685036	0.670495	0.873217	0.729367	0.527428	0.356163	1.07113	1.62616	0.871852	0.498203	0.31138	0.488414	0.401687	0.628114	0.156224	0	0	0.204525	0.61803	0.320803	0.272702	0	0	0.174401	0.477672	0	0	0	0	0.131056	0.0530167	0.131998	0.122166	0	0.159749	0.501595	0.555898	0.455393	0.0883243	0	0	0.114638	0.508929
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.ccd0be12-ccb0-4c4e-b1e2-a054444b344c.fc.signal	0.429408	0.135379	0.166507	0.468329	0.271564	0	0.141448	0.246137	0.00265533	0.307602	0.418956	0.220892	0.320034	0.49622	0.255162	0.11971	0	0.326896	0.16877	0	0	0	0	0	0	0	0.141279	0.161461	0	0.198943	0.204931	0	0	0.0711356	0.46873	0	0	0	0	0	0	0	0	0	0	0	0	0	0.431953
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.5f1e2b9f-7ef0-4e6e-89e2-0b9c11816f3d.fc.signal	0.548359	0.900632	0.684259	0.380376	0.0330567	0.384902	0.292276	0.34869	0.527559	0.563579	0.578423	0.56484	0.537411	0.44749	0.19834	0.19834	0.0216371	0.0079336	0.363269	0.749021	1.26362	1.17831	0.397981	0.135613	0.19834	0.138838	0	0	0	0	0.187802	0.104775	0.361233	0.297466	0.551771	0.112419	0	0	0	0	0	0	0	0.112393	0.19834	0.259535	0.481421	0.59515	0.369231
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001887.4.aa825751-1900-4a19-81df-fe3780ad3aed.fc.signal	0.45818	0.45818	0.546882	0.437482	0.496342	0.813942	1.6218	0.914711	0.286184	0.224981	0.261199	0.373587	0.45818	0.239272	0.045818	0	0	0.372633	1.17497	0.87509	0.244363	0	0	0	0.225272	0.22909	0.116072	0	0	0	0.142036	0.686024	0.670376	0.192436	0.517691	1.38052	1.05369	0.687191	0.0274908	0.171207	0.409547	0.376743	0.191485	0	0	0.192817	0.188749	0.00300186	0.456621
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004643.3.15a1e343-163b-4fb6-858c-0dee043f87d0.fc.signal	0	0	0	0	0	0	0.0442865	0.335717	0.248433	0.573675	0.75574	0.714174	0.665051	0.37787	0.340083	0	0	0	0.153416	0.574045	0.968412	0.480957	0.20978	0.251869	0.154571	0	0	0.340083	0.37787	0.107963	0.0752209	0.826646	1.33377	0.474632	0	0	0	0	0.0811534	0.52779	0.687827	0.170041	0.360752	0.373675	0.163744	0.141701	0.488712	0.626185	0.606061
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.cb3f1a65-14b1-4058-aef5-bc7db4396fc3.fc.signal	0.460112	0.250391	0.658837	1.03508	0.686829	1.49687	0.673833	0.702487	1.03507	0.678895	0.790802	0.819692	0.758728	0.747766	0.435946	0.578955	1.33009	1.11885	0.488608	0	0.450602	0.385915	0.027253	0.27253	0.0136265	0	0	0	0	0	0.173443	0.387215	0.453861	0.158981	0.878383	0.392756	0.0329595	0.128697	0.142125	0.0058408	0.280022	0.34885	0.226764	0.41855	0.49654	0.378706	0.169022	0	0.570423
