	chr18:3146672-3146821	chr18:3146822-3146971	chr18:3146972-3147031	chr18:3147032-3147121	chr18:3147122-3147181	chr18:3147182-3147271	chr18:3147272-3147421	chr18:3147422-3147571	chr18:3147572-3147721	chr18:3147722-3147871	chr18:3147872-3148021	chr18:3148022-3148171	chr18:3148172-3148321	chr18:3148322-3148411	chr18:3148412-3148471	chr18:3148472-3148621	chr18:3148622-3148651	chr18:3148652-3148771	chr18:3148772-3148921	chr18:3148922-3149071	chr18:3149072-3149221	chr18:3149222-3149371	chr18:3149372-3149521	chr18:3149522-3149671	chr18:3149672-3149821	chr18:3149822-3149971	chr18:3149972-3150121	chr18:3150122-3150271	chr18:3150272-3150421	chr18:3150422-3150571	chr18:3150572-3150721	chr18:3150722-3150871	chr18:3150872-3151021	chr18:3151022-3151171	chr18:3151172-3151321	chr18:3151322-3151471	chr18:3151472-3151561	chr18:3151562-3151621	chr18:3151622-3151674	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	1.03814	0.295081	0.216223	0	0	0.161107	0.56718	0.0950058	0.373318	0.736688	1.50479	0.427327	0.210558	0	0	0	0	0	0	0	0.958811	1.51322	0.486508	0	0.284238	0.83379	1.13694	0.928138	0.950752	0.64049	0.787942	1.2422	0.327695	0.32815	1.63533	0.707052	0.500205	0.76296	0.474621	0.835859
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0.790928	0	0	0	0	0	0	0.2759	0.229571	0	0	0	0	0	0	0	0	0	0	0.36439	1.74411	0.288633	0.501322	0.207743	0	0	0.350146	0.557857	0.241478	0.367393	0.0601056	0	0	0	0	0	0.799781	1.12698	1.35895	0.821622
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.10334cc2-577d-467e-a601-b7232b684380.fc.signal	0.66051	0.149454	0.323817	0.24909	0.146686	0	0	0.0302374	0.714733	0.864645	0.780187	0.576918	0.122286	0	0	0	0	0	0	0.0409307	0.31938	0.639885	0.947034	0.518119	0.355698	0.366082	0.12438	0.271614	0.111271	0.470171	0.299831	0.0555006	0.0475932	0.283139	0.518107	0.482681	1.0517	1.48941	2.08083	0.545139
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.2aab058a-2f5b-45b4-aeba-aa0a2d209eb3.fc.signal	1.19474	0.696866	0	0	0	0	0	0	0	0.26136	0.73356	0.158466	0	0.30043	0.31079	0.683865	0.62171	0.163191	0.281783	0.132604	0.306613	1.24266	1.32174	0.375041	0.99883	0.95117	0.528419	0.145035	0.252393	0.105062	0.188111	0.546804	0.493196	1.634	3.08572	1.35115	1.61571	2.29018	4.48571	0.87218
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003813.1.eaaac0a3-b084-49f5-8ed4-a37c494e32ee.fc.signal	0	0	0	0	0.245013	0.352926	0.738112	0.625299	0.189744	0.143682	0.694676	0.284811	0.19803	0.343714	0.117333	0	0	0	0	0.131312	0.848957	0.809632	0.781554	0.220016	0.184357	0.175278	0.145054	0.565697	0.905287	0.384997	0.0238575	0.404925	0.909017	0.44187	1.27789	1.62103	2.97135	4.23072	6.50863	0.429268
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.e9a22a10-4147-4184-8f97-9e6f19793d99.fc.signal	0.378317	0.384782	0.133389	0	0	0	0.0892896	0.676595	0.420216	0.847856	1.03891	0.563099	0.80847	0.130493	0.26503	0.267632	0	0.0123578	0.327752	0.172868	0.270563	0.276363	0.751865	0.519297	0.652477	0.182641	0.56227	0.175588	0.271253	0.71313	0.518883	0.178871	0.366371	0.674982	0.560175	0.670419	0.342202	0.812346	1.17127	0.75
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001914.1.10de6d23-02d2-4d71-9c7c-c7a23a9dea76.fc.signal	0.0455969	1.36755	0.536938	0.0147677	0	0	0	0	0	0.0389143	0.585807	0.983036	1.7752	1.87199	2.24104	0.725234	0	0	0.35319	0.802396	0.747341	0.570007	1.33292	0.355619	0.573767	1.69975	0.561434	0.502504	0.400206	1.80974	0.763966	0.848161	0.467121	0.832857	0.065204	0	0	0	0	0.775701
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.ea2564bf-c4d4-400e-ac7f-5d44b98fa6dd.fc.signal	0	0	0	0	0	0	0	0	0.237995	0.31357	0.356189	0.74701	0.677714	0.788166	0.330525	0.118986	0	0	0	0.148506	0.45992	0.322569	0.567431	0.341759	0.431756	0.0905166	0.153092	0.334649	0.145981	0.246784	0.399979	0.249623	0.586709	0.693594	0.511576	0.499362	0.771216	0.995529	1.2376	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e56e7efe-813c-4380-b8af-078cacdb962a.fc.signal	0.387118	0.621852	0.0533253	0	0.0273987	0.799128	0.618136	0.43531	0.0816638	0.00273987	0.654828	1.58091	0.227409	0.136993	0.327268	0.106566	0	0.0771517	0.369107	0.378091	0.416289	0.144519	0.398186	0.288335	0	0.0383581	0.41098	0.0438379	0	0.54041	1.12386	0.50592	1.33117	0.500601	0.341655	0.82263	4.65899	5.58271	4.34258	0.929412
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.afbe02e8-50de-460a-8edc-cfae9d057ff1.fc.signal	0.588983	0	0	0	0	0	0	0	0.335456	0.160435	0.321343	0.77175	0.004405	0	0	1.07345	1.62396	0.178891	0.302738	1.0679	0.450256	0.35827	0	0	0	0	0	0.968856	0.552233	0.107919	0.371088	0	0.768232	1.31038	0.571768	0	0.522252	0.569996	0	0.752381
