	chr12:52836953-52837012	chr12:52837013-52837102	chr12:52837103-52837252	chr12:52837253-52837282	chr12:52837283-52837402	chr12:52837403-52837432	chr12:52837433-52837552	chr12:52837553-52837702	chr12:52837703-52837852	chr12:52837853-52837952	chr12:52837953-52838002	chr12:52838003-52838102	chr12:52838103-52838152	chr12:52838153-52838302	chr12:52838303-52838382	chr12:52838383-52838452	chr12:52838453-52838602	chr12:52838603-52838752	chr12:52838753-52838822	chr12:52838823-52838902	chr12:52838903-52839052	chr12:52839053-52839202	chr12:52839203-52839352	chr12:52839353-52839502	chr12:52839503-52839652	chr12:52839653-52839802	chr12:52839803-52839952	chr12:52839953-52840012	chr12:52840013-52840102	chr12:52840103-52840252	chr12:52840253-52840402	chr12:52840403-52840552	chr12:52840553-52840702	chr12:52840703-52840852	chr12:52840853-52841002	chr12:52841003-52841052	chr12:52841053-52841152	chr12:52841153-52841182	chr12:52841183-52841302	chr12:52841303-52841452	chr12:52841453-52841512	chr12:52841513-52841602	chr12:52841603-52841752	chr12:52841753-52841792	chr12:52841793-52841902	chr12:52841903-52841987	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003836.3.979da4d3-974d-4990-8869-1f61f20d4ee3.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0.0114306	0.512732	0.734573	0.552923	0.452023	0.232886	0.222467	0.0387808	0.228942	0.202268	0.791118	1.07203	1.09234	1.16749	0.509373	0.483905	0.35412	0.467761	0.302076	0.379099	0	0.300364	0.244165	0	0	0	0	0.154306	0.530919	0.41196	0.298586	0.0168098	0.559177	1.18488	0.303483
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000071.3.d1f4129b-e6ff-405f-b3b6-109916a68dc5.fc.signal	1.41067	3.21642	4.07545	4.83537	2.55327	2.54839	1.48118	0.469779	1.21801	1.23136	1.1306	1.0299	0.266055	1.38927	2.55203	2.034	1.25381	1.29447	2.81692	8.13789	6.3999	4.713	2.8761	3.44036	1.92149	1.55259	2.02459	1.07155	0.535784	0.585808	0.612426	0.202681	0.406322	1.56162	1.15773	0.154266	0	0	0	0	0	0	0.668636	1.23131	0.994901	1.36769	0.405941
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000969.7.3d784b78-f4bc-495c-ac9b-3091418dd4cd.fc.signal	0	0	0.403886	0.490893	0.190364	0	0.108166	0.454603	0.460524	0.331542	0.238927	0.123839	0	0	0	0	0	0.223831	0.132405	0	0	0.386809	0.273981	0.310256	0.790889	0.652514	1.72062	0.969185	0.615497	1.13828	0.521498	0	0	0.0628757	0.50205	0.190779	0	0	0	0	0	0	0	0	0	0.305132	0.586751
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001962.2.d1151f44-0503-431c-bfe2-499fbc35c555.fc.signal	0.615529	0.488285	0.543247	0.4865	0.216197	0	0	0	0.177296	0.737798	0.890017	0.490999	0.19974	0.0974591	0.604197	1.00822	0.854011	0.353455	0.32425	0.516875	0.64863	0.12648	0.0626903	0.393684	0.664648	0.852904	0.398892	0.41892	0.62341	0.676729	0.741973	0.2932	0.577989	0.647111	0.608578	0.492692	0.458533	0.241664	0.113543	0	0	0.225202	0.643417	0.745419	0.885091	1.72022	0.820896
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003828.3.c90cd691-f9f9-4d3d-8121-396fdd749845.fc.signal	0.974229	0.685295	0.242186	0	0.077883	0.222734	1.01339	0.961452	0.274563	0.658017	1.57212	1.43704	0.158488	0	0	0.528529	0.551118	0.0479767	0.386787	0.316681	0.0133152	0	0.255671	0.241118	0.565261	0.0397439	0.0797283	0.611871	1.03806	0.882901	0.77516	0.508589	0	0	0.0567148	0.563088	0.886209	0.672484	0.301153	0	0.28843	0.446878	0.143796	0.251789	0.330088	0.578917	0.803571
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001959.2.a7b76745-dcef-4cb6-a9b6-a20155a8b15e.fc.signal	0	0.110561	0.49795	0.492721	0.371974	0.490947	0.4695	0.888949	0.660086	0.33058	0.356475	0.458429	0.576092	1.36027	2.0635	0.932344	0.491088	3.00857	3.65312	1.53844	1.40916	1.78086	0.64313	1.78478	1.78136	2.31136	3.61697	3.35875	1.36562	0.955324	1.23701	0.913206	0.969426	0.720025	2.57944	3.22204	0.81077	0	0	0.200538	0.633069	0.58955	0.603996	0.716378	2.64621	5.61366	0.341463
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001963.2.5dfb9b40-6b47-44fd-9ffc-ba05e31611c9.fc.signal	0.127234	0.0432749	0.249699	0.323579	0.313255	0.210564	0.315379	0.503424	0.765484	0.669058	0.363629	0.125086	0	0.0763963	0.230504	0.170143	0.0289161	0.109209	0.195209	0.110461	0.339005	0.517751	0.312668	0.639267	0.190937	0.224352	0.548522	0.523079	0.208652	0.0232737	0.0340775	0.260908	0.861987	1.43911	0.965664	0.694423	0.688575	0.611778	0.582551	0.884592	0.900157	0.463756	0.216978	0.227815	0.336669	0.70116	0.659091
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004681.3.0f14d363-13f3-4ef6-ae7d-bc5a09aea3db.fc.signal	0.541452	0.216094	0.596744	0.744504	0.293694	0	0.367347	0.824799	0.300835	0.561837	0.620385	0.256214	0	0.178201	0.433072	0.317208	0.212721	0.299443	0.437087	0.684533	0.635094	0.195916	0.292237	0.35078	0.503788	0.731809	0.77569	0.895884	0.700198	0.744279	0.402492	0.476072	0.568049	0.999623	0.562734	0.554582	0.517318	0.436445	0.371692	0.397282	0.465603	0.2349	0.23157	0.046394	0.262405	0.5366	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003715.2.59d957d1-1698-4164-ba42-8458fa8d6784.fc.signal	0.00405133	0	0.6208	1.32568	0.913625	0.991177	0.455884	0.598351	1.26718	1.87783	1.11869	0.154458	0.0817404	0.313507	0.155482	0.105221	0.254171	0.486756	0.751651	0.440374	0.483627	1.23471	0.508526	0.434757	0.477851	0.722601	1.06817	1.11766	1.54468	1.4152	0.396242	0.440099	0.782077	1.06459	0.0895162	0.341183	0.355251	0.3569	0	0.0530199	0.772523	1.80914	1.19162	0.364652	0.425709	0.521374	0.345133
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000059.3.c9963a54-6a2b-4612-99dc-6250ce6e822f.fc.signal	0.729777	0.798107	0.617259	0.38578	0.419295	0.547112	0.630859	0.521439	0.685167	0.430629	0.410859	0.50152	0.612696	0.962695	2.01438	2.52498	2.4878	1.88291	3.6342	3.83907	3.87332	3.08961	1.66088	2.01326	2.13593	0.328592	1.52225	1.54236	0.536479	0.680655	1.21042	2.09563	2.08892	1.60608	1.28419	0.321888	0	0	0.449436	0.345359	0	0.446212	1.09604	0.649351	0.062769	0.0879355	0.434389
