	chr4:101026666-101026815	chr4:101026816-101026965	chr4:101026966-101027115	chr4:101027116-101027265	chr4:101027266-101027415	chr4:101027416-101027565	chr4:101027566-101027715	chr4:101027716-101027865	chr4:101027866-101028015	chr4:101028016-101028165	chr4:101028166-101028315	chr4:101028316-101028465	chr4:101028466-101028615	chr4:101028616-101028765	chr4:101028766-101028915	chr4:101028916-101029065	chr4:101029066-101029215	chr4:101029216-101029365	chr4:101029366-101029515	chr4:101029516-101029665	chr4:101029666-101029815	chr4:101029816-101029965	chr4:101029966-101030115	chr4:101030116-101030265	chr4:101030266-101030415	chr4:101030416-101030565	chr4:101030566-101030715	chr4:101030716-101030865	chr4:101030866-101031015	chr4:101031016-101031165	chr4:101031166-101031315	chr4:101031316-101031465	chr4:101031466-101031615	chr4:101031616-101031695	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000076.3.8c8cf71c-e370-472d-89ef-87dbd2cde25f.fc.signal	0.348349	0.192233	0.258678	0.310076	0.852503	0.642107	0.315948	0.849159	0.667288	0.906555	0.396153	0.31112	0.276763	0.572569	0	0	0.476012	1.00659	0.314219	0.308441	0.150178	0.640858	0.574959	0.146599	0.122334	0.168467	0.306617	0.470761	0.562418	0.379727	0.334734	0.376316	0.856888	1.42167	0.443396
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.a6a9e168-f700-4b04-bb33-9eedccb77991.fc.signal	0.32103	0.313395	0	0.633308	0.612972	0.274418	0.181644	0.846437	0.199516	0.317152	0	0.163237	0.623973	1.86422	2.82184	0.597108	2.45487	0.938464	0.293201	1.99479	0.894282	1.18266	2.86632	1.79045	1.88742	1.08142	0.615494	1.70485	0.779854	0.484235	0.595114	0.330694	0.050876	0.868981	0.882519
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001447.1.0bde8c3f-07de-437f-8926-bbf417d01abf.fc.signal	0	0	0	0	0	0.272165	0.415747	0.299087	0	0	0.165727	0.200306	0	0.275311	0.299877	0	0	0	0	0.403356	0.216764	0.410674	0.0396822	0.392501	0.253	0	0.0703884	0.360349	0.032662	0	0	0	0.416546	0.343268	0.373676
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000014.2.2ffc3bfd-a8b5-4bc3-8298-0f71a6dfa4b0.fc.signal	0.75502	1.88974	2.37714	1.53116	0.677939	0.693206	0.475164	0	0.569426	0.705174	0	0.369434	0.0910257	0.10279	0.241198	1.00878	1.01014	0.837611	0	0.327282	0.550941	1.07977	0.282959	0	0.699838	1.03427	0.650187	1.06268	1.87506	1.655	1.31419	0.763928	0.853793	1.30019	0.5131
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000159.3.2e817463-50da-4748-b0f1-6026956a5007.fc.signal	0	0	0	0	0	0	0	0	0	1.31016	1.58375	0	0	0	0	0	0	1.22092	1.1319	1.38843	0	0	0	0	0	0	0	0	0	0.623292	0.917446	0.956371	0.0770631	0	0.556338
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000279.2.c8dc6fda-b050-49b5-ab4a-886e58f3d031.fc.signal	0	0	0.335127	0.412464	0	0.0778177	0.343067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.607444	0.0670254	0	0	0	0.449815	0.140128	0	0.567296
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001549.1.b1238445-4a00-452e-8684-dd41797bdbb3.fc.signal	0	0	0.0604492	0.97084	0.896983	0.222733	0	0	0	0	0	0	0	0	0	0	0	0.292593	1.05126	0.103657	0.176461	0.365868	0	0.185997	0.463083	0	0	0.19056	0.289446	0.127508	0.606592	0	0	0	0.409574
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000831.3.27a27ea1-2b00-4c14-813e-8060e6e66b8d.fc.signal	0.652963	1.03318	0.632968	0.607695	1.00887	0.699525	0.636016	1.01676	1.18109	0.162426	0.189587	0.172213	0.516559	0.538819	0.106027	0.124885	0.435492	0.487211	0.555985	0.840487	0.0170163	0.262959	1.21605	0.704268	0	0.223822	0.395699	1.34616	0.774914	0.00429993	0	0.0368572	0.372691	0.534089	0.417293
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.12487572-adf6-40c8-9745-66a141c14768.fc.signal	0.405148	0.33052	0	0.274024	0.485362	1.18571	0.0790272	0.100014	0.959125	0.472233	1.51633	2.88347	0.988393	0.512357	0.67586	0.150391	0.451294	0.98165	1.24617	0.321793	0	0	0	0.00939167	0.38881	0.10537	0	0	0.0412818	0.629598	0.0788886	0	0.122716	1.36372	0.862219
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.80ce343a-5712-49f6-8c5c-1e3104623262.fc.signal	0.210145	1.43725	0.719427	0.232219	0.0056784	0.392463	0.137741	0.529871	0.284487	0.0302848	0	0.269912	0.164673	0.40259	1.10863	0.0812927	0.874928	0.180319	0	0.0658615	0.340786	0.689724	0.593794	0.150615	0	0	0	0.605698	1.19233	0.268556	0.26092	0.680431	0.165457	0.862256	0.311499
